week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,Year.x,Avg_TMAX,Total_PRCP,Lagged_week_num,week_num.y.y,Hrs_Above_80_lag,Hrs_Above_75_lag,Hrs_Below_50_lag,Hrs_Between_50_86_lag,Avg_HourlyDryBulbTemp_lag,Avg_HourlyWetBulbTemp_lag,Hrs_Below_50_current,Avg_HourlyRelativeHumidity_current,Avg_HourlyWetBulbTemperature_current,Avg_HourlyWindSpeed_current,None.x,D0.x,D1.x,D2.x,D3.x,D4.x,DSCI_fema,None.y,D0.y,D1.y,D2.y,D3.y,D4.y,ValidStart.y,DSCI_ma,average_daylight_hours,Average_MEL,Total_MEL,Total_All,MEL_Prop
2007-23,53,0,2327,0,2007,80.71428571428571,0.8300000000000001,2007-21,2007-22,24,47,14,237,65.24705882352941,59.20000000000001,6,78.43959731543626,59.56375838926174,5.344202898550728,100,0,0,0,0,0,0,100,0,0,0,0,0,6/5/07,0,-8.88257936507937,112.16666666666669,1652,3331,0.4959471630141099
