MapDate,RegionName,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190917,IV,47.97,52.03,10.96,0.89,0.00,0.00,2019-09-17,2019-09-23,1
20190910,I,92.16,7.84,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190910,II,90.71,9.29,1.09,0.76,0.00,0.00,2019-09-10,2019-09-16,1
20190910,III,80.11,19.89,1.95,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190910,IV,75.60,24.40,5.86,0.89,0.00,0.00,2019-09-10,2019-09-16,1
20190903,I,92.16,7.84,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190903,II,90.61,9.39,1.10,0.76,0.00,0.00,2019-09-03,2019-09-09,1
20190903,III,89.99,10.01,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190903,IV,79.73,20.27,4.46,0.15,0.00,0.00,2019-09-03,2019-09-09,1
20190827,I,81.38,18.62,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190827,II,79.81,20.19,1.23,0.82,0.00,0.00,2019-08-27,2019-09-02,1
20190827,III,90.04,9.96,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190827,IV,77.35,22.65,5.17,0.26,0.00,0.00,2019-08-27,2019-09-02,1
20190820,I,90.39,9.61,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190820,II,91.44,8.56,1.23,0.82,0.00,0.00,2019-08-20,2019-08-26,1
20190820,III,90.28,9.72,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190820,IV,70.76,29.24,5.59,0.31,0.00,0.00,2019-08-20,2019-08-26,1
20190813,I,90.39,9.61,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190813,II,91.44,8.56,1.23,0.82,0.00,0.00,2019-08-13,2019-08-19,1
20190813,III,90.97,9.03,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190813,IV,73.73,26.27,5.77,0.43,0.00,0.00,2019-08-13,2019-08-19,1
20190806,I,96.59,3.41,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190806,II,93.45,6.55,1.25,0.69,0.00,0.00,2019-08-06,2019-08-12,1
20190806,III,99.25,0.75,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190806,IV,82.47,17.53,4.28,0.39,0.00,0.00,2019-08-06,2019-08-12,1
20190730,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190730,II,97.22,2.78,1.36,0.75,0.00,0.00,2019-07-30,2019-08-05,1
20190730,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190730,IV,82.53,17.47,4.33,0.66,0.00,0.00,2019-07-30,2019-08-05,1
20190723,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190723,II,97.17,2.83,1.84,0.84,0.00,0.00,2019-07-23,2019-07-29,1
20190723,III,99.96,0.04,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190723,IV,82.08,17.92,3.75,0.66,0.00,0.00,2019-07-23,2019-07-29,1
20190716,I,96.76,3.24,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190716,II,96.10,3.90,2.01,0.85,0.00,0.00,2019-07-16,2019-07-22,1
20190716,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190716,IV,81.21,18.79,3.73,0.60,0.00,0.00,2019-07-16,2019-07-22,1
20190709,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190709,II,96.14,3.86,2.01,0.75,0.00,0.00,2019-07-09,2019-07-15,1
20190709,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190709,IV,78.04,21.96,4.89,0.50,0.00,0.00,2019-07-09,2019-07-15,1
20190702,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190702,II,96.54,3.46,1.83,0.33,0.00,0.00,2019-07-02,2019-07-08,1
20190702,III,99.99,0.01,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190702,IV,78.78,21.22,5.34,0.32,0.00,0.00,2019-07-02,2019-07-08,1
20190625,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190625,II,96.65,3.35,1.86,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190625,III,99.99,0.01,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190625,IV,76.43,23.57,4.88,0.39,0.00,0.00,2019-06-25,2019-07-01,1
20190618,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190618,II,96.65,3.35,1.86,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190618,III,99.99,0.01,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190618,IV,71.81,28.19,9.02,0.58,0.00,0.00,2019-06-18,2019-06-24,1
20190611,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190611,II,97.43,2.57,0.89,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190611,III,99.99,0.01,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190611,IV,67.41,32.59,15.82,0.52,0.00,0.00,2019-06-11,2019-06-17,1
20190604,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190604,II,97.43,2.57,0.89,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190604,III,95.27,4.73,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190604,IV,50.77,49.23,22.64,2.12,0.00,0.00,2019-06-04,2019-06-10,1
20190528,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190528,II,97.43,2.57,0.89,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190528,III,95.28,4.72,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190528,IV,55.59,44.41,9.24,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190521,II,96.95,3.05,0.99,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190521,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190521,IV,75.15,24.85,4.73,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190514,II,97.49,2.51,0.72,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190514,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190514,IV,79.47,20.53,3.64,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190507,II,97.45,2.55,0.92,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190507,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190507,IV,77.99,22.01,6.93,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190430,II,97.45,2.55,0.92,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190430,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190430,IV,77.36,22.64,6.12,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190423,II,97.16,2.84,0.73,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190423,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190423,IV,76.37,23.63,5.39,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190416,II,95.04,4.96,0.60,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190416,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190416,IV,71.08,28.92,7.42,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190409,II,93.29,6.71,0.60,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190409,III,96.94,3.06,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190409,IV,69.95,30.05,9.52,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190402,II,96.57,3.43,0.60,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190402,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190402,IV,67.50,32.50,7.40,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190326,II,94.98,5.02,1.76,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190326,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190326,IV,78.34,21.66,2.22,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190319,II,94.98,5.02,1.76,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190319,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190319,IV,90.12,9.88,0.40,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190312,II,94.98,5.02,1.76,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190312,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190312,IV,91.71,8.29,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190305,II,94.85,5.15,2.46,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190305,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190305,IV,96.35,3.65,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190226,II,94.91,5.09,1.87,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190226,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190226,IV,96.21,3.79,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190219,II,95.38,4.62,1.26,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190219,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190219,IV,97.32,2.68,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190212,II,95.38,4.62,1.26,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190212,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190212,IV,97.58,2.42,0.47,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190205,II,95.64,4.36,0.51,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190205,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190205,IV,97.76,2.24,0.47,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190129,II,95.64,4.36,0.51,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190129,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190129,IV,96.12,3.88,0.58,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,I,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190122,II,95.64,4.36,0.51,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190122,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190122,IV,95.21,4.79,3.88,0.46,0.00,0.00,2019-01-22,2019-01-28,1
20190115,I,95.52,4.48,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190115,II,95.64,4.36,0.51,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190115,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190115,IV,95.21,4.79,3.88,0.46,0.00,0.00,2019-01-15,2019-01-21,1
20190108,I,95.52,4.48,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190108,II,95.50,4.50,0.62,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190108,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190108,IV,95.34,4.66,3.88,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,I,95.52,4.48,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20190101,II,92.14,7.86,0.35,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20190101,III,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20190101,IV,95.34,4.66,3.36,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,I,93.18,6.82,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181225,II,90.16,9.84,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181225,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181225,IV,95.78,4.22,3.07,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,I,93.18,6.82,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181218,II,90.16,9.84,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181218,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181218,IV,95.27,4.73,3.06,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,I,93.18,6.82,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181211,II,91.85,8.15,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181211,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181211,IV,94.72,5.28,3.06,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,I,93.18,6.82,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181204,II,91.85,8.15,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181204,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181204,IV,94.47,5.53,1.18,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,I,92.76,7.24,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181127,II,91.86,8.14,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181127,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181127,IV,91.90,8.10,1.97,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,I,92.32,7.68,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181120,II,89.98,10.02,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181120,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181120,IV,92.09,7.91,1.97,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,I,92.32,7.68,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181113,II,89.98,10.02,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181113,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181113,IV,91.20,8.80,1.26,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,I,86.77,13.23,2.23,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181106,II,86.87,13.13,5.07,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181106,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181106,IV,90.94,9.06,0.72,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,I,81.22,18.78,2.74,0.35,0.00,0.00,2018-10-30,2018-11-05,1
20181030,II,81.41,18.59,5.16,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181030,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181030,IV,89.16,10.84,0.47,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,I,65.86,34.14,2.75,0.82,0.00,0.00,2018-10-23,2018-10-29,1
20181023,II,80.91,19.09,5.16,0.57,0.00,0.00,2018-10-23,2018-10-29,1
20181023,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181023,IV,87.34,12.66,1.16,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,I,62.77,37.23,3.94,0.82,0.00,0.00,2018-10-16,2018-10-22,1
20181016,II,80.91,19.09,5.16,0.57,0.00,0.00,2018-10-16,2018-10-22,1
20181016,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181016,IV,89.18,10.82,1.16,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,I,54.06,45.94,7.15,1.26,0.00,0.00,2018-10-09,2018-10-15,1
20181009,II,76.43,23.57,7.57,1.46,0.00,0.00,2018-10-09,2018-10-15,1
20181009,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181009,IV,83.07,16.93,2.37,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,I,54.06,45.94,7.48,1.26,0.00,0.00,2018-10-02,2018-10-08,1
20181002,II,76.43,23.57,7.57,1.46,0.00,0.00,2018-10-02,2018-10-08,1
20181002,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20181002,IV,86.62,13.38,2.13,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,I,58.66,41.34,8.38,1.26,0.00,0.00,2018-09-25,2018-10-01,1
20180925,II,71.96,28.04,8.96,1.71,0.00,0.00,2018-09-25,2018-10-01,1
20180925,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180925,IV,86.97,13.03,2.59,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,I,56.88,43.12,8.38,1.26,0.00,0.00,2018-09-18,2018-09-24,1
20180918,II,81.46,18.54,8.96,1.71,0.00,0.00,2018-09-18,2018-09-24,1
20180918,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180918,IV,86.80,13.20,2.24,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,I,56.88,43.12,8.38,1.26,0.00,0.00,2018-09-11,2018-09-17,1
20180911,II,80.95,19.05,8.96,1.71,0.00,0.00,2018-09-11,2018-09-17,1
20180911,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180911,IV,87.45,12.55,1.56,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,I,53.36,46.64,12.55,3.41,0.00,0.00,2018-09-04,2018-09-10,1
20180904,II,77.93,22.07,12.69,2.36,0.00,0.00,2018-09-04,2018-09-10,1
20180904,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180904,IV,83.58,16.42,1.37,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,I,58.71,41.29,11.01,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180828,II,75.64,24.36,12.44,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180828,III,99.77,0.23,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180828,IV,89.99,10.01,0.44,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,I,57.68,42.32,11.01,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180821,II,75.64,24.36,12.44,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180821,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180821,IV,92.05,7.95,0.43,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,I,54.76,45.24,11.01,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180814,II,65.76,34.24,16.33,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180814,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180814,IV,90.83,9.17,0.98,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,I,54.76,45.24,11.01,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180807,II,66.63,33.37,16.33,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180807,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180807,IV,91.34,8.66,0.91,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,I,46.32,53.68,14.06,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180731,II,65.58,34.42,16.35,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180731,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180731,IV,87.59,12.41,0.65,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,I,38.32,61.68,19.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180724,II,39.14,60.86,16.47,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180724,III,99.81,0.19,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180724,IV,90.71,9.29,0.43,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,I,33.72,66.28,27.32,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180717,II,40.26,59.74,10.43,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180717,III,94.27,5.73,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180717,IV,90.92,9.08,0.42,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,I,37.60,62.40,20.40,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180710,II,47.20,52.80,7.56,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180710,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180710,IV,92.42,7.58,0.42,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,I,41.90,58.10,18.19,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180703,II,50.95,49.05,0.05,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180703,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180703,IV,92.96,7.04,0.42,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,I,42.45,57.55,18.19,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180626,II,57.60,42.40,0.05,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180626,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180626,IV,91.72,8.28,0.39,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,I,42.45,57.55,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180619,II,61.81,38.19,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180619,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180619,IV,96.54,3.46,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,I,78.99,21.01,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180612,II,99.18,0.82,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180612,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180612,IV,96.81,3.19,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,I,78.99,21.01,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180605,II,99.18,0.82,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180605,III,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180605,IV,98.06,1.94,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,I,97.43,2.57,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180529,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180529,III,98.60,1.40,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180529,IV,97.94,2.06,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,I,97.43,2.57,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180522,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180522,III,98.60,1.40,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180522,IV,85.11,14.89,0.49,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180515,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180515,III,89.27,10.73,1.98,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180515,IV,74.55,25.45,10.23,1.02,0.00,0.00,2018-05-15,2018-05-21,1
20180508,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180508,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180508,III,87.25,12.75,1.98,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180508,IV,73.47,26.53,11.38,1.79,0.00,0.00,2018-05-08,2018-05-14,1
20180501,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180501,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180501,III,87.25,12.75,1.98,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180501,IV,75.34,24.66,10.20,1.79,0.00,0.00,2018-05-01,2018-05-07,1
20180424,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180424,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180424,III,84.38,15.62,2.12,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180424,IV,73.55,26.45,11.94,2.77,0.00,0.00,2018-04-24,2018-04-30,1
20180417,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180417,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180417,III,83.53,16.47,2.12,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180417,IV,69.89,30.11,16.71,5.33,0.00,0.00,2018-04-17,2018-04-23,1
20180410,I,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180410,II,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180410,III,72.01,27.99,4.29,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180410,IV,62.86,37.14,18.81,5.42,0.00,0.00,2018-04-10,2018-04-16,1
