MapDate,RegionName,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20100427,II,68.28,31.72,6.18,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100427,III,82.17,17.83,4.46,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100427,IV,73.59,26.41,1.43,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,II,68.28,31.72,0.24,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,III,87.10,12.90,4.46,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,IV,78.84,21.16,1.43,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,II,71.65,28.35,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,III,87.10,12.90,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,IV,84.35,15.65,1.02,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,II,79.11,20.89,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,III,94.19,5.81,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,IV,90.96,9.04,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,IV,95.99,4.01,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,IV,96.75,3.25,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,IV,94.61,5.39,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,IV,84.58,15.42,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,IV,99.24,0.76,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,IV,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,IV,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,IV,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,IV,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,IV,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100119,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100119,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100119,IV,99.60,0.40,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100112,II,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100112,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100112,IV,99.60,0.40,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,I,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,II,99.50,0.50,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,III,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,IV,99.60,0.40,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091229,II,99.50,0.50,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091229,III,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091229,IV,99.54,0.46,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091222,II,99.38,0.62,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091222,III,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091222,IV,98.78,1.22,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091215,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091215,III,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091215,IV,97.87,2.13,0.43,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091208,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091208,III,95.60,4.40,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091208,IV,97.28,2.72,0.43,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091201,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091201,III,89.50,10.50,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091201,IV,93.76,6.24,1.26,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091124,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091124,III,89.50,10.50,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091124,IV,91.97,8.03,1.12,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091117,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091117,III,89.50,10.50,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091117,IV,89.48,10.52,0.72,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091110,II,97.18,2.82,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091110,III,89.50,10.50,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091110,IV,84.77,15.23,5.12,0.37,0.00,0.00,2009-11-10,2009-11-16,1
20091103,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091103,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091103,III,89.50,10.50,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091103,IV,84.77,15.23,5.12,0.37,0.00,0.00,2009-11-03,2009-11-09,1
20091027,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091027,II,95.71,4.29,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091027,III,82.72,17.28,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091027,IV,84.68,15.32,5.77,0.37,0.00,0.00,2009-10-27,2009-11-02,1
20091020,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091020,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091020,III,85.96,14.04,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091020,IV,85.90,14.10,4.66,0.37,0.00,0.00,2009-10-20,2009-10-26,1
20091013,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091013,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091013,III,82.26,17.74,2.47,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091013,IV,84.38,15.62,3.01,0.37,0.00,0.00,2009-10-13,2009-10-19,1
20091006,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20091006,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20091006,III,76.92,23.08,7.53,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20091006,IV,88.18,11.82,4.14,0.74,0.00,0.00,2009-10-06,2009-10-12,1
20090929,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090929,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090929,III,76.84,23.16,7.53,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090929,IV,86.98,13.02,5.55,1.10,0.00,0.00,2009-09-29,2009-10-05,1
20090922,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090922,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090922,III,59.84,40.16,11.67,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090922,IV,83.89,16.11,7.41,1.27,0.00,0.00,2009-09-22,2009-09-28,1
20090915,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090915,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090915,III,82.79,17.21,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090915,IV,81.87,18.13,7.74,0.11,0.00,0.00,2009-09-15,2009-09-21,1
20090908,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090908,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090908,III,98.65,1.35,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090908,IV,79.64,20.36,3.06,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090901,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090901,III,97.77,2.23,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090901,IV,82.57,17.43,2.63,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090825,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090825,III,97.77,2.23,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090825,IV,75.71,24.29,2.43,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090818,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090818,III,79.34,20.66,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090818,IV,73.00,27.00,1.56,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090811,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090811,III,89.16,10.84,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090811,IV,75.33,24.67,0.77,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090804,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090804,III,89.16,10.84,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090804,IV,75.33,24.67,0.77,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090728,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090728,III,87.00,13.00,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090728,IV,70.69,29.31,1.48,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090721,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090721,III,84.56,15.44,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090721,IV,67.37,32.63,2.86,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090714,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090714,III,94.00,6.00,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090714,IV,72.14,27.86,2.18,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090707,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090707,III,94.12,5.88,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090707,IV,72.40,27.60,2.18,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090630,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090630,III,96.95,3.05,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090630,IV,86.46,13.54,0.69,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090623,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090623,III,99.89,0.11,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090623,IV,94.60,5.40,0.01,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,I,95.04,4.96,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090616,II,98.17,1.83,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090616,III,98.39,1.61,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090616,IV,97.94,2.06,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,I,92.85,7.15,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090609,II,94.48,5.52,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090609,III,97.36,2.64,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090609,IV,97.90,2.10,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090602,II,94.48,5.52,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090602,III,97.39,2.61,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090602,IV,96.36,3.64,0.52,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090526,II,82.58,17.42,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090526,III,86.93,13.07,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090526,IV,92.65,7.35,1.43,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,II,92.48,7.52,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,III,87.59,12.41,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,IV,87.94,12.06,6.58,4.72,0.75,0.00,2009-05-19,2009-05-25,1
20090512,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,II,74.70,25.30,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,III,78.75,21.25,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,IV,81.63,18.37,9.23,8.52,4.44,0.00,2009-05-12,2009-05-18,1
20090505,I,90.56,9.44,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,II,68.65,31.35,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,III,55.69,44.31,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,IV,79.19,20.81,11.03,7.07,1.69,0.00,2009-05-05,2009-05-11,1
20090428,I,90.56,9.44,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,II,61.46,38.54,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,III,15.68,84.32,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,IV,76.03,23.97,11.68,7.07,1.33,0.00,2009-04-28,2009-05-04,1
20090421,I,94.92,5.08,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,II,80.83,19.17,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,III,30.28,69.72,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,IV,80.50,19.50,11.68,5.78,1.15,0.00,2009-04-21,2009-04-27,1
20090414,I,94.92,5.08,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,II,80.83,19.17,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,III,24.78,75.22,13.46,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,IV,80.12,19.88,12.14,6.70,0.57,0.00,2009-04-14,2009-04-20,1
20090407,I,93.89,6.11,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,II,80.51,19.49,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,III,22.56,77.44,13.46,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,IV,76.46,23.54,14.83,6.42,0.00,0.00,2009-04-07,2009-04-13,1
20090331,I,98.53,1.47,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090331,II,81.87,18.13,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090331,III,18.50,81.50,16.06,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090331,IV,58.45,41.55,24.44,6.18,0.00,0.00,2009-03-31,2009-04-06,1
20090324,I,98.53,1.47,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090324,II,81.87,18.13,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090324,III,16.23,83.77,17.74,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090324,IV,29.49,70.51,30.95,9.04,0.00,0.00,2009-03-24,2009-03-30,1
20090317,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,III,51.77,48.23,9.11,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,IV,30.86,69.14,31.88,9.04,1.21,0.00,2009-03-17,2009-03-23,1
20090310,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,II,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,III,53.47,46.53,11.27,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,IV,27.36,72.64,31.38,7.52,1.21,0.00,2009-03-10,2009-03-16,1
20090303,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,II,98.83,1.17,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,III,53.47,46.53,7.90,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,IV,30.60,69.40,31.37,5.46,1.21,0.00,2009-03-03,2009-03-09,1
20090224,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,II,99.72,0.28,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,III,56.38,43.62,8.77,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,IV,31.52,68.48,30.83,5.46,1.42,0.00,2009-02-24,2009-03-02,1
20090217,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,II,99.72,0.28,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,III,56.38,43.62,8.77,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,IV,31.52,68.48,21.98,4.64,1.42,0.00,2009-02-17,2009-02-23,1
20090210,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,II,99.38,0.62,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,III,56.60,43.40,7.90,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,IV,35.16,64.84,15.08,3.52,1.23,0.00,2009-02-10,2009-02-16,1
20090203,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,II,99.38,0.62,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,III,79.71,20.29,5.40,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,IV,63.87,36.13,10.41,3.52,1.23,0.00,2009-02-03,2009-02-09,1
20090127,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,II,99.38,0.62,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,III,71.55,28.45,8.44,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,IV,57.87,42.13,9.20,3.20,1.29,0.00,2009-01-27,2009-02-02,1
20090120,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,II,99.38,0.62,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,III,71.74,28.26,8.44,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,IV,63.52,36.48,8.58,3.20,1.29,0.00,2009-01-20,2009-01-26,1
20090113,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,II,99.96,0.04,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,III,71.74,28.26,8.46,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,IV,63.52,36.48,9.00,2.95,1.29,0.00,2009-01-13,2009-01-19,1
20090106,I,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,II,99.97,0.03,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,III,68.96,31.04,13.76,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,IV,62.70,37.30,20.12,4.06,2.10,0.00,2009-01-06,2009-01-12,1
20081230,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,II,99.97,0.03,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,III,68.96,31.04,16.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,IV,67.30,32.70,19.89,5.27,2.32,0.00,2008-12-30,2009-01-05,1
20081223,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,II,99.97,0.03,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,III,67.69,32.31,16.21,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,IV,63.43,36.57,21.90,9.16,3.27,0.00,2008-12-23,2008-12-29,1
20081216,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,II,99.97,0.03,0.00,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,III,54.82,45.18,16.21,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,IV,63.43,36.57,21.90,9.93,3.63,0.00,2008-12-16,2008-12-22,1
20081209,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081209,II,99.97,0.03,0.00,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081209,III,42.17,57.83,18.76,6.55,0.61,0.00,2008-12-09,2008-12-15,1
20081209,IV,45.46,54.54,31.67,19.68,10.40,3.87,2008-12-09,2008-12-15,1
20081202,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081202,II,99.97,0.03,0.00,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081202,III,44.53,55.47,17.54,6.61,0.77,0.00,2008-12-02,2008-12-08,1
20081202,IV,39.52,60.48,34.43,20.50,11.38,4.09,2008-12-02,2008-12-08,1
20081125,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081125,II,96.97,3.03,0.00,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081125,III,51.17,48.83,15.31,6.61,0.77,0.00,2008-11-25,2008-12-01,1
20081125,IV,40.87,59.13,35.31,23.11,11.18,4.09,2008-11-25,2008-12-01,1
20081118,I,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081118,II,95.71,4.29,0.00,0.00,0.00,0.00,2008-11-18,2008-11-24,1
