MapDate,RegionName,None,D0,D1,D2,D3,D4,dsci,ValidStart,ValidEnd,StatisticFormatID
20081118,IV,48.51,51.49,32.97,22.52,9.58,3.5,68.57,11/18/08,11/24/08,1
20081111,IV,47.23,52.77,35.53,23.39,9.9,3.5,72.32,11/11/08,11/17/08,1
20081104,IV,47.23,52.77,33.83,23.39,9.9,1.54,68.66,11/4/08,11/10/08,1
20081028,IV,48.37,51.63,33.83,23.39,9.9,0.97,68.09,10/28/08,11/3/08,1
20081021,IV,35.93,64.07,40.44,26.01,10.51,0.98,77.94,10/21/08,10/27/08,1
20081014,IV,36.42,63.58,39.65,26,10.51,0.98,77.14,10/14/08,10/20/08,1
20081007,IV,33.44,66.56,46.72,25.03,8.66,1.42,81.83,10/7/08,10/13/08,1
20080930,IV,33.44,66.56,46.72,25.03,8.66,1.42,81.83,9/30/08,10/6/08,1
20080923,IV,42.12,57.88,39.43,19.38,6.62,1.42,66.85,9/23/08,9/29/08,1
20080916,IV,41.33,58.67,35.89,17.34,6.67,1.14,61.04,9/16/08,9/22/08,1
20080909,IV,41.33,58.67,35.89,18.74,7.44,1.14,63.21,9/9/08,9/15/08,1
20080902,IV,37.33,62.67,39.98,19.33,7.44,1.14,67.89,9/2/08,9/8/08,1
20080826,IV,38.09,61.91,37.24,22.2,10.25,1.14,70.83,8/26/08,9/1/08,1
20080819,IV,30.07,69.93,52.11,33.81,15.29,6.13,107.34,8/19/08,8/25/08,1
20080812,IV,25.3,74.7,53.02,33.09,12.21,4.79,103.11,8/12/08,8/18/08,1
20080805,IV,25.3,74.7,51.33,31.06,11.02,4.79,98.2,8/5/08,8/11/08,1
20080729,IV,25.31,74.69,52.55,30.29,9.8,4.79,97.43,7/29/08,8/4/08,1
20080722,IV,25.31,74.69,52.55,29.44,9.8,4.79,96.58,7/22/08,7/28/08,1
20080715,IV,21.74,78.26,45.54,26.39,9.68,2.15,83.76,7/15/08,7/21/08,1
20080708,IV,19.75,80.25,47.03,28.3,9.68,2.15,87.16,7/8/08,7/14/08,1
20080701,IV,19.16,80.84,47.26,29.86,9.55,2.15,88.82,7/1/08,7/7/08,1
20080624,IV,25.38,74.62,49.19,25,8.75,1.8,84.74,6/24/08,6/30/08,1
20080617,IV,29.53,70.47,49.24,21.33,8,0.71,79.28,6/17/08,6/23/08,1
20080610,IV,27.83,72.17,43.79,21.72,6.27,0,71.78,6/10/08,6/16/08,1
20080603,IV,35.27,64.73,36.61,17.82,3.93,0,58.36,6/3/08,6/9/08,1
20080527,IV,38.9,61.1,33.81,19.93,4.49,0,58.23,5/27/08,6/2/08,1
20080520,IV,37.05,62.95,33.18,19.01,3.66,0,55.85,5/20/08,5/26/08,1
20080513,IV,40.13,59.87,35.38,19.6,6.28,0,61.26,5/13/08,5/19/08,1
20080506,IV,40.84,59.16,35.48,20.24,6.8,0,62.52,5/6/08,5/12/08,1
20080429,IV,41.21,58.79,35.39,19.38,6.52,0,61.29,4/29/08,5/5/08,1
20080422,IV,39.74,60.26,37.8,20.71,6.75,0,65.26,4/22/08,4/28/08,1
20080415,IV,41.98,58.02,35.6,22.27,6.75,0,64.62,4/15/08,4/21/08,1
20080408,IV,44.58,55.42,35.81,22.27,9.25,0,67.33,4/8/08,4/14/08,1
20080401,IV,38.28,61.72,43.83,30.05,15.31,0,89.19,4/1/08,4/7/08,1
20080325,IV,43.37,56.63,43.27,29.86,15.82,0,88.95,3/25/08,3/31/08,1
20080318,IV,39.52,60.48,44.99,33.36,16.94,0.89,96.18,3/18/08,3/24/08,1
20080311,IV,39.02,60.98,44.57,33.25,16.96,3.01,97.79,3/11/08,3/17/08,1
20080304,IV,34.54,65.46,51.02,38.5,22.99,7.11,119.62,3/4/08,3/10/08,1
20080226,IV,30.64,69.36,51.63,39.02,24.23,8.7,123.58,2/26/08,3/3/08,1
20080219,IV,19.31,80.69,56.54,43.2,29.9,16.44,146.08,2/19/08,2/25/08,1
20080212,IV,18.82,81.18,57.28,43.58,31.37,17.15,149.38,2/12/08,2/18/08,1
20080205,IV,18.74,81.26,56.28,43.59,31.35,17.15,148.37,2/5/08,2/11/08,1
20080129,IV,18.19,81.81,58,47.32,33.3,18.23,156.85,1/29/08,2/4/08,1
20080122,IV,20.5,79.5,58.6,46.14,32.12,17.38,154.24,1/22/08,1/28/08,1
20080115,IV,16.94,83.06,60.22,49.11,34.39,17.36,161.08,1/15/08,1/21/08,1
20080108,IV,20.34,79.66,60.74,49.03,36.23,19.32,165.32,1/8/08,1/14/08,1
20080101,IV,22.9,77.1,58.81,48.66,35.96,18.31,161.74,1/1/08,1/7/08,1
20071225,IV,21.73,78.27,61.04,51.52,41.18,29.23,182.97,12/25/07,12/31/07,1
20071218,IV,21.77,78.23,62.16,52.02,41.27,29.23,184.68,12/18/07,12/24/07,1
20071211,IV,20.99,79.01,63.62,52.75,41.27,29.23,186.87,12/11/07,12/17/07,1
20071204,IV,23.55,76.45,62.22,50.28,39.16,25.71,177.37,12/4/07,12/10/07,1
20071127,IV,23.67,76.33,61.49,49.71,37.86,22.84,171.9,11/27/07,12/3/07,1
20071120,IV,19.22,80.78,62.54,50.39,38.01,23.22,174.16,11/20/07,11/26/07,1
20071113,IV,19.22,80.78,61.34,49.45,33.96,21.27,166.02,11/13/07,11/19/07,1
20071106,IV,24.11,75.89,57.33,45.66,31.18,19.24,153.41,11/6/07,11/12/07,1
20071030,IV,26.95,73.05,57.33,44.52,30.35,17.2,149.4,10/30/07,11/5/07,1
20071023,IV,16.97,83.03,71.94,58.27,46.13,31.12,207.46,10/23/07,10/29/07,1
20071016,IV,9.87,90.13,81.99,70.97,59.01,33.93,245.9,10/16/07,10/22/07,1
20071009,IV,13.35,86.65,78.02,67.25,54.59,27.65,227.51,10/9/07,10/15/07,1
20071002,IV,11.31,88.69,75.06,64.43,51.58,26.17,217.24,10/2/07,10/8/07,1
20070925,IV,13.81,86.19,74.21,63.47,49.92,18.02,205.62,9/25/07,10/1/07,1
20070918,IV,12.12,87.88,75.87,64.13,48.71,18.3,207.01,9/18/07,9/24/07,1
20070911,IV,5.77,94.23,80.92,67.84,52.89,22.36,224.01,9/11/07,9/17/07,1
20070904,IV,6.06,93.94,79.75,64.73,47.33,19.11,210.92,9/4/07,9/10/07,1
20070828,IV,2.29,97.71,86.73,70.09,52.22,22.16,231.2,8/28/07,9/3/07,1
20070821,IV,3.01,96.99,86.5,70.08,51.47,22.84,230.89,8/21/07,8/27/07,1
20070814,IV,3.3,96.7,86.08,64.35,36.37,18.63,205.43,8/14/07,8/20/07,1
20070807,IV,4.85,95.15,79.83,49.23,29.09,12.19,170.34,8/7/07,8/13/07,1
20070731,IV,4.93,95.07,80.81,47.99,23.92,5.24,157.96,7/31/07,8/6/07,1
20070724,IV,5.07,94.93,76.61,45.79,20.19,3.18,145.77,7/24/07,7/30/07,1
20070717,IV,6.03,93.97,77.19,45.79,20.19,4.09,147.26,7/17/07,7/23/07,1
20070710,IV,5.43,94.57,76.25,45.47,20.98,4.1,146.8,7/10/07,7/16/07,1
20070703,IV,2.14,97.86,80.49,54.14,29.22,6.13,169.98,7/3/07,7/9/07,1
20070626,IV,1.06,98.94,83.57,58.73,33.74,7.32,183.36,6/26/07,7/2/07,1
20070619,IV,2.03,97.97,83.44,60.03,36.53,9.53,189.53,6/19/07,6/25/07,1
20070612,IV,1.68,98.32,83.38,59.13,26.94,7.09,176.54,6/12/07,6/18/07,1
20070605,IV,1.21,98.79,84.58,47.19,26.36,2.99,161.12,6/5/07,6/11/07,1
20070529,IV,1.09,98.91,86.74,52.06,29.09,0,167.89,5/29/07,6/4/07,1
20070522,IV,2.47,97.53,78.7,50.95,26.98,0,156.63,5/22/07,5/28/07,1
20070515,IV,4.34,95.66,70.69,41.29,20.17,0,132.15,5/15/07,5/21/07,1
20070508,IV,9.6,90.4,66.08,40.09,17.89,0,124.06,5/8/07,5/14/07,1
20070501,IV,18.26,81.74,65.77,38.77,12.88,0,117.42,5/1/07,5/7/07,1
20070424,IV,22.66,77.34,62.28,29.8,6.49,0,98.57,4/24/07,4/30/07,1
20070417,IV,23.73,76.27,46.68,18.53,1.39,0,66.6,4/17/07,4/23/07,1
20070410,IV,6.13,93.87,56.55,15.12,1.79,0,73.46,4/10/07,4/16/07,1
20070403,IV,7.07,92.93,52.43,12.86,1.79,0,67.08,4/3/07,4/9/07,1
20070327,IV,5.92,94.08,37.65,9.23,0.67,0,47.55,3/27/07,4/2/07,1
20070320,IV,16.79,83.21,30.73,2.19,0,0,32.92,3/20/07,3/26/07,1
20070313,IV,26.28,73.72,28.39,1.86,0,0,30.25,3/13/07,3/19/07,1
20070306,IV,56.08,43.92,11.34,0,0,0,11.34,3/6/07,3/12/07,1
20070227,IV,50.68,49.32,15.64,0,0,0,15.64,2/27/07,3/5/07,1
20070220,IV,52.63,47.37,15.25,0,0,0,15.25,2/20/07,2/26/07,1
20070213,IV,61.61,38.39,12.33,0,0,0,12.33,2/13/07,2/19/07,1
20070206,IV,69.99,30.01,5.49,0,0,0,5.49,2/6/07,2/12/07,1
20070130,IV,74.7,25.3,8.5,2.4,0,0,10.9,1/30/07,2/5/07,1
20070123,IV,75.93,24.07,8.5,2.4,0,0,10.9,1/23/07,1/29/07,1
20070116,IV,62.45,37.55,8.59,2.16,0,0,10.75,1/16/07,1/22/07,1
20070109,IV,57.15,42.85,8.06,0.95,0,0,9.01,1/9/07,1/15/07,1
20070102,IV,51.58,48.42,7.71,1.12,0,0,8.83,1/2/07,1/8/07,1
20061226,IV,55.24,44.76,8.35,1.78,0,0,10.13,12/26/06,1/1/07,1
