MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,dsdi,ValidStart,ValidEnd,StatisticFormatID
20130402,25005,Bristol County,MA,100,0,0,0,0,0,0,4/2/13,4/8/13,1
20130326,25005,Bristol County,MA,100,0,0,0,0,0,0,3/26/13,4/1/13,1
20130319,25005,Bristol County,MA,100,0,0,0,0,0,0,3/19/13,3/25/13,1
20130312,25005,Bristol County,MA,100,0,0,0,0,0,0,3/12/13,3/18/13,1
20130305,25005,Bristol County,MA,100,0,0,0,0,0,0,3/5/13,3/11/13,1
20130226,25005,Bristol County,MA,100,0,0,0,0,0,0,2/26/13,3/4/13,1
20130219,25005,Bristol County,MA,100,0,0,0,0,0,0,2/19/13,2/25/13,1
20130212,25005,Bristol County,MA,100,0,0,0,0,0,0,2/12/13,2/18/13,1
20130205,25005,Bristol County,MA,100,0,0,0,0,0,0,2/5/13,2/11/13,1
20130129,25005,Bristol County,MA,100,0,0,0,0,0,0,1/29/13,2/4/13,1
20130122,25005,Bristol County,MA,100,0,0,0,0,0,0,1/22/13,1/28/13,1
20130115,25005,Bristol County,MA,100,0,0,0,0,0,0,1/15/13,1/21/13,1
20130108,25005,Bristol County,MA,100,0,0,0,0,0,0,1/8/13,1/14/13,1
20130101,25005,Bristol County,MA,100,0,0,0,0,0,0,1/1/13,1/7/13,1
20121225,25005,Bristol County,MA,100,0,0,0,0,0,0,12/25/12,12/31/12,1
20121218,25005,Bristol County,MA,100,0,0,0,0,0,0,12/18/12,12/24/12,1
20121211,25005,Bristol County,MA,100,0,0,0,0,0,0,12/11/12,12/17/12,1
20121204,25005,Bristol County,MA,100,0,0,0,0,0,0,12/4/12,12/10/12,1
20121127,25005,Bristol County,MA,100,0,0,0,0,0,0,11/27/12,12/3/12,1
20121120,25005,Bristol County,MA,100,0,0,0,0,0,0,11/20/12,11/26/12,1
20121113,25005,Bristol County,MA,100,0,0,0,0,0,0,11/13/12,11/19/12,1
20121106,25005,Bristol County,MA,100,0,0,0,0,0,0,11/6/12,11/12/12,1
20121030,25005,Bristol County,MA,100,0,0,0,0,0,0,10/30/12,11/5/12,1
20121023,25005,Bristol County,MA,100,0,0,0,0,0,0,10/23/12,10/29/12,1
20121016,25005,Bristol County,MA,100,0,0,0,0,0,0,10/16/12,10/22/12,1
20121009,25005,Bristol County,MA,100,0,0,0,0,0,0,10/9/12,10/15/12,1
20121002,25005,Bristol County,MA,100,0,0,0,0,0,0,10/2/12,10/8/12,1
20120925,25005,Bristol County,MA,100,0,0,0,0,0,0,9/25/12,10/1/12,1
20120918,25005,Bristol County,MA,19.31,80.69,0,0,0,0,80.69,9/18/12,9/24/12,1
20120911,25005,Bristol County,MA,16.41,83.59,0,0,0,0,83.59,9/11/12,9/17/12,1
20120904,25005,Bristol County,MA,16.41,83.59,0,0,0,0,83.59,9/4/12,9/10/12,1
20120828,25005,Bristol County,MA,17.36,82.64,0,0,0,0,82.64,8/28/12,9/3/12,1
20120821,25005,Bristol County,MA,14.74,85.26,0,0,0,0,85.26,8/21/12,8/27/12,1
20120814,25005,Bristol County,MA,0,100,0,0,0,0,100,8/14/12,8/20/12,1
20120807,25005,Bristol County,MA,0,100,0,0,0,0,100,8/7/12,8/13/12,1
20120731,25005,Bristol County,MA,0,100,0,0,0,0,100,7/31/12,8/6/12,1
20120724,25005,Bristol County,MA,0,100,0,0,0,0,100,7/24/12,7/30/12,1
20120717,25005,Bristol County,MA,21.73,78.27,0,0,0,0,78.27,7/17/12,7/23/12,1
20120710,25005,Bristol County,MA,100,0,0,0,0,0,0,7/10/12,7/16/12,1
20120703,25005,Bristol County,MA,100,0,0,0,0,0,0,7/3/12,7/9/12,1
20120626,25005,Bristol County,MA,100,0,0,0,0,0,0,6/26/12,7/2/12,1
20120619,25005,Bristol County,MA,100,0,0,0,0,0,0,6/19/12,6/25/12,1
20120612,25005,Bristol County,MA,100,0,0,0,0,0,0,6/12/12,6/18/12,1
20120605,25005,Bristol County,MA,100,0,0,0,0,0,0,6/5/12,6/11/12,1
20120529,25005,Bristol County,MA,0,100,0,0,0,0,100,5/29/12,6/4/12,1
20120522,25005,Bristol County,MA,0,100,0,0,0,0,100,5/22/12,5/28/12,1
20120515,25005,Bristol County,MA,0,100,48.96,0,0,0,148.96,5/15/12,5/21/12,1
20120508,25005,Bristol County,MA,0,100,100,46.63,0,0,246.63,5/8/12,5/14/12,1
20120501,25005,Bristol County,MA,0,100,100,46.63,0,0,246.63,5/1/12,5/7/12,1
20120424,25005,Bristol County,MA,0,100,100,46.63,0,0,246.63,4/24/12,4/30/12,1
20120417,25005,Bristol County,MA,0,100,100,100,0,0,300,4/17/12,4/23/12,1
20120410,25005,Bristol County,MA,0,100,100,100,0,0,300,4/10/12,4/16/12,1
20120403,25005,Bristol County,MA,0,100,100,0,0,0,200,4/3/12,4/9/12,1
20120327,25005,Bristol County,MA,0,100,100,0,0,0,200,3/27/12,4/2/12,1
20120320,25005,Bristol County,MA,0,100,100,0,0,0,200,3/20/12,3/26/12,1
20120313,25005,Bristol County,MA,0,100,0,0,0,0,100,3/13/12,3/19/12,1
20120306,25005,Bristol County,MA,56.08,43.92,0,0,0,0,43.92,3/6/12,3/12/12,1
20120228,25005,Bristol County,MA,56.08,43.92,0,0,0,0,43.92,2/28/12,3/5/12,1
20120221,25005,Bristol County,MA,56.08,43.92,0,0,0,0,43.92,2/21/12,2/27/12,1
20120214,25005,Bristol County,MA,56.08,43.92,0,0,0,0,43.92,2/14/12,2/20/12,1
20120207,25005,Bristol County,MA,100,0,0,0,0,0,0,2/7/12,2/13/12,1
20120131,25005,Bristol County,MA,100,0,0,0,0,0,0,1/31/12,2/6/12,1
20120124,25005,Bristol County,MA,100,0,0,0,0,0,0,1/24/12,1/30/12,1
20120117,25005,Bristol County,MA,100,0,0,0,0,0,0,1/17/12,1/23/12,1
20120110,25005,Bristol County,MA,100,0,0,0,0,0,0,1/10/12,1/16/12,1
20120103,25005,Bristol County,MA,100,0,0,0,0,0,0,1/3/12,1/9/12,1
20111227,25005,Bristol County,MA,100,0,0,0,0,0,0,12/27/11,1/2/12,1
20111220,25005,Bristol County,MA,100,0,0,0,0,0,0,12/20/11,12/26/11,1
20111213,25005,Bristol County,MA,100,0,0,0,0,0,0,12/13/11,12/19/11,1
20111206,25005,Bristol County,MA,100,0,0,0,0,0,0,12/6/11,12/12/11,1
20111129,25005,Bristol County,MA,100,0,0,0,0,0,0,11/29/11,12/5/11,1
20111122,25005,Bristol County,MA,100,0,0,0,0,0,0,11/22/11,11/28/11,1
20111115,25005,Bristol County,MA,100,0,0,0,0,0,0,11/15/11,11/21/11,1
20111108,25005,Bristol County,MA,100,0,0,0,0,0,0,11/8/11,11/14/11,1
20111101,25005,Bristol County,MA,100,0,0,0,0,0,0,11/1/11,11/7/11,1
20111025,25005,Bristol County,MA,100,0,0,0,0,0,0,10/25/11,10/31/11,1
20111018,25005,Bristol County,MA,100,0,0,0,0,0,0,10/18/11,10/24/11,1
20111011,25005,Bristol County,MA,100,0,0,0,0,0,0,10/11/11,10/17/11,1
20111004,25005,Bristol County,MA,100,0,0,0,0,0,0,10/4/11,10/10/11,1
20110927,25005,Bristol County,MA,100,0,0,0,0,0,0,9/27/11,10/3/11,1
20110920,25005,Bristol County,MA,100,0,0,0,0,0,0,9/20/11,9/26/11,1
20110913,25005,Bristol County,MA,100,0,0,0,0,0,0,9/13/11,9/19/11,1
20110906,25005,Bristol County,MA,100,0,0,0,0,0,0,9/6/11,9/12/11,1
20110830,25005,Bristol County,MA,100,0,0,0,0,0,0,8/30/11,9/5/11,1
20110823,25005,Bristol County,MA,100,0,0,0,0,0,0,8/23/11,8/29/11,1
20110816,25005,Bristol County,MA,100,0,0,0,0,0,0,8/16/11,8/22/11,1
20110809,25005,Bristol County,MA,100,0,0,0,0,0,0,8/9/11,8/15/11,1
20110802,25005,Bristol County,MA,100,0,0,0,0,0,0,8/2/11,8/8/11,1
20110726,25005,Bristol County,MA,100,0,0,0,0,0,0,7/26/11,8/1/11,1
20110719,25005,Bristol County,MA,100,0,0,0,0,0,0,7/19/11,7/25/11,1
20110712,25005,Bristol County,MA,100,0,0,0,0,0,0,7/12/11,7/18/11,1
20110705,25005,Bristol County,MA,100,0,0,0,0,0,0,7/5/11,7/11/11,1
20110628,25005,Bristol County,MA,100,0,0,0,0,0,0,6/28/11,7/4/11,1
20110621,25005,Bristol County,MA,100,0,0,0,0,0,0,6/21/11,6/27/11,1
20110614,25005,Bristol County,MA,100,0,0,0,0,0,0,6/14/11,6/20/11,1
20110607,25005,Bristol County,MA,100,0,0,0,0,0,0,6/7/11,6/13/11,1
20110531,25005,Bristol County,MA,100,0,0,0,0,0,0,5/31/11,6/6/11,1
20110524,25005,Bristol County,MA,100,0,0,0,0,0,0,5/24/11,5/30/11,1
20110517,25005,Bristol County,MA,100,0,0,0,0,0,0,5/17/11,5/23/11,1
20110510,25005,Bristol County,MA,100,0,0,0,0,0,0,5/10/11,5/16/11,1
20110503,25005,Bristol County,MA,100,0,0,0,0,0,0,5/3/11,5/9/11,1
20110426,25005,Bristol County,MA,100,0,0,0,0,0,0,4/26/11,5/2/11,1
20110419,25005,Bristol County,MA,100,0,0,0,0,0,0,4/19/11,4/25/11,1
20110412,25005,Bristol County,MA,100,0,0,0,0,0,0,4/12/11,4/18/11,1
20110405,25005,Bristol County,MA,100,0,0,0,0,0,0,4/5/11,4/11/11,1
20110329,25005,Bristol County,MA,100,0,0,0,0,0,0,3/29/11,4/4/11,1
20110322,25005,Bristol County,MA,100,0,0,0,0,0,0,3/22/11,3/28/11,1
20110315,25005,Bristol County,MA,100,0,0,0,0,0,0,3/15/11,3/21/11,1
20110308,25005,Bristol County,MA,100,0,0,0,0,0,0,3/8/11,3/14/11,1
20110301,25005,Bristol County,MA,100,0,0,0,0,0,0,3/1/11,3/7/11,1
20110222,25005,Bristol County,MA,100,0,0,0,0,0,0,2/22/11,2/28/11,1
20110215,25005,Bristol County,MA,100,0,0,0,0,0,0,2/15/11,2/21/11,1
20110208,25005,Bristol County,MA,100,0,0,0,0,0,0,2/8/11,2/14/11,1
20110201,25005,Bristol County,MA,100,0,0,0,0,0,0,2/1/11,2/7/11,1
20110125,25005,Bristol County,MA,100,0,0,0,0,0,0,1/25/11,1/31/11,1
20110118,25005,Bristol County,MA,100,0,0,0,0,0,0,1/18/11,1/24/11,1
20110111,25005,Bristol County,MA,100,0,0,0,0,0,0,1/11/11,1/17/11,1
20110104,25005,Bristol County,MA,100,0,0,0,0,0,0,1/4/11,1/10/11,1
20101228,25005,Bristol County,MA,100,0,0,0,0,0,0,12/28/10,1/3/11,1
20101221,25005,Bristol County,MA,100,0,0,0,0,0,0,12/21/10,12/27/10,1
20101214,25005,Bristol County,MA,100,0,0,0,0,0,0,12/14/10,12/20/10,1
20101207,25005,Bristol County,MA,100,0,0,0,0,0,0,12/7/10,12/13/10,1
20101130,25005,Bristol County,MA,100,0,0,0,0,0,0,11/30/10,12/6/10,1
20101123,25005,Bristol County,MA,100,0,0,0,0,0,0,11/23/10,11/29/10,1
20101116,25005,Bristol County,MA,100,0,0,0,0,0,0,11/16/10,11/22/10,1
20101109,25005,Bristol County,MA,100,0,0,0,0,0,0,11/9/10,11/15/10,1
20101102,25005,Bristol County,MA,100,0,0,0,0,0,0,11/2/10,11/8/10,1
20101026,25005,Bristol County,MA,100,0,0,0,0,0,0,10/26/10,11/1/10,1
20101019,25005,Bristol County,MA,100,0,0,0,0,0,0,10/19/10,10/25/10,1
20101012,25005,Bristol County,MA,100,0,0,0,0,0,0,10/12/10,10/18/10,1
20101005,25005,Bristol County,MA,100,0,0,0,0,0,0,10/5/10,10/11/10,1
20100928,25005,Bristol County,MA,100,0,0,0,0,0,0,9/28/10,10/4/10,1
20100921,25005,Bristol County,MA,100,0,0,0,0,0,0,9/21/10,9/27/10,1
20100914,25005,Bristol County,MA,100,0,0,0,0,0,0,9/14/10,9/20/10,1
20100907,25005,Bristol County,MA,100,0,0,0,0,0,0,9/7/10,9/13/10,1
20100831,25005,Bristol County,MA,83.09,16.91,0,0,0,0,16.91,8/31/10,9/6/10,1
20100824,25005,Bristol County,MA,0,100,0,0,0,0,100,8/24/10,8/30/10,1
20100817,25005,Bristol County,MA,0,100,0,0,0,0,100,8/17/10,8/23/10,1
20100810,25005,Bristol County,MA,100,0,0,0,0,0,0,8/10/10,8/16/10,1
20100803,25005,Bristol County,MA,100,0,0,0,0,0,0,8/3/10,8/9/10,1
20100727,25005,Bristol County,MA,100,0,0,0,0,0,0,7/27/10,8/2/10,1
20100720,25005,Bristol County,MA,100,0,0,0,0,0,0,7/20/10,7/26/10,1
20100713,25005,Bristol County,MA,100,0,0,0,0,0,0,7/13/10,7/19/10,1
20100706,25005,Bristol County,MA,100,0,0,0,0,0,0,7/6/10,7/12/10,1
20100629,25005,Bristol County,MA,100,0,0,0,0,0,0,6/29/10,7/5/10,1
20100622,25005,Bristol County,MA,100,0,0,0,0,0,0,6/22/10,6/28/10,1
20100615,25005,Bristol County,MA,100,0,0,0,0,0,0,6/15/10,6/21/10,1
20100608,25005,Bristol County,MA,100,0,0,0,0,0,0,6/8/10,6/14/10,1
20100601,25005,Bristol County,MA,100,0,0,0,0,0,0,6/1/10,6/7/10,1
20100525,25005,Bristol County,MA,100,0,0,0,0,0,0,5/25/10,5/31/10,1
20100518,25005,Bristol County,MA,100,0,0,0,0,0,0,5/18/10,5/24/10,1
20100511,25005,Bristol County,MA,100,0,0,0,0,0,0,5/11/10,5/17/10,1
20100504,25005,Bristol County,MA,100,0,0,0,0,0,0,5/4/10,5/10/10,1
20100427,25005,Bristol County,MA,100,0,0,0,0,0,0,4/27/10,5/3/10,1
20100420,25005,Bristol County,MA,100,0,0,0,0,0,0,4/20/10,4/26/10,1
20100413,25005,Bristol County,MA,100,0,0,0,0,0,0,4/13/10,4/19/10,1
20100406,25005,Bristol County,MA,100,0,0,0,0,0,0,4/6/10,4/12/10,1
20100330,25005,Bristol County,MA,100,0,0,0,0,0,0,3/30/10,4/5/10,1
20100323,25005,Bristol County,MA,100,0,0,0,0,0,0,3/23/10,3/29/10,1
20100316,25005,Bristol County,MA,100,0,0,0,0,0,0,3/16/10,3/22/10,1
20100309,25005,Bristol County,MA,100,0,0,0,0,0,0,3/9/10,3/15/10,1
20100302,25005,Bristol County,MA,100,0,0,0,0,0,0,3/2/10,3/8/10,1
20100223,25005,Bristol County,MA,100,0,0,0,0,0,0,2/23/10,3/1/10,1
20100216,25005,Bristol County,MA,100,0,0,0,0,0,0,2/16/10,2/22/10,1
20100209,25005,Bristol County,MA,100,0,0,0,0,0,0,2/9/10,2/15/10,1
20100202,25005,Bristol County,MA,100,0,0,0,0,0,0,2/2/10,2/8/10,1
20100126,25005,Bristol County,MA,100,0,0,0,0,0,0,1/26/10,2/1/10,1
20100119,25005,Bristol County,MA,100,0,0,0,0,0,0,1/19/10,1/25/10,1
20100112,25005,Bristol County,MA,100,0,0,0,0,0,0,1/12/10,1/18/10,1
20100105,25005,Bristol County,MA,100,0,0,0,0,0,0,1/5/10,1/11/10,1
20091229,25005,Bristol County,MA,100,0,0,0,0,0,0,12/29/09,1/4/10,1
20091222,25005,Bristol County,MA,100,0,0,0,0,0,0,12/22/09,12/28/09,1
20091215,25005,Bristol County,MA,100,0,0,0,0,0,0,12/15/09,12/21/09,1
20091208,25005,Bristol County,MA,100,0,0,0,0,0,0,12/8/09,12/14/09,1
20091201,25005,Bristol County,MA,100,0,0,0,0,0,0,12/1/09,12/7/09,1
20091124,25005,Bristol County,MA,100,0,0,0,0,0,0,11/24/09,11/30/09,1
20091117,25005,Bristol County,MA,100,0,0,0,0,0,0,11/17/09,11/23/09,1
20091110,25005,Bristol County,MA,100,0,0,0,0,0,0,11/10/09,11/16/09,1
20091103,25005,Bristol County,MA,100,0,0,0,0,0,0,11/3/09,11/9/09,1
20091027,25005,Bristol County,MA,100,0,0,0,0,0,0,10/27/09,11/2/09,1
20091020,25005,Bristol County,MA,100,0,0,0,0,0,0,10/20/09,10/26/09,1
20091013,25005,Bristol County,MA,100,0,0,0,0,0,0,10/13/09,10/19/09,1
20091006,25005,Bristol County,MA,100,0,0,0,0,0,0,10/6/09,10/12/09,1
20090929,25005,Bristol County,MA,100,0,0,0,0,0,0,9/29/09,10/5/09,1
20090922,25005,Bristol County,MA,100,0,0,0,0,0,0,9/22/09,9/28/09,1
20090915,25005,Bristol County,MA,100,0,0,0,0,0,0,9/15/09,9/21/09,1
20090908,25005,Bristol County,MA,100,0,0,0,0,0,0,9/8/09,9/14/09,1
20090901,25005,Bristol County,MA,100,0,0,0,0,0,0,9/1/09,9/7/09,1
20090825,25005,Bristol County,MA,100,0,0,0,0,0,0,8/25/09,8/31/09,1
20090818,25005,Bristol County,MA,100,0,0,0,0,0,0,8/18/09,8/24/09,1
20090811,25005,Bristol County,MA,100,0,0,0,0,0,0,8/11/09,8/17/09,1
20090804,25005,Bristol County,MA,100,0,0,0,0,0,0,8/4/09,8/10/09,1
20090728,25005,Bristol County,MA,100,0,0,0,0,0,0,7/28/09,8/3/09,1
20090721,25005,Bristol County,MA,100,0,0,0,0,0,0,7/21/09,7/27/09,1
20090714,25005,Bristol County,MA,100,0,0,0,0,0,0,7/14/09,7/20/09,1
20090707,25005,Bristol County,MA,100,0,0,0,0,0,0,7/7/09,7/13/09,1
20090630,25005,Bristol County,MA,100,0,0,0,0,0,0,6/30/09,7/6/09,1
20090623,25005,Bristol County,MA,100,0,0,0,0,0,0,6/23/09,6/29/09,1
20090616,25005,Bristol County,MA,0.08,99.92,0,0,0,0,99.92,6/16/09,6/22/09,1
20090609,25005,Bristol County,MA,0.76,99.24,0,0,0,0,99.24,6/9/09,6/15/09,1
20090602,25005,Bristol County,MA,100,0,0,0,0,0,0,6/2/09,6/8/09,1
20090526,25005,Bristol County,MA,100,0,0,0,0,0,0,5/26/09,6/1/09,1
20090519,25005,Bristol County,MA,100,0,0,0,0,0,0,5/19/09,5/25/09,1
20090512,25005,Bristol County,MA,100,0,0,0,0,0,0,5/12/09,5/18/09,1
20090505,25005,Bristol County,MA,100,0,0,0,0,0,0,5/5/09,5/11/09,1
20090428,25005,Bristol County,MA,100,0,0,0,0,0,0,4/28/09,5/4/09,1
20090421,25005,Bristol County,MA,100,0,0,0,0,0,0,4/21/09,4/27/09,1
20090414,25005,Bristol County,MA,100,0,0,0,0,0,0,4/14/09,4/20/09,1
20090407,25005,Bristol County,MA,100,0,0,0,0,0,0,4/7/09,4/13/09,1
20090331,25005,Bristol County,MA,100,0,0,0,0,0,0,3/31/09,4/6/09,1
20090324,25005,Bristol County,MA,100,0,0,0,0,0,0,3/24/09,3/30/09,1
20090317,25005,Bristol County,MA,100,0,0,0,0,0,0,3/17/09,3/23/09,1
20090310,25005,Bristol County,MA,100,0,0,0,0,0,0,3/10/09,3/16/09,1
20090303,25005,Bristol County,MA,100,0,0,0,0,0,0,3/3/09,3/9/09,1
20090224,25005,Bristol County,MA,100,0,0,0,0,0,0,2/24/09,3/2/09,1
20090217,25005,Bristol County,MA,100,0,0,0,0,0,0,2/17/09,2/23/09,1
20090210,25005,Bristol County,MA,100,0,0,0,0,0,0,2/10/09,2/16/09,1
20090203,25005,Bristol County,MA,100,0,0,0,0,0,0,2/3/09,2/9/09,1
20090127,25005,Bristol County,MA,100,0,0,0,0,0,0,1/27/09,2/2/09,1
20090120,25005,Bristol County,MA,100,0,0,0,0,0,0,1/20/09,1/26/09,1
20090113,25005,Bristol County,MA,100,0,0,0,0,0,0,1/13/09,1/19/09,1
20090106,25005,Bristol County,MA,100,0,0,0,0,0,0,1/6/09,1/12/09,1
20081230,25005,Bristol County,MA,100,0,0,0,0,0,0,12/30/08,1/5/09,1
20081223,25005,Bristol County,MA,100,0,0,0,0,0,0,12/23/08,12/29/08,1
20081216,25005,Bristol County,MA,100,0,0,0,0,0,0,12/16/08,12/22/08,1
20081209,25005,Bristol County,MA,100,0,0,0,0,0,0,12/9/08,12/15/08,1
20081202,25005,Bristol County,MA,100,0,0,0,0,0,0,12/2/08,12/8/08,1
20081125,25005,Bristol County,MA,100,0,0,0,0,0,0,11/25/08,12/1/08,1
20081118,25005,Bristol County,MA,100,0,0,0,0,0,0,11/18/08,11/24/08,1
20081111,25005,Bristol County,MA,100,0,0,0,0,0,0,11/11/08,11/17/08,1
20081104,25005,Bristol County,MA,100,0,0,0,0,0,0,11/4/08,11/10/08,1
20081028,25005,Bristol County,MA,100,0,0,0,0,0,0,10/28/08,11/3/08,1
20081021,25005,Bristol County,MA,100,0,0,0,0,0,0,10/21/08,10/27/08,1
20081014,25005,Bristol County,MA,100,0,0,0,0,0,0,10/14/08,10/20/08,1
20081007,25005,Bristol County,MA,100,0,0,0,0,0,0,10/7/08,10/13/08,1
20080930,25005,Bristol County,MA,100,0,0,0,0,0,0,9/30/08,10/6/08,1
20080923,25005,Bristol County,MA,100,0,0,0,0,0,0,9/23/08,9/29/08,1
20080916,25005,Bristol County,MA,100,0,0,0,0,0,0,9/16/08,9/22/08,1
20080909,25005,Bristol County,MA,100,0,0,0,0,0,0,9/9/08,9/15/08,1
20080902,25005,Bristol County,MA,100,0,0,0,0,0,0,9/2/08,9/8/08,1
20080826,25005,Bristol County,MA,100,0,0,0,0,0,0,8/26/08,9/1/08,1
20080819,25005,Bristol County,MA,100,0,0,0,0,0,0,8/19/08,8/25/08,1
20080812,25005,Bristol County,MA,100,0,0,0,0,0,0,8/12/08,8/18/08,1
20080805,25005,Bristol County,MA,100,0,0,0,0,0,0,8/5/08,8/11/08,1
20080729,25005,Bristol County,MA,100,0,0,0,0,0,0,7/29/08,8/4/08,1
20080722,25005,Bristol County,MA,0,100,0,0,0,0,100,7/22/08,7/28/08,1
20080715,25005,Bristol County,MA,0,100,0,0,0,0,100,7/15/08,7/21/08,1
20080708,25005,Bristol County,MA,0,100,0,0,0,0,100,7/8/08,7/14/08,1
20080701,25005,Bristol County,MA,0,100,0,0,0,0,100,7/1/08,7/7/08,1
20080624,25005,Bristol County,MA,0,100,0,0,0,0,100,6/24/08,6/30/08,1
20080617,25005,Bristol County,MA,0,100,0,0,0,0,100,6/17/08,6/23/08,1
20080610,25005,Bristol County,MA,0,100,0,0,0,0,100,6/10/08,6/16/08,1
20080603,25005,Bristol County,MA,100,0,0,0,0,0,0,6/3/08,6/9/08,1
20080527,25005,Bristol County,MA,100,0,0,0,0,0,0,5/27/08,6/2/08,1
20080520,25005,Bristol County,MA,100,0,0,0,0,0,0,5/20/08,5/26/08,1
20080513,25005,Bristol County,MA,100,0,0,0,0,0,0,5/13/08,5/19/08,1
20080506,25005,Bristol County,MA,100,0,0,0,0,0,0,5/6/08,5/12/08,1
20080429,25005,Bristol County,MA,100,0,0,0,0,0,0,4/29/08,5/5/08,1
20080422,25005,Bristol County,MA,100,0,0,0,0,0,0,4/22/08,4/28/08,1
20080415,25005,Bristol County,MA,100,0,0,0,0,0,0,4/15/08,4/21/08,1
20080408,25005,Bristol County,MA,100,0,0,0,0,0,0,4/8/08,4/14/08,1
20080401,25005,Bristol County,MA,100,0,0,0,0,0,0,4/1/08,4/7/08,1
20080325,25005,Bristol County,MA,100,0,0,0,0,0,0,3/25/08,3/31/08,1
20080318,25005,Bristol County,MA,100,0,0,0,0,0,0,3/18/08,3/24/08,1
20080311,25005,Bristol County,MA,100,0,0,0,0,0,0,3/11/08,3/17/08,1
20080304,25005,Bristol County,MA,100,0,0,0,0,0,0,3/4/08,3/10/08,1
20080226,25005,Bristol County,MA,100,0,0,0,0,0,0,2/26/08,3/3/08,1
20080219,25005,Bristol County,MA,100,0,0,0,0,0,0,2/19/08,2/25/08,1
20080212,25005,Bristol County,MA,100,0,0,0,0,0,0,2/12/08,2/18/08,1
20080205,25005,Bristol County,MA,100,0,0,0,0,0,0,2/5/08,2/11/08,1
20080129,25005,Bristol County,MA,100,0,0,0,0,0,0,1/29/08,2/4/08,1
20080122,25005,Bristol County,MA,100,0,0,0,0,0,0,1/22/08,1/28/08,1
20080115,25005,Bristol County,MA,100,0,0,0,0,0,0,1/15/08,1/21/08,1
20080108,25005,Bristol County,MA,23.3,76.7,0,0,0,0,76.7,1/8/08,1/14/08,1
20080101,25005,Bristol County,MA,23.3,76.7,0,0,0,0,76.7,1/1/08,1/7/08,1
20071225,25005,Bristol County,MA,23.3,76.7,0,0,0,0,76.7,12/25/07,12/31/07,1
20071218,25005,Bristol County,MA,23.3,76.7,0,0,0,0,76.7,12/18/07,12/24/07,1
20071211,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,12/11/07,12/17/07,1
20071204,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,12/4/07,12/10/07,1
20071127,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,11/27/07,12/3/07,1
20071120,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,11/20/07,11/26/07,1
20071113,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,11/13/07,11/19/07,1
20071106,25005,Bristol County,MA,0,100,58.84,0,0,0,158.84,11/6/07,11/12/07,1
20071030,25005,Bristol County,MA,0,100,100,0,0,0,200,10/30/07,11/5/07,1
20071023,25005,Bristol County,MA,0,100,100,0,0,0,200,10/23/07,10/29/07,1
20071016,25005,Bristol County,MA,0,100,100,0,0,0,200,10/16/07,10/22/07,1
20071009,25005,Bristol County,MA,0,100,100,0,0,0,200,10/9/07,10/15/07,1
20071002,25005,Bristol County,MA,0,100,0,0,0,0,100,10/2/07,10/8/07,1
20070925,25005,Bristol County,MA,0,100,0,0,0,0,100,9/25/07,10/1/07,1
20070918,25005,Bristol County,MA,0,100,0,0,0,0,100,9/18/07,9/24/07,1
20070911,25005,Bristol County,MA,0,100,59.84,0,0,0,159.84,9/11/07,9/17/07,1
20070904,25005,Bristol County,MA,0,100,59.84,0,0,0,159.84,9/4/07,9/10/07,1
20070828,25005,Bristol County,MA,18.25,81.75,0,0,0,0,81.75,8/28/07,9/3/07,1
20070821,25005,Bristol County,MA,100,0,0,0,0,0,0,8/21/07,8/27/07,1
20070814,25005,Bristol County,MA,100,0,0,0,0,0,0,8/14/07,8/20/07,1
20070807,25005,Bristol County,MA,100,0,0,0,0,0,0,8/7/07,8/13/07,1
20070731,25005,Bristol County,MA,100,0,0,0,0,0,0,7/31/07,8/6/07,1
20070724,25005,Bristol County,MA,100,0,0,0,0,0,0,7/24/07,7/30/07,1
20070717,25005,Bristol County,MA,100,0,0,0,0,0,0,7/17/07,7/23/07,1
20070710,25005,Bristol County,MA,100,0,0,0,0,0,0,7/10/07,7/16/07,1
20070703,25005,Bristol County,MA,100,0,0,0,0,0,0,7/3/07,7/9/07,1
20070626,25005,Bristol County,MA,100,0,0,0,0,0,0,6/26/07,7/2/07,1
20070619,25005,Bristol County,MA,100,0,0,0,0,0,0,6/19/07,6/25/07,1
20070612,25005,Bristol County,MA,100,0,0,0,0,0,0,6/12/07,6/18/07,1
20070605,25005,Bristol County,MA,100,0,0,0,0,0,0,6/5/07,6/11/07,1
20070529,25005,Bristol County,MA,100,0,0,0,0,0,0,5/29/07,6/4/07,1
20070522,25005,Bristol County,MA,100,0,0,0,0,0,0,5/22/07,5/28/07,1
20070515,25005,Bristol County,MA,100,0,0,0,0,0,0,5/15/07,5/21/07,1
20070508,25005,Bristol County,MA,100,0,0,0,0,0,0,5/8/07,5/14/07,1
20070501,25005,Bristol County,MA,100,0,0,0,0,0,0,5/1/07,5/7/07,1
20070424,25005,Bristol County,MA,100,0,0,0,0,0,0,4/24/07,4/30/07,1
20070417,25005,Bristol County,MA,100,0,0,0,0,0,0,4/17/07,4/23/07,1
20070410,25005,Bristol County,MA,100,0,0,0,0,0,0,4/10/07,4/16/07,1
