MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20080219,MA,100,0,0,0,0,0,2/19/08,2/25/08,1
20080212,MA,100,0,0,0,0,0,2/12/08,2/18/08,1
20080205,MA,100,0,0,0,0,0,2/5/08,2/11/08,1
20080129,MA,100,0,0,0,0,0,1/29/08,2/4/08,1
20080122,MA,100,0,0,0,0,0,1/22/08,1/28/08,1
20080115,MA,100,0,0,0,0,0,1/15/08,1/21/08,1
20070821,MA,100,0,0,0,0,0,8/21/07,8/27/07,1
20070814,MA,100,0,0,0,0,0,8/14/07,8/20/07,1
20070807,MA,100,0,0,0,0,0,8/7/07,8/13/07,1
20070731,MA,100,0,0,0,0,0,7/31/07,8/6/07,1
20070724,MA,100,0,0,0,0,0,7/24/07,7/30/07,1
20070717,MA,100,0,0,0,0,0,7/17/07,7/23/07,1
20070710,MA,100,0,0,0,0,0,7/10/07,7/16/07,1
20070626,MA,100,0,0,0,0,0,6/26/07,7/2/07,1
20070619,MA,100,0,0,0,0,0,6/19/07,6/25/07,1
20070612,MA,100,0,0,0,0,0,6/12/07,6/18/07,1
20070605,MA,100,0,0,0,0,0,6/5/07,6/11/07,1
20070529,MA,100,0,0,0,0,0,5/29/07,6/4/07,1
20070522,MA,100,0,0,0,0,0,5/22/07,5/28/07,1
20070515,MA,100,0,0,0,0,0,5/15/07,5/21/07,1
20070508,MA,100,0,0,0,0,0,5/8/07,5/14/07,1
20070501,MA,100,0,0,0,0,0,5/1/07,5/7/07,1
20070424,MA,100,0,0,0,0,0,4/24/07,4/30/07,1
20070417,MA,100,0,0,0,0,0,4/17/07,4/23/07,1
20070410,MA,100,0,0,0,0,0,4/10/07,4/16/07,1
20070403,MA,100,0,0,0,0,0,4/3/07,4/9/07,1
20070327,MA,100,0,0,0,0,0,3/27/07,4/2/07,1
20070320,MA,100,0,0,0,0,0,3/20/07,3/26/07,1
20070313,MA,100,0,0,0,0,0,3/13/07,3/19/07,1
20070306,MA,100,0,0,0,0,0,3/6/07,3/12/07,1
20070227,MA,100,0,0,0,0,0,2/27/07,3/5/07,1
20070220,MA,100,0,0,0,0,0,2/20/07,2/26/07,1
20070213,MA,100,0,0,0,0,0,2/13/07,2/19/07,1
20070206,MA,100,0,0,0,0,0,2/6/07,2/12/07,1
20070130,MA,100,0,0,0,0,0,1/30/07,2/5/07,1
20070123,MA,100,0,0,0,0,0,1/23/07,1/29/07,1
20070116,MA,100,0,0,0,0,0,1/16/07,1/22/07,1
20070109,MA,100,0,0,0,0,0,1/9/07,1/15/07,1
20070102,MA,100,0,0,0,0,0,1/2/07,1/8/07,1
20061226,MA,100,0,0,0,0,0,12/26/06,1/1/07,1
20061219,MA,100,0,0,0,0,0,12/19/06,12/25/06,1
20061212,MA,100,0,0,0,0,0,12/12/06,12/18/06,1
20061205,MA,100,0,0,0,0,0,12/5/06,12/11/06,1
20061128,MA,100,0,0,0,0,0,11/28/06,12/4/06,1
20061121,MA,100,0,0,0,0,0,11/21/06,11/27/06,1
20061114,MA,100,0,0,0,0,0,11/14/06,11/20/06,1
20061107,MA,100,0,0,0,0,0,11/7/06,11/13/06,1
20061031,MA,100,0,0,0,0,0,10/31/06,11/6/06,1
20061024,MA,100,0,0,0,0,0,10/24/06,10/30/06,1
20061017,MA,100,0,0,0,0,0,10/17/06,10/23/06,1
20061010,MA,100,0,0,0,0,0,10/10/06,10/16/06,1
20061003,MA,100,0,0,0,0,0,10/3/06,10/9/06,1
20060926,MA,100,0,0,0,0,0,9/26/06,10/2/06,1
20060919,MA,100,0,0,0,0,0,9/19/06,9/25/06,1
20060912,MA,100,0,0,0,0,0,9/12/06,9/18/06,1
20060905,MA,100,0,0,0,0,0,9/5/06,9/11/06,1
20060829,MA,100,0,0,0,0,0,8/29/06,9/4/06,1
20060822,MA,100,0,0,0,0,0,8/22/06,8/28/06,1
20060815,MA,100,0,0,0,0,0,8/15/06,8/21/06,1
20060808,MA,100,0,0,0,0,0,8/8/06,8/14/06,1
20060801,MA,100,0,0,0,0,0,8/1/06,8/7/06,1
20060725,MA,100,0,0,0,0,0,7/25/06,7/31/06,1
20060718,MA,100,0,0,0,0,0,7/18/06,7/24/06,1
20060711,MA,100,0,0,0,0,0,7/11/06,7/17/06,1
20060704,MA,100,0,0,0,0,0,7/4/06,7/10/06,1
20060627,MA,100,0,0,0,0,0,6/27/06,7/3/06,1
20060620,MA,100,0,0,0,0,0,6/20/06,6/26/06,1
20060613,MA,100,0,0,0,0,0,6/13/06,6/19/06,1
20060606,MA,100,0,0,0,0,0,6/6/06,6/12/06,1
20060530,MA,100,0,0,0,0,0,5/30/06,6/5/06,1
20060523,MA,100,0,0,0,0,0,5/23/06,5/29/06,1
20060516,MA,100,0,0,0,0,0,5/16/06,5/22/06,1
20060314,MA,100,0,0,0,0,0,3/14/06,3/20/06,1
20060307,MA,100,0,0,0,0,0,3/7/06,3/13/06,1
20060228,MA,100,0,0,0,0,0,2/28/06,3/6/06,1
20060221,MA,100,0,0,0,0,0,2/21/06,2/27/06,1
20060214,MA,100,0,0,0,0,0,2/14/06,2/20/06,1
20060207,MA,100,0,0,0,0,0,2/7/06,2/13/06,1
20060131,MA,100,0,0,0,0,0,1/31/06,2/6/06,1
20060124,MA,100,0,0,0,0,0,1/24/06,1/30/06,1
20060117,MA,100,0,0,0,0,0,1/17/06,1/23/06,1
20060110,MA,100,0,0,0,0,0,1/10/06,1/16/06,1
20060103,MA,100,0,0,0,0,0,1/3/06,1/9/06,1
20051227,MA,100,0,0,0,0,0,12/27/05,1/2/06,1
20051220,MA,100,0,0,0,0,0,12/20/05,12/26/05,1
20051213,MA,100,0,0,0,0,0,12/13/05,12/19/05,1
20051206,MA,100,0,0,0,0,0,12/6/05,12/12/05,1
20051129,MA,100,0,0,0,0,0,11/29/05,12/5/05,1
20051122,MA,100,0,0,0,0,0,11/22/05,11/28/05,1
20051115,MA,100,0,0,0,0,0,11/15/05,11/21/05,1
20051108,MA,100,0,0,0,0,0,11/8/05,11/14/05,1
20051101,MA,100,0,0,0,0,0,11/1/05,11/7/05,1
20051025,MA,100,0,0,0,0,0,10/25/05,10/31/05,1
20051018,MA,100,0,0,0,0,0,10/18/05,10/24/05,1
20051011,MA,100,0,0,0,0,0,10/11/05,10/17/05,1
20050726,MA,100,0,0,0,0,0,7/26/05,8/1/05,1
20050719,MA,100,0,0,0,0,0,7/19/05,7/25/05,1
20050712,MA,100,0,0,0,0,0,7/12/05,7/18/05,1
20050621,MA,100,0,0,0,0,0,6/21/05,6/27/05,1
20050607,MA,100,0,0,0,0,0,6/7/05,6/13/05,1
20050531,MA,100,0,0,0,0,0,5/31/05,6/6/05,1
20050524,MA,100,0,0,0,0,0,5/24/05,5/30/05,1
20050517,MA,100,0,0,0,0,0,5/17/05,5/23/05,1
20050510,MA,100,0,0,0,0,0,5/10/05,5/16/05,1
20050503,MA,100,0,0,0,0,0,5/3/05,5/9/05,1
20050426,MA,100,0,0,0,0,0,4/26/05,5/2/05,1
20050419,MA,100,0,0,0,0,0,4/19/05,4/25/05,1
20050412,MA,100,0,0,0,0,0,4/12/05,4/18/05,1
20050405,MA,100,0,0,0,0,0,4/5/05,4/11/05,1
20050329,MA,100,0,0,0,0,0,3/29/05,4/4/05,1
20050322,MA,100,0,0,0,0,0,3/22/05,3/28/05,1
20050315,MA,100,0,0,0,0,0,3/15/05,3/21/05,1
20050308,MA,100,0,0,0,0,0,3/8/05,3/14/05,1
20050301,MA,100,0,0,0,0,0,3/1/05,3/7/05,1
20050222,MA,100,0,0,0,0,0,2/22/05,2/28/05,1
20050215,MA,100,0,0,0,0,0,2/15/05,2/21/05,1
20050208,MA,100,0,0,0,0,0,2/8/05,2/14/05,1
20050201,MA,100,0,0,0,0,0,2/1/05,2/7/05,1
20050125,MA,100,0,0,0,0,0,1/25/05,1/31/05,1
20050118,MA,100,0,0,0,0,0,1/18/05,1/24/05,1
20050111,MA,100,0,0,0,0,0,1/11/05,1/17/05,1
20050104,MA,100,0,0,0,0,0,1/4/05,1/10/05,1
20041228,MA,100,0,0,0,0,0,12/28/04,1/3/05,1
20041221,MA,100,0,0,0,0,0,12/21/04,12/27/04,1
20041214,MA,100,0,0,0,0,0,12/14/04,12/20/04,1
20041207,MA,100,0,0,0,0,0,12/7/04,12/13/04,1
20041130,MA,100,0,0,0,0,0,11/30/04,12/6/04,1
20041123,MA,100,0,0,0,0,0,11/23/04,11/29/04,1
20041116,MA,100,0,0,0,0,0,11/16/04,11/22/04,1
20041109,MA,100,0,0,0,0,0,11/9/04,11/15/04,1
20041102,MA,100,0,0,0,0,0,11/2/04,11/8/04,1
20041026,MA,100,0,0,0,0,0,10/26/04,11/1/04,1
20041019,MA,100,0,0,0,0,0,10/19/04,10/25/04,1
20041012,MA,100,0,0,0,0,0,10/12/04,10/18/04,1
20041005,MA,100,0,0,0,0,0,10/5/04,10/11/04,1
20040928,MA,100,0,0,0,0,0,9/28/04,10/4/04,1
20040921,MA,100,0,0,0,0,0,9/21/04,9/27/04,1
20040914,MA,100,0,0,0,0,0,9/14/04,9/20/04,1
20040907,MA,100,0,0,0,0,0,9/7/04,9/13/04,1
20040831,MA,100,0,0,0,0,0,8/31/04,9/6/04,1
20040824,MA,100,0,0,0,0,0,8/24/04,8/30/04,1
20040817,MA,100,0,0,0,0,0,8/17/04,8/23/04,1
20040810,MA,100,0,0,0,0,0,8/10/04,8/16/04,1
20040803,MA,100,0,0,0,0,0,8/3/04,8/9/04,1
20040727,MA,100,0,0,0,0,0,7/27/04,8/2/04,1
20040706,MA,100,0,0,0,0,0,7/6/04,7/12/04,1
20040629,MA,100,0,0,0,0,0,6/29/04,7/5/04,1
20040622,MA,100,0,0,0,0,0,6/22/04,6/28/04,1
20040615,MA,100,0,0,0,0,0,6/15/04,6/21/04,1
20040608,MA,100,0,0,0,0,0,6/8/04,6/14/04,1
20040601,MA,100,0,0,0,0,0,6/1/04,6/7/04,1
20040525,MA,100,0,0,0,0,0,5/25/04,5/31/04,1
20040518,MA,100,0,0,0,0,0,5/18/04,5/24/04,1
20040511,MA,100,0,0,0,0,0,5/11/04,5/17/04,1
20040504,MA,100,0,0,0,0,0,5/4/04,5/10/04,1
20040427,MA,100,0,0,0,0,0,4/27/04,5/3/04,1
20040420,MA,100,0,0,0,0,0,4/20/04,4/26/04,1
20040413,MA,100,0,0,0,0,0,4/13/04,4/19/04,1
20040406,MA,100,0,0,0,0,0,4/6/04,4/12/04,1
20040302,MA,100,0,0,0,0,0,3/2/04,3/8/04,1
20040224,MA,100,0,0,0,0,0,2/24/04,3/1/04,1
20040217,MA,100,0,0,0,0,0,2/17/04,2/23/04,1
20040210,MA,100,0,0,0,0,0,2/10/04,2/16/04,1
20040203,MA,100,0,0,0,0,0,2/3/04,2/9/04,1
20040127,MA,100,0,0,0,0,0,1/27/04,2/2/04,1
20040120,MA,100,0,0,0,0,0,1/20/04,1/26/04,1
20040113,MA,100,0,0,0,0,0,1/13/04,1/19/04,1
20040106,MA,100,0,0,0,0,0,1/6/04,1/12/04,1
20031230,MA,100,0,0,0,0,0,12/30/03,1/5/04,1
20031223,MA,100,0,0,0,0,0,12/23/03,12/29/03,1
20031216,MA,100,0,0,0,0,0,12/16/03,12/22/03,1
20031209,MA,100,0,0,0,0,0,12/9/03,12/15/03,1
20031202,MA,100,0,0,0,0,0,12/2/03,12/8/03,1
20031125,MA,100,0,0,0,0,0,11/25/03,12/1/03,1
20031118,MA,100,0,0,0,0,0,11/18/03,11/24/03,1
20031111,MA,100,0,0,0,0,0,11/11/03,11/17/03,1
20031104,MA,100,0,0,0,0,0,11/4/03,11/10/03,1
20031028,MA,100,0,0,0,0,0,10/28/03,11/3/03,1
20031021,MA,100,0,0,0,0,0,10/21/03,10/27/03,1
20031014,MA,100,0,0,0,0,0,10/14/03,10/20/03,1
20031007,MA,100,0,0,0,0,0,10/7/03,10/13/03,1
20030930,MA,100,0,0,0,0,0,9/30/03,10/6/03,1
20030923,MA,100,0,0,0,0,0,9/23/03,9/29/03,1
20030916,MA,100,0,0,0,0,0,9/16/03,9/22/03,1
20030909,MA,100,0,0,0,0,0,9/9/03,9/15/03,1
20030902,MA,100,0,0,0,0,0,9/2/03,9/8/03,1
20030826,MA,100,0,0,0,0,0,8/26/03,9/1/03,1
20030819,MA,100,0,0,0,0,0,8/19/03,8/25/03,1
20030812,MA,100,0,0,0,0,0,8/12/03,8/18/03,1
20030805,MA,100,0,0,0,0,0,8/5/03,8/11/03,1
20030729,MA,100,0,0,0,0,0,7/29/03,8/4/03,1
20030722,MA,100,0,0,0,0,0,7/22/03,7/28/03,1
20030715,MA,100,0,0,0,0,0,7/15/03,7/21/03,1
20030708,MA,100,0,0,0,0,0,7/8/03,7/14/03,1
20030701,MA,100,0,0,0,0,0,7/1/03,7/7/03,1
20030624,MA,100,0,0,0,0,0,6/24/03,6/30/03,1
20030617,MA,100,0,0,0,0,0,6/17/03,6/23/03,1
20030610,MA,100,0,0,0,0,0,6/10/03,6/16/03,1
20030603,MA,100,0,0,0,0,0,6/3/03,6/9/03,1
20030527,MA,100,0,0,0,0,0,5/27/03,6/2/03,1
20030520,MA,100,0,0,0,0,0,5/20/03,5/26/03,1
20030513,MA,100,0,0,0,0,0,5/13/03,5/19/03,1
20030506,MA,100,0,0,0,0,0,5/6/03,5/12/03,1
20030429,MA,100,0,0,0,0,0,4/29/03,5/5/03,1
20030422,MA,100,0,0,0,0,0,4/22/03,4/28/03,1
20030415,MA,100,0,0,0,0,0,4/15/03,4/21/03,1
20030408,MA,100,0,0,0,0,0,4/8/03,4/14/03,1
20030401,MA,100,0,0,0,0,0,4/1/03,4/7/03,1
20030325,MA,100,0,0,0,0,0,3/25/03,3/31/03,1
20030318,MA,100,0,0,0,0,0,3/18/03,3/24/03,1
20030311,MA,100,0,0,0,0,0,3/11/03,3/17/03,1
20030304,MA,100,0,0,0,0,0,3/4/03,3/10/03,1
20030225,MA,100,0,0,0,0,0,2/25/03,3/3/03,1
20030218,MA,100,0,0,0,0,0,2/18/03,2/24/03,1
20030211,MA,100,0,0,0,0,0,2/11/03,2/17/03,1
20030204,MA,100,0,0,0,0,0,2/4/03,2/10/03,1
20030128,MA,100,0,0,0,0,0,1/28/03,2/3/03,1
20030121,MA,100,0,0,0,0,0,1/21/03,1/27/03,1
20030114,MA,100,0,0,0,0,0,1/14/03,1/20/03,1
20030107,MA,100,0,0,0,0,0,1/7/03,1/13/03,1
20021231,MA,100,0,0,0,0,0,12/31/02,1/6/03,1
20021224,MA,100,0,0,0,0,0,12/24/02,12/30/02,1
20021217,MA,100,0,0,0,0,0,12/17/02,12/23/02,1
20021210,MA,100,0,0,0,0,0,12/10/02,12/16/02,1
20021203,MA,100,0,0,0,0,0,12/3/02,12/9/02,1
20021126,MA,100,0,0,0,0,0,11/26/02,12/2/02,1
20021119,MA,100,0,0,0,0,0,11/19/02,11/25/02,1
20021112,MA,100,0,0,0,0,0,11/12/02,11/18/02,1
20021105,MA,100,0,0,0,0,0,11/5/02,11/11/02,1
20010731,MA,100,0,0,0,0,0,7/31/01,8/6/01,1
20010724,MA,100,0,0,0,0,0,7/24/01,7/30/01,1
20010717,MA,100,0,0,0,0,0,7/17/01,7/23/01,1
20010710,MA,100,0,0,0,0,0,7/10/01,7/16/01,1
20010703,MA,100,0,0,0,0,0,7/3/01,7/9/01,1
20010626,MA,100,0,0,0,0,0,6/26/01,7/2/01,1
20010619,MA,100,0,0,0,0,0,6/19/01,6/25/01,1
20010612,MA,100,0,0,0,0,0,6/12/01,6/18/01,1
20010605,MA,100,0,0,0,0,0,6/5/01,6/11/01,1
20010501,MA,100,0,0,0,0,0,5/1/01,5/7/01,1
20010424,MA,100,0,0,0,0,0,4/24/01,4/30/01,1
20010417,MA,100,0,0,0,0,0,4/17/01,4/23/01,1
20010410,MA,100,0,0,0,0,0,4/10/01,4/16/01,1
20010403,MA,100,0,0,0,0,0,4/3/01,4/9/01,1
20010327,MA,100,0,0,0,0,0,3/27/01,4/2/01,1
20010320,MA,100,0,0,0,0,0,3/20/01,3/26/01,1
20010313,MA,100,0,0,0,0,0,3/13/01,3/19/01,1
20010306,MA,100,0,0,0,0,0,3/6/01,3/12/01,1
20010227,MA,100,0,0,0,0,0,2/27/01,3/5/01,1
20010220,MA,100,0,0,0,0,0,2/20/01,2/26/01,1
20010213,MA,100,0,0,0,0,0,2/13/01,2/19/01,1
20010206,MA,100,0,0,0,0,0,2/6/01,2/12/01,1
20010130,MA,100,0,0,0,0,0,1/30/01,2/5/01,1
20010123,MA,100,0,0,0,0,0,1/23/01,1/29/01,1
20010116,MA,100,0,0,0,0,0,1/16/01,1/22/01,1
20010109,MA,100,0,0,0,0,0,1/9/01,1/15/01,1
20010102,MA,100,0,0,0,0,0,1/2/01,1/8/01,1
20001226,MA,100,0,0,0,0,0,12/26/00,1/1/01,1
20001219,MA,100,0,0,0,0,0,12/19/00,12/25/00,1
20001212,MA,100,0,0,0,0,0,12/12/00,12/18/00,1
20001205,MA,100,0,0,0,0,0,12/5/00,12/11/00,1
20001128,MA,100,0,0,0,0,0,11/28/00,12/4/00,1
20001121,MA,100,0,0,0,0,0,11/21/00,11/27/00,1
20001114,MA,100,0,0,0,0,0,11/14/00,11/20/00,1
20001107,MA,100,0,0,0,0,0,11/7/00,11/13/00,1
20001031,MA,100,0,0,0,0,0,10/31/00,11/6/00,1
20001024,MA,100,0,0,0,0,0,10/24/00,10/30/00,1
20001017,MA,100,0,0,0,0,0,10/17/00,10/23/00,1
20001010,MA,100,0,0,0,0,0,10/10/00,10/16/00,1
20001003,MA,100,0,0,0,0,0,10/3/00,10/9/00,1
20000926,MA,100,0,0,0,0,0,9/26/00,10/2/00,1
20000919,MA,100,0,0,0,0,0,9/19/00,9/25/00,1
20000912,MA,100,0,0,0,0,0,9/12/00,9/18/00,1
20000905,MA,100,0,0,0,0,0,9/5/00,9/11/00,1
20000829,MA,100,0,0,0,0,0,8/29/00,9/4/00,1
20000822,MA,100,0,0,0,0,0,8/22/00,8/28/00,1
20000815,MA,100,0,0,0,0,0,8/15/00,8/21/00,1
20000808,MA,100,0,0,0,0,0,8/8/00,8/14/00,1
20000801,MA,100,0,0,0,0,0,8/1/00,8/7/00,1
20000725,MA,100,0,0,0,0,0,7/25/00,7/31/00,1
20000718,MA,100,0,0,0,0,0,7/18/00,7/24/00,1
20000711,MA,100,0,0,0,0,0,7/11/00,7/17/00,1
20000704,MA,100,0,0,0,0,0,7/4/00,7/10/00,1
20000627,MA,100,0,0,0,0,0,6/27/00,7/3/00,1
20000620,MA,100,0,0,0,0,0,6/20/00,6/26/00,1
20000613,MA,100,0,0,0,0,0,6/13/00,6/19/00,1
20000606,MA,100,0,0,0,0,0,6/6/00,6/12/00,1
20000530,MA,100,0,0,0,0,0,5/30/00,6/5/00,1
20000523,MA,100,0,0,0,0,0,5/23/00,5/29/00,1
20000516,MA,100,0,0,0,0,0,5/16/00,5/22/00,1
20000509,MA,100,0,0,0,0,0,5/9/00,5/15/00,1
20000502,MA,100,0,0,0,0,0,5/2/00,5/8/00,1
20000425,MA,100,0,0,0,0,0,4/25/00,5/1/00,1
20000418,MA,100,0,0,0,0,0,4/18/00,4/24/00,1
20000411,MA,100,0,0,0,0,0,4/11/00,4/17/00,1
20000404,MA,100,0,0,0,0,0,4/4/00,4/10/00,1
20000328,MA,100,0,0,0,0,0,3/28/00,4/3/00,1
20000321,MA,100,0,0,0,0,0,3/21/00,3/27/00,1
20000314,MA,100,0,0,0,0,0,3/14/00,3/20/00,1
20000307,MA,100,0,0,0,0,0,3/7/00,3/13/00,1
20000229,MA,100,0,0,0,0,0,2/29/00,3/6/00,1
20000222,MA,100,0,0,0,0,0,2/22/00,2/28/00,1
20000215,MA,100,0,0,0,0,0,2/15/00,2/21/00,1
20000208,MA,100,0,0,0,0,0,2/8/00,2/14/00,1
20000201,MA,100,0,0,0,0,0,2/1/00,2/7/00,1
20000125,MA,100,0,0,0,0,0,1/25/00,1/31/00,1
20000118,MA,100,0,0,0,0,0,1/18/00,1/24/00,1
20000111,MA,100,0,0,0,0,0,1/11/00,1/17/00,1
20000104,MA,100,0,0,0,0,0,1/4/00,1/10/00,1
20201229,MA,99.99,0.01,0,0,0,0,12/29/20,1/4/21,1
20170509,MA,99.99,0.01,0,0,0,0,5/9/17,5/15/17,1
20090512,MA,99.97,0.03,0,0,0,0,5/12/09,5/18/09,1
20110809,MA,99.93,0.07,0,0,0,0,8/9/11,8/15/11,1
20110802,MA,99.93,0.07,0,0,0,0,8/2/11,8/8/11,1
20150428,MA,99.92,0.08,0,0,0,0,4/28/15,5/4/15,1
20010807,MA,99.88,0.12,0,0,0,0,8/7/01,8/13/01,1
20210928,MA,99.71,0.29,0,0,0,0,9/28/21,10/4/21,1
20180529,MA,99.44,0.56,0,0,0,0,5/29/18,6/4/18,1
20180522,MA,99.44,0.56,0,0,0,0,5/22/18,5/28/18,1
20240326,MA,99.41,0.59,0.59,0,0,0,3/26/24,4/1/24,1
20240319,MA,99.41,0.59,0.59,0,0,0,3/19/24,3/25/24,1
20240312,MA,99.41,0.59,0.59,0,0,0,3/12/24,3/18/24,1
20240305,MA,99.41,0.59,0.59,0,0,0,3/5/24,3/11/24,1
20170801,MA,99.41,0.59,0,0,0,0,8/1/17,8/7/17,1
20170725,MA,99.41,0.59,0,0,0,0,7/25/17,7/31/17,1
20170718,MA,99.41,0.59,0,0,0,0,7/18/17,7/24/17,1
20141209,MA,99.39,0.61,0,0,0,0,12/9/14,12/15/14,1
20100713,MA,99.38,0.62,0,0,0,0,7/13/10,7/19/10,1
20150324,MA,99.33,0.67,0,0,0,0,3/24/15,3/30/15,1
20210921,MA,99.06,0.94,0.29,0,0,0,9/21/21,9/27/21,1
20210914,MA,99.06,0.94,0.29,0,0,0,9/14/21,9/20/21,1
20150331,MA,98.46,1.54,0,0,0,0,3/31/15,4/6/15,1
20240227,MA,98.28,1.72,0.59,0,0,0,2/27/24,3/4/24,1
20240220,MA,98.28,1.72,0.59,0,0,0,2/20/24,2/26/24,1
20230808,MA,98.28,1.72,0,0,0,0,8/8/23,8/14/23,1
20210907,MA,97.98,2.02,1.01,0,0,0,9/7/21,9/13/21,1
20170808,MA,97.98,2.02,0,0,0,0,8/8/17,8/14/17,1
20181023,MA,97.84,2.16,0,0,0,0,10/23/18,10/29/18,1
20181016,MA,97.84,2.16,0,0,0,0,10/16/18,10/22/18,1
20181009,MA,97.84,2.16,0,0,0,0,10/9/18,10/15/18,1
20181002,MA,97.84,2.16,0,0,0,0,10/2/18,10/8/18,1
20180109,MA,97.22,2.78,0,0,0,0,1/9/18,1/15/18,1
20180102,MA,97.22,2.78,0,0,0,0,1/2/18,1/8/18,1
20171226,MA,97.22,2.78,0,0,0,0,12/26/17,1/1/18,1
20180130,MA,97.2,2.8,0,0,0,0,1/30/18,2/5/18,1
20180123,MA,97.2,2.8,0,0,0,0,1/23/18,1/29/18,1
20180116,MA,97.2,2.8,0,0,0,0,1/16/18,1/22/18,1
20171219,MA,97.17,2.83,0,0,0,0,12/19/17,12/25/17,1
20171212,MA,97.17,2.83,0,0,0,0,12/12/17,12/18/17,1
20171205,MA,97.17,2.83,0,0,0,0,12/5/17,12/11/17,1
20011002,MA,96.68,3.32,0,0,0,0,10/2/01,10/8/01,1
20190827,MA,96.64,3.36,0,0,0,0,8/27/19,9/2/19,1
20190820,MA,96.64,3.36,0,0,0,0,8/20/19,8/26/19,1
20190813,MA,96.64,3.36,0,0,0,0,8/13/19,8/19/19,1
20190806,MA,96.64,3.36,0,0,0,0,8/6/19,8/12/19,1
20240130,MA,96.53,3.47,1.72,1.71,0,0,1/30/24,2/5/24,1
20240123,MA,96.53,3.47,1.72,1.71,0,0,1/23/24,1/29/24,1
20240116,MA,96.53,3.47,1.72,1.71,0,0,1/16/24,1/22/24,1
20240213,MA,96.53,3.47,1.72,0.59,0,0,2/13/24,2/19/24,1
20240206,MA,96.53,3.47,1.72,0.59,0,0,2/6/24,2/12/24,1
20210601,MA,96.28,3.72,0,0,0,0,6/1/21,6/7/21,1
20230704,MA,95.75,4.25,0,0,0,0,7/4/23,7/10/23,1
20150421,MA,95.67,4.33,0,0,0,0,4/21/15,4/27/15,1
20240102,MA,95.63,4.37,1.77,1.77,0,0,1/2/24,1/8/24,1
20240109,MA,95.63,4.37,1.75,1.71,0,0,1/9/24,1/15/24,1
20231226,MA,95.63,4.37,1.72,0,0,0,12/26/23,1/1/24,1
20231219,MA,95.63,4.37,1.72,0,0,0,12/19/23,12/25/23,1
20231212,MA,95.63,4.37,0,0,0,0,12/12/23,12/18/23,1
20231205,MA,95.63,4.37,0,0,0,0,12/5/23,12/11/23,1
20231128,MA,95.63,4.37,0,0,0,0,11/28/23,12/4/23,1
20231121,MA,95.63,4.37,0,0,0,0,11/21/23,11/27/23,1
20231114,MA,95.63,4.37,0,0,0,0,11/14/23,11/20/23,1
20210525,MA,94.86,5.14,0,0,0,0,5/25/21,5/31/21,1
20210518,MA,94.86,5.14,0,0,0,0,5/18/21,5/24/21,1
20210511,MA,94.86,5.14,0,0,0,0,5/11/21,5/17/21,1
20210803,MA,94.2,5.8,2.59,0,0,0,8/3/21,8/9/21,1
20210727,MA,94.2,5.8,2.59,0,0,0,7/27/21,8/2/21,1
20210720,MA,94.2,5.8,2.59,0,0,0,7/20/21,7/26/21,1
20210713,MA,94.2,5.8,2.9,0,0,0,7/13/21,7/19/21,1
20180925,MA,94.05,5.95,0,0,0,0,9/25/18,10/1/18,1
20210831,MA,94,6,2.59,1,0,0,8/31/21,9/6/21,1
20210824,MA,94,6,2.59,1,0,0,8/24/21,8/30/21,1
20210817,MA,94,6,2.59,0,0,0,8/17/21,8/23/21,1
20210810,MA,94,6,2.59,0,0,0,8/10/21,8/16/21,1
20050802,MA,93.87,6.13,0,0,0,0,8/2/05,8/8/05,1
20190917,MA,93.32,6.68,0,0,0,0,9/17/19,9/23/19,1
20210608,MA,93.11,6.89,0,0,0,0,6/8/21,6/14/21,1
20210706,MA,93.04,6.96,2.3,0,0,0,7/6/21,7/12/21,1
20210615,MA,93.04,6.96,2.3,0,0,0,6/15/21,6/21/21,1
20150414,MA,92.88,7.12,0,0,0,0,4/14/15,4/20/15,1
20150407,MA,92.88,7.12,0,0,0,0,4/7/15,4/13/15,1
20201222,MA,90.85,9.15,0.01,0,0,0,12/22/20,12/28/20,1
20201215,MA,90.85,9.15,0.01,0,0,0,12/15/20,12/21/20,1
20140325,MA,90.79,9.21,0,0,0,0,3/25/14,3/31/14,1
20140318,MA,90.79,9.21,0,0,0,0,3/18/14,3/24/14,1
20140311,MA,90.79,9.21,0,0,0,0,3/11/14,3/17/14,1
20140304,MA,90.79,9.21,0,0,0,0,3/4/14,3/10/14,1
20140225,MA,90.79,9.21,0,0,0,0,2/25/14,3/3/14,1
20010814,MA,90.6,9.4,0,0,0,0,8/14/01,8/20/01,1
20050830,MA,90.29,9.71,0,0,0,0,8/30/05,9/5/05,1
20050614,MA,90.08,9.92,0,0,0,0,6/14/05,6/20/05,1
20050809,MA,89.84,10.16,0,0,0,0,8/9/05,8/15/05,1
20141202,MA,89.73,10.27,0.12,0,0,0,12/2/14,12/8/14,1
20171121,MA,89.67,10.33,0,0,0,0,11/21/17,11/27/17,1
20171114,MA,89.67,10.33,0,0,0,0,11/14/17,11/20/17,1
20171107,MA,89.67,10.33,0,0,0,0,11/7/17,11/13/17,1
20171031,MA,89.67,10.33,0,0,0,0,10/31/17,11/6/17,1
20050705,MA,88.86,11.14,0,0,0,0,7/5/05,7/11/05,1
20180828,MA,88.01,11.99,0,0,0,0,8/28/18,9/3/18,1
