"STATION","NAME","DATE","PRCP","TMAX","week_num"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-11,0,30,"2011-06"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-12,0,39,"2011-06"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-13,0,39,"2011-06"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-14,0,49,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-15,0,36,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-16,0,37,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-17,0,56,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-18,0,57,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-19,0,47,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-20,0,36,"2011-07"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-21,0.04,30,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-22,0,37,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-23,0,42,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-24,0,43,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-25,1.87,54,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-26,0,38,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-27,0.12,34,"2011-08"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-02-28,0.4,52,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-01,0,42,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-02,0,47,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-03,0,30,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-04,0,38,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-05,0,56,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-06,0.08,64,"2011-09"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-07,0.38,56,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-08,0,45,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-09,0,41,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-10,0.08,47,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-11,0.48,54,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-12,0,53,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-13,0.01,52,"2011-10"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-14,0,40,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-15,0,46,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-16,0.43,50,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-17,0.01,63,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-18,0,73,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-19,0,53,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-20,0,46,"2011-11"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-21,0.15,40,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-22,0,44,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-23,0.01,42,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-24,0.05,40,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-25,0,45,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-26,0,41,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-27,0,45,"2011-12"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-28,0,47,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-29,0,51,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-30,0,55,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-03-31,0.53,46,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-01,0.59,40,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-02,0,56,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-03,0,56,"2011-13"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-04,0.08,52,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-05,0.16,55,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-06,0,56,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-07,0,54,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-08,0,54,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-09,0,58,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-10,0,63,"2011-14"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-11,0,61,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-12,0.18,61,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-13,1.61,50,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-14,0,66,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-15,0,48,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-16,0.21,48,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-17,1.22,65,"2011-15"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-18,0,61,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-19,0.05,53,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-20,0,50,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-21,0,55,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-22,0,55,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-23,0.51,54,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-24,0.01,77,"2011-16"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-25,0.01,66,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-26,0,77,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-27,0.16,73,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-28,0.73,68,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-29,0.01,72,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-04-30,0,63,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-01,0,57,"2011-17"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-02,0,70,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-03,0,68,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-04,0.34,63,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-05,0.07,59,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-06,0,67,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-07,0,71,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-08,0,60,"2011-18"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-09,0,67,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-10,0.04,56,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-11,0.06,62,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-12,0,59,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-13,0,67,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-14,0.03,66,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-15,0.45,70,"2011-19"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-16,0.22,51,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-17,0.49,51,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-18,0.09,69,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-19,0.49,69,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-20,0.02,71,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-21,0,73,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-22,0.01,57,"2011-20"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-23,0.05,64,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-24,0.15,75,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-25,0,76,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-26,0,77,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-27,0,89,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-28,0,80,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-29,0.01,80,"2011-21"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-30,0,87,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-05-31,0,83,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-01,0.02,77,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-02,0,77,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-03,0,70,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-04,0,68,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-05,0,73,"2011-22"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-06,0,78,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-07,0,88,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-08,0.02,92,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-09,0.54,88,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-10,0,80,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-11,0.34,61,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-12,1.33,59,"2011-23"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-13,0.03,66,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-14,0.05,60,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-15,0,73,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-16,0,85,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-17,0.28,71,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-18,0.01,82,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-19,0,79,"2011-24"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-20,0,80,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-21,0,83,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-22,0.63,72,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-23,0.25,67,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-24,0.05,67,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-25,0.02,76,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-26,0.04,79,"2011-25"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-27,0,85,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-28,0,83,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-29,0.04,85,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-06-30,0,81,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-01,0,78,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-02,0,81,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-03,0.01,80,"2011-26"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-04,0,88,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-05,0,91,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-06,0,89,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-07,0,89,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-08,0.96,77,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-09,0.22,84,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-10,0,83,"2011-27"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-11,0,88,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-12,0,91,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-13,1.48,86,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-14,0.32,73,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-15,0,82,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-16,0,86,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-17,0,89,"2011-28"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-18,0.06,87,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-19,0,89,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-20,0,87,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-21,0,87,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-22,0,100,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-23,0.23,87,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-24,0.01,82,"2011-29"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-25,0.06,75,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-26,0.16,81,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-27,0.01,84,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-28,0,83,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-29,0,81,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-30,0,89,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-07-31,0,88,"2011-30"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-01,0,89,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-02,0.13,90,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-03,0,80,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-04,0,80,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-05,0,80,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-06,0.02,85,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-07,1.27,74,"2011-31"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-08,1.19,86,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-09,0.27,84,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-10,0.44,85,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-11,0.01,81,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-12,0,82,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-13,0,84,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-14,0.03,75,"2011-32"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-15,1.67,70,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-16,0,72,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-17,0.01,85,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-18,0,84,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-19,0,85,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-20,0,85,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-21,0.01,84,"2011-33"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-22,0.2,78,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-23,0,78,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-24,0,79,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-25,0,83,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-26,0,88,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-27,1.11,77,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-28,0.94,77,"2011-34"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-29,0,80,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-30,0,81,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-08-31,0,84,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-01,0,80,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-02,0,75,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-03,0.01,81,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-04,0,83,"2011-35"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-05,0,82,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-06,1.41,73,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-07,0.22,65,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-08,2.78,65,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-09,0,79,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-10,0,74,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-11,0.01,73,"2011-36"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-12,0,81,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-13,0,82,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-14,0,83,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-15,0.92,83,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-16,0,65,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-17,0,65,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-18,0,66,"2011-37"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-19,0,67,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-20,0.01,67,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-21,0.16,78,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-22,0.37,75,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-23,0.55,75,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-24,0.31,80,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-25,0,81,"2011-38"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-26,0,84,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-27,0.01,81,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-28,0.12,77,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-29,0.47,77,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-09-30,0,75,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-01,0.55,75,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-02,0.04,68,"2011-39"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-03,0.08,68,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-04,0.57,67,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-05,0.01,68,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-06,0,63,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-07,0,63,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-08,0,79,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-09,0,86,"2011-40"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-10,0.01,84,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-11,0,70,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-12,0.21,61,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-13,1.29,67,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-14,0.84,72,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-15,0,66,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-16,0,66,"2011-41"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-17,0.03,66,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-18,0,68,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-19,1.76,60,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-20,0.47,70,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-21,0,63,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-22,0,62,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-23,0,58,"2011-42"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-24,0,62,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-25,0,60,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-26,0,52,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-27,1.06,48,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-28,0,48,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-29,1.46,47,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-30,0.31,47,"2011-43"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-10-31,0,53,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-01,0,54,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-02,0,58,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-03,0,60,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-04,0,51,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-05,0,50,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-06,0,56,"2011-44"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-07,0,63,"2011-45"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-08,0,70,"2011-45"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-09,0,68,"2011-45"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-10,0.75,62,"2011-45"
"USW00054777","TAUNTON MUNICIPAL AIRPORT, MA US",2011-11-11,0.01,57,"2011-45"
