MCD,Year,Week,Town,Result,Test_Type_Expanded,Pools_Tested,Total_Tested,Positive_Pools,MIR
Bristol,2020,30,Fall River,Negative,NA,1,32,0,0
Bristol,2020,30,Freetown,Negative,NA,5,212,0,0
Bristol,2020,30,Mansfield,Negative,NA,3,113,0,0
Bristol,2020,30,New Bedford,Negative,NA,4,122,0,0
Bristol,2020,30,North Attleborough,Negative,NA,1,50,0,0
Bristol,2020,30,Norton,Negative,NA,2,100,0,0
Bristol,2020,30,Raynham,Negative,NA,7,346,0,0
Bristol,2020,30,Seekonk,Negative,NA,1,23,0,0
Bristol,2020,30,Somerset,Negative,NA,1,25,0,0
Bristol,2020,30,Swansea,Negative,NA,1,11,0,0
Bristol,2020,30,Taunton,Negative,NA,5,218,0,0
Bristol,2020,31,Acushnet,Negative,NA,2,100,0,0
Bristol,2020,31,Attleboro,Negative,NA,2,85,0,0
Bristol,2020,31,Attleboro,Positive,WNV,1,22,1,45.45454545454545
Bristol,2020,31,Berkley,Negative,NA,1,6,0,0
Bristol,2020,31,Dartmouth,Negative,NA,2,68,0,0
Bristol,2020,31,Dighton,Negative,NA,1,9,0,0
Bristol,2020,31,Easton,Negative,NA,9,375,0,0
Bristol,2020,31,Fairhaven,Negative,NA,1,13,0,0
Bristol,2020,31,Fall River,Negative,NA,1,40,0,0
Bristol,2020,31,Mansfield,Negative,NA,3,41,0,0
Bristol,2020,31,New Bedford,Negative,NA,9,326,0,0
Bristol,2020,31,North Attleborough,Negative,NA,1,16,0,0
Bristol,2020,31,Norton,Negative,NA,3,149,0,0
Bristol,2020,31,Raynham,Negative,NA,5,241,0,0
Bristol,2020,31,Somerset,Negative,NA,1,34,0,0
Bristol,2020,31,Swansea,Negative,NA,2,21,0,0
Bristol,2020,31,Taunton,Negative,NA,6,258,0,0
Bristol,2020,32,Acushnet,Negative,NA,1,15,0,0
Bristol,2020,32,Attleboro,Negative,NA,3,97,0,0
Bristol,2020,32,Dartmouth,Negative,NA,3,83,0,0
Bristol,2020,32,Easton,Negative,NA,4,200,0,0
Bristol,2020,32,Fairhaven,Negative,NA,3,68,0,0
Bristol,2020,32,Fall River,Negative,NA,2,42,0,0
Bristol,2020,32,Freetown,Negative,NA,1,40,0,0
Bristol,2020,32,Mansfield,Negative,NA,3,29,0,0
Bristol,2020,32,New Bedford,Negative,NA,7,197,0,0
Bristol,2020,32,North Attleborough,Negative,NA,2,67,0,0
Bristol,2020,32,Seekonk,Negative,NA,1,9,0,0
Bristol,2020,32,Somerset,Positive,WNV,2,70,2,28.57142857142857
Bristol,2020,32,Swansea,Negative,NA,2,11,0,0
Bristol,2020,32,Taunton,Negative,NA,3,150,0,0
Bristol,2020,33,Attleboro,Positive,WNV,2,83,2,24.096385542168676
Bristol,2020,33,Berkley,Negative,NA,1,18,0,0
Bristol,2020,33,Dighton,Negative,NA,1,15,0,0
Bristol,2020,33,Easton,Negative,NA,11,503,0,0
Bristol,2020,33,Fall River,Negative,NA,2,62,0,0
Bristol,2020,33,Freetown,Negative,NA,3,72,0,0
Bristol,2020,33,Mansfield,Negative,NA,2,44,0,0
Bristol,2020,33,New Bedford,Negative,NA,3,58,0,0
Bristol,2020,33,North Attleborough,Negative,NA,1,9,0,0
Bristol,2020,33,Norton,Negative,NA,3,150,0,0
Bristol,2020,33,Norton,Positive,WNV,1,50,1,20
Bristol,2020,33,Raynham,Negative,NA,5,137,0,0
Bristol,2020,33,Seekonk,Negative,NA,1,15,0,0
Bristol,2020,33,Somerset,Positive,WNV,1,50,1,20
Bristol,2020,33,Swansea,Negative,NA,2,39,0,0
Bristol,2020,33,Taunton,Negative,NA,4,100,0,0
Bristol,2020,34,Attleboro,Negative,NA,2,75,0,0
Bristol,2020,34,Dartmouth,Negative,NA,1,23,0,0
Bristol,2020,34,Dighton,Negative,NA,1,12,0,0
Bristol,2020,34,Easton,Negative,NA,5,193,0,0
Bristol,2020,34,Fairhaven,Negative,NA,1,34,0,0
Bristol,2020,34,Fall River,Negative,NA,1,50,0,0
Bristol,2020,34,Freetown,Negative,NA,2,28,0,0
Bristol,2020,34,Mansfield,Negative,NA,2,58,0,0
Bristol,2020,34,New Bedford,Negative,NA,9,280,0,0
Bristol,2020,34,North Attleborough,Positive,WNV,1,27,1,37.03703703703704
Bristol,2020,34,Norton,Negative,NA,1,35,0,0
Bristol,2020,34,Raynham,Negative,NA,2,62,0,0
Bristol,2020,34,Seekonk,Negative,NA,1,10,0,0
Bristol,2020,34,Somerset,Negative,NA,1,35,0,0
Bristol,2020,34,Swansea,Negative,NA,2,63,0,0
Bristol,2020,34,Taunton,Negative,NA,1,5,0,0
Bristol,2020,35,Acushnet,Negative,NA,1,6,0,0
Bristol,2020,35,Attleboro,Negative,NA,1,11,0,0
Bristol,2020,35,Attleboro,Positive,WNV,1,21,1,47.61904761904761
Bristol,2020,35,Dartmouth,Negative,NA,1,33,0,0
Bristol,2020,35,Easton,Negative,NA,3,113,0,0
Bristol,2020,35,Fairhaven,Negative,NA,2,23,0,0
Bristol,2020,35,Fall River,Negative,NA,2,22,0,0
Bristol,2020,35,Freetown,Negative,NA,1,13,0,0
Bristol,2020,35,New Bedford,Negative,NA,7,175,0,0
Bristol,2020,35,North Attleborough,Negative,NA,1,7,0,0
Bristol,2020,35,Norton,Negative,NA,2,77,0,0
Bristol,2020,35,Raynham,Negative,NA,1,10,0,0
Bristol,2020,35,Seekonk,Negative,NA,1,15,0,0
Bristol,2020,35,Somerset,Negative,NA,1,25,0,0
Bristol,2020,35,Swansea,Negative,NA,2,44,0,0
Bristol,2020,36,Attleboro,Negative,NA,1,26,0,0
Bristol,2020,36,Attleboro,Positive,WNV,1,50,1,20
Bristol,2020,36,Dartmouth,Negative,NA,1,21,0,0
Bristol,2020,36,Fairhaven,Negative,NA,2,14,0,0
Bristol,2020,36,Fall River,Negative,NA,1,23,0,0
Bristol,2020,36,Fall River,Positive,WNV,1,11,1,90.9090909090909
Bristol,2020,36,Mansfield,Negative,NA,2,38,0,0
Bristol,2020,36,New Bedford,Negative,NA,4,53,0,0
Bristol,2020,36,North Attleborough,Negative,NA,3,116,0,0
Bristol,2020,36,Somerset,Negative,NA,1,6,0,0
Bristol,2020,36,Swansea,Negative,NA,2,19,0,0
Bristol,2020,37,Attleboro,Negative,NA,2,61,0,0
Bristol,2020,37,Dartmouth,Negative,NA,1,35,0,0
Bristol,2020,37,Dighton,Negative,NA,1,17,0,0
Bristol,2020,37,Easton,Negative,NA,2,88,0,0
Bristol,2020,37,Easton,Positive,WNV,1,17,1,58.8235294117647
Bristol,2020,37,Fairhaven,Negative,NA,1,10,0,0
Bristol,2020,37,Fall River,Negative,NA,1,24,0,0
Bristol,2020,37,Freetown,Negative,NA,2,17,0,0
Bristol,2020,37,Mansfield,Negative,NA,1,20,0,0
Bristol,2020,37,New Bedford,Negative,NA,10,386,0,0
Bristol,2020,37,North Attleborough,Negative,NA,1,6,0,0
Bristol,2020,37,Norton,Negative,NA,2,70,0,0
Bristol,2020,37,Raynham,Negative,NA,1,11,0,0
Bristol,2020,37,Seekonk,Negative,NA,1,8,0,0
Bristol,2020,37,Somerset,Negative,NA,1,50,0,0
Bristol,2020,37,Swansea,Negative,NA,1,38,0,0
Bristol,2020,38,Attleboro,Negative,NA,2,75,0,0
Bristol,2020,38,Fall River,Negative,NA,1,39,0,0
Bristol,2020,38,Mansfield,Negative,NA,1,11,0,0
Bristol,2020,38,North Attleborough,Negative,NA,1,50,0,0
Bristol,2020,38,Somerset,Negative,NA,1,7,0,0
Bristol,2020,38,Swansea,Negative,NA,1,9,0,0
Bristol,2020,39,Attleboro,Negative,NA,3,89,0,0
Bristol,2020,39,Easton,Negative,NA,1,25,0,0
Bristol,2020,39,Fall River,Negative,NA,1,7,0,0
Bristol,2020,39,Mansfield,Negative,NA,1,6,0,0
Bristol,2020,39,New Bedford,Negative,NA,2,26,0,0
Bristol,2020,39,North Attleborough,Negative,NA,1,39,0,0
Bristol,2020,39,Norton,Negative,NA,1,22,0,0
Bristol,2020,39,Seekonk,Negative,NA,1,6,0,0
Bristol,2020,39,Somerset,Negative,NA,1,37,0,0
Bristol,2020,40,Attleboro,Negative,NA,1,7,0,0
Bristol,2020,40,New Bedford,Negative,NA,1,5,0,0
Bristol,2020,40,Seekonk,Negative,NA,1,11,0,0
Bristol,2020,40,Somerset,Negative,NA,1,7,0,0
Bristol,2021,23,Dartmouth,Negative,NA,1,26,0,0
Bristol,2021,23,Easton,Negative,NA,1,30,0,0
Bristol,2021,23,Fairhaven,Negative,NA,1,45,0,0
Bristol,2021,23,Fall River,Negative,NA,1,12,0,0
Bristol,2021,23,New Bedford,Negative,NA,3,34,0,0
Bristol,2021,23,Norton,Negative,NA,1,14,0,0
Bristol,2021,23,Seekonk,Negative,NA,1,38,0,0
Bristol,2021,23,Somerset,Negative,NA,1,11,0,0
Bristol,2021,23,Swansea,Negative,NA,1,25,0,0
Bristol,2021,24,Easton,Negative,NA,1,7,0,0
Bristol,2021,24,Fairhaven,Negative,NA,1,10,0,0
Bristol,2021,24,Fall River,Negative,NA,1,9,0,0
Bristol,2021,24,Freetown,Negative,NA,1,5,0,0
Bristol,2021,24,North Attleborough,Negative,NA,1,40,0,0
Bristol,2021,24,Norton,Negative,NA,1,8,0,0
Bristol,2021,24,Seekonk,Negative,NA,1,25,0,0
Bristol,2021,24,Somerset,Negative,NA,1,23,0,0
Bristol,2021,24,Swansea,Negative,NA,2,18,0,0
Bristol,2021,25,Attleboro,Negative,NA,2,43,0,0
Bristol,2021,25,Dartmouth,Negative,NA,1,14,0,0
Bristol,2021,25,Easton,Negative,NA,2,64,0,0
Bristol,2021,25,Fall River,Negative,NA,1,6,0,0
Bristol,2021,25,Freetown,Negative,NA,1,9,0,0
Bristol,2021,25,Mansfield,Negative,NA,1,19,0,0
Bristol,2021,25,North Attleborough,Negative,NA,1,46,0,0
Bristol,2021,25,Norton,Negative,NA,1,50,0,0
Bristol,2021,25,Seekonk,Negative,NA,1,12,0,0
Bristol,2021,25,Somerset,Negative,NA,1,46,0,0
Bristol,2021,25,Swansea,Negative,NA,1,20,0,0
Bristol,2021,25,Taunton,Negative,NA,1,39,0,0
Bristol,2021,26,Acushnet,Negative,NA,1,20,0,0
Bristol,2021,26,Attleboro,Negative,NA,2,94,0,0
Bristol,2021,26,Berkley,Negative,NA,1,10,0,0
Bristol,2021,26,Dartmouth,Negative,NA,3,129,0,0
Bristol,2021,26,Easton,Negative,NA,4,126,0,0
Bristol,2021,26,Fairhaven,Negative,NA,2,41,0,0
Bristol,2021,26,Fall River,Negative,NA,2,57,0,0
Bristol,2021,26,Freetown,Negative,NA,1,39,0,0
Bristol,2021,26,Mansfield,Negative,NA,1,43,0,0
Bristol,2021,26,New Bedford,Negative,NA,5,105,0,0
Bristol,2021,26,North Attleborough,Negative,NA,2,56,0,0
Bristol,2021,26,Norton,Negative,NA,2,73,0,0
Bristol,2021,26,Raynham,Negative,NA,2,41,0,0
Bristol,2021,26,Seekonk,Negative,NA,1,48,0,0
Bristol,2021,26,Somerset,Negative,NA,2,93,0,0
Bristol,2021,26,Swansea,Negative,NA,2,64,0,0
Bristol,2021,26,Taunton,Negative,NA,2,100,0,0
Bristol,2021,27,Attleboro,Negative,NA,2,83,0,0
Bristol,2021,27,Dartmouth,Negative,NA,3,150,0,0
Bristol,2021,27,Easton,Negative,NA,3,150,0,0
Bristol,2021,27,Fairhaven,Negative,NA,1,32,0,0
Bristol,2021,27,Fall River,Negative,NA,2,96,0,0
Bristol,2021,27,Freetown,Negative,NA,2,28,0,0
Bristol,2021,27,Mansfield,Negative,NA,3,102,0,0
Bristol,2021,27,New Bedford,Negative,NA,3,68,0,0
Bristol,2021,27,North Attleborough,Negative,NA,2,80,0,0
Bristol,2021,27,Norton,Negative,NA,1,41,0,0
Bristol,2021,27,Raynham,Negative,NA,3,119,0,0
Bristol,2021,27,Seekonk,Negative,NA,1,34,0,0
Bristol,2021,27,Somerset,Negative,NA,1,50,0,0
Bristol,2021,27,Swansea,Negative,NA,1,36,0,0
Bristol,2021,27,Taunton,Negative,NA,2,67,0,0
Bristol,2021,28,Attleboro,Negative,NA,1,21,0,0
Bristol,2021,28,Dartmouth,Negative,NA,2,100,0,0
Bristol,2021,28,Easton,Negative,NA,6,239,0,0
Bristol,2021,28,Fairhaven,Negative,NA,1,7,0,0
Bristol,2021,28,Fall River,Negative,NA,1,48,0,0
Bristol,2021,28,Freetown,Negative,NA,1,17,0,0
Bristol,2021,28,Mansfield,Negative,NA,1,15,0,0
Bristol,2021,28,New Bedford,Negative,NA,5,52,0,0
Bristol,2021,28,North Attleborough,Negative,NA,1,18,0,0
Bristol,2021,28,Norton,Negative,NA,1,24,0,0
Bristol,2021,28,Raynham,Negative,NA,1,50,0,0
Bristol,2021,28,Seekonk,Negative,NA,1,31,0,0
Bristol,2021,28,Somerset,Negative,NA,1,18,0,0
Bristol,2021,28,Swansea,Negative,NA,1,20,0,0
Bristol,2021,28,Taunton,Negative,NA,1,32,0,0
Bristol,2021,29,Acushnet,Negative,NA,1,24,0,0
Bristol,2021,29,Attleboro,Negative,NA,3,114,0,0
Bristol,2021,29,Berkley,Negative,NA,1,12,0,0
Bristol,2021,29,Dartmouth,Negative,NA,2,71,0,0
Bristol,2021,29,Dighton,Negative,NA,3,140,0,0
Bristol,2021,29,Easton,Negative,NA,7,288,0,0
Bristol,2021,29,Fairhaven,Negative,NA,1,12,0,0
Bristol,2021,29,Freetown,Negative,NA,3,70,0,0
Bristol,2021,29,Mansfield,Negative,NA,4,162,0,0
Bristol,2021,29,New Bedford,Negative,NA,7,102,0,0
Bristol,2021,29,North Attleborough,Negative,NA,1,10,0,0
Bristol,2021,29,Norton,Negative,NA,1,26,0,0
Bristol,2021,29,Raynham,Negative,NA,7,281,0,0
Bristol,2021,29,Seekonk,Negative,NA,2,78,0,0
Bristol,2021,29,Somerset,Negative,NA,2,61,0,0
Bristol,2021,29,Swansea,Negative,NA,2,92,0,0
Bristol,2021,29,Taunton,Negative,NA,2,40,0,0
Bristol,2021,30,Attleboro,Negative,NA,2,100,0,0
Bristol,2021,30,Dartmouth,Negative,NA,1,50,0,0
Bristol,2021,30,Dighton,Negative,NA,2,100,0,0
Bristol,2021,30,Easton,Negative,NA,3,132,0,0
Bristol,2021,30,Easton,NA,NA,1,48,0,0
Bristol,2021,30,Fairhaven,Negative,NA,1,15,0,0
Bristol,2021,30,Fall River,Negative,NA,1,18,0,0
Bristol,2021,30,Freetown,Negative,NA,1,14,0,0
Bristol,2021,30,Mansfield,Negative,NA,2,75,0,0
Bristol,2021,30,New Bedford,Negative,NA,5,160,0,0
Bristol,2021,30,North Attleborough,Negative,NA,1,50,0,0
Bristol,2021,30,Norton,Negative,NA,1,50,0,0
Bristol,2021,30,Raynham,Negative,NA,4,197,0,0
Bristol,2021,30,Raynham,NA,NA,1,24,0,0
Bristol,2021,30,Seekonk,Negative,NA,2,100,0,0
Bristol,2021,30,Somerset,Negative,NA,1,50,0,0
Bristol,2021,30,Swansea,Negative,NA,3,150,0,0
Bristol,2021,30,Taunton,Negative,NA,2,85,0,0
Bristol,2021,31,Acushnet,Negative,NA,1,8,0,0
Bristol,2021,31,Attleboro,Negative,NA,1,20,0,0
Bristol,2021,31,Berkley,Negative,NA,2,28,0,0
Bristol,2021,31,Dartmouth,Negative,NA,1,42,0,0
Bristol,2021,31,Dighton,Negative,NA,1,17,0,0
Bristol,2021,31,Easton,Negative,NA,4,108,0,0
Bristol,2021,31,Fairhaven,Negative,NA,2,28,0,0
Bristol,2021,31,Fall River,Negative,NA,1,9,0,0
Bristol,2021,31,Freetown,Negative,NA,1,50,0,0
Bristol,2021,31,Mansfield,Negative,NA,3,132,0,0
Bristol,2021,31,Mansfield,Positive,WNV,1,41,1,24.390243902439025
Bristol,2021,31,New Bedford,Negative,NA,3,82,0,0
Bristol,2021,31,North Attleborough,Negative,NA,1,10,0,0
Bristol,2021,31,Norton,Negative,NA,1,50,0,0
Bristol,2021,31,Raynham,Negative,NA,4,163,0,0
Bristol,2021,31,Seekonk,Negative,NA,2,94,0,0
Bristol,2021,31,Somerset,Negative,NA,1,6,0,0
Bristol,2021,31,Swansea,Negative,NA,2,100,0,0
Bristol,2021,31,Taunton,Negative,NA,3,116,0,0
Bristol,2021,32,Attleboro,Negative,NA,1,33,0,0
Bristol,2021,32,Attleboro,Positive,WNV,1,50,1,20
Bristol,2021,32,Berkley,Negative,NA,2,54,0,0
Bristol,2021,32,Dartmouth,Negative,NA,1,50,0,0
Bristol,2021,32,Easton,Negative,NA,7,309,0,0
Bristol,2021,32,Fall River,Negative,NA,1,31,0,0
Bristol,2021,32,Freetown,Negative,NA,3,90,0,0
Bristol,2021,32,Mansfield,Negative,NA,5,209,0,0
Bristol,2021,32,New Bedford,Negative,NA,4,52,0,0
Bristol,2021,32,North Attleborough,Negative,NA,1,34,0,0
Bristol,2021,32,Norton,Negative,NA,1,28,0,0
Bristol,2021,32,Raynham,Negative,NA,5,211,0,0
Bristol,2021,32,Seekonk,Negative,NA,1,46,0,0
Bristol,2021,32,Somerset,Negative,NA,1,48,0,0
Bristol,2021,32,Swansea,Positive,WNV,1,50,1,20
Bristol,2021,32,Taunton,Negative,NA,4,200,0,0
Bristol,2021,33,Acushnet,Negative,NA,2,19,0,0
Bristol,2021,33,Attleboro,Negative,NA,4,166,0,0
Bristol,2021,33,Dartmouth,Negative,NA,1,31,0,0
Bristol,2021,33,Dighton,Positive,WNV,1,50,1,20
Bristol,2021,33,Easton,Negative,NA,3,138,0,0
Bristol,2021,33,Fall River,Negative,NA,2,32,0,0
Bristol,2021,33,Freetown,Negative,NA,3,129,0,0
Bristol,2021,33,Mansfield,Negative,NA,3,115,0,0
Bristol,2021,33,New Bedford,Negative,NA,5,105,0,0
Bristol,2021,33,North Attleborough,Negative,NA,2,61,0,0
Bristol,2021,33,Norton,Negative,NA,2,69,0,0
Bristol,2021,33,Raynham,Negative,NA,3,92,0,0
Bristol,2021,33,Seekonk,Negative,NA,1,20,0,0
Bristol,2021,33,Somerset,Negative,NA,1,39,0,0
Bristol,2021,33,Swansea,Negative,NA,1,39,0,0
Bristol,2021,33,Swansea,Positive,WNV,2,92,2,21.73913043478261
Bristol,2021,33,Taunton,Negative,NA,5,193,0,0
Bristol,2021,34,Attleboro,Negative,NA,3,110,0,0
Bristol,2021,34,Berkley,Negative,NA,3,128,0,0
Bristol,2021,34,Dartmouth,Negative,NA,2,100,0,0
Bristol,2021,34,Dighton,Negative,NA,3,94,0,0
Bristol,2021,34,Easton,Negative,NA,5,210,0,0
Bristol,2021,34,Fall River,Negative,NA,2,29,0,0
Bristol,2021,34,Freetown,Negative,NA,4,172,0,0
Bristol,2021,34,Mansfield,Negative,NA,4,97,0,0
Bristol,2021,34,New Bedford,Negative,NA,5,98,0,0
Bristol,2021,34,North Attleborough,Negative,NA,1,11,0,0
Bristol,2021,34,Norton,Negative,NA,1,5,0,0
Bristol,2021,34,Raynham,Negative,NA,4,200,0,0
Bristol,2021,34,Seekonk,Positive,WNV,1,12,1,83.33333333333333
Bristol,2021,34,Somerset,Negative,NA,1,14,0,0
Bristol,2021,34,Swansea,Negative,NA,2,70,0,0
Bristol,2021,34,Taunton,Negative,NA,1,44,0,0
Bristol,2021,35,Acushnet,Negative,NA,1,6,0,0
Bristol,2021,35,Attleboro,Negative,NA,3,119,0,0
Bristol,2021,35,Berkley,Negative,NA,1,21,0,0
Bristol,2021,35,Dartmouth,Negative,NA,1,50,0,0
Bristol,2021,35,Dighton,Negative,NA,1,9,0,0
Bristol,2021,35,Easton,Negative,NA,3,150,0,0
Bristol,2021,35,Fairhaven,Negative,NA,1,8,0,0
Bristol,2021,35,Freetown,Negative,NA,4,147,0,0
Bristol,2021,35,Mansfield,Negative,NA,3,41,0,0
Bristol,2021,35,New Bedford,Negative,NA,6,123,0,0
Bristol,2021,35,North Attleborough,Negative,NA,2,57,0,0
Bristol,2021,35,Norton,Negative,NA,2,92,0,0
Bristol,2021,35,Raynham,Negative,NA,3,125,0,0
Bristol,2021,35,Swansea,Negative,NA,1,7,0,0
Bristol,2021,35,Taunton,Negative,NA,3,125,0,0
Bristol,2021,36,Acushnet,Negative,NA,1,10,0,0
Bristol,2021,36,Attleboro,Negative,NA,2,18,0,0
Bristol,2021,36,Berkley,Negative,NA,1,36,0,0
Bristol,2021,36,Dartmouth,Negative,NA,1,26,0,0
Bristol,2021,36,Dighton,Negative,NA,1,7,0,0
Bristol,2021,36,Easton,Negative,NA,3,150,0,0
Bristol,2021,36,Fall River,Positive,WNV,1,7,1,142.85714285714286
Bristol,2021,36,Freetown,Negative,NA,3,121,0,0
Bristol,2021,36,Mansfield,Negative,NA,3,47,0,0
Bristol,2021,36,New Bedford,Negative,NA,4,76,0,0
Bristol,2021,36,Raynham,Negative,NA,3,119,0,0
Bristol,2021,36,Swansea,Negative,NA,1,6,0,0
Bristol,2021,36,Taunton,Negative,NA,3,97,0,0
Bristol,2021,37,Acushnet,Negative,NA,2,60,0,0
Bristol,2021,37,Attleboro,Negative,NA,1,14,0,0
Bristol,2021,37,Berkley,Negative,NA,1,11,0,0
Bristol,2021,37,Dartmouth,Negative,NA,2,64,0,0
Bristol,2021,37,Dighton,Negative,NA,1,5,0,0
Bristol,2021,37,Easton,Negative,NA,4,170,0,0
Bristol,2021,37,Fall River,Negative,NA,3,25,0,0
Bristol,2021,37,Freetown,Negative,NA,3,94,0,0
Bristol,2021,37,Mansfield,Negative,NA,3,122,0,0
Bristol,2021,37,New Bedford,Negative,NA,5,181,0,0
Bristol,2021,37,North Attleborough,Negative,NA,1,15,0,0
Bristol,2021,37,Raynham,Negative,NA,4,166,0,0
Bristol,2021,37,Seekonk,Negative,NA,1,11,0,0
Bristol,2021,37,Seekonk,Positive,WNV,1,20,1,50
Bristol,2021,37,Somerset,Positive,WNV,1,21,1,47.61904761904761
Bristol,2021,37,Swansea,Negative,NA,1,17,0,0
Bristol,2021,37,Swansea,Positive,WNV,2,53,2,37.73584905660377
Bristol,2021,37,Taunton,Negative,NA,3,120,0,0
Bristol,2021,38,Acushnet,NA,NA,1,50,0,0
Bristol,2021,38,Attleboro,Negative,NA,2,32,0,0
Bristol,2021,38,Dartmouth,Positive,WNV,1,15,1,66.66666666666667
Bristol,2021,38,Dartmouth,NA,NA,1,11,0,0
Bristol,2021,38,Dighton,Positive,WNV,1,7,1,142.85714285714286
Bristol,2021,38,Fall River,NA,NA,3,27,0,0
Bristol,2021,38,Freetown,NA,NA,1,50,0,0
Bristol,2021,38,Mansfield,Negative,NA,2,31,0,0
Bristol,2021,38,New Bedford,NA,NA,2,35,0,0
Bristol,2021,38,North Attleborough,Negative,NA,1,8,0,0
Bristol,2021,38,Norton,NA,NA,1,5,0,0
Bristol,2021,38,Raynham,NA,NA,5,225,0,0
Bristol,2021,38,Seekonk,Positive,WNV,1,49,1,20.408163265306122
Bristol,2021,38,Somerset,Positive,WNV,1,16,1,62.5
Bristol,2021,38,Swansea,NA,NA,2,69,0,0
Bristol,2021,38,Taunton,NA,NA,2,87,0,0
Bristol,2021,39,Attleboro,NA,NA,2,13,0,0
Bristol,2021,39,Dighton,NA,NA,1,6,0,0
Bristol,2021,39,Mansfield,NA,NA,3,61,0,0
Bristol,2022,23,Easton,Negative,NA,1,50,0,0
Bristol,2022,23,Fall River,Negative,NA,1,14,0,0
Bristol,2022,23,Freetown,Negative,NA,1,13,0,0
Bristol,2022,23,Mansfield,Negative,NA,1,32,0,0
Bristol,2022,23,New Bedford,Negative,NA,1,21,0,0
Bristol,2022,23,Raynham,Negative,NA,2,100,0,0
Bristol,2022,23,Seekonk,Negative,NA,1,18,0,0
Bristol,2022,23,Swansea,Negative,NA,1,17,0,0
Bristol,2022,23,Taunton,Negative,NA,1,50,0,0
Bristol,2022,24,Attleboro,Negative,NA,1,5,0,0
Bristol,2022,24,Dartmouth,Negative,NA,1,8,0,0
Bristol,2022,24,Easton,Negative,NA,1,50,0,0
Bristol,2022,24,Fall River,Negative,NA,1,24,0,0
Bristol,2022,24,Freetown,Negative,NA,1,41,0,0
Bristol,2022,24,Mansfield,Negative,NA,1,7,0,0
Bristol,2022,24,New Bedford,Negative,NA,5,158,0,0
Bristol,2022,24,Norton,Negative,NA,1,26,0,0
Bristol,2022,24,Raynham,Negative,NA,2,88,0,0
Bristol,2022,24,Somerset,Negative,NA,1,22,0,0
Bristol,2022,24,Taunton,Negative,NA,1,50,0,0
Bristol,2022,25,Acushnet,Negative,NA,1,15,0,0
Bristol,2022,25,Attleboro,Negative,NA,1,7,0,0
Bristol,2022,25,Easton,Negative,NA,1,50,0,0
Bristol,2022,25,Fairhaven,Negative,NA,1,23,0,0
Bristol,2022,25,Freetown,Negative,NA,1,16,0,0
Bristol,2022,25,Mansfield,Negative,NA,2,58,0,0
Bristol,2022,25,New Bedford,Negative,NA,1,38,0,0
Bristol,2022,25,Raynham,Negative,NA,1,50,0,0
Bristol,2022,25,Somerset,Negative,NA,1,19,0,0
Bristol,2022,25,Taunton,Negative,NA,2,89,0,0
Bristol,2022,26,Acushnet,Negative,NA,1,50,0,0
Bristol,2022,26,Attleboro,Negative,NA,1,8,0,0
Bristol,2022,26,Berkley,Negative,NA,1,50,0,0
Bristol,2022,26,Dartmouth,Negative,NA,1,43,0,0
Bristol,2022,26,Easton,Negative,NA,2,100,0,0
Bristol,2022,26,Fairhaven,Negative,NA,1,18,0,0
Bristol,2022,26,Fall River,Negative,NA,1,33,0,0
Bristol,2022,26,Freetown,Negative,NA,3,110,0,0
Bristol,2022,26,Mansfield,Negative,NA,1,50,0,0
Bristol,2022,26,New Bedford,Negative,NA,1,29,0,0
Bristol,2022,26,Raynham,Negative,NA,2,75,0,0
Bristol,2022,26,Seekonk,Negative,NA,1,7,0,0
Bristol,2022,26,Somerset,Negative,NA,1,11,0,0
Bristol,2022,26,Swansea,Negative,NA,1,14,0,0
Bristol,2022,26,Taunton,Negative,NA,2,100,0,0
Bristol,2022,27,Berkley,Negative,NA,1,42,0,0
Bristol,2022,27,Dartmouth,Negative,NA,1,47,0,0
Bristol,2022,27,Dighton,Negative,NA,1,6,0,0
Bristol,2022,27,Easton,Negative,NA,1,50,0,0
Bristol,2022,27,Fall River,Negative,NA,1,31,0,0
Bristol,2022,27,Freetown,Negative,NA,1,8,0,0
Bristol,2022,27,Mansfield,Negative,NA,1,50,0,0
Bristol,2022,27,New Bedford,Negative,NA,2,35,0,0
Bristol,2022,27,North Attleborough,Negative,NA,1,13,0,0
Bristol,2022,27,Norton,Negative,NA,1,29,0,0
Bristol,2022,27,Raynham,Negative,NA,1,50,0,0
Bristol,2022,27,Somerset,Negative,NA,2,100,0,0
Bristol,2022,27,Taunton,Negative,NA,2,74,0,0
Bristol,2022,28,Acushnet,Negative,NA,1,7,0,0
Bristol,2022,28,Attleboro,Negative,NA,2,66,0,0
Bristol,2022,28,Berkley,Negative,NA,1,50,0,0
Bristol,2022,28,Dartmouth,Negative,NA,1,19,0,0
Bristol,2022,28,Dighton,Negative,NA,1,11,0,0
Bristol,2022,28,Easton,Negative,NA,2,72,0,0
Bristol,2022,28,Fairhaven,Negative,NA,1,12,0,0
Bristol,2022,28,Fall River,Negative,NA,1,20,0,0
Bristol,2022,28,Freetown,Negative,NA,2,100,0,0
Bristol,2022,28,Mansfield,Negative,NA,2,100,0,0
Bristol,2022,28,New Bedford,Negative,NA,3,55,0,0
Bristol,2022,28,North Attleborough,Negative,NA,1,6,0,0
Bristol,2022,28,Raynham,Negative,NA,2,55,0,0
Bristol,2022,28,Seekonk,Negative,NA,1,34,0,0
Bristol,2022,28,Somerset,Negative,NA,2,98,0,0
