"week_num","Hrs_Above_80_lag","Hrs_Above_75_lag","Hrs_Below_50_lag","Hrs_Between_50_86_lag","Avg_HourlyDryBulbTemp_lag","Avg_HourlyWetBulbTemp_lag","Year","Week","Lead_week_num"
"2021-05",0,0,294,0,34.7074829931973,32.2857142857143,2021,5,"2021-06"
"2021-06",0,0,212,0,28.3207547169811,24.4905660377358,2021,6,"2021-07"
"2021-07",0,0,320,11,33.2749244712991,31.2537764350453,2021,7,"2021-08"
"2021-08",0,0,212,19,39.4155844155844,35.8528138528139,2021,8,"2021-09"
"2021-09",0,0,176,4,32.7055555555556,27.0611111111111,2021,9,"2021-10"
"2021-10",0,0,137,51,40.2446808510638,33.3829787234043,2021,10,"2021-11"
"2021-11",0,0,175,16,35.1465968586387,29.9842931937173,2021,11,"2021-12"
"2021-12",0,0,153,177,46.5333333333333,43.8121212121212,2021,12,"2021-13"
"2021-13",0,0,126,84,45.6809523809524,40.1809523809524,2021,13,"2021-14"
"2021-14",0,0,150,93,46.4897119341564,42.4650205761317,2021,14,"2021-15"
"2021-15",0,0,176,38,43.6401869158879,40.5233644859813,2021,15,"2021-16"
"2021-16",0,0,106,90,49.8673469387755,43.5396825396825,2021,16,"2021-17"
"2021-17",0,1,69,146,53.3116279069767,47.4186046511628,2021,17,"2021-18"
"2021-18",0,0,84,141,51.7155555555556,47.52,2021,18,"2021-19"
"2021-19",0,9,104,123,53.9251101321586,46.8458149779736,2021,19,"2021-20"
"2021-20",16,42,66,140,60.7655502392345,53.9090909090909,2021,20,"2021-21"
"2021-21",9,18,141,117,55.2906976744186,51.2984496124031,2021,21,"2021-22"
"2021-22",21,35,9,245,64.3091603053435,60.1526717557252,2021,22,"2021-23"
"2021-23",36,51,7,160,69.0710382513661,62.4262295081967,2021,23,"2021-24"
"2021-24",17,46,8,226,66.7649572649573,61.2948717948718,2021,24,"2021-25"
"2021-25",23,69,11,282,69.2525597269625,65.5358361774744,2021,25,"2021-26"
"2021-26",46,62,0,289,67.8885350318471,64.7356687898089,2021,26,"2021-27"
"2021-27",18,41,0,309,69.2405063291139,66.2278481012658,2021,27,"2021-28"
"2021-28",49,87,0,334,72.2766570605187,69.6628242074928,2021,28,"2021-29"
"2021-29",21,47,0,280,68.9214285714286,65.4142857142857,2021,29,"2021-30"
"2021-30",24,46,1,202,68.8130841121495,63.5,2021,30,"2021-31"
"2021-31",25,54,0,294,68.2094594594595,65.0945945945946,2021,31,"2021-32"
"2021-32",51,109,0,236,74.35,70.1807692307692,2021,32,"2021-33"
"2021-33",47,127,0,279,73.95,70.525,2021,33,"2021-34"
"2021-34",52,89,0,235,74.3793103448276,70.3026819923372,2021,34,"2021-35"
"2021-35",18,37,0,245,66.7877551020408,63.2530612244898,2021,35,"2021-36"
"2021-36",9,35,3,196,68.7085427135678,64.5879396984925,2021,36,"2021-37"
"2021-37",12,30,0,306,67.2516339869281,64.3627450980392,2021,37,"2021-38"
"2021-38",3,55,20,252,66.8382352941177,63.4926470588235,2021,38,"2021-39"
"2021-39",0,2,32,188,59.3409090909091,55.6590909090909,2021,39,"2021-40"
"2021-40",0,0,68,243,56.5852090032154,54.5176848874598,2021,40,"2021-41"
"2021-41",0,5,7,289,61.0810810810811,58.2060810810811,2021,41,"2021-42"
"2021-42",0,0,39,131,55.8588235294118,50.2764705882353,2021,42,"2021-43"
"2021-43",0,0,55,270,55.2892307692308,53.3446153846154,2021,43,"2021-44"
"2021-44",0,0,125,55,40.2333333333333,36.2722222222222,2021,44,"2021-45"
"2021-45",0,0,127,101,47.9298245614035,44.5745614035088,2021,45,"2021-46"
"2021-46",0,0,139,44,44.3333333333333,40.1092896174863,2021,46,"2021-47"
"2021-47",0,0,169,35,39.2205882352941,35.156862745098,2021,47,"2021-48"
"2021-48",0,0,159,17,37.3579545454545,33.1590909090909,2021,48,"2021-49"
"2021-49",0,0,172,83,44.2941176470588,41.6196078431373,2021,49,"2021-50"
"2021-50",0,0,136,58,42.4536082474227,37.8092783505155,2021,50,"2021-51"
"2021-51",0,0,253,0,32.4110671936759,30.0158102766798,2021,51,"2021-52"
"2021-52",0,0,250,0,39.84,38.596,2021,52,"2022-01"
"2021-53",0,0,108,0,37.8703703703704,35.5925925925926,2021,53,"2021-54"
"2022-01",0,0,226,39,33.0377358490566,30.5396226415094,2022,1,"2022-02"
"2022-02",0,0,192,0,24.7447916666667,21.4322916666667,2022,2,"2022-03"
"2022-03",0,0,211,0,30.5450236966825,27.4739336492891,2022,3,"2022-04"
"2022-04",0,0,235,0,23.6893617021277,21.2042553191489,2022,4,"2022-05"
"2022-05",0,0,300,18,30.3805031446541,29.0125786163522,2022,5,"2022-06"
"2022-06",0,0,291,25,35.629746835443,33.0917721518987,2022,6,"2022-07"
"2022-07",0,0,176,57,33.3261802575107,29.9871244635193,2022,7,"2022-08"
"2022-08",0,0,209,60,35.0817843866171,32.0557620817844,2022,8,"2022-09"
"2022-09",0,0,174,32,35.6116504854369,31.747572815534,2022,9,"2022-10"
"2022-10",0,0,243,48,37.9553264604811,35.0793103448276,2022,10,"2022-11"
"2022-11",0,0,147,150,48.4208754208754,45.4848484848485,2022,11,"2022-12"
"2022-12",0,0,194,36,43.7391304347826,39.1434782608696,2022,12,"2022-13"
"2022-13",0,0,135,88,44.5022421524664,39.6008968609865,2022,13,"2022-14"
"2022-14",0,0,144,99,47.6625514403292,43.6337448559671,2022,14,"2022-15"
"2022-15",0,0,90,119,52.0287081339713,45.8755980861244,2022,15,"2022-16"
"2022-16",0,0,97,91,48.7712765957447,41.9202127659574,2022,16,"2022-17"
"2022-17",0,0,100,122,47.8108108108108,42.045045045045,2022,17,"2022-18"
"2022-18",0,0,135,151,50.2902097902098,46.6118881118881,2022,18,"2022-19"
"2022-19",6,18,25,250,60.5345454545455,56.4581818181818,2022,19,"2022-20"
"2022-20",17,30,32,224,61.875,57.2878787878788,2022,20,"2022-21"
"2022-21",0,10,18,223,63.3195020746888,58.7095435684647,2022,21,"2022-22"
"2022-22",9,20,8,246,61.6980392156863,56.8149606299213,2022,22,"2022-23"
"2022-23",9,47,14,224,66.3781512605042,60.8803418803419,2022,23,"2022-24"
"2022-24",15,34,3,198,66.0049751243781,60.318407960199,2022,24,"2022-25"
"2022-25",21,48,9,230,63.85140562249,58.3493975903614,2022,25,"2022-26"
"2022-26",37,67,0,237,70.4309623430962,65.0836820083682,2022,26,"2022-27"
"2022-27",25,65,3,183,68.6827956989247,61.4086021505376,2022,27,"2022-28"
"2022-28",54,84,0,295,69.0622950819672,64.3049180327869,2022,28,"2022-29"
"2022-29",96,161,0,199,78.4615384615385,71.9919028340081,2022,29,"2022-30"
"2022-30",88,142,0,210,76.1926605504587,68.9357798165138,2022,30,"2022-31"
"2022-31",75,128,0,186,77.0043859649123,70.9561403508772,2022,31,"2022-32"
"2022-32",27,90,0,152,75.2771084337349,71.2650602409639,2022,32,"2022-33"
"2022-33",0,0,0,0,NA,NA,2022,33,"2022-34"
"2022-34",0,0,0,0,NA,NA,2022,34,"2022-35"
"2022-35",0,0,0,0,NA,NA,2022,35,"2022-36"
"2022-36",0,0,0,0,NA,NA,2022,36,"2022-37"
"2022-37",0,0,0,0,NA,NA,2022,37,"2022-38"
"2022-38",0,0,0,0,NA,NA,2022,38,"2022-39"
"2022-39",0,0,0,0,NA,NA,2022,39,"2022-40"
"2022-40",0,0,0,0,NA,NA,2022,40,"2022-41"
"2022-41",0,0,0,0,NA,NA,2022,41,"2022-42"
"2022-42",0,0,0,0,NA,NA,2022,42,"2022-43"
"2022-43",0,0,0,0,NA,NA,2022,43,"2022-44"
"2022-44",0,0,0,0,NA,NA,2022,44,"2022-45"
"2022-45",0,0,0,0,NA,NA,2022,45,"2022-46"
"2022-46",0,0,0,0,NA,NA,2022,46,"2022-47"
"2022-47",0,0,0,0,NA,NA,2022,47,"2022-48"
"2022-48",0,0,0,0,NA,NA,2022,48,"2022-49"
"2022-49",0,0,0,0,NA,NA,2022,49,"2022-50"
"2022-50",0,0,0,0,NA,NA,2022,50,"2022-51"
"2022-51",0,0,0,0,NA,NA,2022,51,"2022-52"
"2022-52",0,0,68,79,48.7619047619048,47.8843537414966,2022,52,"2023-01"
"2023-01",0,0,0,0,NA,NA,2023,1,"2023-02"
"2023-02",0,0,0,0,NA,NA,2023,2,"2023-03"
"2023-03",0,0,0,0,NA,NA,2023,3,"2023-04"
"2023-04",0,0,0,0,NA,NA,2023,4,"2023-05"
"2023-05",0,0,0,0,NA,NA,2023,5,"2023-06"
"2023-06",0,0,0,0,NA,NA,2023,6,"2023-07"
"2023-07",0,0,0,0,NA,NA,2023,7,"2023-08"
"2023-08",0,0,0,0,NA,NA,2023,8,"2023-09"
"2023-09",0,0,0,0,NA,NA,2023,9,"2023-10"
"2023-10",0,0,0,0,NA,NA,2023,10,"2023-11"
"2023-11",0,0,0,0,NA,NA,2023,11,"2023-12"
"2023-12",0,0,0,0,NA,NA,2023,12,"2023-13"
"2023-13",0,0,0,0,NA,NA,2023,13,"2023-14"
"2023-14",0,0,0,0,NA,NA,2023,14,"2023-15"
"2023-15",15,28,6,166,62.2655367231638,54.2203389830508,2023,15,"2023-16"
"2023-16",0,0,58,173,51.5281385281385,47.2554112554113,2023,16,"2023-17"
"2023-17",0,0,126,160,51.2482517482517,48.1853146853147,2023,17,"2023-18"
"2023-18",1,9,133,123,51.49609375,46.96875,2023,18,"2023-19"
"2023-19",15,25,41,131,58.8081395348837,49.953488372093,2023,19,"2023-20"
"2023-20",0,7,34,187,59.4886877828054,52.9909502262443,2023,20,"2023-21"
"2023-21",5,14,64,136,56.75,49.575,2023,21,"2023-22"
"2023-22",14,25,89,178,55.262962962963,50.4703703703704,2023,22,"2023-23"
"2023-23",4,11,52,246,56.238255033557,52.4060402684564,2023,23,"2023-24"
"2023-24",9,39,0,270,66.8296296296296,62.4888888888889,2023,24,"2023-25"
"2023-25",16,39,39,283,64.8385093167702,61.2049689440994,2023,25,"2023-26"
"2023-26",32,110,0,361,71.4626038781163,67.7313019390582,2023,26,"2023-27"
"2023-27",80,125,0,297,75.4841772151899,71.2183544303797,2023,27,"2023-28"
"2023-28",54,160,0,267,76.0652173913043,72.2101449275362,2023,28,"2023-29"
"2023-29",79,133,0,275,74.8404255319149,69.7446808510638,2023,29,"2023-30"
"2023-30",71,112,0,205,74.7027027027027,69.2772727272727,2023,30,"2023-31"
"2023-31",26,74,0,192,69.9166666666667,62.59375,2023,31,"2023-32"
"2023-32",50,122,0,232,74.0775862068966,68.6465517241379,2023,32,"2023-33"
"2023-33",19,47,0,307,70.8729641693811,66.8827361563518,2023,33,"2023-34"
"2023-34",15,60,0,267,68.9216417910448,64.4962686567164,2023,34,"2023-35"
"2023-35",10,48,9,230,68.5269709543568,64.0497925311203,2023,35,"2023-36"
"2023-36",89,155,0,275,75.8896103896104,71.4253246753247,2023,36,"2023-37"
"2023-37",12,55,0,298,69.2348993288591,65.4093959731544,2023,37,"2023-38"
"2023-38",0,7,8,268,62.8079710144928,59.3768115942029,2023,38,"2023-39"
"2023-39",0,0,66,256,56.1024844720497,53.7267080745342,2023,39,"2023-40"
"2023-40",9,31,20,336,62.3938547486034,59.1201117318436,2023,40,"2023-41"
"2023-41",0,0,85,119,52.4754901960784,48.0490196078431,2023,41,"2023-42"
"2023-42",0,0,79,215,55.0340136054422,52.030612244898,2023,42,"2023-43"
"2023-43",9,18,30,181,57.914691943128,52.739336492891,2023,43,"2023-44"
"2023-44",0,0,21,65,50.2558139534884,47.2093023255814,2023,44,"2023-45"
"2023-52",0,0,0,0,NA,NA,2023,52,"2024-01"
