collection date,town,trap type,mcd,ABS,CAN,GRO,MEL,PUN,EXC,QUA,AUR,STI,TRI,VEX,RES,JAP,PRE,CIN,PIP,NCR,PER,SAL,FER,TVT,TER,FIT,ALB,CTT,SAP,SOL,MOR,ATR,TAE,CUL,WAL,ERR,CRU,MIN,HEN,RUT,IMP,INO,PRO,PCT,INT,THI,SMI,STM,COM,BAR,COL,SIG,NA,ATL,week_num
2014-07-02,Easton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,2,0,0,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-02,Mansfield,500cc CO2 - CDC Miniature Light Trap,Bristol,0,101,0,0,4,0,1,0,0,2,1,0,1,0,14,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-02,Mansfield,Gravid Trap,Bristol,0,0,0,1,0,0,0,0,0,2,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-02,North Attleborough,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-02,Norton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-02,Raynham,500cc CO2 - CDC Miniature Light Trap,Bristol,0,61,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-03,Attleboro,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-03,Fall River,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-03,Seekonk,Gravid Trap,Bristol,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-03,Somerset,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-03,Swansea,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,2,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-27
2014-07-07,Easton,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,4,0,54,1,0,3,0,0,3,0,0,1,0,4,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-07,New Bedford,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,2,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-07,Raynham,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,25,0,43,8,0,1,0,0,0,0,0,0,0,40,0,0,372,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-07,Rehoboth,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,8,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-07,Westport,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,6,0,193,3,0,0,0,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Easton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,7,0,0,1,0,0,0,2,0,0,0,0,0,0,3691,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Easton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,2,0,0,9,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Mansfield,500cc CO2 - CDC Miniature Light Trap,Bristol,0,50,0,1,13,0,0,0,0,2,10,0,1,0,2,1,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Mansfield,Gravid Trap,Bristol,0,0,0,1,0,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Norton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Norton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-08,Raynham,500cc CO2 - CDC Miniature Light Trap,Bristol,0,29,0,28,4,0,0,0,0,1,3,0,1,0,4,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,Acushnet,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,Berkley,500cc CO2 - CDC Miniature Light Trap,Bristol,0,5,0,3,1,4,0,0,0,0,5,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,Dartmouth,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,Fairhaven,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,Freetown,500cc CO2 - CDC Miniature Light Trap,Bristol,0,9,0,92,10,0,0,0,0,0,2,0,2,0,5,1,0,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,New Bedford,BG Sentinel Trap with BG-Lure,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-09,New Bedford,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,2,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-10,Dighton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,8,0,32,6,0,0,0,0,0,2,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-10,Fall River,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,20,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-10,Seekonk,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-10,Somerset,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,1,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-10,Swansea,Gravid Trap,Bristol,0,0,0,1,0,0,0,0,0,1,0,0,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-11,Attleboro,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-11,Dighton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-11,Freetown,Resting Box,Bristol,0,0,0,19,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-11,North Attleborough,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-11,Taunton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-28
2014-07-14,Easton,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,2,0,31,1,0,0,0,0,0,0,0,1,0,1,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-14,New Bedford,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,8,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-14,Raynham,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,10,0,13,0,0,1,0,0,0,0,0,0,4,8,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-14,Rehoboth,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,51,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-14,Westport,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,11,0,9,1,0,0,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,Berkley,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,0,0,7,0,0,0,0,14,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,Dartmouth,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,Fairhaven,500cc CO2 - CDC Miniature Light Trap,Bristol,0,3,0,4,0,1,0,0,0,1,18,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,Fairhaven,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,Freetown,500cc CO2 - CDC Miniature Light Trap,Bristol,0,2,0,121,0,0,0,0,0,1,33,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-15,New Bedford,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Dighton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,15,1,0,0,0,0,0,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Easton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,761,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Easton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,16,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Mansfield,500cc CO2 - CDC Miniature Light Trap,Bristol,0,11,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Mansfield,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Norton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-16,Raynham,500cc CO2 - CDC Miniature Light Trap,Bristol,0,5,0,19,1,0,0,0,0,2,31,0,1,0,0,0,0,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,Attleboro,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,Dighton,Gravid Trap,Bristol,0,0,0,0,1,0,0,0,0,0,0,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,North Attleborough,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,2,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,Seekonk,Gravid Trap,Bristol,0,1,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,Somerset,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-17,Swansea,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,15,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,Acushnet,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,3,23,1,1,0,0,0,41,0,0,0,0,0,0,32,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,Fall River,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,Freetown,500cc CO2 - CDC Miniature Light Trap,Bristol,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,Freetown,Resting Box,Bristol,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,New Bedford,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-18,Taunton,Gravid Trap,Bristol,0,0,0,0,1,0,0,0,0,1,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-29
2014-07-22,Acushnet,500cc CO2 - CDC Miniature Light Trap,Bristol,0,4,0,6,7,0,0,0,0,0,2,0,1,0,3,0,0,81,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-22,Berkley,500cc CO2 - CDC Miniature Light Trap,Bristol,0,2,0,4,0,4,1,0,0,0,8,0,0,0,11,0,0,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-22,Dartmouth,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,18,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-22,Fairhaven,Gravid Trap,Bristol,0,0,0,1,0,0,0,0,0,0,0,0,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-22,Freetown,500cc CO2 - CDC Miniature Light Trap,Bristol,0,24,0,54,2,0,3,0,0,0,21,0,0,0,10,0,0,52,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-22,New Bedford,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,2,0,2,92,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Easton,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,1,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Easton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,0,0,2,2,0,1,0,0,0,18,0,0,0,1,0,0,1928,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Easton,Gravid Trap,Bristol,0,0,0,1,1,0,0,0,0,0,0,0,22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Mansfield,500cc CO2 - CDC Miniature Light Trap,Bristol,0,9,0,0,4,0,0,0,0,0,11,0,1,0,0,0,0,121,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Mansfield,Gravid Trap,Bristol,0,0,0,1,0,0,0,0,0,1,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,New Bedford,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,107,0,56,4,0,0,0,0,0,37,0,0,0,13,0,0,72,0,107,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,New Bedford,BG Sentinel Trap with BG-Lure,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Norton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Raynham,500cc CO2 - CDC Miniature Light Trap,Bristol,0,9,0,11,0,0,0,0,0,0,5,0,0,0,3,0,0,383,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Raynham,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,47,0,39,4,0,1,0,0,0,4,0,1,5,27,0,0,125,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Rehoboth,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,33,0,33,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-23,Westport,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,86,0,81,12,0,0,0,0,9,7,0,0,8,7,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Dighton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,9,0,3,0,0,0,0,0,0,42,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Dighton,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Fall River,Gravid Trap,Bristol,0,3,0,0,0,0,0,0,0,0,0,0,35,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Seekonk,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Somerset,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,0,2,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-24,Swansea,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,10,121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-25,Attleboro,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-25,North Attleborough,Gravid Trap,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-25,Taunton,500cc CO2 - CDC Miniature Light Trap,Bristol,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,83,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-25,Taunton,Gravid Trap,Bristol,0,0,0,0,1,0,0,0,0,1,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-30
2014-07-28,Easton,500cc CO2 - CDC Miniature Light Trap,State Lab Institute,0,19,0,25,1,0,0,0,0,1,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-31
