"MapDate","FIPS","County","State","None","D0","D1","D2","D3","D4","dsdi","ValidStart","ValidEnd","StatisticFormatID","week_num"
2011-11-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/29/11","12/5/11",1,"2011-48"
2011-11-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/22/11","11/28/11",1,"2011-47"
2011-11-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/15/11","11/21/11",1,"2011-46"
2011-11-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/8/11","11/14/11",1,"2011-45"
2011-11-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/1/11","11/7/11",1,"2011-44"
2011-10-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/25/11","10/31/11",1,"2011-43"
2011-10-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/18/11","10/24/11",1,"2011-42"
2011-10-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/11/11","10/17/11",1,"2011-41"
2011-10-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/4/11","10/10/11",1,"2011-40"
2011-09-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/27/11","10/3/11",1,"2011-39"
2011-09-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/20/11","9/26/11",1,"2011-38"
2011-09-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/13/11","9/19/11",1,"2011-37"
2011-09-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/6/11","9/12/11",1,"2011-36"
2011-08-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/30/11","9/5/11",1,"2011-35"
2011-08-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/23/11","8/29/11",1,"2011-34"
2011-08-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/16/11","8/22/11",1,"2011-33"
2011-08-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/9/11","8/15/11",1,"2011-32"
2011-08-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/2/11","8/8/11",1,"2011-31"
2011-07-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/26/11","8/1/11",1,"2011-30"
2011-07-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/19/11","7/25/11",1,"2011-29"
2011-07-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/12/11","7/18/11",1,"2011-28"
2011-07-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/5/11","7/11/11",1,"2011-27"
2011-06-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/28/11","7/4/11",1,"2011-26"
2011-06-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/21/11","6/27/11",1,"2011-25"
2011-06-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/14/11","6/20/11",1,"2011-24"
2011-06-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/7/11","6/13/11",1,"2011-23"
2011-05-31,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/31/11","6/6/11",1,"2011-22"
2011-05-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/24/11","5/30/11",1,"2011-21"
2011-05-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/17/11","5/23/11",1,"2011-20"
2011-05-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/10/11","5/16/11",1,"2011-19"
2011-05-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/3/11","5/9/11",1,"2011-18"
2011-04-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/26/11","5/2/11",1,"2011-17"
2011-04-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/19/11","4/25/11",1,"2011-16"
2011-04-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/12/11","4/18/11",1,"2011-15"
2011-04-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/5/11","4/11/11",1,"2011-14"
2011-03-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/29/11","4/4/11",1,"2011-13"
2011-03-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/22/11","3/28/11",1,"2011-12"
2011-03-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/15/11","3/21/11",1,"2011-11"
2011-03-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/8/11","3/14/11",1,"2011-10"
2011-03-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/1/11","3/7/11",1,"2011-09"
2011-02-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/22/11","2/28/11",1,"2011-08"
2011-02-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/15/11","2/21/11",1,"2011-07"
2011-02-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/8/11","2/14/11",1,"2011-06"
2011-02-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/1/11","2/7/11",1,"2011-05"
2011-01-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/25/11","1/31/11",1,"2011-04"
2011-01-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/18/11","1/24/11",1,"2011-03"
2011-01-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/11/11","1/17/11",1,"2011-02"
2011-01-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/4/11","1/10/11",1,"2011-01"
2010-12-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/28/10","1/3/11",1,"2010-52"
2010-12-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/21/10","12/27/10",1,"2010-51"
2010-12-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/14/10","12/20/10",1,"2010-50"
2010-12-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/7/10","12/13/10",1,"2010-49"
2010-11-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/30/10","12/6/10",1,"2010-48"
2010-11-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/23/10","11/29/10",1,"2010-47"
2010-11-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/16/10","11/22/10",1,"2010-46"
2010-11-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/9/10","11/15/10",1,"2010-45"
2010-11-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/2/10","11/8/10",1,"2010-44"
2010-10-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/26/10","11/1/10",1,"2010-43"
2010-10-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/19/10","10/25/10",1,"2010-42"
2010-10-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/12/10","10/18/10",1,"2010-41"
2010-10-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/5/10","10/11/10",1,"2010-40"
2010-09-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/28/10","10/4/10",1,"2010-39"
2010-09-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/21/10","9/27/10",1,"2010-38"
2010-09-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/14/10","9/20/10",1,"2010-37"
2010-09-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/7/10","9/13/10",1,"2010-36"
2010-08-31,44001,"Bristol County","RI",0,100,0,0,0,0,100,"8/31/10","9/6/10",1,"2010-35"
2010-08-24,44001,"Bristol County","RI",0,100,0,0,0,0,100,"8/24/10","8/30/10",1,"2010-34"
2010-08-17,44001,"Bristol County","RI",0,100,0,0,0,0,100,"8/17/10","8/23/10",1,"2010-33"
2010-08-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/10/10","8/16/10",1,"2010-32"
2010-08-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/3/10","8/9/10",1,"2010-31"
2010-07-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/27/10","8/2/10",1,"2010-30"
2010-07-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/20/10","7/26/10",1,"2010-29"
2010-07-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/13/10","7/19/10",1,"2010-28"
2010-07-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/6/10","7/12/10",1,"2010-27"
2010-06-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/29/10","7/5/10",1,"2010-26"
2010-06-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/22/10","6/28/10",1,"2010-25"
2010-06-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/15/10","6/21/10",1,"2010-24"
2010-06-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/8/10","6/14/10",1,"2010-23"
2010-06-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/1/10","6/7/10",1,"2010-22"
2010-05-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/25/10","5/31/10",1,"2010-21"
2010-05-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/18/10","5/24/10",1,"2010-20"
2010-05-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/11/10","5/17/10",1,"2010-19"
2010-05-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/4/10","5/10/10",1,"2010-18"
2010-04-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/27/10","5/3/10",1,"2010-17"
2010-04-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/20/10","4/26/10",1,"2010-16"
2010-04-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/13/10","4/19/10",1,"2010-15"
2010-04-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/6/10","4/12/10",1,"2010-14"
2010-03-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/30/10","4/5/10",1,"2010-13"
2010-03-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/23/10","3/29/10",1,"2010-12"
2010-03-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/16/10","3/22/10",1,"2010-11"
2010-03-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/9/10","3/15/10",1,"2010-10"
2010-03-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/2/10","3/8/10",1,"2010-09"
2010-02-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/23/10","3/1/10",1,"2010-08"
2010-02-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/16/10","2/22/10",1,"2010-07"
2010-02-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/9/10","2/15/10",1,"2010-06"
2010-02-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/2/10","2/8/10",1,"2010-05"
2010-01-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/26/10","2/1/10",1,"2010-04"
2010-01-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/19/10","1/25/10",1,"2010-03"
2010-01-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/12/10","1/18/10",1,"2010-02"
2010-01-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/5/10","1/11/10",1,"2010-01"
2009-12-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/29/09","1/4/10",1,"2009-53"
2009-12-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/22/09","12/28/09",1,"2009-52"
2009-12-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/15/09","12/21/09",1,"2009-51"
2009-12-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/8/09","12/14/09",1,"2009-50"
2009-12-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/1/09","12/7/09",1,"2009-49"
2009-11-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/24/09","11/30/09",1,"2009-48"
2009-11-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/17/09","11/23/09",1,"2009-47"
2009-11-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/10/09","11/16/09",1,"2009-46"
2009-11-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/3/09","11/9/09",1,"2009-45"
2009-10-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/27/09","11/2/09",1,"2009-44"
2009-10-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/20/09","10/26/09",1,"2009-43"
2009-10-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/13/09","10/19/09",1,"2009-42"
2009-10-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/6/09","10/12/09",1,"2009-41"
2009-09-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/29/09","10/5/09",1,"2009-40"
2009-09-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/22/09","9/28/09",1,"2009-39"
2009-09-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/15/09","9/21/09",1,"2009-38"
2009-09-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/8/09","9/14/09",1,"2009-37"
2009-09-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/1/09","9/7/09",1,"2009-36"
2009-08-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/25/09","8/31/09",1,"2009-35"
2009-08-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/18/09","8/24/09",1,"2009-34"
2009-08-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/11/09","8/17/09",1,"2009-33"
2009-08-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/4/09","8/10/09",1,"2009-32"
2009-07-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/28/09","8/3/09",1,"2009-31"
2009-07-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/21/09","7/27/09",1,"2009-30"
2009-07-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/14/09","7/20/09",1,"2009-29"
2009-07-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/7/09","7/13/09",1,"2009-28"
2009-06-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/30/09","7/6/09",1,"2009-27"
2009-06-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/23/09","6/29/09",1,"2009-26"
2009-06-16,44001,"Bristol County","RI",0,100,0,0,0,0,100,"6/16/09","6/22/09",1,"2009-25"
2009-06-09,44001,"Bristol County","RI",0,100,0,0,0,0,100,"6/9/09","6/15/09",1,"2009-24"
2009-06-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/2/09","6/8/09",1,"2009-23"
2009-05-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/26/09","6/1/09",1,"2009-22"
2009-05-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/19/09","5/25/09",1,"2009-21"
2009-05-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/12/09","5/18/09",1,"2009-20"
2009-05-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/5/09","5/11/09",1,"2009-19"
2009-04-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/28/09","5/4/09",1,"2009-18"
2009-04-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/21/09","4/27/09",1,"2009-17"
2009-04-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/14/09","4/20/09",1,"2009-16"
2009-04-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/7/09","4/13/09",1,"2009-15"
2009-03-31,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/31/09","4/6/09",1,"2009-14"
2009-03-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/24/09","3/30/09",1,"2009-13"
2009-03-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/17/09","3/23/09",1,"2009-12"
2009-03-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/10/09","3/16/09",1,"2009-11"
2009-03-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/3/09","3/9/09",1,"2009-10"
2009-02-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/24/09","3/2/09",1,"2009-09"
2009-02-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/17/09","2/23/09",1,"2009-08"
2009-02-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/10/09","2/16/09",1,"2009-07"
2009-02-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/3/09","2/9/09",1,"2009-06"
2009-01-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/27/09","2/2/09",1,"2009-05"
2009-01-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/20/09","1/26/09",1,"2009-04"
2009-01-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/13/09","1/19/09",1,"2009-03"
2009-01-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/6/09","1/12/09",1,"2009-02"
2008-12-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/30/08","1/5/09",1,"2008-01"
2008-12-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/23/08","12/29/08",1,"2008-52"
2008-12-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/16/08","12/22/08",1,"2008-51"
2008-12-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/9/08","12/15/08",1,"2008-50"
2008-12-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"12/2/08","12/8/08",1,"2008-49"
2008-11-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/25/08","12/1/08",1,"2008-48"
2008-11-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/18/08","11/24/08",1,"2008-47"
2008-11-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/11/08","11/17/08",1,"2008-46"
2008-11-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"11/4/08","11/10/08",1,"2008-45"
2008-10-28,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/28/08","11/3/08",1,"2008-44"
2008-10-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/21/08","10/27/08",1,"2008-43"
2008-10-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/14/08","10/20/08",1,"2008-42"
2008-10-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"10/7/08","10/13/08",1,"2008-41"
2008-09-30,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/30/08","10/6/08",1,"2008-40"
2008-09-23,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/23/08","9/29/08",1,"2008-39"
2008-09-16,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/16/08","9/22/08",1,"2008-38"
2008-09-09,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/9/08","9/15/08",1,"2008-37"
2008-09-02,44001,"Bristol County","RI",100,0,0,0,0,0,0,"9/2/08","9/8/08",1,"2008-36"
2008-08-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/26/08","9/1/08",1,"2008-35"
2008-08-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/19/08","8/25/08",1,"2008-34"
2008-08-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/12/08","8/18/08",1,"2008-33"
2008-08-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/5/08","8/11/08",1,"2008-32"
2008-07-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/29/08","8/4/08",1,"2008-31"
2008-07-22,44001,"Bristol County","RI",0,100,0,0,0,0,100,"7/22/08","7/28/08",1,"2008-30"
2008-07-15,44001,"Bristol County","RI",0,100,0,0,0,0,100,"7/15/08","7/21/08",1,"2008-29"
2008-07-08,44001,"Bristol County","RI",0,100,0,0,0,0,100,"7/8/08","7/14/08",1,"2008-28"
2008-07-01,44001,"Bristol County","RI",0,100,0,0,0,0,100,"7/1/08","7/7/08",1,"2008-27"
2008-06-24,44001,"Bristol County","RI",0,100,0,0,0,0,100,"6/24/08","6/30/08",1,"2008-26"
2008-06-17,44001,"Bristol County","RI",0,100,0,0,0,0,100,"6/17/08","6/23/08",1,"2008-25"
2008-06-10,44001,"Bristol County","RI",0,100,0,0,0,0,100,"6/10/08","6/16/08",1,"2008-24"
2008-06-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/3/08","6/9/08",1,"2008-23"
2008-05-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/27/08","6/2/08",1,"2008-22"
2008-05-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/20/08","5/26/08",1,"2008-21"
2008-05-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/13/08","5/19/08",1,"2008-20"
2008-05-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/6/08","5/12/08",1,"2008-19"
2008-04-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/29/08","5/5/08",1,"2008-18"
2008-04-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/22/08","4/28/08",1,"2008-17"
2008-04-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/15/08","4/21/08",1,"2008-16"
2008-04-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/8/08","4/14/08",1,"2008-15"
2008-04-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/1/08","4/7/08",1,"2008-14"
2008-03-25,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/25/08","3/31/08",1,"2008-13"
2008-03-18,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/18/08","3/24/08",1,"2008-12"
2008-03-11,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/11/08","3/17/08",1,"2008-11"
2008-03-04,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/4/08","3/10/08",1,"2008-10"
2008-02-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/26/08","3/3/08",1,"2008-09"
2008-02-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/19/08","2/25/08",1,"2008-08"
2008-02-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/12/08","2/18/08",1,"2008-07"
2008-02-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"2/5/08","2/11/08",1,"2008-06"
2008-01-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/29/08","2/4/08",1,"2008-05"
2008-01-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/22/08","1/28/08",1,"2008-04"
2008-01-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"1/15/08","1/21/08",1,"2008-03"
2008-01-08,44001,"Bristol County","RI",0,100,0,0,0,0,100,"1/8/08","1/14/08",1,"2008-02"
2008-01-01,44001,"Bristol County","RI",0,100,0,0,0,0,100,"1/1/08","1/7/08",1,"2008-01"
2007-12-25,44001,"Bristol County","RI",0,100,0,0,0,0,100,"12/25/07","12/31/07",1,"2007-52"
2007-12-18,44001,"Bristol County","RI",0,100,0,0,0,0,100,"12/18/07","12/24/07",1,"2007-51"
2007-12-11,44001,"Bristol County","RI",0,100,100,0,0,0,200,"12/11/07","12/17/07",1,"2007-50"
2007-12-04,44001,"Bristol County","RI",0,100,100,0,0,0,200,"12/4/07","12/10/07",1,"2007-49"
2007-11-27,44001,"Bristol County","RI",0,100,100,0,0,0,200,"11/27/07","12/3/07",1,"2007-48"
2007-11-20,44001,"Bristol County","RI",0,100,100,0,0,0,200,"11/20/07","11/26/07",1,"2007-47"
2007-11-13,44001,"Bristol County","RI",0,100,100,0,0,0,200,"11/13/07","11/19/07",1,"2007-46"
2007-11-06,44001,"Bristol County","RI",0,100,100,0,0,0,200,"11/6/07","11/12/07",1,"2007-45"
2007-10-30,44001,"Bristol County","RI",0,100,100,0,0,0,200,"10/30/07","11/5/07",1,"2007-44"
2007-10-23,44001,"Bristol County","RI",0,100,100,0,0,0,200,"10/23/07","10/29/07",1,"2007-43"
2007-10-16,44001,"Bristol County","RI",0,100,100,0,0,0,200,"10/16/07","10/22/07",1,"2007-42"
2007-10-09,44001,"Bristol County","RI",0,100,100,0,0,0,200,"10/9/07","10/15/07",1,"2007-41"
2007-10-02,44001,"Bristol County","RI",0,100,0,0,0,0,100,"10/2/07","10/8/07",1,"2007-40"
2007-09-25,44001,"Bristol County","RI",0,100,0,0,0,0,100,"9/25/07","10/1/07",1,"2007-39"
2007-09-18,44001,"Bristol County","RI",0,100,0,0,0,0,100,"9/18/07","9/24/07",1,"2007-38"
2007-09-11,44001,"Bristol County","RI",0,100,100,0,0,0,200,"9/11/07","9/17/07",1,"2007-37"
2007-09-04,44001,"Bristol County","RI",0,100,100,0,0,0,200,"9/4/07","9/10/07",1,"2007-36"
2007-08-28,44001,"Bristol County","RI",0,100,0,0,0,0,100,"8/28/07","9/3/07",1,"2007-35"
2007-08-21,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/21/07","8/27/07",1,"2007-34"
2007-08-14,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/14/07","8/20/07",1,"2007-33"
2007-08-07,44001,"Bristol County","RI",100,0,0,0,0,0,0,"8/7/07","8/13/07",1,"2007-32"
2007-07-31,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/31/07","8/6/07",1,"2007-31"
2007-07-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/24/07","7/30/07",1,"2007-30"
2007-07-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/17/07","7/23/07",1,"2007-29"
2007-07-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/10/07","7/16/07",1,"2007-28"
2007-07-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"7/3/07","7/9/07",1,"2007-27"
2007-06-26,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/26/07","7/2/07",1,"2007-26"
2007-06-19,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/19/07","6/25/07",1,"2007-25"
2007-06-12,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/12/07","6/18/07",1,"2007-24"
2007-06-05,44001,"Bristol County","RI",100,0,0,0,0,0,0,"6/5/07","6/11/07",1,"2007-23"
2007-05-29,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/29/07","6/4/07",1,"2007-22"
2007-05-22,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/22/07","5/28/07",1,"2007-21"
2007-05-15,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/15/07","5/21/07",1,"2007-20"
2007-05-08,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/8/07","5/14/07",1,"2007-19"
2007-05-01,44001,"Bristol County","RI",100,0,0,0,0,0,0,"5/1/07","5/7/07",1,"2007-18"
2007-04-24,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/24/07","4/30/07",1,"2007-17"
2007-04-17,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/17/07","4/23/07",1,"2007-16"
2007-04-10,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/10/07","4/16/07",1,"2007-15"
2007-04-03,44001,"Bristol County","RI",100,0,0,0,0,0,0,"4/3/07","4/9/07",1,"2007-14"
2007-03-27,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/27/07","4/2/07",1,"2007-13"
2007-03-20,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/20/07","3/26/07",1,"2007-12"
2007-03-13,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/13/07","3/19/07",1,"2007-11"
2007-03-06,44001,"Bristol County","RI",100,0,0,0,0,0,0,"3/6/07","3/12/07",1,"2007-10"
