"MapDate","FIPS","County","State","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_ma"
2020-09-08,25013,"Hampden County","MA",0,100,100,62.9,0,0,"9/8/20","9/14/20",1,"2020-37",262.9
2020-09-01,25013,"Hampden County","MA",0,100,100,62.9,0,0,"9/1/20","9/7/20",1,"2020-36",262.9
2020-08-25,25013,"Hampden County","MA",0,100,100,62.9,0,0,"8/25/20","8/31/20",1,"2020-35",262.9
2020-08-18,25013,"Hampden County","MA",0,100,100,62.9,0,0,"8/18/20","8/24/20",1,"2020-34",262.9
2020-08-11,25013,"Hampden County","MA",0,100,100,0,0,0,"8/11/20","8/17/20",1,"2020-33",200
2020-08-04,25013,"Hampden County","MA",0,100,93.55,0,0,0,"8/4/20","8/10/20",1,"2020-32",193.55
2020-07-28,25013,"Hampden County","MA",0,100,59.06,0,0,0,"7/28/20","8/3/20",1,"2020-31",159.06
2020-07-21,25013,"Hampden County","MA",0,100,46.32,0,0,0,"7/21/20","7/27/20",1,"2020-30",146.32
2020-07-14,25013,"Hampden County","MA",0,100,46.32,0,0,0,"7/14/20","7/20/20",1,"2020-29",146.32
2020-07-07,25013,"Hampden County","MA",0,100,46.32,0,0,0,"7/7/20","7/13/20",1,"2020-28",146.32
2020-06-30,25013,"Hampden County","MA",0,100,97.42,0,0,0,"6/30/20","7/6/20",1,"2020-27",197.42
2020-06-23,25013,"Hampden County","MA",0,100,97.42,0,0,0,"6/23/20","6/29/20",1,"2020-26",197.42
2020-06-16,25013,"Hampden County","MA",0,100,0,0,0,0,"6/16/20","6/22/20",1,"2020-25",100
2020-06-09,25013,"Hampden County","MA",0,100,0,0,0,0,"6/9/20","6/15/20",1,"2020-24",100
2020-06-02,25013,"Hampden County","MA",98.44,1.56,0,0,0,0,"6/2/20","6/8/20",1,"2020-23",1.56
2020-05-26,25013,"Hampden County","MA",100,0,0,0,0,0,"5/26/20","6/1/20",1,"2020-22",0
2020-05-19,25013,"Hampden County","MA",100,0,0,0,0,0,"5/19/20","5/25/20",1,"2020-21",0
2020-05-12,25013,"Hampden County","MA",100,0,0,0,0,0,"5/12/20","5/18/20",1,"2020-20",0
2020-05-05,25013,"Hampden County","MA",100,0,0,0,0,0,"5/5/20","5/11/20",1,"2020-19",0
2020-04-28,25013,"Hampden County","MA",100,0,0,0,0,0,"4/28/20","5/4/20",1,"2020-18",0
2020-04-21,25013,"Hampden County","MA",100,0,0,0,0,0,"4/21/20","4/27/20",1,"2020-17",0
2020-04-14,25013,"Hampden County","MA",100,0,0,0,0,0,"4/14/20","4/20/20",1,"2020-16",0
2020-04-07,25013,"Hampden County","MA",100,0,0,0,0,0,"4/7/20","4/13/20",1,"2020-15",0
2020-03-31,25013,"Hampden County","MA",100,0,0,0,0,0,"3/31/20","4/6/20",1,"2020-14",0
2020-03-24,25013,"Hampden County","MA",100,0,0,0,0,0,"3/24/20","3/30/20",1,"2020-13",0
2020-03-17,25013,"Hampden County","MA",100,0,0,0,0,0,"3/17/20","3/23/20",1,"2020-12",0
2020-03-10,25013,"Hampden County","MA",100,0,0,0,0,0,"3/10/20","3/16/20",1,"2020-11",0
2020-03-03,25013,"Hampden County","MA",100,0,0,0,0,0,"3/3/20","3/9/20",1,"2020-10",0
2020-02-25,25013,"Hampden County","MA",100,0,0,0,0,0,"2/25/20","3/2/20",1,"2020-09",0
2020-02-18,25013,"Hampden County","MA",100,0,0,0,0,0,"2/18/20","2/24/20",1,"2020-08",0
2020-02-11,25013,"Hampden County","MA",100,0,0,0,0,0,"2/11/20","2/17/20",1,"2020-07",0
2020-02-04,25013,"Hampden County","MA",100,0,0,0,0,0,"2/4/20","2/10/20",1,"2020-06",0
2020-01-28,25013,"Hampden County","MA",100,0,0,0,0,0,"1/28/20","2/3/20",1,"2020-05",0
2020-01-21,25013,"Hampden County","MA",100,0,0,0,0,0,"1/21/20","1/27/20",1,"2020-04",0
2020-01-14,25013,"Hampden County","MA",100,0,0,0,0,0,"1/14/20","1/20/20",1,"2020-03",0
2020-01-07,25013,"Hampden County","MA",100,0,0,0,0,0,"1/7/20","1/13/20",1,"2020-02",0
2019-12-31,25013,"Hampden County","MA",100,0,0,0,0,0,"12/31/19","1/6/20",1,"2019-01",0
2019-12-24,25013,"Hampden County","MA",100,0,0,0,0,0,"12/24/19","12/30/19",1,"2019-52",0
2019-12-17,25013,"Hampden County","MA",100,0,0,0,0,0,"12/17/19","12/23/19",1,"2019-51",0
2019-12-10,25013,"Hampden County","MA",100,0,0,0,0,0,"12/10/19","12/16/19",1,"2019-50",0
2019-12-03,25013,"Hampden County","MA",100,0,0,0,0,0,"12/3/19","12/9/19",1,"2019-49",0
2019-11-26,25013,"Hampden County","MA",100,0,0,0,0,0,"11/26/19","12/2/19",1,"2019-48",0
2019-11-19,25013,"Hampden County","MA",100,0,0,0,0,0,"11/19/19","11/25/19",1,"2019-47",0
2019-11-12,25013,"Hampden County","MA",100,0,0,0,0,0,"11/12/19","11/18/19",1,"2019-46",0
2019-11-05,25013,"Hampden County","MA",100,0,0,0,0,0,"11/5/19","11/11/19",1,"2019-45",0
2019-10-29,25013,"Hampden County","MA",100,0,0,0,0,0,"10/29/19","11/4/19",1,"2019-44",0
2019-10-22,25013,"Hampden County","MA",100,0,0,0,0,0,"10/22/19","10/28/19",1,"2019-43",0
2019-10-15,25013,"Hampden County","MA",0,100,0,0,0,0,"10/15/19","10/21/19",1,"2019-42",100
2019-10-08,25013,"Hampden County","MA",89.25,10.75,0,0,0,0,"10/8/19","10/14/19",1,"2019-41",10.75
2019-10-01,25013,"Hampden County","MA",89.52,10.48,0,0,0,0,"10/1/19","10/7/19",1,"2019-40",10.48
2019-09-24,25013,"Hampden County","MA",88.89,11.11,0,0,0,0,"9/24/19","9/30/19",1,"2019-39",11.11
2019-09-17,25013,"Hampden County","MA",100,0,0,0,0,0,"9/17/19","9/23/19",1,"2019-38",0
2019-09-10,25013,"Hampden County","MA",100,0,0,0,0,0,"9/10/19","9/16/19",1,"2019-37",0
2019-09-03,25013,"Hampden County","MA",100,0,0,0,0,0,"9/3/19","9/9/19",1,"2019-36",0
2019-08-27,25013,"Hampden County","MA",97.74,2.26,0,0,0,0,"8/27/19","9/2/19",1,"2019-35",2.26
2019-08-20,25013,"Hampden County","MA",97.74,2.26,0,0,0,0,"8/20/19","8/26/19",1,"2019-34",2.26
2019-08-13,25013,"Hampden County","MA",97.74,2.26,0,0,0,0,"8/13/19","8/19/19",1,"2019-33",2.26
2019-08-06,25013,"Hampden County","MA",97.74,2.26,0,0,0,0,"8/6/19","8/12/19",1,"2019-32",2.26
2019-07-30,25013,"Hampden County","MA",100,0,0,0,0,0,"7/30/19","8/5/19",1,"2019-31",0
2019-07-23,25013,"Hampden County","MA",100,0,0,0,0,0,"7/23/19","7/29/19",1,"2019-30",0
2019-07-16,25013,"Hampden County","MA",36.7,63.3,0,0,0,0,"7/16/19","7/22/19",1,"2019-29",63.3
2019-07-09,25013,"Hampden County","MA",100,0,0,0,0,0,"7/9/19","7/15/19",1,"2019-28",0
2019-07-02,25013,"Hampden County","MA",100,0,0,0,0,0,"7/2/19","7/8/19",1,"2019-27",0
2019-06-25,25013,"Hampden County","MA",100,0,0,0,0,0,"6/25/19","7/1/19",1,"2019-26",0
2019-06-18,25013,"Hampden County","MA",100,0,0,0,0,0,"6/18/19","6/24/19",1,"2019-25",0
2019-06-11,25013,"Hampden County","MA",100,0,0,0,0,0,"6/11/19","6/17/19",1,"2019-24",0
2019-06-04,25013,"Hampden County","MA",100,0,0,0,0,0,"6/4/19","6/10/19",1,"2019-23",0
2019-05-28,25013,"Hampden County","MA",100,0,0,0,0,0,"5/28/19","6/3/19",1,"2019-22",0
2019-05-21,25013,"Hampden County","MA",100,0,0,0,0,0,"5/21/19","5/27/19",1,"2019-21",0
2019-05-14,25013,"Hampden County","MA",100,0,0,0,0,0,"5/14/19","5/20/19",1,"2019-20",0
2019-05-07,25013,"Hampden County","MA",100,0,0,0,0,0,"5/7/19","5/13/19",1,"2019-19",0
2019-04-30,25013,"Hampden County","MA",100,0,0,0,0,0,"4/30/19","5/6/19",1,"2019-18",0
2019-04-23,25013,"Hampden County","MA",100,0,0,0,0,0,"4/23/19","4/29/19",1,"2019-17",0
2019-04-16,25013,"Hampden County","MA",100,0,0,0,0,0,"4/16/19","4/22/19",1,"2019-16",0
2019-04-09,25013,"Hampden County","MA",100,0,0,0,0,0,"4/9/19","4/15/19",1,"2019-15",0
2019-04-02,25013,"Hampden County","MA",100,0,0,0,0,0,"4/2/19","4/8/19",1,"2019-14",0
2019-03-26,25013,"Hampden County","MA",100,0,0,0,0,0,"3/26/19","4/1/19",1,"2019-13",0
2019-03-19,25013,"Hampden County","MA",100,0,0,0,0,0,"3/19/19","3/25/19",1,"2019-12",0
2019-03-12,25013,"Hampden County","MA",100,0,0,0,0,0,"3/12/19","3/18/19",1,"2019-11",0
2019-03-05,25013,"Hampden County","MA",100,0,0,0,0,0,"3/5/19","3/11/19",1,"2019-10",0
2019-02-26,25013,"Hampden County","MA",100,0,0,0,0,0,"2/26/19","3/4/19",1,"2019-09",0
2019-02-19,25013,"Hampden County","MA",100,0,0,0,0,0,"2/19/19","2/25/19",1,"2019-08",0
2019-02-12,25013,"Hampden County","MA",100,0,0,0,0,0,"2/12/19","2/18/19",1,"2019-07",0
2019-02-05,25013,"Hampden County","MA",100,0,0,0,0,0,"2/5/19","2/11/19",1,"2019-06",0
2019-01-29,25013,"Hampden County","MA",100,0,0,0,0,0,"1/29/19","2/4/19",1,"2019-05",0
2019-01-22,25013,"Hampden County","MA",100,0,0,0,0,0,"1/22/19","1/28/19",1,"2019-04",0
2019-01-15,25013,"Hampden County","MA",100,0,0,0,0,0,"1/15/19","1/21/19",1,"2019-03",0
2019-01-08,25013,"Hampden County","MA",100,0,0,0,0,0,"1/8/19","1/14/19",1,"2019-02",0
2019-01-01,25013,"Hampden County","MA",100,0,0,0,0,0,"1/1/19","1/7/19",1,"2019-01",0
2018-12-25,25013,"Hampden County","MA",100,0,0,0,0,0,"12/25/18","12/31/18",1,"2018-52",0
2018-12-18,25013,"Hampden County","MA",100,0,0,0,0,0,"12/18/18","12/24/18",1,"2018-51",0
2018-12-11,25013,"Hampden County","MA",100,0,0,0,0,0,"12/11/18","12/17/18",1,"2018-50",0
2018-12-04,25013,"Hampden County","MA",100,0,0,0,0,0,"12/4/18","12/10/18",1,"2018-49",0
2018-11-27,25013,"Hampden County","MA",100,0,0,0,0,0,"11/27/18","12/3/18",1,"2018-48",0
2018-11-20,25013,"Hampden County","MA",100,0,0,0,0,0,"11/20/18","11/26/18",1,"2018-47",0
2018-11-13,25013,"Hampden County","MA",100,0,0,0,0,0,"11/13/18","11/19/18",1,"2018-46",0
2018-11-06,25013,"Hampden County","MA",100,0,0,0,0,0,"11/6/18","11/12/18",1,"2018-45",0
2018-10-30,25013,"Hampden County","MA",100,0,0,0,0,0,"10/30/18","11/5/18",1,"2018-44",0
2018-10-23,25013,"Hampden County","MA",100,0,0,0,0,0,"10/23/18","10/29/18",1,"2018-43",0
2018-10-16,25013,"Hampden County","MA",100,0,0,0,0,0,"10/16/18","10/22/18",1,"2018-42",0
2018-10-09,25013,"Hampden County","MA",100,0,0,0,0,0,"10/9/18","10/15/18",1,"2018-41",0
2018-10-02,25013,"Hampden County","MA",100,0,0,0,0,0,"10/2/18","10/8/18",1,"2018-40",0
2018-09-25,25013,"Hampden County","MA",100,0,0,0,0,0,"9/25/18","10/1/18",1,"2018-39",0
2018-09-18,25013,"Hampden County","MA",100,0,0,0,0,0,"9/18/18","9/24/18",1,"2018-38",0
2018-09-11,25013,"Hampden County","MA",100,0,0,0,0,0,"9/11/18","9/17/18",1,"2018-37",0
2018-09-04,25013,"Hampden County","MA",100,0,0,0,0,0,"9/4/18","9/10/18",1,"2018-36",0
2018-08-28,25013,"Hampden County","MA",100,0,0,0,0,0,"8/28/18","9/3/18",1,"2018-35",0
2018-08-21,25013,"Hampden County","MA",100,0,0,0,0,0,"8/21/18","8/27/18",1,"2018-34",0
2018-08-14,25013,"Hampden County","MA",100,0,0,0,0,0,"8/14/18","8/20/18",1,"2018-33",0
2018-08-07,25013,"Hampden County","MA",100,0,0,0,0,0,"8/7/18","8/13/18",1,"2018-32",0
2018-07-31,25013,"Hampden County","MA",100,0,0,0,0,0,"7/31/18","8/6/18",1,"2018-31",0
2018-07-24,25013,"Hampden County","MA",72.13,27.87,0,0,0,0,"7/24/18","7/30/18",1,"2018-30",27.87
2018-07-17,25013,"Hampden County","MA",0,100,13.65,0,0,0,"7/17/18","7/23/18",1,"2018-29",113.65
2018-07-10,25013,"Hampden County","MA",0,100,0,0,0,0,"7/10/18","7/16/18",1,"2018-28",100
2018-07-03,25013,"Hampden County","MA",0,100,0,0,0,0,"7/3/18","7/9/18",1,"2018-27",100
2018-06-26,25013,"Hampden County","MA",0,100,0,0,0,0,"6/26/18","7/2/18",1,"2018-26",100
2018-06-19,25013,"Hampden County","MA",0,100,0,0,0,0,"6/19/18","6/25/18",1,"2018-25",100
2018-06-12,25013,"Hampden County","MA",100,0,0,0,0,0,"6/12/18","6/18/18",1,"2018-24",0
2018-06-05,25013,"Hampden County","MA",100,0,0,0,0,0,"6/5/18","6/11/18",1,"2018-23",0
2018-05-29,25013,"Hampden County","MA",100,0,0,0,0,0,"5/29/18","6/4/18",1,"2018-22",0
2018-05-22,25013,"Hampden County","MA",100,0,0,0,0,0,"5/22/18","5/28/18",1,"2018-21",0
2018-05-15,25013,"Hampden County","MA",100,0,0,0,0,0,"5/15/18","5/21/18",1,"2018-20",0
2018-05-08,25013,"Hampden County","MA",100,0,0,0,0,0,"5/8/18","5/14/18",1,"2018-19",0
2018-05-01,25013,"Hampden County","MA",100,0,0,0,0,0,"5/1/18","5/7/18",1,"2018-18",0
2018-04-24,25013,"Hampden County","MA",100,0,0,0,0,0,"4/24/18","4/30/18",1,"2018-17",0
2018-04-17,25013,"Hampden County","MA",100,0,0,0,0,0,"4/17/18","4/23/18",1,"2018-16",0
2018-04-10,25013,"Hampden County","MA",100,0,0,0,0,0,"4/10/18","4/16/18",1,"2018-15",0
2018-04-03,25013,"Hampden County","MA",100,0,0,0,0,0,"4/3/18","4/9/18",1,"2018-14",0
2018-03-27,25013,"Hampden County","MA",100,0,0,0,0,0,"3/27/18","4/2/18",1,"2018-13",0
2018-03-20,25013,"Hampden County","MA",100,0,0,0,0,0,"3/20/18","3/26/18",1,"2018-12",0
2018-03-13,25013,"Hampden County","MA",100,0,0,0,0,0,"3/13/18","3/19/18",1,"2018-11",0
2018-03-06,25013,"Hampden County","MA",100,0,0,0,0,0,"3/6/18","3/12/18",1,"2018-10",0
2018-02-27,25013,"Hampden County","MA",100,0,0,0,0,0,"2/27/18","3/5/18",1,"2018-09",0
2018-02-20,25013,"Hampden County","MA",100,0,0,0,0,0,"2/20/18","2/26/18",1,"2018-08",0
2018-02-13,25013,"Hampden County","MA",100,0,0,0,0,0,"2/13/18","2/19/18",1,"2018-07",0
2018-02-06,25013,"Hampden County","MA",100,0,0,0,0,0,"2/6/18","2/12/18",1,"2018-06",0
2018-01-30,25013,"Hampden County","MA",100,0,0,0,0,0,"1/30/18","2/5/18",1,"2018-05",0
2018-01-23,25013,"Hampden County","MA",100,0,0,0,0,0,"1/23/18","1/29/18",1,"2018-04",0
2018-01-16,25013,"Hampden County","MA",100,0,0,0,0,0,"1/16/18","1/22/18",1,"2018-03",0
2018-01-09,25013,"Hampden County","MA",100,0,0,0,0,0,"1/9/18","1/15/18",1,"2018-02",0
2018-01-02,25013,"Hampden County","MA",100,0,0,0,0,0,"1/2/18","1/8/18",1,"2018-01",0
2017-12-26,25013,"Hampden County","MA",100,0,0,0,0,0,"12/26/17","1/1/18",1,"2017-52",0
2017-12-19,25013,"Hampden County","MA",100,0,0,0,0,0,"12/19/17","12/25/17",1,"2017-51",0
2017-12-12,25013,"Hampden County","MA",100,0,0,0,0,0,"12/12/17","12/18/17",1,"2017-50",0
2017-12-05,25013,"Hampden County","MA",100,0,0,0,0,0,"12/5/17","12/11/17",1,"2017-49",0
2017-11-28,25013,"Hampden County","MA",100,0,0,0,0,0,"11/28/17","12/4/17",1,"2017-48",0
2017-11-21,25013,"Hampden County","MA",100,0,0,0,0,0,"11/21/17","11/27/17",1,"2017-47",0
2017-11-14,25013,"Hampden County","MA",100,0,0,0,0,0,"11/14/17","11/20/17",1,"2017-46",0
2017-11-07,25013,"Hampden County","MA",100,0,0,0,0,0,"11/7/17","11/13/17",1,"2017-45",0
2017-10-31,25013,"Hampden County","MA",100,0,0,0,0,0,"10/31/17","11/6/17",1,"2017-44",0
2017-10-24,25013,"Hampden County","MA",0,100,68.89,0,0,0,"10/24/17","10/30/17",1,"2017-43",168.89
2017-10-17,25013,"Hampden County","MA",0,100,68.89,0,0,0,"10/17/17","10/23/17",1,"2017-42",168.89
2017-10-10,25013,"Hampden County","MA",0,100,0,0,0,0,"10/10/17","10/16/17",1,"2017-41",100
2017-10-03,25013,"Hampden County","MA",0,100,0,0,0,0,"10/3/17","10/9/17",1,"2017-40",100
2017-09-26,25013,"Hampden County","MA",96.2,3.8,0,0,0,0,"9/26/17","10/2/17",1,"2017-39",3.8
2017-09-19,25013,"Hampden County","MA",100,0,0,0,0,0,"9/19/17","9/25/17",1,"2017-38",0
2017-09-12,25013,"Hampden County","MA",100,0,0,0,0,0,"9/12/17","9/18/17",1,"2017-37",0
2017-09-05,25013,"Hampden County","MA",100,0,0,0,0,0,"9/5/17","9/11/17",1,"2017-36",0
2017-08-29,25013,"Hampden County","MA",100,0,0,0,0,0,"8/29/17","9/4/17",1,"2017-35",0
2017-08-22,25013,"Hampden County","MA",100,0,0,0,0,0,"8/22/17","8/28/17",1,"2017-34",0
2017-08-15,25013,"Hampden County","MA",100,0,0,0,0,0,"8/15/17","8/21/17",1,"2017-33",0
2017-08-08,25013,"Hampden County","MA",100,0,0,0,0,0,"8/8/17","8/14/17",1,"2017-32",0
2017-08-01,25013,"Hampden County","MA",100,0,0,0,0,0,"8/1/17","8/7/17",1,"2017-31",0
2017-07-25,25013,"Hampden County","MA",100,0,0,0,0,0,"7/25/17","7/31/17",1,"2017-30",0
2017-07-18,25013,"Hampden County","MA",100,0,0,0,0,0,"7/18/17","7/24/17",1,"2017-29",0
2017-07-11,25013,"Hampden County","MA",100,0,0,0,0,0,"7/11/17","7/17/17",1,"2017-28",0
2017-07-04,25013,"Hampden County","MA",100,0,0,0,0,0,"7/4/17","7/10/17",1,"2017-27",0
2017-06-27,25013,"Hampden County","MA",100,0,0,0,0,0,"6/27/17","7/3/17",1,"2017-26",0
2017-06-20,25013,"Hampden County","MA",100,0,0,0,0,0,"6/20/17","6/26/17",1,"2017-25",0
2017-06-13,25013,"Hampden County","MA",100,0,0,0,0,0,"6/13/17","6/19/17",1,"2017-24",0
2017-06-06,25013,"Hampden County","MA",100,0,0,0,0,0,"6/6/17","6/12/17",1,"2017-23",0
2017-05-30,25013,"Hampden County","MA",100,0,0,0,0,0,"5/30/17","6/5/17",1,"2017-22",0
2017-05-23,25013,"Hampden County","MA",100,0,0,0,0,0,"5/23/17","5/29/17",1,"2017-21",0
2017-05-16,25013,"Hampden County","MA",100,0,0,0,0,0,"5/16/17","5/22/17",1,"2017-20",0
2017-05-09,25013,"Hampden County","MA",99.81,0.19,0,0,0,0,"5/9/17","5/15/17",1,"2017-19",0.19
2017-05-02,25013,"Hampden County","MA",28.55,71.45,0.19,0,0,0,"5/2/17","5/8/17",1,"2017-18",71.64
2017-04-25,25013,"Hampden County","MA",26.43,73.57,0.19,0,0,0,"4/25/17","5/1/17",1,"2017-17",73.76
2017-04-18,25013,"Hampden County","MA",26.85,73.15,1.11,0,0,0,"4/18/17","4/24/17",1,"2017-16",74.26
2017-04-11,25013,"Hampden County","MA",26.85,73.15,1.94,0,0,0,"4/11/17","4/17/17",1,"2017-15",75.09
2017-04-04,25013,"Hampden County","MA",0,100,37.88,0,0,0,"4/4/17","4/10/17",1,"2017-14",137.88
2017-03-28,25013,"Hampden County","MA",0,100,100,38.2,0,0,"3/28/17","4/3/17",1,"2017-13",238.2
2017-03-21,25013,"Hampden County","MA",0,100,100,38.2,0,0,"3/21/17","3/27/17",1,"2017-12",238.2
2017-03-14,25013,"Hampden County","MA",0,100,100,100,0,0,"3/14/17","3/20/17",1,"2017-11",300
2017-03-07,25013,"Hampden County","MA",0,100,100,100,0,0,"3/7/17","3/13/17",1,"2017-10",300
2017-02-28,25013,"Hampden County","MA",0,100,100,100,0.07,0,"2/28/17","3/6/17",1,"2017-09",300.07
2017-02-21,25013,"Hampden County","MA",0,100,100,100,0.07,0,"2/21/17","2/27/17",1,"2017-08",300.07
2017-02-14,25013,"Hampden County","MA",0,100,100,100,0.07,0,"2/14/17","2/20/17",1,"2017-07",300.07
2017-02-07,25013,"Hampden County","MA",0,100,100,100,0.07,0,"2/7/17","2/13/17",1,"2017-06",300.07
2017-01-31,25013,"Hampden County","MA",0,100,100,100,43.6,0,"1/31/17","2/6/17",1,"2017-05",343.6
2017-01-24,25013,"Hampden County","MA",0,100,100,100,72.95,0,"1/24/17","1/30/17",1,"2017-04",372.95
2017-01-17,25013,"Hampden County","MA",0,100,100,100,72.95,0,"1/17/17","1/23/17",1,"2017-03",372.95
2017-01-10,25013,"Hampden County","MA",0,100,100,100,72.95,0,"1/10/17","1/16/17",1,"2017-02",372.95
2017-01-03,25013,"Hampden County","MA",0,100,100,100,72.95,0,"1/3/17","1/9/17",1,"2017-01",372.95
2016-12-27,25013,"Hampden County","MA",0,100,100,100,78.96,0,"12/27/16","1/2/17",1,"2016-52",378.96
2016-12-20,25013,"Hampden County","MA",0,100,100,100,78.96,0,"12/20/16","12/26/16",1,"2016-51",378.96
2016-12-13,25013,"Hampden County","MA",0,100,100,100,85.01,0,"12/13/16","12/19/16",1,"2016-50",385.01
2016-12-06,25013,"Hampden County","MA",0,100,100,100,85.01,0,"12/6/16","12/12/16",1,"2016-49",385.01
2016-11-29,25013,"Hampden County","MA",0,100,100,100,85.01,0,"11/29/16","12/5/16",1,"2016-48",385.01
2016-11-22,25013,"Hampden County","MA",0,100,100,96.6,85.01,0,"11/22/16","11/28/16",1,"2016-47",381.61
2016-11-15,25013,"Hampden County","MA",0,100,100,96.6,85.01,0,"11/15/16","11/21/16",1,"2016-46",381.61
2016-11-08,25013,"Hampden County","MA",0,100,100,96.6,0,0,"11/8/16","11/14/16",1,"2016-45",296.6
2016-11-01,25013,"Hampden County","MA",0,100,100,96.6,0,0,"11/1/16","11/7/16",1,"2016-44",296.6
2016-10-25,25013,"Hampden County","MA",0,100,100,98.84,1.48,0,"10/25/16","10/31/16",1,"2016-43",300.32
2016-10-18,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"10/18/16","10/24/16",1,"2016-42",301.12
2016-10-11,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"10/11/16","10/17/16",1,"2016-41",301.12
2016-10-04,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"10/4/16","10/10/16",1,"2016-40",301.12
2016-09-27,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"9/27/16","10/3/16",1,"2016-39",301.12
2016-09-20,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"9/20/16","9/26/16",1,"2016-38",301.12
2016-09-13,25013,"Hampden County","MA",0,100,100,99.64,1.48,0,"9/13/16","9/19/16",1,"2016-37",301.12
2016-09-06,25013,"Hampden County","MA",0,100,100,89.51,0,0,"9/6/16","9/12/16",1,"2016-36",289.51
2016-08-30,25013,"Hampden County","MA",0,100,100,89.51,0,0,"8/30/16","9/5/16",1,"2016-35",289.51
2016-08-23,25013,"Hampden County","MA",0,100,100,89.51,0,0,"8/23/16","8/29/16",1,"2016-34",289.51
2016-08-16,25013,"Hampden County","MA",0,100,100,89.51,0,0,"8/16/16","8/22/16",1,"2016-33",289.51
2016-08-09,25013,"Hampden County","MA",0,100,100,86.31,0,0,"8/9/16","8/15/16",1,"2016-32",286.31
2016-08-02,25013,"Hampden County","MA",0,100,100,86.31,0,0,"8/2/16","8/8/16",1,"2016-31",286.31
2016-07-26,25013,"Hampden County","MA",0,100,90.51,22.7,0,0,"7/26/16","8/1/16",1,"2016-30",213.21
2016-07-19,25013,"Hampden County","MA",0,100,90.51,21.64,0,0,"7/19/16","7/25/16",1,"2016-29",212.15
2016-07-12,25013,"Hampden County","MA",0,100,90.51,21.64,0,0,"7/12/16","7/18/16",1,"2016-28",212.15
2016-07-05,25013,"Hampden County","MA",0,100,89.49,17.08,0,0,"7/5/16","7/11/16",1,"2016-27",206.57
2016-06-28,25013,"Hampden County","MA",0,100,88.31,0,0,0,"6/28/16","7/4/16",1,"2016-26",188.31
2016-06-21,25013,"Hampden County","MA",0,100,23.1,0,0,0,"6/21/16","6/27/16",1,"2016-25",123.1
2016-06-14,25013,"Hampden County","MA",40.06,59.94,0,0,0,0,"6/14/16","6/20/16",1,"2016-24",59.94
2016-06-07,25013,"Hampden County","MA",40.06,59.94,0,0,0,0,"6/7/16","6/13/16",1,"2016-23",59.94
2016-05-31,25013,"Hampden County","MA",63.72,36.28,0,0,0,0,"5/31/16","6/6/16",1,"2016-22",36.28
2016-05-24,25013,"Hampden County","MA",63.72,36.28,0,0,0,0,"5/24/16","5/30/16",1,"2016-21",36.28
2016-05-17,25013,"Hampden County","MA",63.72,36.28,0,0,0,0,"5/17/16","5/23/16",1,"2016-20",36.28
2016-05-10,25013,"Hampden County","MA",63.72,36.28,0,0,0,0,"5/10/16","5/16/16",1,"2016-19",36.28
2016-05-03,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"5/3/16","5/9/16",1,"2016-18",26.47
2016-04-26,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"4/26/16","5/2/16",1,"2016-17",26.47
2016-04-19,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"4/19/16","4/25/16",1,"2016-16",26.47
2016-04-12,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"4/12/16","4/18/16",1,"2016-15",26.47
2016-04-05,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"4/5/16","4/11/16",1,"2016-14",26.47
2016-03-29,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"3/29/16","4/4/16",1,"2016-13",26.47
2016-03-22,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"3/22/16","3/28/16",1,"2016-12",26.47
2016-03-15,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"3/15/16","3/21/16",1,"2016-11",26.47
2016-03-08,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"3/8/16","3/14/16",1,"2016-10",26.47
2016-03-01,25013,"Hampden County","MA",73.53,26.47,0,0,0,0,"3/1/16","3/7/16",1,"2016-09",26.47
2016-02-23,25013,"Hampden County","MA",1.71,98.29,26.47,0,0,0,"2/23/16","2/29/16",1,"2016-08",124.76
2016-02-16,25013,"Hampden County","MA",1.71,98.29,26.47,0,0,0,"2/16/16","2/22/16",1,"2016-07",124.76
2016-02-09,25013,"Hampden County","MA",1.71,98.29,26.47,0,0,0,"2/9/16","2/15/16",1,"2016-06",124.76
2016-02-02,25013,"Hampden County","MA",1.71,98.29,26.47,0,0,0,"2/2/16","2/8/16",1,"2016-05",124.76
2016-01-26,25013,"Hampden County","MA",1.68,98.32,26.47,0,0,0,"1/26/16","2/1/16",1,"2016-04",124.79
2016-01-19,25013,"Hampden County","MA",1.68,98.32,27.43,0,0,0,"1/19/16","1/25/16",1,"2016-03",125.75
2016-01-12,25013,"Hampden County","MA",1.68,98.32,27.43,0,0,0,"1/12/16","1/18/16",1,"2016-02",125.75
