"MapDate","FIPS","County","State","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_ma"
2024-04-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/9/24","4/15/24",1,"2024-15",0
2024-04-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/2/24","4/8/24",1,"2024-14",0
2024-03-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/26/24","4/1/24",1,"2024-13",0
2024-03-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/19/24","3/25/24",1,"2024-12",0
2024-03-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/12/24","3/18/24",1,"2024-11",0
2024-03-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/5/24","3/11/24",1,"2024-10",0
2024-02-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/27/24","3/4/24",1,"2024-09",0
2024-02-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/20/24","2/26/24",1,"2024-08",0
2024-02-13,25001,"Barnstable County","MA",64.88,35.12,0,0,0,0,"2/13/24","2/19/24",1,"2024-07",35.12
2024-02-06,25001,"Barnstable County","MA",64.88,35.12,0,0,0,0,"2/6/24","2/12/24",1,"2024-06",35.12
2024-01-30,25001,"Barnstable County","MA",64.88,35.12,0,0,0,0,"1/30/24","2/5/24",1,"2024-05",35.12
2024-01-23,25001,"Barnstable County","MA",64.88,35.12,0,0,0,0,"1/23/24","1/29/24",1,"2024-04",35.12
2024-01-16,25001,"Barnstable County","MA",64.88,35.12,0,0,0,0,"1/16/24","1/22/24",1,"2024-03",35.12
2024-01-09,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"1/9/24","1/15/24",1,"2024-02",50.72
2024-01-02,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"1/2/24","1/8/24",1,"2024-01",50.72
2023-12-26,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"12/26/23","1/1/24",1,"2023-52",50.72
2023-12-19,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"12/19/23","12/25/23",1,"2023-51",50.72
2023-12-12,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"12/12/23","12/18/23",1,"2023-50",50.72
2023-12-05,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"12/5/23","12/11/23",1,"2023-49",50.72
2023-11-28,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"11/28/23","12/4/23",1,"2023-48",50.72
2023-11-21,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"11/21/23","11/27/23",1,"2023-47",50.72
2023-11-14,25001,"Barnstable County","MA",49.28,50.72,0,0,0,0,"11/14/23","11/20/23",1,"2023-46",50.72
2023-11-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/7/23","11/13/23",1,"2023-45",0
2023-10-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/31/23","11/6/23",1,"2023-44",0
2023-10-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/24/23","10/30/23",1,"2023-43",0
2023-10-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/17/23","10/23/23",1,"2023-42",0
2023-10-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/10/23","10/16/23",1,"2023-41",0
2023-10-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/3/23","10/9/23",1,"2023-40",0
2023-09-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/26/23","10/2/23",1,"2023-39",0
2023-09-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/19/23","9/25/23",1,"2023-38",0
2023-09-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/12/23","9/18/23",1,"2023-37",0
2023-09-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/5/23","9/11/23",1,"2023-36",0
2023-08-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/29/23","9/4/23",1,"2023-35",0
2023-08-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/22/23","8/28/23",1,"2023-34",0
2023-08-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/15/23","8/21/23",1,"2023-33",0
2023-08-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/8/23","8/14/23",1,"2023-32",0
2023-08-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/1/23","8/7/23",1,"2023-31",0
2023-07-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/25/23","7/31/23",1,"2023-30",0
2023-07-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/18/23","7/24/23",1,"2023-29",0
2023-07-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/11/23","7/17/23",1,"2023-28",0
2023-07-04,25001,"Barnstable County","MA",52.12,47.88,0,0,0,0,"7/4/23","7/10/23",1,"2023-27",47.88
2023-06-27,25001,"Barnstable County","MA",34.44,65.56,0,0,0,0,"6/27/23","7/3/23",1,"2023-26",65.56
2023-06-20,25001,"Barnstable County","MA",34.44,65.56,0,0,0,0,"6/20/23","6/26/23",1,"2023-25",65.56
2023-06-13,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/13/23","6/19/23",1,"2023-24",100
2023-06-06,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/6/23","6/12/23",1,"2023-23",100
2023-05-30,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/30/23","6/5/23",1,"2023-22",100
2023-05-23,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/23/23","5/29/23",1,"2023-21",100
2023-05-16,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/16/23","5/22/23",1,"2023-20",100
2023-05-09,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/9/23","5/15/23",1,"2023-19",100
2023-05-02,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/2/23","5/8/23",1,"2023-18",100
2023-04-25,25001,"Barnstable County","MA",0,100,0,0,0,0,"4/25/23","5/1/23",1,"2023-17",100
2023-04-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/18/23","4/24/23",1,"2023-16",0
2023-04-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/11/23","4/17/23",1,"2023-15",0
2023-04-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/4/23","4/10/23",1,"2023-14",0
2023-03-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/28/23","4/3/23",1,"2023-13",0
2023-03-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/21/23","3/27/23",1,"2023-12",0
2023-03-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/14/23","3/20/23",1,"2023-11",0
2023-03-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/7/23","3/13/23",1,"2023-10",0
2023-02-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/28/23","3/6/23",1,"2023-09",0
2023-02-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/21/23","2/27/23",1,"2023-08",0
2023-02-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/14/23","2/20/23",1,"2023-07",0
2023-02-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/7/23","2/13/23",1,"2023-06",0
2023-01-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/31/23","2/6/23",1,"2023-05",0
2023-01-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/24/23","1/30/23",1,"2023-04",0
2023-01-17,25001,"Barnstable County","MA",10.09,89.91,0,0,0,0,"1/17/23","1/23/23",1,"2023-03",89.91
2023-01-10,25001,"Barnstable County","MA",10.09,89.91,0,0,0,0,"1/10/23","1/16/23",1,"2023-02",89.91
2023-01-03,25001,"Barnstable County","MA",0.05,99.95,0,0,0,0,"1/3/23","1/9/23",1,"2023-01",99.95
2022-12-27,25001,"Barnstable County","MA",0.05,99.95,0,0,0,0,"12/27/22","1/2/23",1,"2022-52",99.95
2022-12-20,25001,"Barnstable County","MA",0.79,99.21,0,0,0,0,"12/20/22","12/26/22",1,"2022-51",99.21
2022-12-13,25001,"Barnstable County","MA",0.75,99.25,0,0,0,0,"12/13/22","12/19/22",1,"2022-50",99.25
2022-12-06,25001,"Barnstable County","MA",0.75,99.25,0,0,0,0,"12/6/22","12/12/22",1,"2022-49",99.25
2022-11-29,25001,"Barnstable County","MA",0.75,99.25,0,0,0,0,"11/29/22","12/5/22",1,"2022-48",99.25
2022-11-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/22/22","11/28/22",1,"2022-47",0
2022-11-15,25001,"Barnstable County","MA",40.76,59.24,0,0,0,0,"11/15/22","11/21/22",1,"2022-46",59.24
2022-11-08,25001,"Barnstable County","MA",40.76,59.24,0,0,0,0,"11/8/22","11/14/22",1,"2022-45",59.24
2022-11-01,25001,"Barnstable County","MA",40.76,59.24,0,0,0,0,"11/1/22","11/7/22",1,"2022-44",59.24
2022-10-25,25001,"Barnstable County","MA",30.62,69.38,55.13,0,0,0,"10/25/22","10/31/22",1,"2022-43",124.51
2022-10-18,25001,"Barnstable County","MA",0,100,55.13,0,0,0,"10/18/22","10/24/22",1,"2022-42",155.13
2022-10-11,25001,"Barnstable County","MA",0,100,100,55.13,0,0,"10/11/22","10/17/22",1,"2022-41",255.13
2022-10-04,25001,"Barnstable County","MA",0,100,100,55.13,0,0,"10/4/22","10/10/22",1,"2022-40",255.13
2022-09-27,25001,"Barnstable County","MA",0,100,100,55.13,0,0,"9/27/22","10/3/22",1,"2022-39",255.13
2022-09-20,25001,"Barnstable County","MA",0,100,100,100,0,0,"9/20/22","9/26/22",1,"2022-38",300
2022-09-13,25001,"Barnstable County","MA",0,100,100,100,10.49,0,"9/13/22","9/19/22",1,"2022-37",310.49
2022-09-06,25001,"Barnstable County","MA",0,100,100,100,10.49,0,"9/6/22","9/12/22",1,"2022-36",310.49
2022-08-30,25001,"Barnstable County","MA",0,100,100,100,10.49,0,"8/30/22","9/5/22",1,"2022-35",310.49
2022-08-23,25001,"Barnstable County","MA",0,100,100,100,10.49,0,"8/23/22","8/29/22",1,"2022-34",310.49
2022-08-16,25001,"Barnstable County","MA",0,100,100,100,10.49,0,"8/16/22","8/22/22",1,"2022-33",310.49
2022-08-09,25001,"Barnstable County","MA",0,100,100,100,11.61,0,"8/9/22","8/15/22",1,"2022-32",311.61
2022-08-02,25001,"Barnstable County","MA",0,100,100,100,0,0,"8/2/22","8/8/22",1,"2022-31",300
2022-07-26,25001,"Barnstable County","MA",0,100,100,0,0,0,"7/26/22","8/1/22",1,"2022-30",200
2022-07-19,25001,"Barnstable County","MA",0,100,100,0,0,0,"7/19/22","7/25/22",1,"2022-29",200
2022-07-12,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/12/22","7/18/22",1,"2022-28",100
2022-07-05,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/5/22","7/11/22",1,"2022-27",100
2022-06-28,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/28/22","7/4/22",1,"2022-26",100
2022-06-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/21/22","6/27/22",1,"2022-25",100
2022-06-14,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/14/22","6/20/22",1,"2022-24",100
2022-06-07,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/7/22","6/13/22",1,"2022-23",100
2022-05-31,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/31/22","6/6/22",1,"2022-22",100
2022-05-24,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/24/22","5/30/22",1,"2022-21",100
2022-05-17,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/17/22","5/23/22",1,"2022-20",100
2022-05-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/10/22","5/16/22",1,"2022-19",0
2022-05-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/3/22","5/9/22",1,"2022-18",0
2022-04-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/26/22","5/2/22",1,"2022-17",0
2022-04-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/19/22","4/25/22",1,"2022-16",0
2022-04-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/12/22","4/18/22",1,"2022-15",0
2022-04-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/5/22","4/11/22",1,"2022-14",0
2022-03-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/29/22","4/4/22",1,"2022-13",0
2022-03-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/22/22","3/28/22",1,"2022-12",0
2022-03-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/15/22","3/21/22",1,"2022-11",0
2022-03-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/8/22","3/14/22",1,"2022-10",0
2022-03-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/1/22","3/7/22",1,"2022-09",0
2022-02-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/22/22","2/28/22",1,"2022-08",0
2022-02-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/15/22","2/21/22",1,"2022-07",0
2022-02-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/8/22","2/14/22",1,"2022-06",0
2022-02-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/1/22","2/7/22",1,"2022-05",0
2022-01-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/25/22","1/31/22",1,"2022-04",0
2022-01-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/18/22","1/24/22",1,"2022-03",0
2022-01-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/11/22","1/17/22",1,"2022-02",0
2022-01-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/4/22","1/10/22",1,"2022-01",0
2021-12-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/28/21","1/3/22",1,"2021-52",0
2021-12-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/21/21","12/27/21",1,"2021-51",0
2021-12-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/14/21","12/20/21",1,"2021-50",0
2021-12-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/7/21","12/13/21",1,"2021-49",0
2021-11-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/30/21","12/6/21",1,"2021-48",0
2021-11-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/23/21","11/29/21",1,"2021-47",0
2021-11-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/16/21","11/22/21",1,"2021-46",0
2021-11-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/9/21","11/15/21",1,"2021-45",0
2021-11-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/2/21","11/8/21",1,"2021-44",0
2021-10-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/26/21","11/1/21",1,"2021-43",0
2021-10-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/19/21","10/25/21",1,"2021-42",0
2021-10-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/12/21","10/18/21",1,"2021-41",0
2021-10-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/5/21","10/11/21",1,"2021-40",0
2021-09-28,25001,"Barnstable County","MA",94.1,5.9,0,0,0,0,"9/28/21","10/4/21",1,"2021-39",5.9
2021-09-21,25001,"Barnstable County","MA",81.24,18.76,5.81,0,0,0,"9/21/21","9/27/21",1,"2021-38",24.57
2021-09-14,25001,"Barnstable County","MA",81.24,18.76,5.81,0,0,0,"9/14/21","9/20/21",1,"2021-37",24.57
2021-09-07,25001,"Barnstable County","MA",71.39,28.61,20.31,0,0,0,"9/7/21","9/13/21",1,"2021-36",48.92
2021-08-31,25001,"Barnstable County","MA",8.32,91.68,40.09,19.98,0,0,"8/31/21","9/6/21",1,"2021-35",151.75
2021-08-24,25001,"Barnstable County","MA",8.32,91.68,40.09,19.98,0,0,"8/24/21","8/30/21",1,"2021-34",151.75
2021-08-17,25001,"Barnstable County","MA",8.32,91.68,40.09,0,0,0,"8/17/21","8/23/21",1,"2021-33",131.77
2021-08-10,25001,"Barnstable County","MA",8.32,91.68,40.09,0,0,0,"8/10/21","8/16/21",1,"2021-32",131.77
2021-08-03,25001,"Barnstable County","MA",0.7,99.3,40.09,0,0,0,"8/3/21","8/9/21",1,"2021-31",139.39
2021-07-27,25001,"Barnstable County","MA",0.7,99.3,40.09,0,0,0,"7/27/21","8/2/21",1,"2021-30",139.39
2021-07-20,25001,"Barnstable County","MA",0.7,99.3,40.09,0,0,0,"7/20/21","7/26/21",1,"2021-29",139.39
2021-07-13,25001,"Barnstable County","MA",0.7,99.3,46.25,0,0,0,"7/13/21","7/19/21",1,"2021-28",145.55
2021-07-06,25001,"Barnstable County","MA",0.16,99.84,46.06,0,0,0,"7/6/21","7/12/21",1,"2021-27",145.9
2021-06-29,25001,"Barnstable County","MA",0.16,99.84,46.06,0,0,0,"6/29/21","7/5/21",1,"2021-26",145.9
2021-06-22,25001,"Barnstable County","MA",0.16,99.84,46.06,0,0,0,"6/22/21","6/28/21",1,"2021-25",145.9
2021-06-15,25001,"Barnstable County","MA",0.16,99.84,46.06,0,0,0,"6/15/21","6/21/21",1,"2021-24",145.9
2021-06-08,25001,"Barnstable County","MA",0.16,99.84,0,0,0,0,"6/8/21","6/14/21",1,"2021-23",99.84
2021-06-01,25001,"Barnstable County","MA",37.34,62.66,0,0,0,0,"6/1/21","6/7/21",1,"2021-22",62.66
2021-05-25,25001,"Barnstable County","MA",37.34,62.66,0,0,0,0,"5/25/21","5/31/21",1,"2021-21",62.66
2021-05-18,25001,"Barnstable County","MA",37.34,62.66,0,0,0,0,"5/18/21","5/24/21",1,"2021-20",62.66
2021-05-11,25001,"Barnstable County","MA",37.34,62.66,0,0,0,0,"5/11/21","5/17/21",1,"2021-19",62.66
2021-05-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/4/21","5/10/21",1,"2021-18",0
2021-04-27,25001,"Barnstable County","MA",99.98,0.02,0,0,0,0,"4/27/21","5/3/21",1,"2021-17",0.02
2021-04-20,25001,"Barnstable County","MA",99.98,0.02,0,0,0,0,"4/20/21","4/26/21",1,"2021-16",0.02
2021-04-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/13/21","4/19/21",1,"2021-15",0
2021-04-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/6/21","4/12/21",1,"2021-14",0
2021-03-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/30/21","4/5/21",1,"2021-13",0
2021-03-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/23/21","3/29/21",1,"2021-12",0
2021-03-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/16/21","3/22/21",1,"2021-11",0
2021-03-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/9/21","3/15/21",1,"2021-10",0
2021-03-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/2/21","3/8/21",1,"2021-09",0
2021-02-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/23/21","3/1/21",1,"2021-08",0
2021-02-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/16/21","2/22/21",1,"2021-07",0
2021-02-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/9/21","2/15/21",1,"2021-06",0
2021-02-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/2/21","2/8/21",1,"2021-05",0
2021-01-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/26/21","2/1/21",1,"2021-04",0
2021-01-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/19/21","1/25/21",1,"2021-03",0
2021-01-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/12/21","1/18/21",1,"2021-02",0
2021-01-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/5/21","1/11/21",1,"2021-01",0
2020-12-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/29/20","1/4/21",1,"2020-53",0
2020-12-22,25001,"Barnstable County","MA",0.85,99.15,0,0,0,0,"12/22/20","12/28/20",1,"2020-52",99.15
2020-12-15,25001,"Barnstable County","MA",0.85,99.15,0,0,0,0,"12/15/20","12/21/20",1,"2020-51",99.15
2020-12-08,25001,"Barnstable County","MA",0,100,0,0,0,0,"12/8/20","12/14/20",1,"2020-50",100
2020-12-01,25001,"Barnstable County","MA",0,100,100,0,0,0,"12/1/20","12/7/20",1,"2020-49",200
2020-11-24,25001,"Barnstable County","MA",0,100,100,100,0,0,"11/24/20","11/30/20",1,"2020-48",300
2020-11-17,25001,"Barnstable County","MA",0,100,100,100,0,0,"11/17/20","11/23/20",1,"2020-47",300
2020-11-10,25001,"Barnstable County","MA",0,100,100,100,0,0,"11/10/20","11/16/20",1,"2020-46",300
2020-11-03,25001,"Barnstable County","MA",0,100,100,100,0,0,"11/3/20","11/9/20",1,"2020-45",300
2020-10-27,25001,"Barnstable County","MA",0,100,100,100,100,0,"10/27/20","11/2/20",1,"2020-44",400
2020-10-20,25001,"Barnstable County","MA",0,100,100,100,100,0,"10/20/20","10/26/20",1,"2020-43",400
2020-10-13,25001,"Barnstable County","MA",0,100,100,100,100,0,"10/13/20","10/19/20",1,"2020-42",400
2020-10-06,25001,"Barnstable County","MA",0,100,100,100,100,0,"10/6/20","10/12/20",1,"2020-41",400
2020-09-29,25001,"Barnstable County","MA",0,100,100,100,70.72,0,"9/29/20","10/5/20",1,"2020-40",370.72
2020-09-22,25001,"Barnstable County","MA",0,100,100,100,1.98,0,"9/22/20","9/28/20",1,"2020-39",301.98
2020-09-15,25001,"Barnstable County","MA",0,100,100,100,0,0,"9/15/20","9/21/20",1,"2020-38",300
2020-09-08,25001,"Barnstable County","MA",0,100,100,92.81,0,0,"9/8/20","9/14/20",1,"2020-37",292.81
2020-09-01,25001,"Barnstable County","MA",0,100,100,92.81,0,0,"9/1/20","9/7/20",1,"2020-36",292.81
2020-08-25,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/25/20","8/31/20",1,"2020-35",200
2020-08-18,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/18/20","8/24/20",1,"2020-34",200
2020-08-11,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/11/20","8/17/20",1,"2020-33",200
2020-08-04,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/4/20","8/10/20",1,"2020-32",200
2020-07-28,25001,"Barnstable County","MA",0,100,99.86,0,0,0,"7/28/20","8/3/20",1,"2020-31",199.86
2020-07-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/21/20","7/27/20",1,"2020-30",100
2020-07-14,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/14/20","7/20/20",1,"2020-29",100
2020-07-07,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/7/20","7/13/20",1,"2020-28",100
2020-06-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/30/20","7/6/20",1,"2020-27",0
2020-06-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/23/20","6/29/20",1,"2020-26",0
2020-06-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/16/20","6/22/20",1,"2020-25",0
2020-06-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/9/20","6/15/20",1,"2020-24",0
2020-06-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/2/20","6/8/20",1,"2020-23",0
2020-05-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/26/20","6/1/20",1,"2020-22",0
2020-05-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/19/20","5/25/20",1,"2020-21",0
2020-05-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/12/20","5/18/20",1,"2020-20",0
2020-05-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/5/20","5/11/20",1,"2020-19",0
2020-04-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/28/20","5/4/20",1,"2020-18",0
2020-04-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/21/20","4/27/20",1,"2020-17",0
2020-04-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/14/20","4/20/20",1,"2020-16",0
2020-04-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/7/20","4/13/20",1,"2020-15",0
2020-03-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/31/20","4/6/20",1,"2020-14",0
2020-03-24,25001,"Barnstable County","MA",87.18,12.82,0,0,0,0,"3/24/20","3/30/20",1,"2020-13",12.82
2020-03-17,25001,"Barnstable County","MA",87.18,12.82,0,0,0,0,"3/17/20","3/23/20",1,"2020-12",12.82
2020-03-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/10/20","3/16/20",1,"2020-11",0
2020-03-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/3/20","3/9/20",1,"2020-10",0
2020-02-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/25/20","3/2/20",1,"2020-09",0
2020-02-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/18/20","2/24/20",1,"2020-08",0
2020-02-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/11/20","2/17/20",1,"2020-07",0
2020-02-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/4/20","2/10/20",1,"2020-06",0
2020-01-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/28/20","2/3/20",1,"2020-05",0
2020-01-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/21/20","1/27/20",1,"2020-04",0
2020-01-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/14/20","1/20/20",1,"2020-03",0
2020-01-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/7/20","1/13/20",1,"2020-02",0
2019-12-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/31/19","1/6/20",1,"2019-01",0
2019-12-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/24/19","12/30/19",1,"2019-52",0
2019-12-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/17/19","12/23/19",1,"2019-51",0
2019-12-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/10/19","12/16/19",1,"2019-50",0
2019-12-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/3/19","12/9/19",1,"2019-49",0
2019-11-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/26/19","12/2/19",1,"2019-48",0
2019-11-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/19/19","11/25/19",1,"2019-47",0
2019-11-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/12/19","11/18/19",1,"2019-46",0
2019-11-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/5/19","11/11/19",1,"2019-45",0
2019-10-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/29/19","11/4/19",1,"2019-44",0
2019-10-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/22/19","10/28/19",1,"2019-43",0
2019-10-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/15/19","10/21/19",1,"2019-42",0
2019-10-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/8/19","10/14/19",1,"2019-41",0
2019-10-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/1/19","10/7/19",1,"2019-40",0
2019-09-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/24/19","9/30/19",1,"2019-39",0
2019-09-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/17/19","9/23/19",1,"2019-38",0
2019-09-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/10/19","9/16/19",1,"2019-37",0
2019-09-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/3/19","9/9/19",1,"2019-36",0
