"Year","Average_MEL"
2007,16.0501319261213
2008,6.81430745814308
2009,47.0494186046511
2010,22.6303191489362
2011,28.7164835164835
2012,23.3565459610028
2013,22.1930501930502
2014,12.1333333333333
2015,10.6440217391305
2016,4.89314516129031
2017,7.66174055829227
2018,16.9841772151898
2019,46.4141025641025
2020,9.60350318471335
2021,12.0468018720749
2022,12.2554179566563
2023,23.1818181818182
