"County","Town","Collection Date","Species","Virus"
"Middlesex","Shirley",2019-08-17,"Coquillettidia perturbans","EEE"
"Middlesex","Shirley",2019-08-17,"Culex salinarius","EEE"
"Hampshire","Hadley",2019-08-16,"Culex pipiens/restuans complex","WNV"
"Hampden","Palmer",2019-08-16,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2019-08-17,"Culiseta melanura","EEE"
"Norfolk","Canton",2019-08-20,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-20,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-20,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-08-20,"Culex salinarius","EEE"
"Plymouth","Carver",2019-08-20,"Ochlerotatus canadensis","EEE"
"Bristol","Raynham",2019-08-20,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-20,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-20,"Culex salinarius","EEE"
"Bristol","Easton",2019-08-20,"Culiseta melanura","EEE"
"Bristol","Easton",2019-08-20,"Culex salinarius","EEE"
"Bristol","Easton",2019-08-20,"Coquillettidia perturbans","EEE"
"Bristol","Dartmouth",2019-08-20,"Culiseta melanura","EEE"
"Bristol","Dartmouth",2019-08-20,"Culiseta melanura","EEE"
"Bristol","Dartmouth",2019-08-20,"Culex salinarius","EEE"
"Bristol","Dartmouth",2019-08-20,"Ochlerotatus canadensis","EEE"
"Bristol","Rehoboth",2019-08-20,"Culiseta melanura","EEE"
"Plymouth","Wareham",2019-08-20,"Culex salinarius","EEE"
"Plymouth","Lakeville",2019-08-20,"Coquillettidia perturbans","EEE"
"Plymouth","Halifax",2019-08-24,"Culiseta melanura","EEE"
"Worcester","Douglas",2019-08-25,"Culiseta melanura","EEE"
"Worcester","Mendon",2019-08-25,"Culiseta melanura","EEE"
"Worcester","Mendon",2019-08-25,"Culex salinarius","EEE"
"Worcester","Uxbridge",2019-08-25,"Coquillettidia perturbans","EEE"
"Worcester","Uxbridge",2019-08-25,"Culiseta melanura","EEE"
"Worcester","Uxbridge",2019-08-25,"Ochlerotatus canadensis","EEE"
"Bristol","Dartmouth",2019-08-26,"Culiseta melanura","EEE"
"Bristol","Dartmouth",2019-08-26,"Ochlerotatus canadensis","EEE"
"Bristol","Easton",2019-08-26,"Culiseta melanura","EEE"
"Bristol","Easton",2019-08-26,"Culiseta melanura","EEE"
"Bristol","Easton",2019-08-26,"Ochlerotatus canadensis","EEE"
"Bristol","Rehoboth",2019-08-26,"Culiseta melanura","EEE"
"Hampden","Agawam",2019-08-28,"Culiseta melanura","EEE"
"Hampden","Agawam",2019-08-28,"Coquillettidia perturbans","EEE"
"Hampden","Agawam",2019-08-28,"Coquillettidia perturbans","EEE"
"Worcester","Uxbridge",2019-08-29,"Culiseta melanura","EEE"
"Hampden","East Longmeadow",2019-08-29,"Culex salinarius","EEE"
"Hampden","East Longmeadow",2019-08-29,"Culiseta melanura","EEE"
"Worcester","East Brookfield",2019-08-29,"Culiseta melanura","EEE"
"Worcester","East Brookfield",2019-08-29,"Coquillettidia perturbans","EEE"
"Bristol","Rehoboth",2019-09-04,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-09-04,"Ochlerotatus canadensis","EEE"
"Bristol","Raynham",2019-09-04,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-09-04,"Culex salinarius","EEE"
"Worcester","Grafton",2019-09-08,"Coquillettidia perturbans","EEE"
"Worcester","Grafton",2019-09-08,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-09-10,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-09-10,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-09-10,"Ochlerotatus canadensis","EEE"
"Bristol","Easton",2019-09-10,"Culiseta melanura","EEE"
"Bristol","Easton",2019-09-10,"Culiseta melanura","EEE"
"Bristol","Easton",2019-09-10,"Ochlerotatus canadensis","EEE"
"Worcester","Sterling",2019-09-11,"Culiseta melanura","WNV"
"Worcester","Uxbridge",2019-09-11,"Culiseta melanura","WNV"
"Worcester","Uxbridge",2019-09-11,"Ochlerotatus canadensis","WNV"
"Worcester","Holden",2019-09-11,"Coquillettidia perturbans","EEE"
"Hampden","Brimfield",2019-09-12,"Culiseta melanura","EEE"
"Hampden","Brimfield",2019-09-12,"Coquillettidia perturbans","EEE"
"Worcester","Holden",2019-09-12,"Coquillettidia perturbans","EEE"
"Worcester","Mendon",2019-09-12,"Culiseta melanura","WNV"
"Worcester","Spencer",2019-09-15,"Culiseta melanura","EEE"
"Worcester","East Brookfield",2019-09-15,"Culiseta melanura","EEE"
"Worcester","Douglas",2019-09-16,"Culiseta melanura","EEE"
"Bristol","Easton",2019-09-17,"Culiseta melanura","WNV"
"Bristol","New Bedford",2019-09-17,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-10-08,"Culiseta melanura","EEE"
"Suffolk","Boston",2019-07-03,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-08-27,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-05,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-10,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-10,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-10,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-10,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2019-09-10,"Culex pipiens/restuans complex","WNV"
"Bristol","Attleboro",2020-07-31,"Culex pipiens/restuans complex","WNV"
"Bristol","Somerset",2020-08-06,"Culex pipiens/restuans complex","WNV"
"Bristol","Somerset",2020-08-06,"Culex pipiens/restuans complex","WNV"
"Bristol","Norton",2020-08-12,"Culex pipiens/restuans complex","WNV"
"Bristol","Somerset",2020-08-13,"Culex pipiens/restuans complex","WNV"
"Bristol","Attleboro",2020-08-14,"Culex pipiens/restuans complex","WNV"
"Bristol","Attleboro",2020-08-14,"Culex pipiens/restuans complex","WNV"
"Bristol","North Attleborough",2020-08-21,"Culex pipiens/restuans complex","WNV"
"Bristol","Attleboro",2020-08-28,"Culex pipiens/restuans complex","WNV"
"Bristol","Fall River",2020-09-03,"Culex pipiens/restuans complex","WNV"
"Bristol","Attleboro",2020-09-04,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2020-09-09,"Culiseta melanura","WNV"
"Franklin","Orange",2020-07-01,"Coquillettidia perturbans","EEE"
"Franklin","Wendell",2020-07-05,"Coquillettidia perturbans","EEE"
"Hampden","Holyoke",2020-09-02,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2020-07-07,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2020-07-07,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2020-07-14,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Pepperell",2020-07-29,"Coquillettidia perturbans","EEE"
"Middlesex","Everett",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wakefield",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2020-09-10,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2020-09-10,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wayland",2020-09-10,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2020-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Norfolk","Canton",2020-08-03,"Coquillettidia perturbans","EEE"
"Norfolk","Westwood",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Norfolk","Westwood",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2020-08-11,"Coquillettidia perturbans","WNV"
"Norfolk","Needham",2020-08-11,"Culex salinarius","WNV"
"Norfolk","Westwood",2020-08-11,"Culex salinarius","WNV"
"Norfolk","Westwood",2020-08-11,"Coquillettidia perturbans","WNV"
"Norfolk","Weymouth",2020-08-12,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-12,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-12,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-12,"Culex salinarius","WNV"
"Norfolk","Wellesley",2020-08-18,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dover",2020-08-18,"Culex pipiens/restuans complex","WNV"
"Norfolk","Braintree",2020-08-19,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-19,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-08-26,"Culex pipiens/restuans complex","WNV"
"Norfolk","Norfolk",2020-09-02,"Culex pipiens/restuans complex","WNV"
"Norfolk","Westwood",2020-09-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2020-09-09,"Culex pipiens/restuans complex","WNV"
"Plymouth","Carver",2020-07-13,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-13,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-13,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-13,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-13,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-07-21,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-07-21,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-07-21,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-07-21,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-27,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-27,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-27,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-27,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-27,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-07-28,"Culiseta melanura","EEE"
"Plymouth","Plympton",2020-07-31,"Culiseta melanura","EEE"
"Plymouth","Plympton",2020-07-31,"Culiseta melanura","EEE"
"Plymouth","Plympton",2020-07-31,"Culiseta melanura","EEE"
"Plymouth","Plympton",2020-07-31,"Culiseta melanura","EEE"
"Plymouth","Plympton",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Plympton",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Plympton",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2020-07-31,"Culiseta melanura","EEE"
"Plymouth","Kingston",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-07-31,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-07-31,"Coquillettidia perturbans","WNV"
"Plymouth","Wareham",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2020-08-03,"Aedes vexans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2020-08-03,"Coquillettidia perturbans","EEE"
"Plymouth","Hanson",2020-08-04,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2020-08-07,"Culiseta melanura","EEE"
"Plymouth","Bridgewater",2020-08-07,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2020-08-07,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2020-08-07,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2020-08-07,"Coquillettidia perturbans","EEE"
"Plymouth","Plympton",2020-08-07,"Culiseta melanura","WNV"
"Plymouth","Plympton",2020-08-07,"Coquillettidia perturbans","WNV"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-09,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-09,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-09,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-09,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-10,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-10,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-08-10,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-10,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2020-08-10,"Culex salinarius","EEE"
"Plymouth","Middleborough",2020-08-10,"Culex salinarius","EEE"
"Plymouth","Middleborough",2020-08-10,"Culex salinarius","EEE"
"Plymouth","Halifax",2020-08-10,"Culiseta melanura","WNV"
"Plymouth","Hanson",2020-08-18,"Culex salinarius","WNV"
"Plymouth","Carver",2020-08-24,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Plymouth","Middleborough",2020-09-15,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2020-09-15,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-07-09,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-07-09,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-07-21,"Culex pipiens","WNV"
"Suffolk","Boston",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-07-28,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-11,"Culex pipiens/restuans complex","WNV"
"Suffolk","Revere",2020-08-17,"Culex pipiens","WNV"
"Suffolk","Boston",2020-08-18,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-18,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-08-18,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-10,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-17,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2020-09-17,"Culex pipiens/restuans complex","WNV"
"Worcester","Douglas",2020-08-11,"Coquillettidia perturbans","EEE"
