"week_num","average_daylight_hours"
"2010-25",-8.78027777777778
"2010-26",-8.82920634920635
"2010-27",-8.92825396825397
"2010-28",-9.07353174603175
"2010-29",-9.25936507936508
"2010-30",-9.4797619047619
"2010-31",3.9856746031746
"2010-32",14.0001587301587
"2010-33",13.7112301587302
"2010-34",13.4093253968254
"2010-35",13.0977380952381
"2010-36",12.7793650793651
"2010-37",12.456626984127
"2010-38",12.1315873015873
"2010-39",11.805873015873
"2010-40",11.4815476190476
"2010-41",11.1607142857143
"2010-42",10.8461507936508
"2010-43",10.5411904761905
"2010-44",10.2501984126984
"2010-45",9.97849206349206
"2010-46",9.73230158730159
"2010-47",9.51880952380952
"2010-48",9.34531746031746
"2010-49",9.21920634920635
"2010-50",9.14615079365079
"2010-51",9.12992063492064
"2010-52",9.16077777777778
"2010-53",9.20824074074074
"2011-01",9.26876984126984
"2011-02",9.41746031746032
"2011-03",9.61111111111111
"2011-04",9.84238095238095
"2011-05",10.1038095238095
"2011-06",10.3885714285714
"2011-07",10.6906349206349
"2011-08",11.0049603174603
"2011-09",11.3276587301587
"2011-10",11.6552777777778
"2011-11",11.9854365079365
"2011-12",12.3159523809524
"2011-13",12.6447222222222
"2011-14",12.969880952381
"2011-15",13.2888888888889
"2011-16",13.5989682539683
"2011-17",13.8968253968254
"2011-18",14.1781746031746
"2011-19",14.4380158730159
"2011-20",-5.90071428571429
"2011-21",-9.12996031746032
"2011-22",-8.97003968253968
"2011-23",-8.85531746031746
"2011-24",-8.79015873015873
"2011-25",-8.77694444444444
"2011-26",-8.8165873015873
"2011-27",-8.90694444444444
"2011-28",-9.04420634920635
"2011-29",-9.2231746031746
"2011-30",-9.43789682539682
"2011-31",0.603690476190476
"2011-32",14.0504365079365
"2011-33",13.7644047619048
"2011-34",13.4645634920635
"2011-35",13.1544047619048
"2011-36",12.8370634920635
"2011-37",12.5150396825397
"2011-38",12.190119047619
"2011-39",11.8644841269841
"2011-40",11.5396825396825
"2011-41",11.2180952380952
"2011-42",10.9021031746032
"2011-43",10.5952380952381
"2011-44",10.3013492063492
"2011-45",10.0256349206349
"2011-46",9.77440476190476
"2011-47",9.55440476190476
"2011-48",9.37329365079365
"2011-49",9.23821428571429
"2011-50",9.15507936507936
"2011-51",9.12849206349206
"2011-52",9.16565972222222
"2012-01",9.23954861111111
"2012-02",9.38718253968254
"2012-03",9.57325396825397
"2012-04",9.79833333333333
"2012-05",10.0549206349206
"2012-06",10.3359126984127
"2012-07",10.6351984126984
"2012-08",10.9476587301587
"2012-09",11.2690873015873
"2012-10",11.5960317460317
"2012-11",11.9259126984127
"2012-12",12.2565079365079
"2012-13",12.5858333333333
"2012-14",12.9117857142857
"2012-15",13.2319841269841
"2012-16",13.5440476190476
"2012-17",13.8443253968254
"2012-18",14.1290476190476
"2012-19",14.3930555555556
"2012-20",0.916785714285714
"2012-21",-9.16313492063492
"2012-22",-8.99563492063492
"2012-23",-8.87238095238095
"2012-24",-8.79801587301587
"2012-25",-8.77539682539683
"2012-26",-8.80563492063492
"2012-27",-8.88710317460317
"2012-28",-9.01623015873016
"2012-29",-9.18825396825397
"2012-30",-9.3968253968254
"2012-31",-6.20757936507936
"2012-32",14.1000396825397
"2012-33",13.8170238095238
"2012-34",13.5193253968254
"2012-35",13.2108333333333
"2012-36",12.8946428571429
"2012-37",12.573253968254
"2012-38",12.2486904761905
"2012-39",11.9230555555556
"2012-40",11.5979761904762
"2012-41",11.2755158730159
"2012-42",10.9584126984127
"2012-43",10.6496428571429
"2012-44",10.3529761904762
"2012-45",10.0736111111111
"2012-46",9.81742063492064
"2012-47",9.59138888888889
"2012-48",9.4027380952381
"2012-49",9.25884920634921
"2012-50",9.16607142857143
"2012-51",9.12900793650794
"2012-52",9.15461805555556
"2013-01",9.22017361111111
"2013-02",9.35833333333333
"2013-03",9.53674603174603
"2013-04",9.75527777777778
"2013-05",10.006746031746
"2013-06",10.2837698412698
"2013-07",10.5802777777778
"2013-08",10.8907142857143
"2013-09",11.210753968254
"2013-10",11.5369841269841
"2013-11",11.8665873015873
"2013-12",12.1970238095238
"2013-13",12.5267857142857
"2013-14",12.8534920634921
"2013-15",13.174880952381
"2013-16",13.4886111111111
"2013-17",13.7913888888889
"2013-18",14.0790873015873
"2013-19",14.3473015873016
"2013-20",4.30472222222222
"2013-21",-9.1975
"2013-22",-9.0227380952381
"2013-23",-8.89107142857143
"2013-24",-8.80761904761905
"2013-25",-8.77563492063492
"2013-26",-8.79630952380952
"2013-27",-8.86869047619048
"2013-28",-8.98964285714286
"2013-29",-9.15436507936508
"2013-30",-9.35690476190476
"2013-31",-9.59107142857143
"2013-32",14.149126984127
"2013-33",13.869126984127
"2013-34",13.5737698412698
"2013-35",13.2669047619048
"2013-36",12.9519841269841
"2013-37",12.6313492063492
"2013-38",12.3072619047619
"2013-39",11.981626984127
"2013-40",11.6563888888889
"2013-41",11.3333333333333
"2013-42",11.014880952381
"2013-43",10.7044047619048
"2013-44",10.4053174603175
"2013-45",10.1224206349206
"2013-46",9.86150793650794
"2013-47",9.62956349206349
"2013-48",9.43357142857143
"2013-49",9.28103174603175
"2013-50",9.17869047619048
"2013-51",9.13150793650794
"2013-52",9.14186507936508
"2014-01",9.2025
"2014-02",9.33111111111111
"2014-03",9.50146825396825
"2014-04",9.71329365079365
"2014-05",9.95936507936508
"2014-06",10.232380952381
"2014-07",10.5257936507937
"2014-08",10.8340079365079
"2014-09",11.152619047619
"2014-10",11.4779365079365
"2014-11",11.8070238095238
"2014-12",12.1376587301587
"2014-13",12.4675793650794
"2014-14",12.795
"2014-15",13.1175396825397
"2014-16",13.4329365079365
"2014-17",13.7378174603175
"2014-18",14.0285714285714
"2014-19",14.3006746031746
"2014-20",7.69162698412698
"2014-21",-9.23305555555556
"2014-22",-9.05107142857143
"2014-23",-8.91134920634921
"2014-24",-8.81896825396825
"2014-25",-8.77753968253968
"2014-26",-8.78880952380952
"2014-27",-8.85202380952381
"2014-28",-8.96452380952381
"2014-29",-9.12174603174603
"2014-30",-9.31793650793651
"2014-31",-9.54686507936508
"2014-32",10.7688888888889
"2014-33",13.9207936507937
"2014-34",13.6279365079365
"2014-35",13.3228571428571
"2014-36",13.009126984127
"2014-37",12.6893253968254
"2014-38",12.365753968254
"2014-39",12.0403571428571
"2014-40",11.7147619047619
"2014-41",11.3911507936508
"2014-42",11.0718253968254
"2014-43",10.7595238095238
"2014-44",10.4580555555556
"2014-45",10.1718650793651
"2014-46",9.90666666666667
"2014-47",9.66873015873016
"2014-48",9.46579365079365
"2014-49",9.30492063492063
"2014-50",9.19321428571429
"2014-51",9.13575396825397
"2014-52",9.13579365079365
"2015-01",9.21125
"2015-02",9.30551587301587
"2015-03",9.46753968253968
"2015-04",9.67242063492063
"2015-05",9.91289682539683
"2015-06",10.181626984127
"2015-07",10.4716666666667
"2015-08",10.7776587301587
"2015-09",11.0947222222222
"2015-10",11.4190476190476
"2015-11",11.747619047619
"2015-12",12.0780952380952
"2015-13",12.408373015873
"2015-14",12.7363492063492
"2015-15",13.0600396825397
"2015-16",13.3768253968254
"2015-17",13.6838888888889
"2015-18",13.9774603174603
"2015-19",14.2532936507937
"2015-20",11.0775793650794
"2015-21",-9.26988095238095
"2015-22",-9.08083333333333
"2015-23",-8.93313492063492
"2015-24",-8.83190476190476
"2015-25",-8.78111111111111
"2015-26",-8.78277777777778
"2015-27",-8.83690476190476
"2015-28",-8.94087301587302
"2015-29",-9.09047619047619
"2015-30",-9.28
"2015-31",-9.50353174603175
"2015-32",7.38805555555556
"2015-33",13.9719444444444
"2015-34",13.6815873015873
"2015-35",13.3785317460317
"2015-36",13.0661111111111
"2015-37",12.7472222222222
"2015-38",12.4242063492063
"2015-39",12.0989682539683
"2015-40",11.773253968254
"2015-41",11.449126984127
"2015-42",11.1287698412698
"2015-43",10.8150793650794
"2015-44",10.5113492063492
"2015-45",10.2219444444444
"2015-46",9.9525
"2015-47",9.70920634920635
"2015-48",9.49940476190476
"2015-49",9.33051587301587
"2015-50",9.20944444444444
"2015-51",9.1418253968254
"2015-52",9.13142857142857
"2015-53",9.16222222222222
"2016-01",9.28142857142857
"2016-02",9.43496031746032
"2016-03",9.63269841269841
"2016-04",9.86734126984127
"2016-05",10.1314682539683
"2016-06",10.4181746031746
"2016-07",10.7216666666667
"2016-08",11.0369444444444
"2016-09",11.3601984126984
"2016-10",11.6882936507937
"2016-11",12.0185317460317
"2016-12",12.3490476190476
"2016-13",12.6776587301587
"2016-14",13.0022222222222
"2016-15",13.3204761904762
"2016-16",13.6294841269841
"2016-17",13.9258333333333
"2016-18",14.2053174603175
"2016-19",14.4625793650794
"2016-20",-5.87916666666667
"2016-21",-9.11202380952381
"2016-22",-8.95642857142857
"2016-23",-8.84650793650794
"2016-24",-8.78638888888889
"2016-25",-8.77865079365079
"2016-26",-8.8234126984127
"2016-27",-8.91861111111111
"2016-28",-9.06035714285714
"2016-29",-9.24321428571429
"2016-30",-9.46103174603175
"2016-31",0.57797619047619
"2016-32",14.022380952381
"2016-33",13.734880952381
"2016-34",13.4338492063492
"2016-35",13.1229365079365
"2016-36",12.8050396825397
"2016-37",12.4825396825397
"2016-38",12.1575793650794
"2016-39",11.8317857142857
"2016-40",11.5073015873016
"2016-41",11.1861111111111
"2016-42",10.8709126984127
"2016-43",10.5650396825397
"2016-44",10.2726984126984
"2016-45",9.99924603174603
"2016-46",9.75075396825397
"2016-47",9.53436507936508
"2016-48",9.35742063492063
"2016-49",9.22734126984127
"2016-50",9.14996031746032
"2016-51",9.12904761904762
"2016-52",9.16087962962963
"2016-53",9.20064814814815
"2017-01",9.25900793650794
"2017-02",9.40384920634921
"2017-03",9.59420634920635
"2017-04",9.82269841269841
"2017-05",10.0820634920635
"2017-06",10.3651984126984
"2017-07",10.6660714285714
"2017-08",10.9795634920635
"2017-09",11.301626984127
"2017-10",11.6290476190476
"2017-11",11.9590873015873
"2017-12",12.2895634920635
"2017-13",12.6186904761905
"2017-14",12.9441666666667
"2017-15",13.2637698412698
"2017-16",13.5747222222222
"2017-17",13.8736904761905
"2017-18",14.1564285714286
"2017-19",14.418253968254
"2017-20",-2.48960317460317
"2017-21",-9.14440476190476
"2017-22",-8.98123015873016
"2017-23",-8.86265873015873
"2017-24",-8.7934126984127
"2017-25",-8.77607142857143
"2017-26",-8.81154761904762
"2017-27",-8.89789682539683
"2017-28",-9.03166666666667
"2017-29",-9.2075
"2017-30",-9.41956349206349
"2017-31",-2.80440476190476
"2017-32",14.0725
"2017-33",13.7876587301587
"2017-34",13.4888095238095
"2017-35",13.1794841269841
"2017-36",12.862619047619
"2017-37",12.5408333333333
"2017-38",12.2161507936508
"2017-39",11.8903968253968
"2017-40",11.5655158730159
"2017-41",11.2435714285714
"2017-42",10.9270634920635
"2017-43",10.6192063492063
"2017-44",10.324126984127
"2017-45",10.0468253968254
"2017-46",9.79333333333333
"2017-47",9.57055555555556
"2017-48",9.38615079365079
"2017-49",9.24702380952381
"2017-50",9.15968253968254
"2017-51",9.12853174603175
"2017-52",9.1603125
"2018-01",9.23086805555556
"2018-02",9.37424603174603
"2018-03",9.55690476190476
"2018-04",9.77912698412698
"2018-05",10.033373015873
"2018-06",10.3127777777778
"2018-07",10.6108333333333
"2018-08",10.9224206349206
"2018-09",11.2432142857143
"2018-10",11.5698412698413
"2018-11",11.8995634920635
"2018-12",12.2301984126984
"2018-13",12.5596428571429
"2018-14",12.8860317460317
"2018-15",13.2069047619048
"2018-16",13.5196031746032
"2018-17",13.8209126984127
"2018-18",14.1069841269841
"2018-19",14.3728571428571
"2018-20",0.898849206349206
"2018-21",-9.17813492063492
"2018-22",-9.00738095238095
"2018-23",-8.88055555555555
"2018-24",-8.80206349206349
"2018-25",-8.77531746031746
"2018-26",-8.80142857142857
"2018-27",-8.87876984126984
"2018-28",-9.0043253968254
"2018-29",-9.17309523809524
"2018-30",-9.37904761904762
"2018-31",-6.18738095238095
"2018-32",14.1218253968254
"2018-33",13.8401587301587
"2018-34",13.5434126984127
"2018-35",13.235753968254
"2018-36",12.92
"2018-37",12.5989682539683
"2018-38",12.2746825396825
"2018-39",11.9490079365079
"2018-40",11.6238492063492
"2018-41",11.3010714285714
"2018-42",10.9834126984127
"2018-43",10.6738095238095
"2018-44",10.3760714285714
"2018-45",10.095119047619
"2018-46",9.83694444444444
"2018-47",9.60809523809524
"2018-48",9.41615079365079
"2018-49",9.26845238095238
"2018-50",9.17142857142857
"2018-51",9.12984126984127
"2018-52",9.14607142857143
"2019-01",9.21232638888889
"2019-02",9.34611111111111
"2019-03",9.5209126984127
"2019-04",9.7365873015873
"2019-05",9.98563492063492
"2019-06",10.2609523809524
"2019-07",10.5560317460317
"2019-08",10.8655555555556
"2019-09",11.185
"2019-10",11.5106746031746
"2019-11",11.840119047619
"2019-12",12.1707142857143
"2019-13",12.5005952380952
"2019-14",12.8275793650794
"2019-15",13.1495634920635
"2019-16",13.4640079365079
"2019-17",13.7676984126984
"2019-18",14.0568253968254
"2019-19",14.3267857142857
"2019-20",4.28634920634921
"2019-21",-9.2131746031746
"2019-22",-9.03519841269841
"2019-23",-8.89988095238095
"2019-24",-8.81246031746032
"2019-25",-8.77626984126984
"2019-26",-8.79285714285714
"2019-27",-8.86123015873016
"2019-28",-8.9784126984127
"2019-29",-9.13968253968254
"2019-30",-9.33948412698413
"2019-31",-9.57138888888889
"2019-32",14.1705952380952
"2019-33",13.8920634920635
"2019-34",13.5977777777778
"2019-35",13.2917857142857
"2019-36",12.9773015873016
"2019-37",12.6570238095238
"2019-38",12.3331746031746
"2019-39",12.0076587301587
"2019-40",11.6821031746032
"2019-41",11.3588888888889
"2019-42",11.0400396825397
"2019-43",10.7287698412698
"2019-44",10.4285714285714
"2019-45",10.1442857142857
"2019-46",9.88138888888889
"2019-47",9.6468253968254
"2019-48",9.44761904761905
"2019-49",9.29142857142857
"2019-50",9.18488095238095
"2019-51",9.13309523809524
"2019-52",9.13892857142857
"2020-01",9.21444444444444
"2020-02",9.31960317460318
"2020-03",9.48619047619048
"2020-04",9.69503968253968
"2020-05",9.93865079365079
"2020-06",10.2098412698413
"2020-07",10.5017857142857
"2020-08",10.8090476190476
"2020-09",11.1269444444444
"2020-10",11.4517857142857
"2020-11",11.7806349206349
"2020-12",12.1112698412698
"2020-13",12.4413888888889
"2020-14",12.7690079365079
"2020-15",13.0921031746032
"2020-16",13.4081349206349
"2020-17",13.7140476190476
"2020-18",14.0060714285714
"2020-19",14.2798412698413
"2020-20",11.1014682539683
"2020-21",-9.24920634920635
"2020-22",-9.06416666666667
"2020-23",-8.92075396825397
"2020-24",-8.82444444444445
"2020-25",-8.77880952380952
"2020-26",-8.7859126984127
"2020-27",-8.84515873015873
"2020-28",-8.95388888888889
"2020-29",-9.10765873015873
"2020-30",-9.30095238095238
"2020-31",-9.52753968253968
"2020-32",7.36150793650794
"2020-33",13.9435317460317
"2020-34",13.651746031746
"2020-35",13.3475396825397
"2020-36",13.0344444444444
"2020-37",12.7150396825397
"2020-38",12.3916666666667
"2020-39",12.0661904761905
"2020-40",11.7406746031746
"2020-41",11.4168253968254
"2020-42",11.0970238095238
"2020-43",10.7840873015873
"2020-44",10.4815476190476
"2020-45",10.1940079365079
"2020-46",9.9268253968254
"2020-47",9.6865873015873
"2020-48",9.48051587301587
"2020-49",9.31603174603175
"2020-50",9.20011904761905
"2020-51",9.13829365079365
"2020-52",9.13361111111111
"2020-53",9.16895833333333
"2021-01",9.29464285714286
"2021-02",9.45289682539683
"2021-03",9.65472222222222
"2021-04",9.89261904761905
"2021-05",10.1592857142857
"2021-06",10.4480158730159
"2021-07",10.7528968253968
"2021-08",11.0690873015873
"2021-09",11.3928968253968
"2021-10",11.7213095238095
"2021-11",12.0517857142857
"2021-12",12.3821031746032
"2021-13",12.7103571428571
"2021-14",13.0344047619048
"2021-15",13.3518650793651
"2021-16",13.6598015873016
"2021-17",13.9546825396825
"2021-18",14.2321428571429
"2021-19",14.4870238095238
"2021-20",-9.28650793650794
"2021-21",-9.09452380952381
"2021-22",-8.94333333333333
"2021-23",-8.8381746031746
"2021-24",-8.7831746031746
"2021-25",-8.78075396825397
"2021-26",-8.83071428571429
"2021-27",-8.9309126984127
"2021-28",-9.07702380952381
"2021-29",-9.26357142857143
"2021-30",-9.48464285714286
"2021-31",3.98031746031746
"2021-32",13.9943650793651
"2021-33",13.7052380952381
"2021-34",13.4030158730159
"2021-35",13.0912698412698
"2021-36",12.7728571428571
"2021-37",12.4500396825397
"2021-38",12.1248412698413
"2021-39",11.7991666666667
"2021-40",11.4749206349206
"2021-41",11.1542063492063
"2021-42",10.8396825396825
"2021-43",10.5350396825397
"2021-44",10.2444047619048
"2021-45",9.97309523809524
"2021-46",9.7275
"2021-47",9.51472222222222
"2021-48",9.34222222222222
"2021-49",9.21710317460317
"2021-50",9.1452380952381
"2021-51",9.13011904761905
"2021-52",9.16211111111111
"2021-53",9.21009259259259
"2022-01",9.27130952380952
"2022-02",9.42099206349206
"2022-03",9.61551587301587
"2022-04",9.84742063492063
"2022-05",10.1094841269841
"2022-06",10.3946031746032
"2022-07",10.6969444444444
"2022-08",11.0115476190476
"2022-09",11.3343253968254
"2022-10",11.6620238095238
"2022-11",11.9922222222222
"2022-12",12.3227380952381
"2022-13",12.6515079365079
"2022-14",12.9765476190476
"2022-15",13.2953174603175
"2022-16",13.6052777777778
"2022-17",13.9028571428571
"2022-18",14.1837301587302
"2022-19",14.4430952380952
"2022-20",-5.89634920634921
"2022-21",-9.12630952380952
"2022-22",-8.96710317460317
"2022-23",-8.8534126984127
"2022-24",-8.78924603174603
"2022-25",-8.77730158730159
"2022-26",-8.81793650793651
"2022-27",-8.90924603174603
"2022-28",-9.0475
"2022-29",-9.22730158730159
"2022-30",-9.44257936507937
"2022-31",0.598452380952381
"2022-32",14.0446428571429
"2022-33",13.7583333333333
"2022-34",13.4582142857143
"2022-35",13.1479761904762
"2022-36",12.8304365079365
"2022-37",12.508373015873
"2022-38",12.1834523809524
"2022-39",11.8576984126984
"2022-40",11.5329761904762
"2022-41",11.2115476190476
"2022-42",10.895753968254
"2022-43",10.5889285714286
"2022-44",10.2955158730159
"2022-45",10.0202380952381
"2022-46",9.76952380952381
"2022-47",9.55023809523809
"2022-48",9.37007936507936
"2022-49",9.2359126984127
"2022-50",9.15400793650794
"2022-51",9.12857142857143
"2022-52",9.16694444444444
"2023-01",9.24968253968254
"2023-02",9.39055555555556
"2023-03",9.5775
"2023-04",9.80333333333333
"2023-05",10.0603571428571
"2023-06",10.3419444444444
"2023-07",10.6415873015873
"2023-08",10.954246031746
"2023-09",11.2756349206349
"2023-10",11.6028174603175
"2023-11",11.9327380952381
"2023-12",12.263373015873
"2023-13",12.592619047619
"2023-14",12.9184523809524
"2023-15",13.2385317460317
"2023-16",13.5503174603175
"2023-17",13.8503571428571
"2023-18",14.1346031746032
"2023-19",14.3982142857143
"2023-20",-2.50722222222222
"2023-21",-9.15920634920635
"2023-22",-8.99265873015873
"2023-23",-8.87039682539683
"2023-24",-8.79698412698413
"2023-25",-8.77559523809524
"2023-26",-8.80674603174603
"2023-27",-8.88924603174603
"2023-28",-9.01940476190476
"2023-29",-9.19210317460317
"2023-30",-9.40150793650794
"2023-31",-2.78420634920635
"2023-32",14.0943650793651
"2023-33",13.8109920634921
"2023-34",13.5131349206349
"2023-35",13.2043650793651
"2023-36",12.8880555555556
"2023-37",12.5666666666667
"2023-38",12.2421031746032
"2023-39",11.9163492063492
"2023-40",11.5912301587302
"2023-41",11.2689682539683
"2023-42",10.9520238095238
"2023-43",10.6432936507937
"2023-44",10.3471031746032
"2023-45",10.0681746031746
"2023-46",9.81257936507937
"2023-47",9.58702380952381
"2023-48",9.39916666666667
"2023-49",9.25630952380952
"2023-50",9.16468253968254
"2023-51",9.12884920634921
"2023-52",9.15576388888889
