week_num,Average_MEL
2021-24,3.6666666666666665
2021-25,11.75
2021-26,3.5
2021-27,11.363636363636365
2021-28,5
2021-29,21.384615384615383
2021-30,23.666666666666664
2021-31,19.083333333333336
2021-32,37.36363636363636
2021-33,34.33333333333333
2021-34,142.75
2021-35,34.16666666666667
2021-36,40.16666666666667
2021-37,71.91666666666666
2021-38,38.30769230769231
2021-39,21.166666666666664
2021-40,58.09090909090909
2021-41,15.75
2021-42,0.5714285714285714
2022-19,76
2022-21,88.75
2022-22,18.142857142857142
2022-23,111.44444444444443
2022-24,86.83333333333334
2022-25,44.076923076923066
2022-26,116.75
2022-27,15.75
2022-28,30.333333333333336
2022-29,8.583333333333332
2022-30,11.833333333333332
2022-31,26.166666666666664
2022-32,15.416666666666664
2022-33,8.416666666666668
2022-34,12.25
2022-35,8.25
2022-36,16.166666666666664
2022-37,10.666666666666668
2022-38,10.2
2022-39,8.818181818181818
2022-40,6.357142857142857
2022-41,0.5
2022-42,3.5
2022-43,1
2022-44,0.33333333333333337
2022-45,0.2222222222222222
2023-17,0
2023-19,4
2023-20,3.4285714285714284
2023-21,2.9
2023-22,3.25
2023-23,23
2023-24,42.84615384615385
2023-25,40.84615384615385
2023-26,64.92307692307693
2023-27,24.083333333333336
2023-28,49.6923076923077
2023-29,93.92307692307693
2023-30,140.30769230769226
2023-31,94.61538461538461
2023-32,85
2023-33,149.30769230769232
2023-34,29.692307692307693
2023-35,75.88235294117646
2023-36,33.666666666666664
2023-37,79.42857142857143
2023-38,58.25
2023-39,16.692307692307693
2023-40,5.666666666666667
2023-41,14.333333333333332
2023-42,5.142857142857143
2023-43,4.857142857142858
2023-44,0
