"week_num","Town","Result","Test_Type_Expanded","Pools_Tested","Total_Tested","Positive_Pools","MIR"
"2012-29","Raynham","Negative",NA,11,201,0,0
"2012-29","Raynham","Positive","EEE",1,50,1,20
"2012-29","Rehoboth","Negative",NA,5,162,0,0
"2012-29","Rehoboth","Positive","EEE",3,105,3,28.5714285714286
"2012-29","Seekonk","Positive","WNV",1,50,1,20
"2012-29","Taunton","Negative",NA,4,171,0,0
"2012-29","Westport","Negative",NA,16,248,0,0
"2012-29","Westport","Positive","EEE",1,6,1,166.666666666667
"2012-30","Acushnet","Negative",NA,1,52,0,0
"2012-30","Easton","Negative",NA,18,815,0,0
"2012-30","Easton","Positive","EEE",10,501,10,19.9600798403194
"2012-30","Fall River","Negative",NA,2,100,0,0
"2012-30","Freetown","Negative",NA,1,23,0,0
"2012-30","Mansfield","Negative",NA,1,50,0,0
"2012-30","New Bedford","Negative",NA,3,150,0,0
"2012-30","Norton","Negative",NA,2,100,0,0
"2012-30","Raynham","Negative",NA,2,100,0,0
"2012-30","Seekonk","Negative",NA,1,23,0,0
"2012-30","Swansea","Negative",NA,1,50,0,0
"2012-30","Taunton","Negative",NA,2,87,0,0
"2012-30","Westport","Negative",NA,12,246,0,0
"2012-31","Acushnet","Negative",NA,2,68,0,0
"2012-31","Attleboro","Negative",NA,1,33,0,0
"2012-31","Dartmouth","Negative",NA,1,32,0,0
"2012-31","Dartmouth","Positive","WNV",1,50,1,20
"2012-31","Easton","Negative",NA,14,525,0,0
"2012-31","Easton","Positive","EEE",11,541,11,20.3327171903882
"2012-31","Easton","Positive","WNV",1,50,1,20
"2012-31","Fairhaven","Negative",NA,1,50,0,0
"2012-31","Fall River","Negative",NA,5,250,0,0
"2012-31","Fall River","Positive","WNV",1,50,1,20
"2012-31","Mansfield","Negative",NA,1,50,0,0
"2012-31","New Bedford","Negative",NA,20,672,0,0
"2012-31","New Bedford","Positive","WNV",1,50,1,20
"2012-31","North Attleborough","Negative",NA,1,50,0,0
"2012-31","North Attleborough","Positive","WNV",1,50,1,20
"2012-31","Norton","Negative",NA,1,50,0,0
"2012-31","Raynham","Negative",NA,9,268,0,0
"2012-31","Raynham","Positive","EEE",3,100,3,30
"2012-31","Raynham","Positive","WNV",2,66,2,30.3030303030303
"2012-31","Rehoboth","Negative",NA,5,85,0,0
"2012-31","Rehoboth","Positive","EEE",1,42,1,23.8095238095238
"2012-31","Seekonk","Positive","WNV",3,150,3,20
"2012-31","Somerset","Negative",NA,2,100,0,0
"2012-31","Swansea","Negative",NA,3,150,0,0
"2012-31","Swansea","Positive","EEE, WNV",1,50,1,20
"2012-31","Taunton","Negative",NA,1,33,0,0
"2012-31","Westport","Negative",NA,8,231,0,0
"2012-32","Acushnet","Negative",NA,1,50,0,0
"2012-32","Dartmouth","Negative",NA,1,50,0,0
"2012-32","Easton","Negative",NA,23,620,0,0
"2012-32","Easton","Positive","EEE",3,67,3,44.7761194029851
"2012-32","Easton","Positive","WNV",1,50,1,20
"2012-32","Fairhaven","Negative",NA,2,100,0,0
"2012-32","Fall River","Negative",NA,2,70,0,0
"2012-32","Fall River","Positive","WNV",1,50,1,20
"2012-32","Freetown","Negative",NA,1,30,0,0
"2012-32","Mansfield","Negative",NA,1,29,0,0
"2012-32","New Bedford","Negative",NA,21,513,0,0
"2012-32","New Bedford","Positive","WNV",2,100,2,20
"2012-32","North Attleborough","Negative",NA,1,50,0,0
"2012-32","Norton","Positive","WNV",2,100,2,20
"2012-32","Raynham","Negative",NA,13,122,0,0
"2012-32","Raynham","Positive","EEE",1,21,1,47.6190476190476
"2012-32","Raynham","Positive","WNV",1,20,1,50
"2012-32","Rehoboth","Negative",NA,13,227,0,0
"2012-32","Rehoboth","Positive","EEE",1,50,1,20
"2012-32","Seekonk","Negative",NA,1,51,0,0
"2012-32","Somerset","Negative",NA,1,50,0,0
"2012-32","Swansea","Negative",NA,2,80,0,0
"2012-32","Westport","Negative",NA,9,108,0,0
"2012-33","Acushnet","Negative",NA,4,64,0,0
"2012-33","Dartmouth","Negative",NA,2,28,0,0
"2012-33","Dighton","Negative",NA,2,58,0,0
"2012-33","Dighton","Positive","WNV",1,45,1,22.2222222222222
"2012-33","Easton","Negative",NA,40,1259,0,0
"2012-33","Easton","Positive","EEE",4,170,4,23.5294117647059
"2012-33","Easton","Positive","EEE, WNV",1,37,1,27.027027027027
"2012-33","Easton","Positive","WNV",3,150,3,20
"2012-33","Fall River","Negative",NA,2,47,0,0
"2012-33","Fall River","Positive","WNV",2,67,2,29.8507462686567
"2012-33","Mansfield","Negative",NA,1,27,0,0
"2012-33","New Bedford","Negative",NA,24,242,0,0
"2012-33","New Bedford","Positive","EEE",4,160,4,25
"2012-33","North Attleborough","Positive","WNV",1,17,1,58.8235294117647
"2012-33","Norton","Negative",NA,4,130,0,0
"2012-33","Norton","Positive","WNV",2,100,2,20
"2012-33","Raynham","Negative",NA,24,358,0,0
"2012-33","Raynham","Positive","EEE",4,78,4,51.2820512820513
"2012-33","Rehoboth","Negative",NA,17,182,0,0
"2012-33","Rehoboth","Positive","EEE",3,105,3,28.5714285714286
"2012-33","Seekonk","Negative",NA,1,26,0,0
"2012-33","Somerset","Negative",NA,1,46,0,0
"2012-33","Swansea","Negative",NA,1,24,0,0
"2012-33","Taunton","Negative",NA,5,44,0,0
"2012-33","Westport","Negative",NA,24,678,0,0
"2012-34","Acushnet","Negative",NA,1,21,0,0
"2012-34","Berkley","Positive","WNV",1,25,1,40
"2012-34","Dartmouth","Negative",NA,7,63,0,0
"2012-34","Dighton","Negative",NA,4,145,0,0
"2012-34","Dighton","Positive","EEE",2,71,2,28.169014084507
"2012-34","Dighton","Positive","EEE, WNV",1,41,1,24.390243902439
"2012-34","Easton","Negative",NA,13,348,0,0
"2012-34","Easton","Positive","EEE",7,304,7,23.0263157894737
"2012-34","Easton","Positive","WNV",1,52,1,19.2307692307692
"2012-34","Fairhaven","Negative",NA,1,34,0,0
"2012-34","Fall River","Negative",NA,3,60,0,0
"2012-34","Fall River","Positive","EEE",1,50,1,20
"2012-34","Freetown","Negative",NA,1,50,0,0
"2012-34","New Bedford","Negative",NA,10,144,0,0
"2012-34","New Bedford","Positive","WNV",2,76,2,26.3157894736842
"2012-34","North Attleborough","Positive","WNV",1,32,1,31.25
"2012-34","Norton","Positive","WNV",2,90,2,22.2222222222222
"2012-34","Raynham","Negative",NA,10,213,0,0
"2012-34","Rehoboth","Negative",NA,6,56,0,0
"2012-34","Seekonk","Negative",NA,1,25,0,0
"2012-34","Somerset","Positive","WNV",1,50,1,20
"2012-34","Swansea","Negative",NA,2,46,0,0
"2012-34","Westport","Negative",NA,6,46,0,0
"2012-35","Acushnet","Negative",NA,2,53,0,0
"2012-35","Attleboro","Negative",NA,5,243,0,0
"2012-35","Berkley","Negative",NA,2,74,0,0
"2012-35","Dartmouth","Positive","WNV",1,27,1,37.037037037037
"2012-35","Dighton","Negative",NA,3,121,0,0
"2012-35","Dighton","Positive","WNV",1,46,1,21.7391304347826
"2012-35","Easton","Negative",NA,34,1384,0,0
"2012-35","Easton","Positive","WNV",1,40,1,25
"2012-35","Fairhaven","Negative",NA,2,77,0,0
"2012-35","Fall River","Negative",NA,2,42,0,0
"2012-35","Freetown","Negative",NA,5,201,0,0
"2012-35","Mansfield","Negative",NA,1,16,0,0
"2012-35","New Bedford","Negative",NA,8,112,0,0
"2012-35","North Attleborough","Negative",NA,1,20,0,0
"2012-35","North Attleborough","Positive","WNV",1,50,1,20
"2012-35","Norton","Negative",NA,2,100,0,0
"2012-35","Raynham","Negative",NA,19,466,0,0
"2012-35","Rehoboth","Negative",NA,13,388,0,0
"2012-35","Seekonk","Negative",NA,1,33,0,0
"2012-35","Somerset","Negative",NA,1,23,0,0
"2012-35","Swansea","Negative",NA,2,65,0,0
"2012-35","Swansea","Positive","WNV",1,50,1,20
"2012-35","Westport","Negative",NA,11,140,0,0
"2012-36","Berkley","Negative",NA,2,76,0,0
"2012-36","Dartmouth","Negative",NA,2,80,0,0
"2012-36","Dighton","Negative",NA,6,220,0,0
"2012-36","Easton","Negative",NA,27,1114,0,0
"2012-36","Fall River","Negative",NA,2,83,0,0
"2012-36","Fall River","Positive","WNV",1,50,1,20
"2012-36","New Bedford","Negative",NA,14,477,0,0
"2012-36","North Attleborough","Negative",NA,2,67,0,0
"2012-36","Raynham","Negative",NA,13,468,0,0
"2012-36","Raynham","Positive","EEE",1,50,1,20
"2012-36","Rehoboth","Negative",NA,13,408,0,0
"2012-36","Swansea","Negative",NA,1,23,0,0
"2012-36","Westport","Negative",NA,11,277,0,0
"2012-37","Attleboro","Negative",NA,3,55,0,0
"2012-37","Dighton","Negative",NA,1,11,0,0
"2012-37","Easton","Negative",NA,12,389,0,0
"2012-37","Easton","Positive","EEE",3,151,3,19.8675496688742
"2012-37","Fall River","Negative",NA,1,32,0,0
"2012-37","Fall River","Positive","WNV",1,15,1,66.6666666666667
"2012-37","Freetown","Negative",NA,4,163,0,0
"2012-37","New Bedford","Negative",NA,10,221,0,0
"2012-37","North Attleborough","Positive","WNV",1,40,1,25
"2012-37","Norton","Positive","WNV",1,47,1,21.2765957446809
"2012-37","Raynham","Negative",NA,6,231,0,0
"2012-37","Rehoboth","Negative",NA,6,177,0,0
"2012-37","Somerset","Negative",NA,1,35,0,0
"2012-37","Swansea","Negative",NA,1,50,0,0
"2012-37","Westport","Negative",NA,2,17,0,0
"2012-38","Dighton","Negative",NA,3,106,0,0
"2012-38","Easton","Negative",NA,7,262,0,0
"2012-38","Fall River","Positive","WNV",1,27,1,37.037037037037
"2012-38","New Bedford","Negative",NA,4,146,0,0
"2012-38","North Attleborough","Negative",NA,1,35,0,0
"2012-38","Norton","Negative",NA,1,20,0,0
"2012-38","Raynham","Negative",NA,3,46,0,0
"2012-38","Rehoboth","Negative",NA,4,152,0,0
"2012-38","Taunton","Negative",NA,1,50,0,0
"2012-38","Westport","Negative",NA,2,15,0,0
"2012-39","Acushnet","Negative",NA,2,86,0,0
"2012-39","Berkley","Negative",NA,2,58,0,0
"2012-39","Dighton","Negative",NA,1,12,0,0
"2012-39","Easton","Negative",NA,5,202,0,0
"2012-39","Fall River","Negative",NA,2,41,0,0
"2012-39","New Bedford","Negative",NA,4,130,0,0
"2012-39","Norton","Negative",NA,1,19,0,0
"2012-39","Raynham","Negative",NA,4,48,0,0
"2012-39","Rehoboth","Negative",NA,3,60,0,0
"2012-39","Seekonk","Positive","WNV",1,14,1,71.4285714285714
"2012-39","Westport","Negative",NA,2,8,0,0
"2012-40","Easton","Negative",NA,4,82,0,0
"2012-40","New Bedford","Negative",NA,5,103,0,0
"2012-40","Raynham","Negative",NA,3,69,0,0
"2012-40","Rehoboth","Negative",NA,3,40,0,0
"2012-40","Westport","Negative",NA,2,58,0,0
"2012-41","Easton","Negative",NA,2,16,0,0
"2012-41","New Bedford","Negative",NA,4,40,0,0
"2012-41","Raynham","Negative",NA,4,16,0,0
"2012-41","Rehoboth","Negative",NA,3,14,0,0
"2012-41","Westport","Negative",NA,1,5,0,0
"2013-24","Easton","Negative",NA,2,41,0,0
"2013-24","Fall River","Negative",NA,4,200,0,0
"2013-24","Freetown","Negative",NA,1,41,0,0
"2013-24","New Bedford","Negative",NA,2,73,0,0
"2013-24","North Attleborough","Negative",NA,1,50,0,0
"2013-24","Norton","Negative",NA,1,50,0,0
"2013-24","Raynham","Negative",NA,3,104,0,0
"2013-24","Somerset","Negative",NA,1,47,0,0
"2013-25","Easton","Negative",NA,4,200,0,0
"2013-25","Fairhaven","Negative",NA,1,50,0,0
"2013-25","Fall River","Negative",NA,3,149,0,0
"2013-25","Freetown","Negative",NA,2,100,0,0
"2013-25","North Attleborough","Negative",NA,1,50,0,0
"2013-25","Norton","Negative",NA,2,100,0,0
"2013-25","Raynham","Negative",NA,2,90,0,0
"2013-25","Seekonk","Negative",NA,1,50,0,0
"2013-26","Dartmouth","Negative",NA,1,50,0,0
"2013-26","Dighton","Negative",NA,3,105,0,0
"2013-26","Easton","Negative",NA,11,440,0,0
"2013-26","Fairhaven","Negative",NA,2,100,0,0
"2013-26","Fall River","Negative",NA,2,68,0,0
"2013-26","Freetown","Negative",NA,2,100,0,0
"2013-26","Mansfield","Negative",NA,1,45,0,0
"2013-26","New Bedford","Negative",NA,6,216,0,0
"2013-26","Norton","Negative",NA,3,150,0,0
"2013-26","Raynham","Negative",NA,12,495,0,0
"2013-26","Rehoboth","Negative",NA,4,139,0,0
"2013-26","Swansea","Negative",NA,1,50,0,0
"2013-26","Westport","Negative",NA,4,137,0,0
"2013-27","Dartmouth","Negative",NA,1,46,0,0
"2013-27","Dighton","Negative",NA,3,139,0,0
"2013-27","Easton","Negative",NA,11,443,0,0
"2013-27","Fall River","Negative",NA,2,100,0,0
"2013-27","Freetown","Negative",NA,1,50,0,0
"2013-27","New Bedford","Negative",NA,6,190,0,0
"2013-27","Norton","Negative",NA,1,50,0,0
"2013-27","Raynham","Negative",NA,8,378,0,0
"2013-27","Rehoboth","Negative",NA,4,107,0,0
"2013-27","Swansea","Negative",NA,1,50,0,0
"2013-27","Westport","Negative",NA,5,165,0,0
"2013-28","Attleboro","Negative",NA,2,66,0,0
"2013-28","Dartmouth","Negative",NA,3,116,0,0
"2013-28","Dighton","Negative",NA,3,130,0,0
"2013-28","Easton","Negative",NA,12,421,0,0
"2013-28","Fairhaven","Negative",NA,2,100,0,0
"2013-28","Fall River","Negative",NA,3,91,0,0
"2013-28","Freetown","Negative",NA,1,26,0,0
"2013-28","Mansfield","Negative",NA,1,46,0,0
"2013-28","New Bedford","Negative",NA,8,295,0,0
"2013-28","North Attleborough","Negative",NA,2,100,0,0
"2013-28","Norton","Negative",NA,1,50,0,0
"2013-28","Raynham","Negative",NA,11,392,0,0
"2013-28","Rehoboth","Negative",NA,4,140,0,0
"2013-28","Seekonk","Negative",NA,1,50,0,0
"2013-28","Somerset","Negative",NA,1,32,0,0
"2013-28","Westport","Negative",NA,4,203,0,0
"2013-29","Attleboro","Negative",NA,1,37,0,0
"2013-29","Berkley","Negative",NA,2,73,0,0
"2013-29","Dartmouth","Negative",NA,1,50,0,0
"2013-29","Dighton","Negative",NA,3,86,0,0
"2013-29","Easton","Negative",NA,13,622,0,0
"2013-29","Fairhaven","Negative",NA,2,100,0,0
"2013-29","Fall River","Negative",NA,1,26,0,0
"2013-29","Fall River","Positive","WNV",1,34,1,29.4117647058824
"2013-29","Freetown","Negative",NA,1,22,0,0
"2013-29","Mansfield","Negative",NA,1,50,0,0
"2013-29","New Bedford","Negative",NA,9,345,0,0
"2013-29","North Attleborough","Negative",NA,1,50,0,0
"2013-29","Norton","Negative",NA,2,100,0,0
"2013-29","Raynham","Negative",NA,9,351,0,0
"2013-29","Rehoboth","Negative",NA,4,159,0,0
"2013-29","Seekonk","Negative",NA,1,50,0,0
"2013-29","Somerset","Negative",NA,1,50,0,0
"2013-29","Swansea","Negative",NA,1,50,0,0
"2013-29","Westport","Negative",NA,9,397,0,0
"2013-29","Westport","Positive","WNV",1,50,1,20
"2013-30","Acushnet","Negative",NA,1,50,0,0
"2013-30","Dartmouth","Negative",NA,1,19,0,0
"2013-30","Dighton","Negative",NA,4,191,0,0
"2013-30","Easton","Negative",NA,8,291,0,0
"2013-30","Fairhaven","Negative",NA,1,50,0,0
"2013-30","Fall River","Negative",NA,5,207,0,0
"2013-30","Fall River","Positive","WNV",1,48,1,20.8333333333333
"2013-30","Freetown","Negative",NA,4,195,0,0
"2013-30","Freetown","Positive","WNV",1,50,1,20
"2013-30","New Bedford","Negative",NA,6,145,0,0
"2013-30","North Attleborough","Negative",NA,1,21,0,0
"2013-30","Norton","Negative",NA,1,50,0,0
"2013-30","Norton","Positive","WNV",1,50,1,20
"2013-30","Raynham","Negative",NA,6,181,0,0
"2013-30","Rehoboth","Negative",NA,2,57,0,0
"2013-30","Seekonk","Negative",NA,1,50,0,0
"2013-30","Somerset","Negative",NA,3,150,0,0
"2013-30","Swansea","Negative",NA,1,51,0,0
"2013-30","Taunton","Negative",NA,1,24,0,0
"2013-30","Westport","Negative",NA,3,20,0,0
"2013-31","Acushnet","Negative",NA,1,48,0,0
"2013-31","Attleboro","Positive","WNV",1,39,1,25.6410256410256
"2013-31","Berkley","Negative",NA,1,21,0,0
"2013-31","Dartmouth","Negative",NA,1,50,0,0
"2013-31","Dighton","Negative",NA,3,116,0,0
"2013-31","Easton","Negative",NA,11,459,0,0
"2013-31","Easton","Positive","WNV",2,100,2,20
"2013-31","Fairhaven","Negative",NA,2,100,0,0
"2013-31","Fall River","Negative",NA,2,88,0,0
"2013-31","Freetown","Negative",NA,2,100,0,0
"2013-31","Freetown","Positive","WNV",4,184,4,21.7391304347826
"2013-31","New Bedford","Negative",NA,10,421,0,0
"2013-31","North Attleborough","Negative",NA,1,50,0,0
"2013-31","Norton","Negative",NA,1,50,0,0
"2013-31","Norton","Positive","WNV",2,100,2,20
"2013-31","Raynham","Negative",NA,11,433,0,0
"2013-31","Rehoboth","Negative",NA,4,66,0,0
"2013-31","Seekonk","Positive","WNV",2,100,2,20
"2013-31","Somerset","Negative",NA,1,50,0,0
"2013-31","Swansea","Negative",NA,1,50,0,0
"2013-31","Swansea","Positive","WNV",1,50,1,20
"2013-31","Westport","Negative",NA,5,193,0,0
"2013-32","Acushnet","Negative",NA,2,20,0,0
"2013-32","Attleboro","Negative",NA,2,58,0,0
"2013-32","Attleboro","Positive","WNV",1,22,1,45.4545454545455
"2013-32","Berkley","Negative",NA,3,120,0,0
"2013-32","Dartmouth","Negative",NA,1,25,0,0
"2013-32","Dighton","Negative",NA,1,47,0,0
"2013-32","Dighton","Positive","WNV",1,46,1,21.7391304347826
"2013-32","Easton","Negative",NA,15,565,0,0
"2013-32","Easton","Positive","WNV",3,90,3,33.3333333333333
"2013-32","Fairhaven","Negative",NA,1,46,0,0
"2013-32","Fall River","Negative",NA,1,20,0,0
"2013-32","Fall River","Positive","WNV",1,50,1,20
"2013-32","Freetown","Negative",NA,4,177,0,0
"2013-32","Freetown","Positive","WNV",1,45,1,22.2222222222222
"2013-32","New Bedford","Negative",NA,6,204,0,0
"2013-32","New Bedford","Positive","WNV",1,50,1,20
"2013-32","North Attleborough","Negative",NA,1,16,0,0
"2013-32","Norton","Negative",NA,2,100,0,0
"2013-32","Norton","Positive","WNV",1,50,1,20
"2013-32","Raynham","Negative",NA,6,229,0,0
"2013-32","Raynham","Positive","WNV",3,90,3,33.3333333333333
"2013-32","Rehoboth","Negative",NA,3,74,0,0
"2013-32","Seekonk","Positive","WNV",1,20,1,50
"2013-32","Somerset","Negative",NA,1,50,0,0
"2013-32","Swansea","Negative",NA,2,69,0,0
"2013-32","Taunton","Positive","WNV",1,13,1,76.9230769230769
"2013-32","Westport","Negative",NA,2,56,0,0
"2013-33","Acushnet","Negative",NA,1,35,0,0
"2013-33","Attleboro","Negative",NA,1,29,0,0
"2013-33","Berkley","Negative",NA,1,16,0,0
"2013-33","Dartmouth","Negative",NA,1,18,0,0
"2013-33","Dartmouth","Positive","WNV",1,33,1,30.3030303030303
"2013-33","Dighton","Negative",NA,2,61,0,0
"2013-33","Dighton","Positive","EEE",2,100,2,20
"2013-33","Easton","Negative",NA,16,645,0,0
"2013-33","Easton","Positive","EEE",3,150,3,20
"2013-33","Easton","Positive","WNV",1,50,1,20
"2013-33","Fairhaven","Negative",NA,1,50,0,0
"2013-33","Fall River","Negative",NA,2,58,0,0
"2013-33","Freetown","Negative",NA,2,100,0,0
"2013-33","Mansfield","Negative",NA,1,25,0,0
"2013-33","Mansfield","Positive","EEE",1,18,1,55.5555555555556
"2013-33","New Bedford","Negative",NA,6,254,0,0
"2013-33","New Bedford","Positive","WNV",1,50,1,20
"2013-33","North Attleborough","Negative",NA,1,50,0,0
"2013-33","Norton","Negative",NA,1,50,0,0
"2013-33","Norton","Positive","WNV",2,100,2,20
"2013-33","Raynham","Negative",NA,5,219,0,0
"2013-33","Raynham","Positive","WNV",3,130,3,23.0769230769231
"2013-33","Rehoboth","Negative",NA,2,91,0,0
"2013-33","Rehoboth","Positive","EEE",1,50,1,20
"2013-33","Seekonk","Positive","WNV",1,26,1,38.4615384615385
"2013-33","Somerset","Negative",NA,1,43,0,0
"2013-33","Swansea","Negative",NA,1,33,0,0
"2013-33","Taunton","Negative",NA,1,9,0,0
"2013-33","Westport","Negative",NA,2,45,0,0
"2013-34","Acushnet","Negative",NA,2,38,0,0
"2013-34","Attleboro","Negative",NA,1,19,0,0
"2013-34","Berkley","Negative",NA,2,67,0,0
"2013-34","Dartmouth","Negative",NA,1,28,0,0
"2013-34","Dighton","Negative",NA,2,88,0,0
"2013-34","Dighton","Positive","WNV",1,45,1,22.2222222222222
"2013-34","Easton","Negative",NA,16,635,0,0
"2013-34","Easton","Positive","EEE",2,100,2,20
"2013-34","Easton","Positive","WNV",1,38,1,26.3157894736842
"2013-34","Fairhaven","Negative",NA,1,12,0,0
"2013-34","Fall River","Negative",NA,2,34,0,0
"2013-34","Freetown","Negative",NA,3,150,0,0
"2013-34","Mansfield","Negative",NA,3,33,0,0
"2013-34","New Bedford","Negative",NA,6,155,0,0
"2013-34","North Attleborough","Negative",NA,1,19,0,0
"2013-34","Norton","Negative",NA,1,50,0,0
"2013-34","Norton","Positive","EEE",1,50,1,20
"2013-34","Raynham","Negative",NA,8,272,0,0
"2013-34","Raynham","Positive","WNV",1,12,1,83.3333333333333
"2013-34","Rehoboth","Negative",NA,2,42,0,0
"2013-34","Seekonk","Positive","WNV",1,43,1,23.2558139534884
"2013-34","Somerset","Negative",NA,1,50,0,0
"2013-34","Swansea","Negative",NA,1,14,0,0
"2013-34","Swansea","Positive","WNV",1,50,1,20
"2013-34","Taunton","Negative",NA,1,9,0,0
"2013-34","Westport","Negative",NA,2,57,0,0
"2013-35","Acushnet","Positive","WNV",1,23,1,43.4782608695652
"2013-35","Attleboro","Negative",NA,1,15,0,0
"2013-35","Berkley","Negative",NA,1,10,0,0
"2013-35","Dartmouth","Negative",NA,1,50,0,0
"2013-35","Dighton","Negative",NA,3,121,0,0
"2013-35","Dighton","Positive","EEE",1,34,1,29.4117647058824
"2013-35","Dighton","Positive","WNV",1,25,1,40
"2013-35","Easton","Negative",NA,10,393,0,0
"2013-35","Easton","Positive","EEE",2,100,2,20
"2013-35","Easton","Positive","WNV",2,87,2,22.9885057471264
"2013-35","Fairhaven","Negative",NA,1,35,0,0
"2013-35","Fall River","Negative",NA,2,56,0,0
"2013-35","Fall River","Positive","WNV",1,33,1,30.3030303030303
"2013-35","Freetown","Negative",NA,1,50,0,0
"2013-35","Freetown","Positive","WNV",1,50,1,20
"2013-35","Mansfield","Negative",NA,2,61,0,0
"2013-35","New Bedford","Negative",NA,5,192,0,0
"2013-35","New Bedford","Positive","WNV",4,134,4,29.8507462686567
"2013-35","North Attleborough","Negative",NA,1,15,0,0
"2013-35","Norton","Negative",NA,1,50,0,0
"2013-35","Norton","Positive","WNV",1,50,1,20
"2013-35","Raynham","Negative",NA,9,254,0,0
"2013-35","Raynham","Positive","EEE",2,79,2,25.3164556962025
"2013-35","Raynham","Positive","EEE, WNV",1,46,1,21.7391304347826
"2013-35","Rehoboth","Negative",NA,4,185,0,0
"2013-35","Rehoboth","Positive","EEE",1,52,1,19.2307692307692
"2013-35","Seekonk","Negative",NA,1,50,0,0
"2013-35","Somerset","Negative",NA,1,50,0,0
"2013-35","Somerset","Positive","WNV",1,50,1,20
"2013-35","Swansea","Negative",NA,1,35,0,0
"2013-35","Swansea","Positive","WNV",1,50,1,20
"2013-35","Taunton","Negative",NA,1,13,0,0
"2013-35","Westport","Negative",NA,3,119,0,0
"2013-36","Acushnet","Negative",NA,1,25,0,0
"2013-36","Dartmouth","Positive","WNV",1,51,1,19.6078431372549
"2013-36","Dighton","Negative",NA,2,87,0,0
"2013-36","Dighton","Positive","EEE",1,50,1,20
"2013-36","Dighton","Positive","EEE, WNV",1,50,1,20
"2013-36","Dighton","Positive","WNV",1,50,1,20
"2013-36","Easton","Negative",NA,10,410,0,0
"2013-36","Easton","Positive","EEE",3,150,3,20
"2013-36","Fall River","Negative",NA,2,31,0,0
"2013-36","Freetown","Negative",NA,1,42,0,0
"2013-36","New Bedford","Negative",NA,7,276,0,0
"2013-36","New Bedford","Positive","EEE",1,50,1,20
"2013-36","North Attleborough","Negative",NA,1,50,0,0
"2013-36","North Attleborough","Positive","WNV",1,50,1,20
"2013-36","Norton","Negative",NA,1,21,0,0
"2013-36","Raynham","Negative",NA,5,161,0,0
"2013-36","Raynham","Positive","WNV",5,208,5,24.0384615384615
"2013-36","Rehoboth","Negative",NA,3,98,0,0
"2013-36","Seekonk","Negative",NA,1,31,0,0
"2013-36","Somerset","Positive","WNV",1,43,1,23.2558139534884
"2013-36","Swansea","Negative",NA,2,35,0,0
"2013-36","Taunton","Negative",NA,2,42,0,0
"2013-36","Taunton","Positive","WNV",1,42,1,23.8095238095238
"2013-36","Westport","Negative",NA,4,189,0,0
"2013-37","Acushnet","Negative",NA,1,13,0,0
"2013-37","Dartmouth","Positive","WNV",1,21,1,47.6190476190476
"2013-37","Dighton","Negative",NA,1,50,0,0
"2013-37","Dighton","Positive","EEE",1,50,1,20
"2013-37","Dighton","Positive","WNV",1,50,1,20
"2013-37","Easton","Negative",NA,5,119,0,0
"2013-37","Fall River","Negative",NA,1,10,0,0
"2013-37","Freetown","Positive","EEE",1,50,1,20
"2013-37","Freetown","Positive","EEE, WNV",1,50,1,20
"2013-37","New Bedford","Negative",NA,3,33,0,0
"2013-37","North Attleborough","Positive","WNV",1,16,1,62.5
"2013-37","Norton","Positive","WNV",1,50,1,20
"2013-37","Raynham","Negative",NA,3,29,0,0
"2013-37","Raynham","Positive","EEE",1,37,1,27.027027027027
"2013-37","Rehoboth","Negative",NA,1,6,0,0
"2013-37","Somerset","Negative",NA,1,26,0,0
"2013-37","Swansea","Negative",NA,1,21,0,0
"2013-37","Swansea","Positive","WNV",1,17,1,58.8235294117647
"2013-37","Taunton","Negative",NA,2,38,0,0
"2013-37","Westport","Negative",NA,2,25,0,0
"2013-38","Mansfield","Negative",NA,1,2,0,0
"2013-38","New Bedford","Negative",NA,2,64,0,0
"2013-38","Raynham","Negative",NA,2,59,0,0
"2013-38","Rehoboth","Negative",NA,1,6,0,0
"2013-38","Rehoboth","Positive","EEE, WNV",1,45,1,22.2222222222222
"2013-38","Westport","Negative",NA,2,72,0,0
"2013-38","Westport","Positive","WNV",1,50,1,20
"2013-39","Berkley","Negative",NA,1,17,0,0
"2013-39","Easton","Negative",NA,1,8,0,0
"2013-39","New Bedford","Negative",NA,2,25,0,0
"2013-39","Raynham","Negative",NA,1,15,0,0
"2013-39","Rehoboth","Negative",NA,1,4,0,0
"2013-39","Westport","Negative",NA,1,21,0,0
"2013-40","Easton","Negative",NA,2,29,0,0
"2013-40","New Bedford","Negative",NA,3,38,0,0
"2013-40","Raynham","Negative",NA,2,17,0,0
"2013-40","Rehoboth","Negative",NA,1,24,0,0
"2013-40","Westport","Negative",NA,3,110,0,0
"2013-41","Easton","Negative",NA,1,24,0,0
"2013-41","New Bedford","Negative",NA,2,20,0,0
"2013-41","New Bedford","Positive","EEE, WNV",1,53,1,18.8679245283019
"2013-41","Raynham","Negative",NA,3,77,0,0
"2013-41","Rehoboth","Negative",NA,3,91,0,0
"2013-41","Westport","Negative",NA,2,39,0,0
"2014-24","Berkley","Negative",NA,1,15,0,0
"2014-24","Dartmouth","Negative",NA,1,50,0,0
"2014-24","Fairhaven","Negative",NA,1,50,0,0
"2014-24","Fall River","Negative",NA,2,65,0,0
"2014-24","Freetown","Negative",NA,2,75,0,0
"2014-24","New Bedford","Negative",NA,2,100,0,0
"2014-24","North Attleborough","Negative",NA,1,19,0,0
