"week_num","Town","Result","Test_Type_Expanded","Pools_Tested","Total_Tested","Positive_Pools","MIR"
"2016-30","New Bedford",NA,NA,1,34,0,0
"2016-30","North Attleborough","Negative",NA,1,7,0,0
"2016-30","Norton","Negative",NA,1,18,0,0
"2016-30","Raynham","Negative",NA,4,79,0,0
"2016-30","Raynham",NA,NA,3,103,0,0
"2016-30","Rehoboth","Negative",NA,2,17,0,0
"2016-30","Seekonk","Negative",NA,1,37,0,0
"2016-30","Somerset","Negative",NA,1,9,0,0
"2016-30","Swansea","Negative",NA,1,5,0,0
"2016-30","Taunton","Negative",NA,2,100,0,0
"2016-30","Westport","Negative",NA,1,28,0,0
"2016-30","Westport",NA,NA,1,6,0,0
"2016-31","Attleboro","Negative",NA,1,8,0,0
"2016-31","Dartmouth","Negative",NA,2,11,0,0
"2016-31","Dighton","Negative",NA,1,50,0,0
"2016-31","Easton","Negative",NA,6,206,0,0
"2016-31","Easton",NA,NA,2,75,0,0
"2016-31","Fairhaven","Negative",NA,1,47,0,0
"2016-31","Fall River","Negative",NA,1,7,0,0
"2016-31","Freetown","Negative",NA,2,25,0,0
"2016-31","New Bedford","Negative",NA,6,108,0,0
"2016-31","New Bedford",NA,NA,6,253,0,0
"2016-31","Norton","Negative",NA,1,30,0,0
"2016-31","Raynham","Negative",NA,4,100,0,0
"2016-31","Raynham",NA,NA,2,14,0,0
"2016-31","Rehoboth","Negative",NA,2,13,0,0
"2016-31","Rehoboth",NA,NA,1,5,0,0
"2016-31","Seekonk","Negative",NA,1,9,0,0
"2016-31","Somerset","Negative",NA,1,18,0,0
"2016-31","Swansea","Negative",NA,2,32,0,0
"2016-31","Taunton","Negative",NA,3,105,0,0
"2016-31","Westport","Negative",NA,1,50,0,0
"2016-32","Acushnet","Negative",NA,2,18,0,0
"2016-32","Attleboro","Negative",NA,1,7,0,0
"2016-32","Dartmouth","Negative",NA,1,44,0,0
"2016-32","Dighton","Negative",NA,1,40,0,0
"2016-32","Easton","Negative",NA,6,214,0,0
"2016-32","Easton",NA,NA,2,84,0,0
"2016-32","Fairhaven","Positive","WNV",1,11,1,90.9090909090909
"2016-32","Fall River","Negative",NA,2,15,0,0
"2016-32","Freetown","Negative",NA,2,18,0,0
"2016-32","Mansfield","Negative",NA,3,34,0,0
"2016-32","New Bedford","Negative",NA,3,99,0,0
"2016-32","New Bedford",NA,"WNV",2,26,0,0
"2016-32","New Bedford",NA,NA,2,59,0,0
"2016-32","Norton","Negative",NA,1,37,0,0
"2016-32","Raynham","Negative",NA,2,44,0,0
"2016-32","Raynham",NA,NA,2,21,0,0
"2016-32","Rehoboth","Negative",NA,1,6,0,0
"2016-32","Rehoboth",NA,NA,1,5,0,0
"2016-32","Somerset",NA,"WNV",1,6,0,0
"2016-32","Swansea","Negative",NA,1,12,0,0
"2016-32","Westport","Negative",NA,1,12,0,0
"2016-33","Attleboro","Negative",NA,1,40,0,0
"2016-33","Dartmouth","Positive","WNV",1,20,1,50
"2016-33","Dighton","Negative",NA,2,63,0,0
"2016-33","Easton","Negative",NA,5,135,0,0
"2016-33","Easton",NA,NA,1,16,0,0
"2016-33","Fairhaven",NA,"WNV",1,10,0,0
"2016-33","Fall River","Negative",NA,2,23,0,0
"2016-33","Mansfield","Negative",NA,2,23,0,0
"2016-33","New Bedford","Negative","WNV",2,62,0,0
"2016-33","New Bedford","Negative",NA,4,67,0,0
"2016-33","New Bedford",NA,NA,7,309,0,0
"2016-33","North Attleborough","Negative",NA,1,23,0,0
"2016-33","Norton","Negative",NA,1,32,0,0
"2016-33","Raynham","Negative",NA,3,73,0,0
"2016-33","Rehoboth","Negative",NA,1,8,0,0
"2016-33","Seekonk","Negative",NA,1,40,0,0
"2016-33","Somerset","Negative",NA,2,90,0,0
"2016-33","Swansea","Negative",NA,2,65,0,0
"2016-33","Taunton","Negative",NA,1,49,0,0
"2016-33","Westport","Negative",NA,1,50,0,0
"2016-34","Dartmouth","Negative",NA,1,28,0,0
"2016-34","Dighton","Negative",NA,1,21,0,0
"2016-34","Dighton","Positive","WNV",1,42,1,23.8095238095238
"2016-34","Easton","Negative",NA,5,98,0,0
"2016-34","Fairhaven","Negative",NA,2,20,0,0
"2016-34","Fall River","Negative",NA,1,9,0,0
"2016-34","Freetown","Negative",NA,1,7,0,0
"2016-34","Mansfield","Negative",NA,2,16,0,0
"2016-34","New Bedford","Negative",NA,5,81,0,0
"2016-34","Norton","Negative",NA,1,39,0,0
"2016-34","Rehoboth","Negative",NA,1,8,0,0
"2016-34","Seekonk","Negative",NA,1,8,0,0
"2016-34","Somerset","Negative",NA,1,21,0,0
"2016-34","Westport","Negative",NA,2,28,0,0
"2016-35","Attleboro","Negative",NA,1,6,0,0
"2016-35","Dartmouth","Negative",NA,1,26,0,0
"2016-35","Dighton","Negative",NA,1,13,0,0
"2016-35","Easton","Negative",NA,7,210,0,0
"2016-35","Easton",NA,NA,1,23,0,0
"2016-35","Fall River","Negative",NA,1,7,0,0
"2016-35","Fall River","Positive","WNV",1,9,1,111.111111111111
"2016-35","Freetown","Negative",NA,3,20,0,0
"2016-35","Mansfield","Negative",NA,1,9,0,0
"2016-35","New Bedford","Negative",NA,1,13,0,0
"2016-35","New Bedford","Positive","WNV",1,15,1,66.6666666666667
"2016-35","North Attleborough","Negative",NA,1,7,0,0
"2016-35","Norton","Negative",NA,1,11,0,0
"2016-35","Raynham","Negative",NA,2,13,0,0
"2016-35","Raynham",NA,NA,1,5,0,0
"2016-35","Rehoboth","Negative",NA,1,7,0,0
"2016-35","Somerset","Negative",NA,1,19,0,0
"2016-35","Swansea","Negative",NA,1,12,0,0
"2016-35","Taunton","Negative",NA,1,5,0,0
"2016-35","Westport","Negative",NA,1,5,0,0
"2016-36","Attleboro","Negative",NA,2,64,0,0
"2016-36","Dartmouth","Negative",NA,1,11,0,0
"2016-36","Dartmouth","Positive","WNV",1,12,1,83.3333333333333
"2016-36","Dighton","Negative",NA,1,20,0,0
"2016-36","Easton","Negative",NA,5,115,0,0
"2016-36","Easton","Positive","WNV",1,10,1,100
"2016-36","Fairhaven","Negative",NA,1,15,0,0
"2016-36","Fairhaven","Positive","WNV",1,50,1,20
"2016-36","Fall River","Negative",NA,2,39,0,0
"2016-36","Freetown","Negative",NA,2,22,0,0
"2016-36","Mansfield","Negative",NA,1,10,0,0
"2016-36","New Bedford","Negative",NA,3,62,0,0
"2016-36","Norton","Negative",NA,2,55,0,0
"2016-36","Raynham","Negative",NA,1,8,0,0
"2016-36","Raynham",NA,NA,1,5,0,0
"2016-36","Rehoboth","Negative",NA,1,7,0,0
"2016-36","Westport","Negative",NA,1,11,0,0
"2016-37","Attleboro","Negative",NA,1,7,0,0
"2016-37","Dartmouth","Negative",NA,1,27,0,0
"2016-37","Dighton","Negative",NA,1,11,0,0
"2016-37","Easton","Negative",NA,3,64,0,0
"2016-37","Fairhaven","Negative",NA,1,22,0,0
"2016-37","Fall River","Negative",NA,1,5,0,0
"2016-37","Freetown","Negative",NA,1,12,0,0
"2016-37","New Bedford","Negative",NA,4,106,0,0
"2016-37","North Attleborough","Negative",NA,1,13,0,0
"2016-37","Norton","Negative",NA,1,13,0,0
"2016-37","Somerset","Negative",NA,1,28,0,0
"2016-37","Swansea","Negative",NA,2,20,0,0
"2016-38","Dartmouth","Negative",NA,1,11,0,0
"2016-38","Dighton","Negative",NA,1,16,0,0
"2016-38","Easton","Negative",NA,3,62,0,0
"2016-38","Fairhaven","Negative",NA,1,8,0,0
"2016-38","Fall River","Negative",NA,1,6,0,0
"2016-38","Mansfield","Negative",NA,1,5,0,0
"2016-38","New Bedford","Negative",NA,7,310,0,0
"2016-38","New Bedford",NA,NA,1,6,0,0
"2016-38","Norton","Negative",NA,2,70,0,0
"2016-38","Westport","Negative",NA,1,7,0,0
"2017-23","Easton","Negative",NA,1,5,0,0
"2017-23","Fall River","Negative",NA,1,6,0,0
"2017-23","Freetown","Negative",NA,3,122,0,0
"2017-23","Seekonk","Negative",NA,1,9,0,0
"2017-23","Somerset","Negative",NA,1,14,0,0
"2017-24","Dartmouth","Negative",NA,1,17,0,0
"2017-24","Easton","Negative",NA,5,189,0,0
"2017-24","Fairhaven","Negative",NA,3,150,0,0
"2017-24","Fall River","Negative",NA,1,10,0,0
"2017-24","Freetown","Negative",NA,2,37,0,0
"2017-24","New Bedford","Negative",NA,5,167,0,0
"2017-24","Norton","Negative",NA,1,19,0,0
"2017-24","Raynham","Negative",NA,3,110,0,0
"2017-24","Rehoboth","Negative",NA,1,31,0,0
"2017-24","Rehoboth",NA,NA,1,21,0,0
"2017-24","Seekonk","Negative",NA,1,8,0,0
"2017-24","Somerset","Negative",NA,1,15,0,0
"2017-24","Taunton","Negative",NA,1,50,0,0
"2017-24","Westport","Negative",NA,2,76,0,0
"2017-25","Berkley","Negative",NA,1,50,0,0
"2017-25","Dartmouth","Negative",NA,1,23,0,0
"2017-25","Dighton","Negative",NA,1,30,0,0
"2017-25","Easton","Negative",NA,6,236,0,0
"2017-25","Easton",NA,NA,1,7,0,0
"2017-25","Fairhaven","Negative",NA,1,38,0,0
"2017-25","Fall River","Negative",NA,1,12,0,0
"2017-25","Freetown","Negative",NA,4,111,0,0
"2017-25","Mansfield","Negative",NA,1,50,0,0
"2017-25","New Bedford","Negative",NA,4,87,0,0
"2017-25","North Attleborough","Negative",NA,1,8,0,0
"2017-25","Norton","Negative",NA,1,7,0,0
"2017-25","Raynham","Negative",NA,4,171,0,0
"2017-25","Raynham",NA,NA,1,50,0,0
"2017-25","Rehoboth","Negative",NA,1,50,0,0
"2017-25","Seekonk","Negative",NA,1,27,0,0
"2017-25","Somerset","Negative",NA,1,25,0,0
"2017-25","Swansea","Negative",NA,3,65,0,0
"2017-25","Taunton","Negative",NA,2,81,0,0
"2017-25","Westport","Negative",NA,2,53,0,0
"2017-26","Attleboro","Negative",NA,1,6,0,0
"2017-26","Berkley","Negative",NA,1,50,0,0
"2017-26","Dartmouth","Negative",NA,1,8,0,0
"2017-26","Dighton","Negative",NA,2,54,0,0
"2017-26","Easton","Negative",NA,6,243,0,0
"2017-26","Easton",NA,NA,2,58,0,0
"2017-26","Fairhaven","Negative",NA,1,5,0,0
"2017-26","Fall River","Negative",NA,2,34,0,0
"2017-26","Freetown","Negative",NA,4,35,0,0
"2017-26","Mansfield","Negative",NA,2,34,0,0
"2017-26","New Bedford","Negative",NA,4,67,0,0
"2017-26","New Bedford",NA,NA,1,23,0,0
"2017-26","Norton","Negative",NA,1,23,0,0
"2017-26","Raynham","Negative",NA,5,206,0,0
"2017-26","Seekonk","Negative",NA,1,20,0,0
"2017-26","Somerset","Negative",NA,1,22,0,0
"2017-26","Swansea","Negative",NA,2,13,0,0
"2017-26","Taunton","Negative",NA,2,54,0,0
"2017-26","Westport","Negative",NA,1,25,0,0
"2017-27","Dartmouth","Negative",NA,1,26,0,0
"2017-27","Dighton","Negative",NA,2,64,0,0
"2017-27","Easton","Negative",NA,7,192,0,0
"2017-27","Easton",NA,NA,1,12,0,0
"2017-27","Fairhaven","Negative",NA,1,14,0,0
"2017-27","Fairhaven","Positive","WNV",1,50,1,20
"2017-27","Freetown","Negative",NA,2,58,0,0
"2017-27","Mansfield","Negative",NA,3,92,0,0
"2017-27","New Bedford","Negative",NA,5,139,0,0
"2017-27","New Bedford",NA,NA,3,137,0,0
"2017-27","Norton","Negative",NA,4,171,0,0
"2017-27","Raynham","Negative",NA,3,110,0,0
"2017-27","Raynham",NA,NA,3,66,0,0
"2017-27","Rehoboth","Negative",NA,2,100,0,0
"2017-27","Taunton","Negative",NA,4,180,0,0
"2017-27","Westport","Negative",NA,1,46,0,0
"2017-28","Acushnet","Negative",NA,2,91,0,0
"2017-28","Berkley","Negative",NA,1,12,0,0
"2017-28","Dartmouth","Negative",NA,2,78,0,0
"2017-28","Dighton","Negative",NA,2,71,0,0
"2017-28","Easton","Negative",NA,13,504,0,0
"2017-28","Easton",NA,NA,6,289,0,0
"2017-28","Fairhaven","Negative",NA,3,121,0,0
"2017-28","Fall River","Negative",NA,3,78,0,0
"2017-28","Freetown","Negative",NA,3,56,0,0
"2017-28","Mansfield","Negative",NA,3,31,0,0
"2017-28","New Bedford","Negative",NA,6,201,0,0
"2017-28","New Bedford",NA,NA,1,8,0,0
"2017-28","Norton","Negative",NA,3,150,0,0
"2017-28","Raynham","Negative",NA,5,143,0,0
"2017-28","Raynham",NA,NA,2,34,0,0
"2017-28","Rehoboth","Negative",NA,2,86,0,0
"2017-28","Rehoboth",NA,NA,1,6,0,0
"2017-28","Seekonk","Negative",NA,3,108,0,0
"2017-28","Somerset","Negative",NA,2,60,0,0
"2017-28","Swansea","Negative",NA,3,86,0,0
"2017-28","Westport","Negative",NA,1,45,0,0
"2017-29","Acushnet","Negative",NA,1,37,0,0
"2017-29","Attleboro","Negative",NA,2,100,0,0
"2017-29","Berkley","Negative",NA,2,11,0,0
"2017-29","Dartmouth","Negative",NA,1,32,0,0
"2017-29","Dighton","Negative",NA,3,150,0,0
"2017-29","Easton","Negative",NA,12,531,0,0
"2017-29","Easton",NA,NA,5,250,0,0
"2017-29","Fairhaven","Negative",NA,1,39,0,0
"2017-29","Fall River","Negative",NA,3,104,0,0
"2017-29","Freetown","Negative",NA,3,86,0,0
"2017-29","Mansfield","Negative",NA,3,147,0,0
"2017-29","New Bedford","Negative",NA,8,151,0,0
"2017-29","New Bedford",NA,NA,2,44,0,0
"2017-29","North Attleborough","Negative",NA,2,79,0,0
"2017-29","Norton","Negative",NA,2,89,0,0
"2017-29","Raynham","Negative",NA,7,277,0,0
"2017-29","Raynham",NA,NA,3,78,0,0
"2017-29","Rehoboth","Negative",NA,4,125,0,0
"2017-29","Rehoboth",NA,NA,1,11,0,0
"2017-29","Seekonk","Negative",NA,4,124,0,0
"2017-29","Somerset","Negative",NA,2,56,0,0
"2017-29","Swansea","Negative",NA,1,32,0,0
"2017-29","Taunton","Negative",NA,6,201,0,0
"2017-29","Westport","Negative",NA,2,60,0,0
"2017-29","Westport",NA,NA,1,10,0,0
"2017-30","Attleboro","Negative",NA,8,216,0,0
"2017-30","Dartmouth","Negative",NA,1,29,0,0
"2017-30","Dighton","Negative",NA,2,100,0,0
"2017-30","Easton","Negative",NA,9,311,0,0
"2017-30","Easton",NA,NA,2,26,0,0
"2017-30","Fairhaven","Negative",NA,1,5,0,0
"2017-30","Fall River","Negative",NA,1,30,0,0
"2017-30","Freetown","Negative",NA,2,21,0,0
"2017-30","Mansfield","Negative",NA,3,75,0,0
"2017-30","New Bedford","Negative",NA,3,57,0,0
"2017-30","North Attleborough","Negative",NA,1,22,0,0
"2017-30","Norton","Negative",NA,1,6,0,0
"2017-30","Raynham","Negative",NA,6,205,0,0
"2017-30","Raynham",NA,NA,3,103,0,0
"2017-30","Rehoboth","Negative",NA,2,19,0,0
"2017-30","Rehoboth",NA,NA,1,5,0,0
"2017-30","Seekonk","Negative",NA,5,200,0,0
"2017-30","Somerset","Negative",NA,1,50,0,0
"2017-30","Swansea","Negative",NA,4,135,0,0
"2017-30","Taunton","Negative",NA,5,130,0,0
"2017-30","Westport","Negative",NA,2,15,0,0
"2017-31","Acushnet","Negative",NA,4,129,0,0
"2017-31","Attleboro","Negative",NA,1,14,0,0
"2017-31","Berkley","Negative",NA,1,6,0,0
"2017-31","Dartmouth","Negative",NA,1,11,0,0
"2017-31","Dighton","Negative",NA,2,87,0,0
"2017-31","Easton","Negative",NA,13,544,0,0
"2017-31","Easton",NA,NA,2,99,0,0
"2017-31","Fairhaven","Negative",NA,1,12,0,0
"2017-31","Fall River","Negative",NA,2,37,0,0
"2017-31","Freetown","Negative",NA,4,129,0,0
"2017-31","Mansfield","Negative",NA,4,137,0,0
"2017-31","New Bedford","Negative",NA,6,112,0,0
"2017-31","New Bedford",NA,NA,2,29,0,0
"2017-31","North Attleborough","Negative",NA,1,26,0,0
"2017-31","Norton","Negative",NA,3,150,0,0
"2017-31","Raynham","Negative",NA,7,234,0,0
"2017-31","Raynham",NA,NA,2,84,0,0
"2017-31","Rehoboth","Negative",NA,2,60,0,0
"2017-31","Seekonk","Negative",NA,5,151,0,0
"2017-31","Seekonk","Positive","WNV",1,46,1,21.7391304347826
"2017-31","Somerset","Negative",NA,1,48,0,0
"2017-31","Swansea","Negative",NA,3,70,0,0
"2017-31","Swansea","Positive","WNV",1,45,1,22.2222222222222
"2017-31","Taunton","Negative",NA,4,150,0,0
"2017-31","Westport","Negative",NA,1,14,0,0
"2017-32","Attleboro","Negative",NA,4,139,0,0
"2017-32","Dartmouth","Negative",NA,2,41,0,0
"2017-32","Dighton","Negative",NA,1,26,0,0
"2017-32","Easton","Negative",NA,14,604,0,0
"2017-32","Easton",NA,NA,1,13,0,0
"2017-32","Fairhaven","Negative",NA,1,11,0,0
"2017-32","Fall River","Negative",NA,3,28,0,0
"2017-32","Freetown","Negative",NA,3,64,0,0
"2017-32","Mansfield","Negative",NA,5,208,0,0
"2017-32","New Bedford","Negative",NA,5,76,0,0
"2017-32","New Bedford",NA,NA,1,25,0,0
"2017-32","North Attleborough","Negative",NA,1,39,0,0
"2017-32","Norton","Negative",NA,3,132,0,0
"2017-32","Raynham","Negative",NA,9,278,0,0
"2017-32","Rehoboth","Negative",NA,5,182,0,0
"2017-32","Seekonk","Negative",NA,7,169,0,0
"2017-32","Seekonk","Positive","WNV",1,50,1,20
"2017-32","Somerset","Negative",NA,1,19,0,0
"2017-32","Swansea","Negative",NA,3,84,0,0
"2017-32","Taunton","Negative",NA,4,86,0,0
"2017-32","Westport","Negative",NA,3,57,0,0
"2017-33","Attleboro","Negative",NA,3,85,0,0
"2017-33","Dartmouth","Negative",NA,1,29,0,0
"2017-33","Dighton","Negative",NA,2,81,0,0
"2017-33","Easton","Negative",NA,10,396,0,0
"2017-33","Fairhaven","Negative",NA,1,22,0,0
"2017-33","Fall River","Negative",NA,3,70,0,0
"2017-33","Freetown","Negative",NA,2,52,0,0
"2017-33","Mansfield","Negative",NA,3,72,0,0
"2017-33","New Bedford","Negative",NA,7,143,0,0
"2017-33","North Attleborough","Negative",NA,1,14,0,0
"2017-33","Norton","Negative",NA,2,100,0,0
"2017-33","Norton","Positive","WNV",1,18,1,55.5555555555556
"2017-33","Raynham","Negative",NA,4,76,0,0
"2017-33","Rehoboth","Negative",NA,3,139,0,0
"2017-33","Seekonk","Negative",NA,3,48,0,0
"2017-33","Seekonk","Positive","WNV",1,21,1,47.6190476190476
"2017-33","Somerset","Negative",NA,1,36,0,0
"2017-33","Swansea","Negative",NA,3,116,0,0
"2017-33","Taunton","Negative",NA,3,59,0,0
"2017-33","Westport","Negative",NA,3,69,0,0
"2017-33","Westport","Positive","EEE",1,10,1,100
"2017-34","Attleboro","Negative",NA,1,42,0,0
"2017-34","Dartmouth","Negative",NA,1,16,0,0
"2017-34","Dighton","Positive","WNV",1,18,1,55.5555555555556
"2017-34","Easton","Negative",NA,8,348,0,0
"2017-34","Fall River","Negative",NA,2,47,0,0
"2017-34","Freetown","Negative",NA,4,87,0,0
"2017-34","Mansfield","Negative",NA,3,24,0,0
"2017-34","New Bedford","Negative",NA,9,153,0,0
"2017-34","North Attleborough","Negative",NA,1,5,0,0
"2017-34","Norton","Negative",NA,6,217,0,0
"2017-34","Raynham","Negative",NA,6,110,0,0
"2017-34","Rehoboth","Negative",NA,4,95,0,0
"2017-34","Seekonk","Negative",NA,2,51,0,0
"2017-34","Somerset","Negative",NA,1,8,0,0
"2017-34","Swansea","Positive","WNV",1,19,1,52.6315789473684
"2017-34","Taunton","Negative",NA,1,16,0,0
"2017-34","Westport","Negative",NA,5,103,0,0
"2017-35","Acushnet","Negative",NA,1,5,0,0
"2017-35","Attleboro","Negative",NA,1,35,0,0
"2017-35","Dighton","Negative",NA,1,5,0,0
"2017-35","Easton","Negative",NA,4,81,0,0
"2017-35","Fairhaven","Negative",NA,1,8,0,0
"2017-35","Fall River","Negative",NA,2,14,0,0
"2017-35","Freetown","Negative",NA,4,128,0,0
"2017-35","New Bedford","Negative",NA,3,68,0,0
"2017-35","North Attleborough","Negative",NA,1,8,0,0
"2017-35","Norton","Negative",NA,2,31,0,0
"2017-35","Raynham","Negative",NA,3,45,0,0
"2017-35","Rehoboth","Negative",NA,3,72,0,0
"2017-35","Rehoboth","Positive","WNV",1,50,1,20
"2017-35","Seekonk","Negative",NA,1,10,0,0
"2017-35","Somerset","Negative",NA,1,13,0,0
"2017-35","Swansea","Negative",NA,2,21,0,0
"2017-35","Taunton","Negative",NA,1,5,0,0
"2017-35","Westport","Negative",NA,2,15,0,0
"2017-36","Dartmouth","Negative",NA,1,5,0,0
"2017-36","Dighton","Negative",NA,1,21,0,0
"2017-36","Easton","Negative",NA,6,216,0,0
"2017-36","Fall River","Negative",NA,1,7,0,0
"2017-36","Freetown","Negative",NA,4,142,0,0
"2017-36","Mansfield","Negative",NA,1,6,0,0
"2017-36","New Bedford","Negative",NA,5,102,0,0
"2017-36","Norton","Negative",NA,1,7,0,0
"2017-36","Raynham","Negative",NA,3,43,0,0
"2017-36","Rehoboth","Negative",NA,3,66,0,0
"2017-36","Rehoboth","Positive","WNV",2,72,2,27.7777777777778
"2017-36","Taunton","Negative",NA,1,13,0,0
"2017-36","Westport","Negative",NA,5,184,0,0
"2017-37","Acushnet","Negative",NA,1,8,0,0
"2017-37","Attleboro","Negative",NA,1,8,0,0
"2017-37","Dartmouth","Positive","WNV",1,23,1,43.4782608695652
"2017-37","Dighton","Negative",NA,1,15,0,0
"2017-37","Easton","Negative",NA,3,39,0,0
"2017-37","Fall River","Negative",NA,1,6,0,0
"2017-37","Freetown","Negative",NA,1,50,0,0
"2017-37","Freetown","Positive","WNV",1,28,1,35.7142857142857
"2017-37","Mansfield","Negative",NA,1,7,0,0
"2017-37","New Bedford","Negative",NA,5,102,0,0
"2017-37","Norton","Positive","WNV",1,27,1,37.037037037037
"2017-37","Raynham","Negative",NA,1,15,0,0
"2017-37","Rehoboth","Negative",NA,4,86,0,0
"2017-37","Seekonk","Negative",NA,1,15,0,0
"2017-37","Swansea","Negative",NA,1,16,0,0
"2017-37","Westport","Negative",NA,3,26,0,0
"2017-38","Dartmouth","Negative",NA,1,11,0,0
"2017-38","Dighton","Negative",NA,1,6,0,0
"2017-38","Easton","Negative",NA,3,150,0,0
"2017-38","Freetown","Negative",NA,5,159,0,0
"2017-38","New Bedford","Negative",NA,1,41,0,0
"2017-38","Rehoboth","Negative",NA,2,60,0,0
"2017-38","Westport","Negative",NA,3,87,0,0
"2017-39","Dartmouth","Negative",NA,1,7,0,0
"2017-39","Dighton","Negative",NA,2,16,0,0
"2017-39","Easton","Negative",NA,3,140,0,0
"2017-39","Fairhaven","Negative",NA,1,6,0,0
"2017-39","Fall River","Negative",NA,2,31,0,0
"2017-39","Freetown","Negative",NA,4,106,0,0
"2017-39","New Bedford","Negative",NA,5,85,0,0
"2017-39","Raynham","Negative",NA,2,21,0,0
"2017-39","Rehoboth","Positive","WNV",1,18,1,55.5555555555556
"2017-39","Seekonk","Negative",NA,1,9,0,0
"2017-39","Swansea","Negative",NA,1,14,0,0
"2017-39","Westport","Negative",NA,2,33,0,0
"2017-40","Easton","Negative",NA,1,6,0,0
"2017-40","New Bedford","Negative",NA,1,10,0,0
"2017-40","Rehoboth","Negative",NA,1,9,0,0
"2018-23","Berkley","Negative",NA,1,6,0,0
"2018-23","Easton","Negative",NA,1,8,0,0
"2018-23","Fairhaven","Negative",NA,1,5,0,0
"2018-23","Freetown","Negative",NA,4,170,0,0
"2018-23","Mansfield","Negative",NA,1,5,0,0
"2018-23","Taunton","Negative",NA,1,8,0,0
"2018-24","Berkley","Negative",NA,1,6,0,0
"2018-24","Easton","Negative",NA,5,203,0,0
"2018-24","Freetown","Negative",NA,3,70,0,0
"2018-24","New Bedford","Negative",NA,1,43,0,0
"2018-24","Raynham","Negative",NA,2,63,0,0
"2018-24","Rehoboth","Negative",NA,5,204,0,0
"2018-24","Seekonk","Negative",NA,1,16,0,0
"2018-24","Somerset","Negative",NA,1,7,0,0
"2018-24","Swansea","Negative",NA,1,5,0,0
"2018-24","Taunton","Negative",NA,1,10,0,0
"2018-24","Westport","Negative",NA,3,121,0,0
"2018-25","Attleboro","Negative",NA,1,21,0,0
"2018-25","Berkley","Negative",NA,2,24,0,0
"2018-25","Dartmouth","Negative",NA,1,33,0,0
"2018-25","Dighton","Negative",NA,2,67,0,0
"2018-25","Easton","Negative",NA,14,664,0,0
"2018-25","Fairhaven","Negative",NA,3,139,0,0
"2018-25","Fall River","Negative",NA,2,19,0,0
"2018-25","Freetown","Negative",NA,4,115,0,0
"2018-25","New Bedford","Negative",NA,7,180,0,0
"2018-25","North Attleborough","Negative",NA,2,91,0,0
"2018-25","Norton","Negative",NA,1,42,0,0
"2018-25","Raynham","Negative",NA,5,103,0,0
"2018-25","Rehoboth","Negative",NA,7,253,0,0
"2018-25","Seekonk","Negative",NA,1,50,0,0
"2018-25","Somerset","Negative",NA,1,17,0,0
"2018-25","Swansea","Negative",NA,2,35,0,0
"2018-25","Taunton","Negative",NA,2,44,0,0
"2018-25","Westport","Negative",NA,4,140,0,0
"2018-26","Acushnet","Negative",NA,1,6,0,0
"2018-26","Attleboro","Negative",NA,1,13,0,0
"2018-26","Dighton","Negative",NA,1,36,0,0
"2018-26","Easton","Negative",NA,10,413,0,0
"2018-26","Fairhaven","Negative",NA,1,38,0,0
"2018-26","Fall River","Negative",NA,2,32,0,0
"2018-26","Freetown","Negative",NA,4,128,0,0
"2018-26","Mansfield","Negative",NA,1,19,0,0
"2018-26","New Bedford","Negative",NA,7,296,0,0
"2018-26","North Attleborough","Negative",NA,1,25,0,0
"2018-26","Raynham","Negative",NA,5,159,0,0
"2018-26","Rehoboth","Negative",NA,5,221,0,0
"2018-26","Seekonk","Negative",NA,1,13,0,0
"2018-26","Somerset","Negative",NA,1,7,0,0
"2018-26","Swansea","Negative",NA,2,27,0,0
"2018-26","Taunton","Negative",NA,1,19,0,0
"2018-26","Westport","Negative",NA,10,409,0,0
"2018-27","Attleboro","Negative",NA,1,6,0,0
"2018-27","Berkley","Negative",NA,1,6,0,0
"2018-27","Dartmouth","Negative",NA,2,94,0,0
"2018-27","Dighton","Negative",NA,1,15,0,0
"2018-27","Easton","Negative",NA,11,431,0,0
"2018-27","Fairhaven","Negative",NA,2,57,0,0
"2018-27","Fall River","Negative",NA,5,236,0,0
"2018-27","Freetown","Negative",NA,3,120,0,0
"2018-27","New Bedford","Negative",NA,10,328,0,0
"2018-27","Norton","Negative",NA,1,5,0,0
"2018-27","Raynham","Negative",NA,13,482,0,0
"2018-27","Rehoboth","Negative",NA,3,130,0,0
"2018-27","Seekonk","Negative",NA,3,143,0,0
"2018-27","Somerset","Negative",NA,4,181,0,0
"2018-27","Swansea","Negative",NA,3,124,0,0
"2018-27","Taunton","Negative",NA,2,100,0,0
"2018-27","Westport","Negative",NA,5,139,0,0
"2018-28","Acushnet","Negative",NA,3,99,0,0
"2018-28","Attleboro","Negative",NA,1,32,0,0
"2018-28","Berkley","Negative",NA,2,55,0,0
"2018-28","Dartmouth","Negative",NA,1,6,0,0
"2018-28","Dighton","Negative",NA,1,12,0,0
"2018-28","Easton","Negative",NA,11,472,0,0
"2018-28","Fairhaven","Negative",NA,1,6,0,0
"2018-28","Fall River","Negative",NA,1,15,0,0
"2018-28","Freetown","Negative",NA,4,173,0,0
"2018-28","Mansfield","Negative",NA,1,17,0,0
"2018-28","New Bedford","Negative",NA,9,240,0,0
"2018-28","North Attleborough","Negative",NA,2,95,0,0
"2018-28","Raynham","Negative",NA,7,315,0,0
"2018-28","Rehoboth","Negative",NA,6,259,0,0
"2018-28","Seekonk","Negative",NA,1,38,0,0
