"MapDate","RegionName","None","D0","D1","D2","D3","D4","dsci","ValidStart","ValidEnd","StatisticFormatID","week_num"
2015-08-04,"IV",57.09,42.91,17.86,3.74,0.18,0,21.78,"8/4/15","8/10/15",1,"2015-32"
2015-07-28,"IV",65.26,34.74,13.61,1.7,0.18,0,15.49,"7/28/15","8/3/15",1,"2015-31"
2015-07-21,"IV",67.93,32.07,13.87,1.65,0.28,0,15.8,"7/21/15","7/27/15",1,"2015-30"
2015-07-14,"IV",71.25,28.75,12.11,1.85,0.28,0,14.24,"7/14/15","7/20/15",1,"2015-29"
2015-07-07,"IV",71.63,28.37,11.75,1.42,0.22,0,13.39,"7/7/15","7/13/15",1,"2015-28"
2015-06-30,"IV",61.81,38.19,12.46,1.21,0,0,13.67,"6/30/15","7/6/15",1,"2015-27"
2015-06-23,"IV",58.85,41.15,10.69,1.27,0,0,11.96,"6/23/15","6/29/15",1,"2015-26"
2015-06-16,"IV",67.48,32.52,7.81,0.19,0,0,8,"6/16/15","6/22/15",1,"2015-25"
2015-06-09,"IV",73.99,26.01,2.08,0.19,0,0,2.27,"6/9/15","6/15/15",1,"2015-24"
2015-06-02,"IV",71.41,28.59,2.66,0.19,0,0,2.85,"6/2/15","6/8/15",1,"2015-23"
2015-05-26,"IV",61.89,38.11,1.46,0,0,0,1.46,"5/26/15","6/1/15",1,"2015-22"
2015-05-19,"IV",82.47,17.53,0.95,0,0,0,0.95,"5/19/15","5/25/15",1,"2015-21"
2015-05-12,"IV",84.14,15.86,0.5,0,0,0,0.5,"5/12/15","5/18/15",1,"2015-20"
2015-05-05,"IV",89.52,10.48,0.5,0,0,0,0.5,"5/5/15","5/11/15",1,"2015-19"
2015-04-28,"IV",90.91,9.09,0.77,0,0,0,0.77,"4/28/15","5/4/15",1,"2015-18"
2015-04-21,"IV",89.21,10.79,1.67,0.75,0,0,2.42,"4/21/15","4/27/15",1,"2015-17"
2015-04-14,"IV",70.17,29.83,3.53,0.46,0,0,3.99,"4/14/15","4/20/15",1,"2015-16"
2015-04-07,"IV",69.03,30.97,4.63,0.56,0,0,5.19,"4/7/15","4/13/15",1,"2015-15"
2015-03-31,"IV",73.08,26.92,3.73,0.13,0,0,3.86,"3/31/15","4/6/15",1,"2015-14"
2015-03-24,"IV",79.18,20.82,2.76,0.16,0,0,2.92,"3/24/15","3/30/15",1,"2015-13"
2015-03-17,"IV",76.74,23.26,3.56,0,0,0,3.56,"3/17/15","3/23/15",1,"2015-12"
2015-03-10,"IV",78.47,21.53,4.49,0,0,0,4.49,"3/10/15","3/16/15",1,"2015-11"
2015-03-03,"IV",72.53,27.47,5.88,0,0,0,5.88,"3/3/15","3/9/15",1,"2015-10"
2015-02-24,"IV",64.27,35.73,8.36,0,0,0,8.36,"2/24/15","3/2/15",1,"2015-09"
2015-02-17,"IV",56.09,43.91,11.75,1.54,0,0,13.29,"2/17/15","2/23/15",1,"2015-08"
2015-02-10,"IV",66.44,33.56,9.43,1.54,0,0,10.97,"2/10/15","2/16/15",1,"2015-07"
2015-02-03,"IV",73.84,26.16,5.74,0.11,0,0,5.85,"2/3/15","2/9/15",1,"2015-06"
2015-01-27,"IV",76.52,23.48,4.73,0,0,0,4.73,"1/27/15","2/2/15",1,"2015-05"
2015-01-20,"IV",81.5,18.5,4.08,0,0,0,4.08,"1/20/15","1/26/15",1,"2015-04"
2015-01-13,"IV",86.39,13.61,3.39,0,0,0,3.39,"1/13/15","1/19/15",1,"2015-03"
2015-01-06,"IV",87.94,12.06,1.11,0,0,0,1.11,"1/6/15","1/12/15",1,"2015-02"
2014-12-30,"IV",82.68,17.32,1.53,0,0,0,1.53,"12/30/14","1/5/15",1,"2014-01"
2014-12-23,"IV",62.13,37.87,10.38,1.59,0,0,11.97,"12/23/14","12/29/14",1,"2014-52"
2014-12-16,"IV",62.75,37.25,9.89,1.71,0,0,11.6,"12/16/14","12/22/14",1,"2014-51"
2014-12-09,"IV",71.38,28.62,7.56,0.84,0,0,8.4,"12/9/14","12/15/14",1,"2014-50"
2014-12-02,"IV",73.79,26.21,4.54,0.47,0,0,5.01,"12/2/14","12/8/14",1,"2014-49"
2014-11-25,"IV",72.56,27.44,4.11,0.22,0,0,4.33,"11/25/14","12/1/14",1,"2014-48"
2014-11-18,"IV",59.59,40.41,6.46,0.33,0,0,6.79,"11/18/14","11/24/14",1,"2014-47"
2014-11-11,"IV",57.63,42.37,9.18,0.55,0,0,9.73,"11/11/14","11/17/14",1,"2014-46"
2014-11-04,"IV",64.4,35.6,8.25,0.48,0,0,8.73,"11/4/14","11/10/14",1,"2014-45"
2014-10-28,"IV",68.96,31.04,5.01,0.48,0,0,5.49,"10/28/14","11/3/14",1,"2014-44"
2014-10-21,"IV",76.58,23.42,5.01,0.48,0,0,5.49,"10/21/14","10/27/14",1,"2014-43"
2014-10-14,"IV",77.08,22.92,4.99,0.48,0,0,5.47,"10/14/14","10/20/14",1,"2014-42"
2014-10-07,"IV",68.4,31.6,6.91,0.91,0,0,7.82,"10/7/14","10/13/14",1,"2014-41"
2014-09-30,"IV",63.27,36.73,7.12,0.91,0,0,8.03,"9/30/14","10/6/14",1,"2014-40"
2014-09-23,"IV",71.8,28.2,4.99,1.03,0,0,6.02,"9/23/14","9/29/14",1,"2014-39"
2014-09-16,"IV",72.75,27.25,4.8,1.51,0,0,6.31,"9/16/14","9/22/14",1,"2014-38"
2014-09-09,"IV",72.7,27.3,4.8,1.65,0,0,6.45,"9/9/14","9/15/14",1,"2014-37"
2014-09-02,"IV",67.69,32.31,6.97,1.77,0,0,8.74,"9/2/14","9/8/14",1,"2014-36"
2014-08-26,"IV",73.5,26.5,6.29,1.26,0,0,7.55,"8/26/14","9/1/14",1,"2014-35"
2014-08-19,"IV",76.08,23.92,4.22,0.5,0,0,4.72,"8/19/14","8/25/14",1,"2014-34"
2014-08-12,"IV",78.08,21.92,4.05,0,0,0,4.05,"8/12/14","8/18/14",1,"2014-33"
2014-08-05,"IV",75.71,24.29,3.45,0,0,0,3.45,"8/5/14","8/11/14",1,"2014-32"
2014-07-29,"IV",74.9,25.1,1.98,0,0,0,1.98,"7/29/14","8/4/14",1,"2014-31"
2014-07-22,"IV",79.19,20.81,0,0,0,0,0,"7/22/14","7/28/14",1,"2014-30"
2014-07-15,"IV",74.69,25.31,1.25,0,0,0,1.25,"7/15/14","7/21/14",1,"2014-29"
2014-07-08,"IV",80.74,19.26,1.25,0,0,0,1.25,"7/8/14","7/14/14",1,"2014-28"
2014-07-01,"IV",86.61,13.39,0.88,0,0,0,0.88,"7/1/14","7/7/14",1,"2014-27"
2014-06-24,"IV",84.77,15.23,1.06,0,0,0,1.06,"6/24/14","6/30/14",1,"2014-26"
2014-06-17,"IV",87.82,12.18,1.06,0,0,0,1.06,"6/17/14","6/23/14",1,"2014-25"
2014-06-10,"IV",87.18,12.82,1.15,0,0,0,1.15,"6/10/14","6/16/14",1,"2014-24"
2014-06-03,"IV",84.35,15.65,1.17,0,0,0,1.17,"6/3/14","6/9/14",1,"2014-23"
2014-05-27,"IV",88.94,11.06,1.16,0,0,0,1.16,"5/27/14","6/2/14",1,"2014-22"
2014-05-20,"IV",89.52,10.48,0.57,0,0,0,0.57,"5/20/14","5/26/14",1,"2014-21"
2014-05-13,"IV",88.7,11.3,0.85,0,0,0,0.85,"5/13/14","5/19/14",1,"2014-20"
2014-05-06,"IV",90.97,9.03,0,0,0,0,0,"5/6/14","5/12/14",1,"2014-19"
2014-04-29,"IV",95.71,4.29,0,0,0,0,0,"4/29/14","5/5/14",1,"2014-18"
2014-04-22,"IV",91.77,8.23,0.8,0,0,0,0.8,"4/22/14","4/28/14",1,"2014-17"
2014-04-15,"IV",95.05,4.95,1.41,0,0,0,1.41,"4/15/14","4/21/14",1,"2014-16"
2014-04-08,"IV",96.99,3.01,1.41,0,0,0,1.41,"4/8/14","4/14/14",1,"2014-15"
2014-04-01,"IV",87.8,12.2,2.51,0,0,0,2.51,"4/1/14","4/7/14",1,"2014-14"
2014-03-25,"IV",90.44,9.56,2.51,0,0,0,2.51,"3/25/14","3/31/14",1,"2014-13"
2014-03-18,"IV",92.14,7.86,0,0,0,0,0,"3/18/14","3/24/14",1,"2014-12"
2014-03-11,"IV",93.24,6.76,0,0,0,0,0,"3/11/14","3/17/14",1,"2014-11"
2014-03-04,"IV",98.04,1.96,0,0,0,0,0,"3/4/14","3/10/14",1,"2014-10"
2014-02-25,"IV",97.55,2.45,0,0,0,0,0,"2/25/14","3/3/14",1,"2014-09"
2014-02-18,"IV",97.44,2.56,0,0,0,0,0,"2/18/14","2/24/14",1,"2014-08"
2014-02-11,"IV",95.49,4.51,0,0,0,0,0,"2/11/14","2/17/14",1,"2014-07"
2014-02-04,"IV",90.82,9.18,0.19,0,0,0,0.19,"2/4/14","2/10/14",1,"2014-06"
2014-01-28,"IV",83.13,16.87,0,0,0,0,0,"1/28/14","2/3/14",1,"2014-05"
2014-01-21,"IV",95.73,4.27,0,0,0,0,0,"1/21/14","1/27/14",1,"2014-04"
2014-01-14,"IV",96.36,3.64,0,0,0,0,0,"1/14/14","1/20/14",1,"2014-03"
2014-01-07,"IV",93.22,6.78,0,0,0,0,0,"1/7/14","1/13/14",1,"2014-02"
2013-12-31,"IV",93.81,6.19,0,0,0,0,0,"12/31/13","1/6/14",1,"2013-01"
2013-12-24,"IV",79.25,20.75,0.36,0,0,0,0.36,"12/24/13","12/30/13",1,"2013-52"
2013-12-17,"IV",70.22,29.78,0.89,0,0,0,0.89,"12/17/13","12/23/13",1,"2013-51"
2013-12-10,"IV",72.13,27.87,0.18,0,0,0,0.18,"12/10/13","12/16/13",1,"2013-50"
2013-12-03,"IV",69.85,30.15,0.18,0,0,0,0.18,"12/3/13","12/9/13",1,"2013-49"
2013-11-26,"IV",66.27,33.73,0.09,0,0,0,0.09,"11/26/13","12/2/13",1,"2013-48"
2013-11-19,"IV",55.59,44.41,1.77,0,0,0,1.77,"11/19/13","11/25/13",1,"2013-47"
2013-11-12,"IV",68.63,31.37,1.77,0,0,0,1.77,"11/12/13","11/18/13",1,"2013-46"
2013-11-05,"IV",70.29,29.71,1.08,0,0,0,1.08,"11/5/13","11/11/13",1,"2013-45"
2013-10-29,"IV",75.16,24.84,2.23,0.25,0,0,2.48,"10/29/13","11/4/13",1,"2013-44"
2013-10-22,"IV",84.61,15.39,2.55,0.25,0,0,2.8,"10/22/13","10/28/13",1,"2013-43"
2013-10-15,"IV",92.31,7.69,2.72,0.25,0,0,2.97,"10/15/13","10/21/13",1,"2013-42"
2013-10-08,"IV",89.8,10.2,2.75,0.48,0,0,3.23,"10/8/13","10/14/13",1,"2013-41"
2013-10-01,"IV",89.33,10.67,2.75,0.58,0.04,0,3.37,"10/1/13","10/7/13",1,"2013-40"
2013-09-24,"IV",90.96,9.04,3.87,1.05,0,0,4.92,"9/24/13","9/30/13",1,"2013-39"
2013-09-17,"IV",86.66,13.34,6.67,3.5,0.15,0,10.32,"9/17/13","9/23/13",1,"2013-38"
2013-09-10,"IV",91.26,8.74,3.65,2.07,0,0,5.72,"9/10/13","9/16/13",1,"2013-37"
2013-09-03,"IV",94.09,5.91,2.92,1.29,0,0,4.21,"9/3/13","9/9/13",1,"2013-36"
2013-08-27,"IV",94.32,5.68,2.53,1.28,0,0,3.81,"8/27/13","9/2/13",1,"2013-35"
2013-08-20,"IV",94.27,5.73,0.67,0,0,0,0.67,"8/20/13","8/26/13",1,"2013-34"
2013-08-13,"IV",94.1,5.9,0.67,0,0,0,0.67,"8/13/13","8/19/13",1,"2013-33"
2013-08-06,"IV",93.42,6.58,0.67,0,0,0,0.67,"8/6/13","8/12/13",1,"2013-32"
2013-07-30,"IV",93.44,6.56,0.67,0,0,0,0.67,"7/30/13","8/5/13",1,"2013-31"
2013-07-23,"IV",93.44,6.56,0.44,0,0,0,0.44,"7/23/13","7/29/13",1,"2013-30"
2013-07-16,"IV",98.44,1.56,0,0,0,0,0,"7/16/13","7/22/13",1,"2013-29"
2013-07-09,"IV",99.05,0.95,0,0,0,0,0,"7/9/13","7/15/13",1,"2013-28"
2013-07-02,"IV",97.23,2.77,0,0,0,0,0,"7/2/13","7/8/13",1,"2013-27"
2013-06-25,"IV",93.46,6.54,0,0,0,0,0,"6/25/13","7/1/13",1,"2013-26"
2013-06-18,"IV",93.44,6.56,0,0,0,0,0,"6/18/13","6/24/13",1,"2013-25"
2013-06-11,"IV",93.7,6.3,0,0,0,0,0,"6/11/13","6/17/13",1,"2013-24"
2013-06-04,"IV",87.02,12.98,1.46,0,0,0,1.46,"6/4/13","6/10/13",1,"2013-23"
2013-05-28,"IV",88.1,11.9,2.22,0.5,0,0,2.72,"5/28/13","6/3/13",1,"2013-22"
2013-05-21,"IV",90.32,9.68,1.55,0.5,0,0,2.05,"5/21/13","5/27/13",1,"2013-21"
2013-05-14,"IV",91.13,8.87,1.55,0.5,0,0,2.05,"5/14/13","5/20/13",1,"2013-20"
2013-05-07,"IV",91.57,8.43,1.55,0.5,0,0,2.05,"5/7/13","5/13/13",1,"2013-19"
2013-04-30,"IV",84,16,4.62,1.36,0,0,5.98,"4/30/13","5/6/13",1,"2013-18"
2013-04-23,"IV",80.83,19.17,6.38,1.36,0,0,7.74,"4/23/13","4/29/13",1,"2013-17"
2013-04-16,"IV",77.26,22.74,7.45,0.73,0,0,8.18,"4/16/13","4/22/13",1,"2013-16"
2013-04-09,"IV",74.51,25.49,10.17,0.93,0,0,11.1,"4/9/13","4/15/13",1,"2013-15"
2013-04-02,"IV",71.79,28.21,14.55,0.93,0,0,15.48,"4/2/13","4/8/13",1,"2013-14"
2013-03-26,"IV",72.38,27.62,13.13,0.93,0,0,14.06,"3/26/13","4/1/13",1,"2013-13"
2013-03-19,"IV",64.61,35.39,17.66,4.86,0,0,22.52,"3/19/13","3/25/13",1,"2013-12"
2013-03-12,"IV",65.71,34.29,17.94,5.07,0,0,23.01,"3/12/13","3/18/13",1,"2013-11"
2013-03-05,"IV",64.65,35.35,18.18,5.05,0,0,23.23,"3/5/13","3/11/13",1,"2013-10"
2013-02-26,"IV",64.83,35.17,20.73,6.12,0,0,26.85,"2/26/13","3/4/13",1,"2013-09"
2013-02-19,"IV",54.16,45.84,33.55,15.25,5.17,0,53.97,"2/19/13","2/25/13",1,"2013-08"
2013-02-12,"IV",54.05,45.95,30.17,17.03,6.07,0,53.27,"2/12/13","2/18/13",1,"2013-07"
2013-02-05,"IV",46.73,53.27,31.91,20.7,8.92,1.87,63.4,"2/5/13","2/11/13",1,"2013-06"
2013-01-29,"IV",46.38,53.62,31.22,20.02,8.96,1.87,62.07,"1/29/13","2/4/13",1,"2013-05"
2013-01-22,"IV",49.68,50.32,26.99,14.63,6.54,1.66,49.82,"1/22/13","1/28/13",1,"2013-04"
2013-01-15,"IV",48.53,51.47,30.84,15.14,6.83,1.66,54.47,"1/15/13","1/21/13",1,"2013-03"
2013-01-08,"IV",42.92,57.08,31.33,15.52,7.24,1.6,55.69,"1/8/13","1/14/13",1,"2013-02"
2013-01-01,"IV",43.05,56.95,31.84,15.71,7.29,1.6,56.44,"1/1/13","1/7/13",1,"2013-01"
2012-12-25,"IV",37.28,62.72,35.62,17.1,7.36,2.61,62.69,"12/25/12","12/31/12",1,"2012-52"
2012-12-18,"IV",38.48,61.52,35.37,17.37,7.53,2.61,62.88,"12/18/12","12/24/12",1,"2012-51"
2012-12-11,"IV",38.04,61.96,35.43,16.31,7.55,2.61,61.9,"12/11/12","12/17/12",1,"2012-50"
2012-12-04,"IV",31.59,68.41,37.61,16.8,7.45,2.61,64.47,"12/4/12","12/10/12",1,"2012-49"
2012-11-27,"IV",39.62,60.38,35.84,15.16,6.75,2.61,60.36,"11/27/12","12/3/12",1,"2012-48"
2012-11-20,"IV",48.93,51.07,24.69,12.18,6.13,2.61,45.61,"11/20/12","11/26/12",1,"2012-47"
2012-11-13,"IV",52.68,47.32,21.17,11.09,5.32,2.61,40.19,"11/13/12","11/19/12",1,"2012-46"
2012-11-06,"IV",56.93,43.07,21.33,11.28,5.21,2.68,40.5,"11/6/12","11/12/12",1,"2012-45"
2012-10-30,"IV",63.35,36.65,16.62,9.72,4.56,1.56,32.46,"10/30/12","11/5/12",1,"2012-44"
2012-10-23,"IV",67.57,32.43,15.08,9.62,4.74,1.56,31,"10/23/12","10/29/12",1,"2012-43"
2012-10-16,"IV",68.12,31.88,14.99,9.49,4.65,1.55,30.68,"10/16/12","10/22/12",1,"2012-42"
2012-10-09,"IV",72.38,27.62,15.34,9.6,4.79,1.41,31.14,"10/9/12","10/15/12",1,"2012-41"
2012-10-02,"IV",69.8,30.2,18.09,11.45,4.79,1.41,35.74,"10/2/12","10/8/12",1,"2012-40"
2012-09-25,"IV",66.18,33.82,19.53,12.77,7.28,2.68,42.26,"9/25/12","10/1/12",1,"2012-39"
2012-09-18,"IV",63.84,36.16,19.51,12.77,7.23,2.51,42.02,"9/18/12","9/24/12",1,"2012-38"
2012-09-11,"IV",61.2,38.8,19.59,12.83,7.23,2.63,42.28,"9/11/12","9/17/12",1,"2012-37"
2012-09-04,"IV",64.52,35.48,21.15,14.69,9.03,3.11,47.98,"9/4/12","9/10/12",1,"2012-36"
2012-08-28,"IV",59.58,40.42,24.72,14.94,10.1,3.47,53.23,"8/28/12","9/3/12",1,"2012-35"
2012-08-21,"IV",57.33,42.67,24.98,15.28,10.74,3.47,54.47,"8/21/12","8/27/12",1,"2012-34"
2012-08-14,"IV",55.35,44.65,25.14,16.71,11.08,4.27,57.2,"8/14/12","8/20/12",1,"2012-33"
2012-08-07,"IV",52.31,47.69,30.3,20.43,12.45,5.62,68.8,"8/7/12","8/13/12",1,"2012-32"
2012-07-31,"IV",42.99,57.01,37.82,21.66,12.65,5.7,77.83,"7/31/12","8/6/12",1,"2012-31"
2012-07-24,"IV",38.53,61.47,42.83,23,12.42,5.47,83.72,"7/24/12","7/30/12",1,"2012-30"
2012-07-17,"IV",32.47,67.53,45.88,26.03,11.71,4.29,87.91,"7/17/12","7/23/12",1,"2012-29"
2012-07-10,"IV",28.89,71.11,48.34,28.64,11.94,3.81,92.73,"7/10/12","7/16/12",1,"2012-28"
2012-07-03,"IV",29.07,70.93,46.82,29.55,11.56,3.27,91.2,"7/3/12","7/9/12",1,"2012-27"
2012-06-26,"IV",31.8,68.2,39.53,19.78,9.71,3.27,72.29,"6/26/12","7/2/12",1,"2012-26"
2012-06-19,"IV",33.74,66.26,35.81,19.6,8.16,2.3,65.87,"6/19/12","6/25/12",1,"2012-25"
2012-06-12,"IV",43.37,56.63,33.36,19.72,6.61,2.2,61.89,"6/12/12","6/18/12",1,"2012-24"
2012-06-05,"IV",34.47,65.53,40.57,28.4,13.99,4.51,87.47,"6/5/12","6/11/12",1,"2012-23"
2012-05-29,"IV",26.82,73.18,46.08,31.13,18.61,4.72,100.54,"5/29/12","6/4/12",1,"2012-22"
2012-05-22,"IV",30.18,69.82,45.79,31.74,22.57,6.79,106.89,"5/22/12","5/28/12",1,"2012-21"
2012-05-15,"IV",30.88,69.12,47.17,34.56,22.68,6.9,111.31,"5/15/12","5/21/12",1,"2012-20"
2012-05-08,"IV",26.28,73.72,53.16,35.35,23.1,6.51,118.12,"5/8/12","5/14/12",1,"2012-19"
2012-05-01,"IV",26.02,73.98,54.09,35.99,23.51,6.4,119.99,"5/1/12","5/7/12",1,"2012-18"
2012-04-24,"IV",31.59,68.41,47.82,32.41,20.86,5.43,106.52,"4/24/12","4/30/12",1,"2012-17"
2012-04-17,"IV",33.97,66.03,48.17,33.11,21.03,5.43,107.74,"4/17/12","4/23/12",1,"2012-16"
2012-04-10,"IV",34.94,65.06,47.18,30.39,19.28,4.02,100.87,"4/10/12","4/16/12",1,"2012-15"
2012-04-03,"IV",37.16,62.84,44.78,27.95,15.91,2.53,91.17,"4/3/12","4/9/12",1,"2012-14"
2012-03-27,"IV",44.37,55.63,44.78,27.32,15.15,1.41,88.66,"3/27/12","4/2/12",1,"2012-13"
2012-03-20,"IV",43.05,56.95,49.12,27.35,15.18,1.41,93.06,"3/20/12","3/26/12",1,"2012-12"
2012-03-13,"IV",43.7,56.3,47.18,25.1,14.49,1.23,88,"3/13/12","3/19/12",1,"2012-11"
2012-03-06,"IV",44.47,55.53,45.43,24.7,14.49,1.23,85.85,"3/6/12","3/12/12",1,"2012-10"
2012-02-28,"IV",44.47,55.53,45.01,28.1,18.46,6.18,97.75,"2/28/12","3/5/12",1,"2012-09"
2012-02-21,"IV",45.42,54.58,45.74,29.89,18.52,6.18,100.33,"2/21/12","2/27/12",1,"2012-08"
2012-02-14,"IV",44.48,55.52,46.8,31.09,21.24,7.92,107.05,"2/14/12","2/20/12",1,"2012-07"
2012-02-07,"IV",45.18,54.82,45.43,29.17,18.13,5.44,98.17,"2/7/12","2/13/12",1,"2012-06"
2012-01-31,"IV",45.7,54.3,43.63,27.28,15.48,2.83,89.22,"1/31/12","2/6/12",1,"2012-05"
2012-01-24,"IV",47.09,52.91,42.27,24.54,14.74,0.93,82.48,"1/24/12","1/30/12",1,"2012-04"
2012-01-17,"IV",44.92,55.08,41.95,25.76,18,1.14,86.85,"1/17/12","1/23/12",1,"2012-03"
2012-01-10,"IV",45.2,54.8,39.37,22.8,14.62,0,76.79,"1/10/12","1/16/12",1,"2012-02"
2012-01-03,"IV",47.55,52.45,36.46,21.84,14.24,0,72.54,"1/3/12","1/9/12",1,"2012-01"
2011-12-27,"IV",52.23,47.77,34.51,21.79,14.24,0,70.54,"12/27/11","1/2/12",1,"2011-52"
2011-12-20,"IV",48.24,51.76,34.94,23.56,15.18,0,73.68,"12/20/11","12/26/11",1,"2011-51"
2011-12-13,"IV",49.31,50.69,34.08,22.99,13.76,0,70.83,"12/13/11","12/19/11",1,"2011-50"
2011-12-06,"IV",52.06,47.94,34.85,23.81,14.77,0,73.43,"12/6/11","12/12/11",1,"2011-49"
2011-11-29,"IV",55.39,44.61,33.36,23.53,14.53,0,71.42,"11/29/11","12/5/11",1,"2011-48"
2011-11-22,"IV",44.84,55.16,39.67,26.1,18,0,83.77,"11/22/11","11/28/11",1,"2011-47"
2011-11-15,"IV",43.19,56.81,40.47,26.49,18.19,0,85.15,"11/15/11","11/21/11",1,"2011-46"
2011-11-08,"IV",43.59,56.41,39.93,25.92,17.5,0,83.35,"11/8/11","11/14/11",1,"2011-45"
2011-11-01,"IV",46.8,53.2,35.92,24.96,16.32,0,77.2,"11/1/11","11/7/11",1,"2011-44"
2011-10-25,"IV",48.52,51.48,33.61,23.8,16.32,0,73.73,"10/25/11","10/31/11",1,"2011-43"
2011-10-18,"IV",49.15,50.85,34.66,24.28,16.58,0,75.52,"10/18/11","10/24/11",1,"2011-42"
2011-10-11,"IV",48.25,51.75,34.46,24.8,17.56,0,76.82,"10/11/11","10/17/11",1,"2011-41"
2011-10-04,"IV",51.47,48.53,32.98,24.95,18.27,0,76.2,"10/4/11","10/10/11",1,"2011-40"
2011-09-27,"IV",50.97,49.03,32.91,24.19,17.87,0,74.97,"9/27/11","10/3/11",1,"2011-39"
2011-09-20,"IV",44.83,55.17,38.63,24.76,18.39,0,81.78,"9/20/11","9/26/11",1,"2011-38"
2011-09-13,"IV",45.01,54.99,37.18,24.53,18.55,0,80.26,"9/13/11","9/19/11",1,"2011-37"
2011-09-06,"IV",45.2,54.8,36.94,23.48,16.83,0,77.25,"9/6/11","9/12/11",1,"2011-36"
2011-08-30,"IV",19.36,80.64,51.73,30.79,17.44,0,99.96,"8/30/11","9/5/11",1,"2011-35"
2011-08-23,"IV",25.99,74.01,45.92,26.66,9.85,0,82.43,"8/23/11","8/29/11",1,"2011-34"
2011-08-16,"IV",26.49,73.51,44.61,26.97,9.72,0,81.3,"8/16/11","8/22/11",1,"2011-33"
2011-08-09,"IV",30.12,69.88,48.78,32.07,14.68,0.68,96.21,"8/9/11","8/15/11",1,"2011-32"
2011-08-02,"IV",28.97,71.03,49.67,32.98,16.83,0.71,100.19,"8/2/11","8/8/11",1,"2011-31"
2011-07-26,"IV",33.55,66.45,48.26,32.29,18.07,1.38,100,"7/26/11","8/1/11",1,"2011-30"
2011-07-19,"IV",37.24,62.76,48.73,33.07,19.26,1.48,102.54,"7/19/11","7/25/11",1,"2011-29"
2011-07-12,"IV",31.43,68.57,52.29,36.26,23.96,9.57,122.08,"7/12/11","7/18/11",1,"2011-28"
2011-07-05,"IV",29.1,70.9,56.95,38.73,26.59,11.34,133.61,"7/5/11","7/11/11",1,"2011-27"
2011-06-28,"IV",28.67,71.33,53.01,37.43,24.95,12.22,127.61,"6/28/11","7/4/11",1,"2011-26"
2011-06-21,"IV",27.54,72.46,53.55,37.99,25.37,12.49,129.4,"6/21/11","6/27/11",1,"2011-25"
2011-06-14,"IV",26.69,73.31,51.36,34.41,19.66,4.48,109.91,"6/14/11","6/20/11",1,"2011-24"
2011-06-07,"IV",31.07,68.93,48.93,31.37,17.41,2.07,99.78,"6/7/11","6/13/11",1,"2011-23"
2011-05-31,"IV",37.74,62.26,41.28,28.34,15.78,0.35,85.75,"5/31/11","6/6/11",1,"2011-22"
2011-05-24,"IV",38.12,61.88,39.85,24.48,8.68,0,73.01,"5/24/11","5/30/11",1,"2011-21"
2011-05-17,"IV",42.91,57.09,37.92,23.24,6.77,0,67.93,"5/17/11","5/23/11",1,"2011-20"
2011-05-10,"IV",43.18,56.82,36.45,19.09,4.51,0,60.05,"5/10/11","5/16/11",1,"2011-19"
2011-05-03,"IV",45.04,54.96,36.42,12.32,2.97,0,51.71,"5/3/11","5/9/11",1,"2011-18"
2011-04-26,"IV",43.47,56.53,36.04,12.21,2.34,0,50.59,"4/26/11","5/2/11",1,"2011-17"
2011-04-19,"IV",43.03,56.97,35.75,12.99,2.34,0,51.08,"4/19/11","4/25/11",1,"2011-16"
2011-04-12,"IV",42.64,57.36,38.25,13.11,3.5,0,54.86,"4/12/11","4/18/11",1,"2011-15"
2011-04-05,"IV",42.1,57.9,38.59,12.03,3.38,0,54,"4/5/11","4/11/11",1,"2011-14"
2011-03-29,"IV",34.89,65.11,41.22,18.01,4.75,0,63.98,"3/29/11","4/4/11",1,"2011-13"
2011-03-22,"IV",28.03,71.97,47.88,17.85,4.44,0,70.17,"3/22/11","3/28/11",1,"2011-12"
2011-03-15,"IV",29.14,70.86,45.63,17.44,3.51,0,66.58,"3/15/11","3/21/11",1,"2011-11"
2011-03-08,"IV",22.83,77.17,61.77,17.9,3.65,0,83.32,"3/8/11","3/14/11",1,"2011-10"
2011-03-01,"IV",14.69,85.31,67.22,23.63,3.36,0,94.21,"3/1/11","3/7/11",1,"2011-09"
2011-02-22,"IV",12.6,87.4,69.32,23.5,2.54,0,95.36,"2/22/11","2/28/11",1,"2011-08"
2011-02-15,"IV",12.73,87.27,56.74,21.08,2.53,0,80.35,"2/15/11","2/21/11",1,"2011-07"
2011-02-08,"IV",21.25,78.75,53.69,21.08,2.53,0,77.3,"2/8/11","2/14/11",1,"2011-06"
2011-02-01,"IV",14.41,85.59,59.12,27.68,3.71,0,90.51,"2/1/11","2/7/11",1,"2011-05"
2011-01-25,"IV",12.53,87.47,60.04,22.2,4.84,0,87.08,"1/25/11","1/31/11",1,"2011-04"
2011-01-18,"IV",12.53,87.47,59.83,23.12,5.66,0,88.61,"1/18/11","1/24/11",1,"2011-03"
2011-01-11,"IV",17.81,82.19,58.37,23.12,5.66,0,87.15,"1/11/11","1/17/11",1,"2011-02"
2011-01-04,"IV",19.28,80.72,54.03,22.08,4.93,0,81.04,"1/4/11","1/10/11",1,"2011-01"
2010-12-28,"IV",17.25,82.75,55.91,23.88,4.72,0,84.51,"12/28/10","1/3/11",1,"2010-52"
2010-12-21,"IV",19.4,80.6,52.71,20.35,4.89,0,77.95,"12/21/10","12/27/10",1,"2010-51"
