"MapDate","RegionName","None","D0","D1","D2","D3","D4","dsci","ValidStart","ValidEnd","StatisticFormatID","week_num"
2010-12-14,"IV",18.26,81.74,51.99,18.58,4.58,0,75.15,"12/14/10","12/20/10",1,"2010-50"
2010-12-07,"IV",14.66,85.34,54.62,19.89,4.39,0,78.9,"12/7/10","12/13/10",1,"2010-49"
2010-11-30,"IV",9.53,90.47,59.47,21.76,2.43,0,83.66,"11/30/10","12/6/10",1,"2010-48"
2010-11-23,"IV",14.96,85.04,58.3,26.16,2.65,0,87.11,"11/23/10","11/29/10",1,"2010-47"
2010-11-16,"IV",16.47,83.53,51.2,22.7,3.43,0,77.33,"11/16/10","11/22/10",1,"2010-46"
2010-11-09,"IV",17.72,82.28,53.9,26.29,4.32,0,84.51,"11/9/10","11/15/10",1,"2010-45"
2010-11-02,"IV",17.72,82.28,54.7,28.16,4.43,0,87.29,"11/2/10","11/8/10",1,"2010-44"
2010-10-26,"IV",22.17,77.83,52.67,24.17,3.72,0,80.56,"10/26/10","11/1/10",1,"2010-43"
2010-10-19,"IV",23.71,76.29,51.8,21.63,2.82,0,76.25,"10/19/10","10/25/10",1,"2010-42"
2010-10-12,"IV",27.3,72.7,44.66,14.2,1.25,0,60.11,"10/12/10","10/18/10",1,"2010-41"
2010-10-05,"IV",32.28,67.72,35.89,6.04,0.61,0,42.54,"10/5/10","10/11/10",1,"2010-40"
2010-09-28,"IV",21.28,78.72,37.92,5.87,0.61,0,44.4,"9/28/10","10/4/10",1,"2010-39"
2010-09-21,"IV",22.9,77.1,37.92,6.51,0.61,0,45.04,"9/21/10","9/27/10",1,"2010-38"
2010-09-14,"IV",40.34,59.66,22.36,2.89,0.01,0,25.26,"9/14/10","9/20/10",1,"2010-37"
2010-09-07,"IV",59.59,40.41,11.73,1.14,0.01,0,12.88,"9/7/10","9/13/10",1,"2010-36"
2010-08-31,"IV",65.37,34.63,9.79,0.71,0.01,0,10.51,"8/31/10","9/6/10",1,"2010-35"
2010-08-24,"IV",66.87,33.13,9.89,0.71,0.01,0,10.61,"8/24/10","8/30/10",1,"2010-34"
2010-08-17,"IV",48.48,51.52,13.94,0.81,0.01,0,14.76,"8/17/10","8/23/10",1,"2010-33"
2010-08-10,"IV",51.49,48.51,15.04,1.33,0.15,0,16.52,"8/10/10","8/16/10",1,"2010-32"
2010-08-03,"IV",58.31,41.69,12.23,1.33,0.15,0,13.71,"8/3/10","8/9/10",1,"2010-31"
2010-07-27,"IV",58.69,41.31,9.26,1.3,0.08,0,10.64,"7/27/10","8/2/10",1,"2010-30"
2010-07-20,"IV",60.87,39.13,3.6,0.12,0,0,3.72,"7/20/10","7/26/10",1,"2010-29"
2010-07-13,"IV",69.14,30.86,3.62,0.11,0,0,3.73,"7/13/10","7/19/10",1,"2010-28"
2010-07-06,"IV",72.04,27.96,3.62,0.11,0,0,3.73,"7/6/10","7/12/10",1,"2010-27"
2010-06-29,"IV",84.98,15.02,1.11,0.2,0,0,1.31,"6/29/10","7/5/10",1,"2010-26"
2010-06-22,"IV",89.34,10.66,0.47,0,0,0,0.47,"6/22/10","6/28/10",1,"2010-25"
2010-06-15,"IV",92.54,7.46,0.44,0,0,0,0.44,"6/15/10","6/21/10",1,"2010-24"
2010-06-08,"IV",92.98,7.02,0.44,0,0,0,0.44,"6/8/10","6/14/10",1,"2010-23"
2010-06-01,"IV",93.09,6.91,1.25,0,0,0,1.25,"6/1/10","6/7/10",1,"2010-22"
2010-05-25,"IV",93.06,6.94,0.21,0,0,0,0.21,"5/25/10","5/31/10",1,"2010-21"
2010-05-18,"IV",88.22,11.78,0.24,0,0,0,0.24,"5/18/10","5/24/10",1,"2010-20"
2010-05-11,"IV",83.05,16.95,0.41,0,0,0,0.41,"5/11/10","5/17/10",1,"2010-19"
2010-05-04,"IV",84.55,15.45,0.18,0,0,0,0.18,"5/4/10","5/10/10",1,"2010-18"
2010-04-27,"IV",73.59,26.41,1.43,0,0,0,1.43,"4/27/10","5/3/10",1,"2010-17"
2010-04-20,"IV",78.84,21.16,1.43,0,0,0,1.43,"4/20/10","4/26/10",1,"2010-16"
2010-04-13,"IV",84.35,15.65,1.02,0,0,0,1.02,"4/13/10","4/19/10",1,"2010-15"
2010-04-06,"IV",90.96,9.04,0,0,0,0,0,"4/6/10","4/12/10",1,"2010-14"
2010-03-30,"IV",95.99,4.01,0,0,0,0,0,"3/30/10","4/5/10",1,"2010-13"
2010-03-23,"IV",96.75,3.25,0,0,0,0,0,"3/23/10","3/29/10",1,"2010-12"
2010-03-16,"IV",94.61,5.39,0,0,0,0,0,"3/16/10","3/22/10",1,"2010-11"
2010-03-09,"IV",84.58,15.42,0,0,0,0,0,"3/9/10","3/15/10",1,"2010-10"
2010-03-02,"IV",99.24,0.76,0,0,0,0,0,"3/2/10","3/8/10",1,"2010-09"
2010-02-23,"IV",100,0,0,0,0,0,0,"2/23/10","3/1/10",1,"2010-08"
2010-02-16,"IV",100,0,0,0,0,0,0,"2/16/10","2/22/10",1,"2010-07"
2010-02-09,"IV",100,0,0,0,0,0,0,"2/9/10","2/15/10",1,"2010-06"
2010-02-02,"IV",100,0,0,0,0,0,0,"2/2/10","2/8/10",1,"2010-05"
2010-01-26,"IV",100,0,0,0,0,0,0,"1/26/10","2/1/10",1,"2010-04"
2010-01-19,"IV",99.6,0.4,0,0,0,0,0,"1/19/10","1/25/10",1,"2010-03"
2010-01-12,"IV",99.6,0.4,0,0,0,0,0,"1/12/10","1/18/10",1,"2010-02"
2010-01-05,"IV",99.6,0.4,0,0,0,0,0,"1/5/10","1/11/10",1,"2010-01"
2009-12-29,"IV",99.54,0.46,0,0,0,0,0,"12/29/09","1/4/10",1,"2009-53"
2009-12-22,"IV",98.78,1.22,0,0,0,0,0,"12/22/09","12/28/09",1,"2009-52"
2009-12-15,"IV",97.87,2.13,0.43,0,0,0,0.43,"12/15/09","12/21/09",1,"2009-51"
2009-12-08,"IV",97.28,2.72,0.43,0,0,0,0.43,"12/8/09","12/14/09",1,"2009-50"
2009-12-01,"IV",93.76,6.24,1.26,0,0,0,1.26,"12/1/09","12/7/09",1,"2009-49"
2009-11-24,"IV",91.97,8.03,1.12,0,0,0,1.12,"11/24/09","11/30/09",1,"2009-48"
2009-11-17,"IV",89.48,10.52,0.72,0,0,0,0.72,"11/17/09","11/23/09",1,"2009-47"
2009-11-10,"IV",84.77,15.23,5.12,0.37,0,0,5.49,"11/10/09","11/16/09",1,"2009-46"
2009-11-03,"IV",84.77,15.23,5.12,0.37,0,0,5.49,"11/3/09","11/9/09",1,"2009-45"
2009-10-27,"IV",84.68,15.32,5.77,0.37,0,0,6.14,"10/27/09","11/2/09",1,"2009-44"
2009-10-20,"IV",85.9,14.1,4.66,0.37,0,0,5.03,"10/20/09","10/26/09",1,"2009-43"
2009-10-13,"IV",84.38,15.62,3.01,0.37,0,0,3.38,"10/13/09","10/19/09",1,"2009-42"
2009-10-06,"IV",88.18,11.82,4.14,0.74,0,0,4.88,"10/6/09","10/12/09",1,"2009-41"
2009-09-29,"IV",86.98,13.02,5.55,1.1,0,0,6.65,"9/29/09","10/5/09",1,"2009-40"
2009-09-22,"IV",83.89,16.11,7.41,1.27,0,0,8.68,"9/22/09","9/28/09",1,"2009-39"
2009-09-15,"IV",81.87,18.13,7.74,0.11,0,0,7.85,"9/15/09","9/21/09",1,"2009-38"
2009-09-08,"IV",79.64,20.36,3.06,0,0,0,3.06,"9/8/09","9/14/09",1,"2009-37"
2009-09-01,"IV",82.57,17.43,2.63,0,0,0,2.63,"9/1/09","9/7/09",1,"2009-36"
2009-08-25,"IV",75.71,24.29,2.43,0,0,0,2.43,"8/25/09","8/31/09",1,"2009-35"
2009-08-18,"IV",73,27,1.56,0,0,0,1.56,"8/18/09","8/24/09",1,"2009-34"
2009-08-11,"IV",75.33,24.67,0.77,0,0,0,0.77,"8/11/09","8/17/09",1,"2009-33"
2009-08-04,"IV",75.33,24.67,0.77,0,0,0,0.77,"8/4/09","8/10/09",1,"2009-32"
2009-07-28,"IV",70.69,29.31,1.48,0,0,0,1.48,"7/28/09","8/3/09",1,"2009-31"
2009-07-21,"IV",67.37,32.63,2.86,0,0,0,2.86,"7/21/09","7/27/09",1,"2009-30"
2009-07-14,"IV",72.14,27.86,2.18,0,0,0,2.18,"7/14/09","7/20/09",1,"2009-29"
2009-07-07,"IV",72.4,27.6,2.18,0,0,0,2.18,"7/7/09","7/13/09",1,"2009-28"
2009-06-30,"IV",86.46,13.54,0.69,0,0,0,0.69,"6/30/09","7/6/09",1,"2009-27"
2009-06-23,"IV",94.6,5.4,0.01,0,0,0,0.01,"6/23/09","6/29/09",1,"2009-26"
2009-06-16,"IV",97.94,2.06,0,0,0,0,0,"6/16/09","6/22/09",1,"2009-25"
2009-06-09,"IV",97.9,2.1,0,0,0,0,0,"6/9/09","6/15/09",1,"2009-24"
2009-06-02,"IV",96.36,3.64,0.52,0,0,0,0.52,"6/2/09","6/8/09",1,"2009-23"
2009-05-26,"IV",92.65,7.35,1.43,0,0,0,1.43,"5/26/09","6/1/09",1,"2009-22"
2009-05-19,"IV",87.94,12.06,6.58,4.72,0.75,0,12.05,"5/19/09","5/25/09",1,"2009-21"
2009-05-12,"IV",81.63,18.37,9.23,8.52,4.44,0,22.19,"5/12/09","5/18/09",1,"2009-20"
2009-05-05,"IV",79.19,20.81,11.03,7.07,1.69,0,19.79,"5/5/09","5/11/09",1,"2009-19"
2009-04-28,"IV",76.03,23.97,11.68,7.07,1.33,0,20.08,"4/28/09","5/4/09",1,"2009-18"
2009-04-21,"IV",80.5,19.5,11.68,5.78,1.15,0,18.61,"4/21/09","4/27/09",1,"2009-17"
2009-04-14,"IV",80.12,19.88,12.14,6.7,0.57,0,19.41,"4/14/09","4/20/09",1,"2009-16"
2009-04-07,"IV",76.46,23.54,14.83,6.42,0,0,21.25,"4/7/09","4/13/09",1,"2009-15"
2009-03-31,"IV",58.45,41.55,24.44,6.18,0,0,30.62,"3/31/09","4/6/09",1,"2009-14"
2009-03-24,"IV",29.49,70.51,30.95,9.04,0,0,39.99,"3/24/09","3/30/09",1,"2009-13"
2009-03-17,"IV",30.86,69.14,31.88,9.04,1.21,0,42.13,"3/17/09","3/23/09",1,"2009-12"
2009-03-10,"IV",27.36,72.64,31.38,7.52,1.21,0,40.11,"3/10/09","3/16/09",1,"2009-11"
2009-03-03,"IV",30.6,69.4,31.37,5.46,1.21,0,38.04,"3/3/09","3/9/09",1,"2009-10"
2009-02-24,"IV",31.52,68.48,30.83,5.46,1.42,0,37.71,"2/24/09","3/2/09",1,"2009-09"
2009-02-17,"IV",31.52,68.48,21.98,4.64,1.42,0,28.04,"2/17/09","2/23/09",1,"2009-08"
2009-02-10,"IV",35.16,64.84,15.08,3.52,1.23,0,19.83,"2/10/09","2/16/09",1,"2009-07"
2009-02-03,"IV",63.87,36.13,10.41,3.52,1.23,0,15.16,"2/3/09","2/9/09",1,"2009-06"
2009-01-27,"IV",57.87,42.13,9.2,3.2,1.29,0,13.69,"1/27/09","2/2/09",1,"2009-05"
2009-01-20,"IV",63.52,36.48,8.58,3.2,1.29,0,13.07,"1/20/09","1/26/09",1,"2009-04"
2009-01-13,"IV",63.52,36.48,9,2.95,1.29,0,13.24,"1/13/09","1/19/09",1,"2009-03"
2009-01-06,"IV",62.7,37.3,20.12,4.06,2.1,0,26.28,"1/6/09","1/12/09",1,"2009-02"
2008-12-30,"IV",67.3,32.7,19.89,5.27,2.32,0,27.48,"12/30/08","1/5/09",1,"2008-01"
2008-12-23,"IV",63.43,36.57,21.9,9.16,3.27,0,34.33,"12/23/08","12/29/08",1,"2008-52"
2008-12-16,"IV",63.43,36.57,21.9,9.93,3.63,0,35.46,"12/16/08","12/22/08",1,"2008-51"
2008-12-09,"IV",45.46,54.54,31.67,19.68,10.4,3.87,65.62,"12/9/08","12/15/08",1,"2008-50"
2008-12-02,"IV",39.52,60.48,34.43,20.5,11.38,4.09,70.4,"12/2/08","12/8/08",1,"2008-49"
2008-11-25,"IV",40.87,59.13,35.31,23.11,11.18,4.09,73.69,"11/25/08","12/1/08",1,"2008-48"
2008-11-18,"IV",48.51,51.49,32.97,22.52,9.58,3.5,68.57,"11/18/08","11/24/08",1,"2008-47"
2008-11-11,"IV",47.23,52.77,35.53,23.39,9.9,3.5,72.32,"11/11/08","11/17/08",1,"2008-46"
2008-11-04,"IV",47.23,52.77,33.83,23.39,9.9,1.54,68.66,"11/4/08","11/10/08",1,"2008-45"
2008-10-28,"IV",48.37,51.63,33.83,23.39,9.9,0.97,68.09,"10/28/08","11/3/08",1,"2008-44"
2008-10-21,"IV",35.93,64.07,40.44,26.01,10.51,0.98,77.94,"10/21/08","10/27/08",1,"2008-43"
2008-10-14,"IV",36.42,63.58,39.65,26,10.51,0.98,77.14,"10/14/08","10/20/08",1,"2008-42"
2008-10-07,"IV",33.44,66.56,46.72,25.03,8.66,1.42,81.83,"10/7/08","10/13/08",1,"2008-41"
2008-09-30,"IV",33.44,66.56,46.72,25.03,8.66,1.42,81.83,"9/30/08","10/6/08",1,"2008-40"
2008-09-23,"IV",42.12,57.88,39.43,19.38,6.62,1.42,66.85,"9/23/08","9/29/08",1,"2008-39"
2008-09-16,"IV",41.33,58.67,35.89,17.34,6.67,1.14,61.04,"9/16/08","9/22/08",1,"2008-38"
2008-09-09,"IV",41.33,58.67,35.89,18.74,7.44,1.14,63.21,"9/9/08","9/15/08",1,"2008-37"
2008-09-02,"IV",37.33,62.67,39.98,19.33,7.44,1.14,67.89,"9/2/08","9/8/08",1,"2008-36"
2008-08-26,"IV",38.09,61.91,37.24,22.2,10.25,1.14,70.83,"8/26/08","9/1/08",1,"2008-35"
2008-08-19,"IV",30.07,69.93,52.11,33.81,15.29,6.13,107.34,"8/19/08","8/25/08",1,"2008-34"
2008-08-12,"IV",25.3,74.7,53.02,33.09,12.21,4.79,103.11,"8/12/08","8/18/08",1,"2008-33"
2008-08-05,"IV",25.3,74.7,51.33,31.06,11.02,4.79,98.2,"8/5/08","8/11/08",1,"2008-32"
2008-07-29,"IV",25.31,74.69,52.55,30.29,9.8,4.79,97.43,"7/29/08","8/4/08",1,"2008-31"
2008-07-22,"IV",25.31,74.69,52.55,29.44,9.8,4.79,96.58,"7/22/08","7/28/08",1,"2008-30"
2008-07-15,"IV",21.74,78.26,45.54,26.39,9.68,2.15,83.76,"7/15/08","7/21/08",1,"2008-29"
2008-07-08,"IV",19.75,80.25,47.03,28.3,9.68,2.15,87.16,"7/8/08","7/14/08",1,"2008-28"
2008-07-01,"IV",19.16,80.84,47.26,29.86,9.55,2.15,88.82,"7/1/08","7/7/08",1,"2008-27"
2008-06-24,"IV",25.38,74.62,49.19,25,8.75,1.8,84.74,"6/24/08","6/30/08",1,"2008-26"
2008-06-17,"IV",29.53,70.47,49.24,21.33,8,0.71,79.28,"6/17/08","6/23/08",1,"2008-25"
2008-06-10,"IV",27.83,72.17,43.79,21.72,6.27,0,71.78,"6/10/08","6/16/08",1,"2008-24"
2008-06-03,"IV",35.27,64.73,36.61,17.82,3.93,0,58.36,"6/3/08","6/9/08",1,"2008-23"
2008-05-27,"IV",38.9,61.1,33.81,19.93,4.49,0,58.23,"5/27/08","6/2/08",1,"2008-22"
2008-05-20,"IV",37.05,62.95,33.18,19.01,3.66,0,55.85,"5/20/08","5/26/08",1,"2008-21"
2008-05-13,"IV",40.13,59.87,35.38,19.6,6.28,0,61.26,"5/13/08","5/19/08",1,"2008-20"
2008-05-06,"IV",40.84,59.16,35.48,20.24,6.8,0,62.52,"5/6/08","5/12/08",1,"2008-19"
2008-04-29,"IV",41.21,58.79,35.39,19.38,6.52,0,61.29,"4/29/08","5/5/08",1,"2008-18"
2008-04-22,"IV",39.74,60.26,37.8,20.71,6.75,0,65.26,"4/22/08","4/28/08",1,"2008-17"
2008-04-15,"IV",41.98,58.02,35.6,22.27,6.75,0,64.62,"4/15/08","4/21/08",1,"2008-16"
2008-04-08,"IV",44.58,55.42,35.81,22.27,9.25,0,67.33,"4/8/08","4/14/08",1,"2008-15"
2008-04-01,"IV",38.28,61.72,43.83,30.05,15.31,0,89.19,"4/1/08","4/7/08",1,"2008-14"
2008-03-25,"IV",43.37,56.63,43.27,29.86,15.82,0,88.95,"3/25/08","3/31/08",1,"2008-13"
2008-03-18,"IV",39.52,60.48,44.99,33.36,16.94,0.89,96.18,"3/18/08","3/24/08",1,"2008-12"
2008-03-11,"IV",39.02,60.98,44.57,33.25,16.96,3.01,97.79,"3/11/08","3/17/08",1,"2008-11"
2008-03-04,"IV",34.54,65.46,51.02,38.5,22.99,7.11,119.62,"3/4/08","3/10/08",1,"2008-10"
2008-02-26,"IV",30.64,69.36,51.63,39.02,24.23,8.7,123.58,"2/26/08","3/3/08",1,"2008-09"
2008-02-19,"IV",19.31,80.69,56.54,43.2,29.9,16.44,146.08,"2/19/08","2/25/08",1,"2008-08"
2008-02-12,"IV",18.82,81.18,57.28,43.58,31.37,17.15,149.38,"2/12/08","2/18/08",1,"2008-07"
2008-02-05,"IV",18.74,81.26,56.28,43.59,31.35,17.15,148.37,"2/5/08","2/11/08",1,"2008-06"
2008-01-29,"IV",18.19,81.81,58,47.32,33.3,18.23,156.85,"1/29/08","2/4/08",1,"2008-05"
2008-01-22,"IV",20.5,79.5,58.6,46.14,32.12,17.38,154.24,"1/22/08","1/28/08",1,"2008-04"
2008-01-15,"IV",16.94,83.06,60.22,49.11,34.39,17.36,161.08,"1/15/08","1/21/08",1,"2008-03"
2008-01-08,"IV",20.34,79.66,60.74,49.03,36.23,19.32,165.32,"1/8/08","1/14/08",1,"2008-02"
2008-01-01,"IV",22.9,77.1,58.81,48.66,35.96,18.31,161.74,"1/1/08","1/7/08",1,"2008-01"
2007-12-25,"IV",21.73,78.27,61.04,51.52,41.18,29.23,182.97,"12/25/07","12/31/07",1,"2007-52"
2007-12-18,"IV",21.77,78.23,62.16,52.02,41.27,29.23,184.68,"12/18/07","12/24/07",1,"2007-51"
2007-12-11,"IV",20.99,79.01,63.62,52.75,41.27,29.23,186.87,"12/11/07","12/17/07",1,"2007-50"
2007-12-04,"IV",23.55,76.45,62.22,50.28,39.16,25.71,177.37,"12/4/07","12/10/07",1,"2007-49"
2007-11-27,"IV",23.67,76.33,61.49,49.71,37.86,22.84,171.9,"11/27/07","12/3/07",1,"2007-48"
2007-11-20,"IV",19.22,80.78,62.54,50.39,38.01,23.22,174.16,"11/20/07","11/26/07",1,"2007-47"
2007-11-13,"IV",19.22,80.78,61.34,49.45,33.96,21.27,166.02,"11/13/07","11/19/07",1,"2007-46"
2007-11-06,"IV",24.11,75.89,57.33,45.66,31.18,19.24,153.41,"11/6/07","11/12/07",1,"2007-45"
2007-10-30,"IV",26.95,73.05,57.33,44.52,30.35,17.2,149.4,"10/30/07","11/5/07",1,"2007-44"
2007-10-23,"IV",16.97,83.03,71.94,58.27,46.13,31.12,207.46,"10/23/07","10/29/07",1,"2007-43"
2007-10-16,"IV",9.87,90.13,81.99,70.97,59.01,33.93,245.9,"10/16/07","10/22/07",1,"2007-42"
2007-10-09,"IV",13.35,86.65,78.02,67.25,54.59,27.65,227.51,"10/9/07","10/15/07",1,"2007-41"
2007-10-02,"IV",11.31,88.69,75.06,64.43,51.58,26.17,217.24,"10/2/07","10/8/07",1,"2007-40"
2007-09-25,"IV",13.81,86.19,74.21,63.47,49.92,18.02,205.62,"9/25/07","10/1/07",1,"2007-39"
2007-09-18,"IV",12.12,87.88,75.87,64.13,48.71,18.3,207.01,"9/18/07","9/24/07",1,"2007-38"
2007-09-11,"IV",5.77,94.23,80.92,67.84,52.89,22.36,224.01,"9/11/07","9/17/07",1,"2007-37"
2007-09-04,"IV",6.06,93.94,79.75,64.73,47.33,19.11,210.92,"9/4/07","9/10/07",1,"2007-36"
2007-08-28,"IV",2.29,97.71,86.73,70.09,52.22,22.16,231.2,"8/28/07","9/3/07",1,"2007-35"
2007-08-21,"IV",3.01,96.99,86.5,70.08,51.47,22.84,230.89,"8/21/07","8/27/07",1,"2007-34"
2007-08-14,"IV",3.3,96.7,86.08,64.35,36.37,18.63,205.43,"8/14/07","8/20/07",1,"2007-33"
2007-08-07,"IV",4.85,95.15,79.83,49.23,29.09,12.19,170.34,"8/7/07","8/13/07",1,"2007-32"
2007-07-31,"IV",4.93,95.07,80.81,47.99,23.92,5.24,157.96,"7/31/07","8/6/07",1,"2007-31"
2007-07-24,"IV",5.07,94.93,76.61,45.79,20.19,3.18,145.77,"7/24/07","7/30/07",1,"2007-30"
2007-07-17,"IV",6.03,93.97,77.19,45.79,20.19,4.09,147.26,"7/17/07","7/23/07",1,"2007-29"
2007-07-10,"IV",5.43,94.57,76.25,45.47,20.98,4.1,146.8,"7/10/07","7/16/07",1,"2007-28"
2007-07-03,"IV",2.14,97.86,80.49,54.14,29.22,6.13,169.98,"7/3/07","7/9/07",1,"2007-27"
2007-06-26,"IV",1.06,98.94,83.57,58.73,33.74,7.32,183.36,"6/26/07","7/2/07",1,"2007-26"
2007-06-19,"IV",2.03,97.97,83.44,60.03,36.53,9.53,189.53,"6/19/07","6/25/07",1,"2007-25"
2007-06-12,"IV",1.68,98.32,83.38,59.13,26.94,7.09,176.54,"6/12/07","6/18/07",1,"2007-24"
2007-06-05,"IV",1.21,98.79,84.58,47.19,26.36,2.99,161.12,"6/5/07","6/11/07",1,"2007-23"
2007-05-29,"IV",1.09,98.91,86.74,52.06,29.09,0,167.89,"5/29/07","6/4/07",1,"2007-22"
2007-05-22,"IV",2.47,97.53,78.7,50.95,26.98,0,156.63,"5/22/07","5/28/07",1,"2007-21"
2007-05-15,"IV",4.34,95.66,70.69,41.29,20.17,0,132.15,"5/15/07","5/21/07",1,"2007-20"
2007-05-08,"IV",9.6,90.4,66.08,40.09,17.89,0,124.06,"5/8/07","5/14/07",1,"2007-19"
2007-05-01,"IV",18.26,81.74,65.77,38.77,12.88,0,117.42,"5/1/07","5/7/07",1,"2007-18"
2007-04-24,"IV",22.66,77.34,62.28,29.8,6.49,0,98.57,"4/24/07","4/30/07",1,"2007-17"
2007-04-17,"IV",23.73,76.27,46.68,18.53,1.39,0,66.6,"4/17/07","4/23/07",1,"2007-16"
2007-04-10,"IV",6.13,93.87,56.55,15.12,1.79,0,73.46,"4/10/07","4/16/07",1,"2007-15"
2007-04-03,"IV",7.07,92.93,52.43,12.86,1.79,0,67.08,"4/3/07","4/9/07",1,"2007-14"
2007-03-27,"IV",5.92,94.08,37.65,9.23,0.67,0,47.55,"3/27/07","4/2/07",1,"2007-13"
2007-03-20,"IV",16.79,83.21,30.73,2.19,0,0,32.92,"3/20/07","3/26/07",1,"2007-12"
2007-03-13,"IV",26.28,73.72,28.39,1.86,0,0,30.25,"3/13/07","3/19/07",1,"2007-11"
2007-03-06,"IV",56.08,43.92,11.34,0,0,0,11.34,"3/6/07","3/12/07",1,"2007-10"
2007-02-27,"IV",50.68,49.32,15.64,0,0,0,15.64,"2/27/07","3/5/07",1,"2007-09"
2007-02-20,"IV",52.63,47.37,15.25,0,0,0,15.25,"2/20/07","2/26/07",1,"2007-08"
2007-02-13,"IV",61.61,38.39,12.33,0,0,0,12.33,"2/13/07","2/19/07",1,"2007-07"
2007-02-06,"IV",69.99,30.01,5.49,0,0,0,5.49,"2/6/07","2/12/07",1,"2007-06"
2007-01-30,"IV",74.7,25.3,8.5,2.4,0,0,10.9,"1/30/07","2/5/07",1,"2007-05"
2007-01-23,"IV",75.93,24.07,8.5,2.4,0,0,10.9,"1/23/07","1/29/07",1,"2007-04"
2007-01-16,"IV",62.45,37.55,8.59,2.16,0,0,10.75,"1/16/07","1/22/07",1,"2007-03"
2007-01-09,"IV",57.15,42.85,8.06,0.95,0,0,9.01,"1/9/07","1/15/07",1,"2007-02"
2007-01-02,"IV",51.58,48.42,7.71,1.12,0,0,8.83,"1/2/07","1/8/07",1,"2007-01"
2006-12-26,"IV",55.24,44.76,8.35,1.78,0,0,10.13,"12/26/06","1/1/07",1,"2006-52"
