"MapDate","RegionName","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_fema"
2014-08-12,"I",87.39,12.61,0,0,0,0,2014-08-12,2014-08-18,1,"2014-33",12.61
2014-08-12,"II",96.4,3.6,0.44,0,0,0,2014-08-12,2014-08-18,1,"2014-33",4.04
2014-08-12,"III",93.93,6.07,0,0,0,0,2014-08-12,2014-08-18,1,"2014-33",6.07
2014-08-12,"IV",78.08,21.92,4.05,0,0,0,2014-08-12,2014-08-18,1,"2014-33",25.97
2014-08-05,"I",87.39,12.61,0,0,0,0,2014-08-05,2014-08-11,1,"2014-32",12.61
2014-08-05,"II",96.4,3.6,0.44,0,0,0,2014-08-05,2014-08-11,1,"2014-32",4.04
2014-08-05,"III",91.01,8.99,0,0,0,0,2014-08-05,2014-08-11,1,"2014-32",8.99
2014-08-05,"IV",75.71,24.29,3.45,0,0,0,2014-08-05,2014-08-11,1,"2014-32",27.74
2014-07-29,"I",89.77,10.23,0,0,0,0,2014-07-29,2014-08-04,1,"2014-31",10.23
2014-07-29,"II",94.83,5.17,1.02,0,0,0,2014-07-29,2014-08-04,1,"2014-31",6.19
2014-07-29,"III",88.73,11.27,0,0,0,0,2014-07-29,2014-08-04,1,"2014-31",11.27
2014-07-29,"IV",74.9,25.1,1.98,0,0,0,2014-07-29,2014-08-04,1,"2014-31",27.08
2014-07-22,"I",89.08,10.92,0,0,0,0,2014-07-22,2014-07-28,1,"2014-30",10.92
2014-07-22,"II",95.73,4.27,0.6,0,0,0,2014-07-22,2014-07-28,1,"2014-30",4.87
2014-07-22,"III",85.78,14.22,0,0,0,0,2014-07-22,2014-07-28,1,"2014-30",14.22
2014-07-22,"IV",79.19,20.81,0,0,0,0,2014-07-22,2014-07-28,1,"2014-30",20.81
2014-07-15,"I",89.94,10.06,0,0,0,0,2014-07-15,2014-07-21,1,"2014-29",10.06
2014-07-15,"II",95.73,4.27,0.47,0,0,0,2014-07-15,2014-07-21,1,"2014-29",4.74
2014-07-15,"III",89.07,10.93,0.54,0,0,0,2014-07-15,2014-07-21,1,"2014-29",11.47
2014-07-15,"IV",74.69,25.31,1.25,0,0,0,2014-07-15,2014-07-21,1,"2014-29",26.56
2014-07-08,"I",91.43,8.57,0,0,0,0,2014-07-08,2014-07-14,1,"2014-28",8.57
2014-07-08,"II",97.26,2.74,0.47,0,0,0,2014-07-08,2014-07-14,1,"2014-28",3.21
2014-07-08,"III",91.95,8.05,0.54,0,0,0,2014-07-08,2014-07-14,1,"2014-28",8.59
2014-07-08,"IV",80.74,19.26,1.25,0,0,0,2014-07-08,2014-07-14,1,"2014-28",20.51
2014-07-01,"I",89.7,10.3,0,0,0,0,2014-07-01,2014-07-07,1,"2014-27",10.3
2014-07-01,"II",97.65,2.35,0,0,0,0,2014-07-01,2014-07-07,1,"2014-27",2.35
2014-07-01,"III",95.35,4.65,0.54,0,0,0,2014-07-01,2014-07-07,1,"2014-27",5.19
2014-07-01,"IV",86.61,13.39,0.88,0,0,0,2014-07-01,2014-07-07,1,"2014-27",14.27
2014-06-24,"I",94.95,5.05,0,0,0,0,2014-06-24,2014-06-30,1,"2014-26",5.05
2014-06-24,"II",97.66,2.34,0,0,0,0,2014-06-24,2014-06-30,1,"2014-26",2.34
2014-06-24,"III",96.58,3.42,0.64,0,0,0,2014-06-24,2014-06-30,1,"2014-26",4.06
2014-06-24,"IV",84.77,15.23,1.06,0,0,0,2014-06-24,2014-06-30,1,"2014-26",16.29
2014-06-17,"I",97.36,2.64,0,0,0,0,2014-06-17,2014-06-23,1,"2014-25",2.64
2014-06-17,"II",98.23,1.77,0,0,0,0,2014-06-17,2014-06-23,1,"2014-25",1.77
2014-06-17,"III",96.58,3.42,0.64,0,0,0,2014-06-17,2014-06-23,1,"2014-25",4.06
2014-06-17,"IV",87.82,12.18,1.06,0,0,0,2014-06-17,2014-06-23,1,"2014-25",13.24
2014-06-10,"I",97.36,2.64,0,0,0,0,2014-06-10,2014-06-16,1,"2014-24",2.64
2014-06-10,"II",98.23,1.77,0,0,0,0,2014-06-10,2014-06-16,1,"2014-24",1.77
2014-06-10,"III",95.43,4.57,1.89,0,0,0,2014-06-10,2014-06-16,1,"2014-24",6.46
2014-06-10,"IV",87.18,12.82,1.15,0,0,0,2014-06-10,2014-06-16,1,"2014-24",13.97
2014-06-03,"I",100,0,0,0,0,0,2014-06-03,2014-06-09,1,"2014-23",0
2014-06-03,"II",98.56,1.44,0,0,0,0,2014-06-03,2014-06-09,1,"2014-23",1.44
2014-06-03,"III",94.86,5.14,0,0,0,0,2014-06-03,2014-06-09,1,"2014-23",5.14
2014-06-03,"IV",84.35,15.65,1.17,0,0,0,2014-06-03,2014-06-09,1,"2014-23",16.82
2014-05-27,"I",100,0,0,0,0,0,2014-05-27,2014-06-02,1,"2014-22",0
2014-05-27,"II",97.71,2.29,0,0,0,0,2014-05-27,2014-06-02,1,"2014-22",2.29
2014-05-27,"III",95.29,4.71,0,0,0,0,2014-05-27,2014-06-02,1,"2014-22",4.71
2014-05-27,"IV",88.94,11.06,1.16,0,0,0,2014-05-27,2014-06-02,1,"2014-22",12.22
2014-05-20,"I",100,0,0,0,0,0,2014-05-20,2014-05-26,1,"2014-21",0
2014-05-20,"II",97.71,2.29,0,0,0,0,2014-05-20,2014-05-26,1,"2014-21",2.29
2014-05-20,"III",95.29,4.71,0,0,0,0,2014-05-20,2014-05-26,1,"2014-21",4.71
2014-05-20,"IV",89.52,10.48,0.57,0,0,0,2014-05-20,2014-05-26,1,"2014-21",11.05
2014-05-13,"I",100,0,0,0,0,0,2014-05-13,2014-05-19,1,"2014-20",0
2014-05-13,"II",97.71,2.29,0,0,0,0,2014-05-13,2014-05-19,1,"2014-20",2.29
2014-05-13,"III",81.26,18.74,0,0,0,0,2014-05-13,2014-05-19,1,"2014-20",18.74
2014-05-13,"IV",88.7,11.3,0.85,0,0,0,2014-05-13,2014-05-19,1,"2014-20",12.15
2014-05-06,"I",100,0,0,0,0,0,2014-05-06,2014-05-12,1,"2014-19",0
2014-05-06,"II",97.21,2.79,0,0,0,0,2014-05-06,2014-05-12,1,"2014-19",2.79
2014-05-06,"III",81.26,18.74,0,0,0,0,2014-05-06,2014-05-12,1,"2014-19",18.74
2014-05-06,"IV",90.97,9.03,0,0,0,0,2014-05-06,2014-05-12,1,"2014-19",9.03
2014-04-29,"I",100,0,0,0,0,0,2014-04-29,2014-05-05,1,"2014-18",0
2014-04-29,"II",97.21,2.79,0,0,0,0,2014-04-29,2014-05-05,1,"2014-18",2.79
2014-04-29,"III",96.5,3.5,0,0,0,0,2014-04-29,2014-05-05,1,"2014-18",3.5
2014-04-29,"IV",95.71,4.29,0,0,0,0,2014-04-29,2014-05-05,1,"2014-18",4.29
2014-04-22,"I",93.31,6.69,0,0,0,0,2014-04-22,2014-04-28,1,"2014-17",6.69
2014-04-22,"II",97.4,2.6,0,0,0,0,2014-04-22,2014-04-28,1,"2014-17",2.6
2014-04-22,"III",96.5,3.5,0,0,0,0,2014-04-22,2014-04-28,1,"2014-17",3.5
2014-04-22,"IV",91.77,8.23,0.8,0,0,0,2014-04-22,2014-04-28,1,"2014-17",9.03
2014-04-15,"I",93.81,6.19,0,0,0,0,2014-04-15,2014-04-21,1,"2014-16",6.19
2014-04-15,"II",97.4,2.6,0,0,0,0,2014-04-15,2014-04-21,1,"2014-16",2.6
2014-04-15,"III",100,0,0,0,0,0,2014-04-15,2014-04-21,1,"2014-16",0
2014-04-15,"IV",95.05,4.95,1.41,0,0,0,2014-04-15,2014-04-21,1,"2014-16",6.36
2014-04-08,"I",93.81,6.19,0,0,0,0,2014-04-08,2014-04-14,1,"2014-15",6.19
2014-04-08,"II",97.4,2.6,0,0,0,0,2014-04-08,2014-04-14,1,"2014-15",2.6
2014-04-08,"III",100,0,0,0,0,0,2014-04-08,2014-04-14,1,"2014-15",0
2014-04-08,"IV",96.99,3.01,1.41,0,0,0,2014-04-08,2014-04-14,1,"2014-15",4.42
2014-04-01,"I",93.81,6.19,0,0,0,0,2014-04-01,2014-04-07,1,"2014-14",6.19
2014-04-01,"II",97.4,2.6,0,0,0,0,2014-04-01,2014-04-07,1,"2014-14",2.6
2014-04-01,"III",100,0,0,0,0,0,2014-04-01,2014-04-07,1,"2014-14",0
2014-04-01,"IV",87.8,12.2,2.51,0,0,0,2014-04-01,2014-04-07,1,"2014-14",14.71
2014-03-25,"I",91.21,8.79,0,0,0,0,2014-03-25,2014-03-31,1,"2014-13",8.79
2014-03-25,"II",94.71,5.29,0,0,0,0,2014-03-25,2014-03-31,1,"2014-13",5.29
2014-03-25,"III",99.44,0.56,0,0,0,0,2014-03-25,2014-03-31,1,"2014-13",0.56
2014-03-25,"IV",90.44,9.56,2.51,0,0,0,2014-03-25,2014-03-31,1,"2014-13",12.07
2014-03-18,"I",91.21,8.79,0,0,0,0,2014-03-18,2014-03-24,1,"2014-12",8.79
2014-03-18,"II",94.71,5.29,0,0,0,0,2014-03-18,2014-03-24,1,"2014-12",5.29
2014-03-18,"III",99.44,0.56,0,0,0,0,2014-03-18,2014-03-24,1,"2014-12",0.56
2014-03-18,"IV",92.14,7.86,0,0,0,0,2014-03-18,2014-03-24,1,"2014-12",7.86
2014-03-11,"I",91.21,8.79,0,0,0,0,2014-03-11,2014-03-17,1,"2014-11",8.79
2014-03-11,"II",95.19,4.81,0,0,0,0,2014-03-11,2014-03-17,1,"2014-11",4.81
2014-03-11,"III",99.44,0.56,0,0,0,0,2014-03-11,2014-03-17,1,"2014-11",0.56
2014-03-11,"IV",93.24,6.76,0,0,0,0,2014-03-11,2014-03-17,1,"2014-11",6.76
2014-03-04,"I",91.21,8.79,0,0,0,0,2014-03-04,2014-03-10,1,"2014-10",8.79
2014-03-04,"II",95.95,4.05,0,0,0,0,2014-03-04,2014-03-10,1,"2014-10",4.05
2014-03-04,"III",99.44,0.56,0,0,0,0,2014-03-04,2014-03-10,1,"2014-10",0.56
2014-03-04,"IV",98.04,1.96,0,0,0,0,2014-03-04,2014-03-10,1,"2014-10",1.96
2014-02-25,"I",91.21,8.79,0,0,0,0,2014-02-25,2014-03-03,1,"2014-09",8.79
2014-02-25,"II",95.95,4.05,0,0,0,0,2014-02-25,2014-03-03,1,"2014-09",4.05
2014-02-25,"III",99.44,0.56,0,0,0,0,2014-02-25,2014-03-03,1,"2014-09",0.56
2014-02-25,"IV",97.55,2.45,0,0,0,0,2014-02-25,2014-03-03,1,"2014-09",2.45
2014-02-18,"I",81.68,18.32,0,0,0,0,2014-02-18,2014-02-24,1,"2014-08",18.32
2014-02-18,"II",95.38,4.62,0,0,0,0,2014-02-18,2014-02-24,1,"2014-08",4.62
2014-02-18,"III",98.64,1.36,0,0,0,0,2014-02-18,2014-02-24,1,"2014-08",1.36
2014-02-18,"IV",97.44,2.56,0,0,0,0,2014-02-18,2014-02-24,1,"2014-08",2.56
2014-02-11,"I",77.49,22.51,0,0,0,0,2014-02-11,2014-02-17,1,"2014-07",22.51
2014-02-11,"II",93.17,6.83,0,0,0,0,2014-02-11,2014-02-17,1,"2014-07",6.83
2014-02-11,"III",94.96,5.04,0,0,0,0,2014-02-11,2014-02-17,1,"2014-07",5.04
2014-02-11,"IV",95.49,4.51,0,0,0,0,2014-02-11,2014-02-17,1,"2014-07",4.51
2014-02-04,"I",80.2,19.8,0,0,0,0,2014-02-04,2014-02-10,1,"2014-06",19.8
2014-02-04,"II",92.12,7.88,0,0,0,0,2014-02-04,2014-02-10,1,"2014-06",7.88
2014-02-04,"III",91.67,8.33,0,0,0,0,2014-02-04,2014-02-10,1,"2014-06",8.33
2014-02-04,"IV",90.82,9.18,0.19,0,0,0,2014-02-04,2014-02-10,1,"2014-06",9.37
2014-01-28,"I",83.26,16.74,0,0,0,0,2014-01-28,2014-02-03,1,"2014-05",16.74
2014-01-28,"II",92.12,7.88,0,0,0,0,2014-01-28,2014-02-03,1,"2014-05",7.88
2014-01-28,"III",93.06,6.94,0,0,0,0,2014-01-28,2014-02-03,1,"2014-05",6.94
2014-01-28,"IV",83.13,16.87,0,0,0,0,2014-01-28,2014-02-03,1,"2014-05",16.87
2014-01-21,"I",83.26,16.74,0,0,0,0,2014-01-21,2014-01-27,1,"2014-04",16.74
2014-01-21,"II",92.12,7.88,0,0,0,0,2014-01-21,2014-01-27,1,"2014-04",7.88
2014-01-21,"III",93.06,6.94,0,0,0,0,2014-01-21,2014-01-27,1,"2014-04",6.94
2014-01-21,"IV",95.73,4.27,0,0,0,0,2014-01-21,2014-01-27,1,"2014-04",4.27
2014-01-14,"I",71.65,28.35,5.04,0,0,0,2014-01-14,2014-01-20,1,"2014-03",33.39
2014-01-14,"II",90.37,9.63,1.97,0,0,0,2014-01-14,2014-01-20,1,"2014-03",11.6
2014-01-14,"III",91.81,8.19,0,0,0,0,2014-01-14,2014-01-20,1,"2014-03",8.19
2014-01-14,"IV",96.36,3.64,0,0,0,0,2014-01-14,2014-01-20,1,"2014-03",3.64
2014-01-07,"I",45.67,54.33,10.11,0,0,0,2014-01-07,2014-01-13,1,"2014-02",64.44
2014-01-07,"II",73.95,26.05,3.88,0,0,0,2014-01-07,2014-01-13,1,"2014-02",29.93
2014-01-07,"III",89.59,10.41,1.18,0,0,0,2014-01-07,2014-01-13,1,"2014-02",11.59
2014-01-07,"IV",93.22,6.78,0,0,0,0,2014-01-07,2014-01-13,1,"2014-02",6.78
2013-12-31,"I",61.3,38.7,10.12,0,0,0,2013-12-31,2014-01-06,1,"2013-01",48.82
2013-12-31,"II",65.14,34.86,7.04,0,0,0,2013-12-31,2014-01-06,1,"2013-01",41.9
2013-12-31,"III",86.89,13.11,2.35,0,0,0,2013-12-31,2014-01-06,1,"2013-01",15.46
2013-12-31,"IV",93.81,6.19,0,0,0,0,2013-12-31,2014-01-06,1,"2013-01",6.19
2013-12-24,"I",61.3,38.7,12.22,0,0,0,2013-12-24,2013-12-30,1,"2013-52",50.92
2013-12-24,"II",65.14,34.86,7.22,0,0,0,2013-12-24,2013-12-30,1,"2013-52",42.08
2013-12-24,"III",84.01,15.99,2.35,0,0,0,2013-12-24,2013-12-30,1,"2013-52",18.34
2013-12-24,"IV",79.25,20.75,0.36,0,0,0,2013-12-24,2013-12-30,1,"2013-52",21.11
2013-12-17,"I",61.3,38.7,12.22,0,0,0,2013-12-17,2013-12-23,1,"2013-51",50.92
2013-12-17,"II",64.64,35.36,7.22,0,0,0,2013-12-17,2013-12-23,1,"2013-51",42.58
2013-12-17,"III",76.09,23.91,2.35,0,0,0,2013-12-17,2013-12-23,1,"2013-51",26.26
2013-12-17,"IV",70.22,29.78,0.89,0,0,0,2013-12-17,2013-12-23,1,"2013-51",30.67
2013-12-10,"I",62.49,37.51,12.22,0,0,0,2013-12-10,2013-12-16,1,"2013-50",49.73
2013-12-10,"II",66.62,33.38,7.22,0,0,0,2013-12-10,2013-12-16,1,"2013-50",40.6
2013-12-10,"III",70.71,29.29,2.35,0,0,0,2013-12-10,2013-12-16,1,"2013-50",31.64
2013-12-10,"IV",72.13,27.87,0.18,0,0,0,2013-12-10,2013-12-16,1,"2013-50",28.05
2013-12-03,"I",62.49,37.51,12.22,0,0,0,2013-12-03,2013-12-09,1,"2013-49",49.73
2013-12-03,"II",66.62,33.38,7.22,0,0,0,2013-12-03,2013-12-09,1,"2013-49",40.6
2013-12-03,"III",65.98,34.02,2.35,0,0,0,2013-12-03,2013-12-09,1,"2013-49",36.37
2013-12-03,"IV",69.85,30.15,0.18,0,0,0,2013-12-03,2013-12-09,1,"2013-49",30.33
2013-11-26,"I",56.09,43.91,12.9,0,0,0,2013-11-26,2013-12-02,1,"2013-48",56.81
2013-11-26,"II",61.31,38.69,7.46,0,0,0,2013-11-26,2013-12-02,1,"2013-48",46.15
2013-11-26,"III",50.48,49.52,2.35,0,0,0,2013-11-26,2013-12-02,1,"2013-48",51.87
2013-11-26,"IV",66.27,33.73,0.09,0,0,0,2013-11-26,2013-12-02,1,"2013-48",33.82
2013-11-19,"I",56.09,43.91,12.9,0,0,0,2013-11-19,2013-11-25,1,"2013-47",56.81
2013-11-19,"II",63.22,36.78,7.46,0,0,0,2013-11-19,2013-11-25,1,"2013-47",44.24
2013-11-19,"III",61.77,38.23,2.35,0,0,0,2013-11-19,2013-11-25,1,"2013-47",40.58
2013-11-19,"IV",55.59,44.41,1.77,0,0,0,2013-11-19,2013-11-25,1,"2013-47",46.18
2013-11-12,"I",59.3,40.7,8.71,0,0,0,2013-11-12,2013-11-18,1,"2013-46",49.41
2013-11-12,"II",66,34,7.35,0,0,0,2013-11-12,2013-11-18,1,"2013-46",41.35
2013-11-12,"III",71.68,28.32,0.56,0,0,0,2013-11-12,2013-11-18,1,"2013-46",28.88
2013-11-12,"IV",68.63,31.37,1.77,0,0,0,2013-11-12,2013-11-18,1,"2013-46",33.14
2013-11-05,"I",82.31,17.69,7.22,0,0,0,2013-11-05,2013-11-11,1,"2013-45",24.91
2013-11-05,"II",67.63,32.37,3.1,0,0,0,2013-11-05,2013-11-11,1,"2013-45",35.47
2013-11-05,"III",84.58,15.42,0,0,0,0,2013-11-05,2013-11-11,1,"2013-45",15.42
2013-11-05,"IV",70.29,29.71,1.08,0,0,0,2013-11-05,2013-11-11,1,"2013-45",30.79
2013-10-29,"I",82.24,17.76,7.22,0,0,0,2013-10-29,2013-11-04,1,"2013-44",24.98
2013-10-29,"II",63.68,36.32,3.1,0,0,0,2013-10-29,2013-11-04,1,"2013-44",39.42
2013-10-29,"III",90.09,9.91,0,0,0,0,2013-10-29,2013-11-04,1,"2013-44",9.91
2013-10-29,"IV",75.16,24.84,2.23,0.25,0,0,2013-10-29,2013-11-04,1,"2013-44",27.32
2013-10-22,"I",89.7,10.3,0.45,0,0,0,2013-10-22,2013-10-28,1,"2013-43",10.75
2013-10-22,"II",67.94,32.06,1.69,0,0,0,2013-10-22,2013-10-28,1,"2013-43",33.75
2013-10-22,"III",92.57,7.43,0,0,0,0,2013-10-22,2013-10-28,1,"2013-43",7.43
2013-10-22,"IV",84.61,15.39,2.55,0.25,0,0,2013-10-22,2013-10-28,1,"2013-43",18.19
2013-10-15,"I",89.7,10.3,0,0,0,0,2013-10-15,2013-10-21,1,"2013-42",10.3
2013-10-15,"II",71.64,28.36,0,0,0,0,2013-10-15,2013-10-21,1,"2013-42",28.36
2013-10-15,"III",92.85,7.15,0,0,0,0,2013-10-15,2013-10-21,1,"2013-42",7.15
2013-10-15,"IV",92.31,7.69,2.72,0.25,0,0,2013-10-15,2013-10-21,1,"2013-42",10.66
2013-10-08,"I",92.71,7.29,0,0,0,0,2013-10-08,2013-10-14,1,"2013-41",7.29
2013-10-08,"II",79.35,20.65,0,0,0,0,2013-10-08,2013-10-14,1,"2013-41",20.65
2013-10-08,"III",70.7,29.3,0,0,0,0,2013-10-08,2013-10-14,1,"2013-41",29.3
2013-10-08,"IV",89.8,10.2,2.75,0.48,0,0,2013-10-08,2013-10-14,1,"2013-41",13.43
2013-10-01,"I",92.71,7.29,0,0,0,0,2013-10-01,2013-10-07,1,"2013-40",7.29
2013-10-01,"II",79.35,20.65,0,0,0,0,2013-10-01,2013-10-07,1,"2013-40",20.65
2013-10-01,"III",70.7,29.3,0,0,0,0,2013-10-01,2013-10-07,1,"2013-40",29.3
2013-10-01,"IV",89.33,10.67,2.75,0.58,0.04,0,2013-10-01,2013-10-07,1,"2013-40",14.04
2013-09-24,"I",97.43,2.57,0,0,0,0,2013-09-24,2013-09-30,1,"2013-39",2.57
2013-09-24,"II",96.94,3.06,0,0,0,0,2013-09-24,2013-09-30,1,"2013-39",3.06
2013-09-24,"III",85.16,14.84,0,0,0,0,2013-09-24,2013-09-30,1,"2013-39",14.84
2013-09-24,"IV",90.96,9.04,3.87,1.05,0,0,2013-09-24,2013-09-30,1,"2013-39",13.96
2013-09-17,"I",97.43,2.57,0,0,0,0,2013-09-17,2013-09-23,1,"2013-38",2.57
2013-09-17,"II",96.94,3.06,0,0,0,0,2013-09-17,2013-09-23,1,"2013-38",3.06
2013-09-17,"III",84.99,15.01,0,0,0,0,2013-09-17,2013-09-23,1,"2013-38",15.01
2013-09-17,"IV",86.66,13.34,6.67,3.5,0.15,0,2013-09-17,2013-09-23,1,"2013-38",23.66
2013-09-10,"I",98.22,1.78,0,0,0,0,2013-09-10,2013-09-16,1,"2013-37",1.78
2013-09-10,"II",97.06,2.94,0,0,0,0,2013-09-10,2013-09-16,1,"2013-37",2.94
2013-09-10,"III",90.54,9.46,0,0,0,0,2013-09-10,2013-09-16,1,"2013-37",9.46
2013-09-10,"IV",91.26,8.74,3.65,2.07,0,0,2013-09-10,2013-09-16,1,"2013-37",14.46
2013-09-03,"I",100,0,0,0,0,0,2013-09-03,2013-09-09,1,"2013-36",0
2013-09-03,"II",100,0,0,0,0,0,2013-09-03,2013-09-09,1,"2013-36",0
2013-09-03,"III",92.53,7.47,0,0,0,0,2013-09-03,2013-09-09,1,"2013-36",7.47
2013-09-03,"IV",94.09,5.91,2.92,1.29,0,0,2013-09-03,2013-09-09,1,"2013-36",10.12
2013-08-27,"I",100,0,0,0,0,0,2013-08-27,2013-09-02,1,"2013-35",0
2013-08-27,"II",100,0,0,0,0,0,2013-08-27,2013-09-02,1,"2013-35",0
2013-08-27,"III",95.97,4.03,0,0,0,0,2013-08-27,2013-09-02,1,"2013-35",4.03
2013-08-27,"IV",94.32,5.68,2.53,1.28,0,0,2013-08-27,2013-09-02,1,"2013-35",9.49
2013-08-20,"I",100,0,0,0,0,0,2013-08-20,2013-08-26,1,"2013-34",0
2013-08-20,"II",100,0,0,0,0,0,2013-08-20,2013-08-26,1,"2013-34",0
2013-08-20,"III",100,0,0,0,0,0,2013-08-20,2013-08-26,1,"2013-34",0
2013-08-20,"IV",94.27,5.73,0.67,0,0,0,2013-08-20,2013-08-26,1,"2013-34",6.4
2013-08-13,"I",100,0,0,0,0,0,2013-08-13,2013-08-19,1,"2013-33",0
2013-08-13,"II",100,0,0,0,0,0,2013-08-13,2013-08-19,1,"2013-33",0
2013-08-13,"III",100,0,0,0,0,0,2013-08-13,2013-08-19,1,"2013-33",0
2013-08-13,"IV",94.1,5.9,0.67,0,0,0,2013-08-13,2013-08-19,1,"2013-33",6.57
2013-08-06,"I",100,0,0,0,0,0,2013-08-06,2013-08-12,1,"2013-32",0
2013-08-06,"II",100,0,0,0,0,0,2013-08-06,2013-08-12,1,"2013-32",0
2013-08-06,"III",100,0,0,0,0,0,2013-08-06,2013-08-12,1,"2013-32",0
2013-08-06,"IV",93.42,6.58,0.67,0,0,0,2013-08-06,2013-08-12,1,"2013-32",7.25
2013-07-30,"I",100,0,0,0,0,0,2013-07-30,2013-08-05,1,"2013-31",0
2013-07-30,"II",100,0,0,0,0,0,2013-07-30,2013-08-05,1,"2013-31",0
2013-07-30,"III",100,0,0,0,0,0,2013-07-30,2013-08-05,1,"2013-31",0
2013-07-30,"IV",93.44,6.56,0.67,0,0,0,2013-07-30,2013-08-05,1,"2013-31",7.23
2013-07-23,"I",100,0,0,0,0,0,2013-07-23,2013-07-29,1,"2013-30",0
2013-07-23,"II",100,0,0,0,0,0,2013-07-23,2013-07-29,1,"2013-30",0
2013-07-23,"III",100,0,0,0,0,0,2013-07-23,2013-07-29,1,"2013-30",0
2013-07-23,"IV",93.44,6.56,0.44,0,0,0,2013-07-23,2013-07-29,1,"2013-30",7
2013-07-16,"I",100,0,0,0,0,0,2013-07-16,2013-07-22,1,"2013-29",0
2013-07-16,"II",100,0,0,0,0,0,2013-07-16,2013-07-22,1,"2013-29",0
2013-07-16,"III",100,0,0,0,0,0,2013-07-16,2013-07-22,1,"2013-29",0
2013-07-16,"IV",98.44,1.56,0,0,0,0,2013-07-16,2013-07-22,1,"2013-29",1.56
2013-07-09,"I",100,0,0,0,0,0,2013-07-09,2013-07-15,1,"2013-28",0
2013-07-09,"II",100,0,0,0,0,0,2013-07-09,2013-07-15,1,"2013-28",0
2013-07-09,"III",98.1,1.9,0,0,0,0,2013-07-09,2013-07-15,1,"2013-28",1.9
2013-07-09,"IV",99.05,0.95,0,0,0,0,2013-07-09,2013-07-15,1,"2013-28",0.95
2013-07-02,"I",100,0,0,0,0,0,2013-07-02,2013-07-08,1,"2013-27",0
2013-07-02,"II",100,0,0,0,0,0,2013-07-02,2013-07-08,1,"2013-27",0
2013-07-02,"III",97.53,2.47,0,0,0,0,2013-07-02,2013-07-08,1,"2013-27",2.47
2013-07-02,"IV",97.23,2.77,0,0,0,0,2013-07-02,2013-07-08,1,"2013-27",2.77
2013-06-25,"I",97.21,2.79,0,0,0,0,2013-06-25,2013-07-01,1,"2013-26",2.79
2013-06-25,"II",99.46,0.54,0,0,0,0,2013-06-25,2013-07-01,1,"2013-26",0.54
2013-06-25,"III",86.23,13.77,0.66,0,0,0,2013-06-25,2013-07-01,1,"2013-26",14.43
2013-06-25,"IV",93.46,6.54,0,0,0,0,2013-06-25,2013-07-01,1,"2013-26",6.54
2013-06-18,"I",97.21,2.79,0,0,0,0,2013-06-18,2013-06-24,1,"2013-25",2.79
2013-06-18,"II",99.46,0.54,0,0,0,0,2013-06-18,2013-06-24,1,"2013-25",0.54
2013-06-18,"III",86.23,13.77,0.66,0,0,0,2013-06-18,2013-06-24,1,"2013-25",14.43
2013-06-18,"IV",93.44,6.56,0,0,0,0,2013-06-18,2013-06-24,1,"2013-25",6.56
2013-06-11,"I",97.21,2.79,0,0,0,0,2013-06-11,2013-06-17,1,"2013-24",2.79
2013-06-11,"II",94.58,5.42,0,0,0,0,2013-06-11,2013-06-17,1,"2013-24",5.42
2013-06-11,"III",84.98,15.02,0.66,0,0,0,2013-06-11,2013-06-17,1,"2013-24",15.68
2013-06-11,"IV",93.7,6.3,0,0,0,0,2013-06-11,2013-06-17,1,"2013-24",6.3
2013-06-04,"I",71.71,28.29,2.57,0,0,0,2013-06-04,2013-06-10,1,"2013-23",30.86
2013-06-04,"II",86.59,13.41,0.01,0,0,0,2013-06-04,2013-06-10,1,"2013-23",13.42
2013-06-04,"III",82.54,17.46,0.66,0,0,0,2013-06-04,2013-06-10,1,"2013-23",18.12
2013-06-04,"IV",87.02,12.98,1.46,0,0,0,2013-06-04,2013-06-10,1,"2013-23",14.44
2013-05-28,"I",66.98,33.02,2.57,0,0,0,2013-05-28,2013-06-03,1,"2013-22",35.59
2013-05-28,"II",86.48,13.52,0.01,0,0,0,2013-05-28,2013-06-03,1,"2013-22",13.53
2013-05-28,"III",82.54,17.46,0.66,0,0,0,2013-05-28,2013-06-03,1,"2013-22",18.12
2013-05-28,"IV",88.1,11.9,2.22,0.5,0,0,2013-05-28,2013-06-03,1,"2013-22",14.62
2013-05-21,"I",28.88,71.12,20.37,0,0,0,2013-05-21,2013-05-27,1,"2013-21",91.49
2013-05-21,"II",61.38,38.62,0.55,0,0,0,2013-05-21,2013-05-27,1,"2013-21",39.17
2013-05-21,"III",81.91,18.09,0.86,0,0,0,2013-05-21,2013-05-27,1,"2013-21",18.95
2013-05-21,"IV",90.32,9.68,1.55,0.5,0,0,2013-05-21,2013-05-27,1,"2013-21",11.73
2013-05-14,"I",31.09,68.91,20.37,0,0,0,2013-05-14,2013-05-20,1,"2013-20",89.28
2013-05-14,"II",75.24,24.76,0.55,0,0,0,2013-05-14,2013-05-20,1,"2013-20",25.31
2013-05-14,"III",83.82,16.18,0.9,0,0,0,2013-05-14,2013-05-20,1,"2013-20",17.08
2013-05-14,"IV",91.13,8.87,1.55,0.5,0,0,2013-05-14,2013-05-20,1,"2013-20",10.92
2013-05-07,"I",25,75,20.38,0,0,0,2013-05-07,2013-05-13,1,"2013-19",95.38
2013-05-07,"II",71.48,28.52,2.96,0,0,0,2013-05-07,2013-05-13,1,"2013-19",31.48
