"MapDate","RegionName","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_fema"
2019-07-16,"I",96.76,3.24,0,0,0,0,2019-07-16,2019-07-22,1,"2019-29",3.24
2019-07-16,"II",96.1,3.9,2.01,0.85,0,0,2019-07-16,2019-07-22,1,"2019-29",6.76
2019-07-16,"III",100,0,0,0,0,0,2019-07-16,2019-07-22,1,"2019-29",0
2019-07-16,"IV",81.21,18.79,3.73,0.6,0,0,2019-07-16,2019-07-22,1,"2019-29",23.12
2019-07-09,"I",100,0,0,0,0,0,2019-07-09,2019-07-15,1,"2019-28",0
2019-07-09,"II",96.14,3.86,2.01,0.75,0,0,2019-07-09,2019-07-15,1,"2019-28",6.62
2019-07-09,"III",100,0,0,0,0,0,2019-07-09,2019-07-15,1,"2019-28",0
2019-07-09,"IV",78.04,21.96,4.89,0.5,0,0,2019-07-09,2019-07-15,1,"2019-28",27.35
2019-07-02,"I",100,0,0,0,0,0,2019-07-02,2019-07-08,1,"2019-27",0
2019-07-02,"II",96.54,3.46,1.83,0.33,0,0,2019-07-02,2019-07-08,1,"2019-27",5.62
2019-07-02,"III",99.99,0.01,0,0,0,0,2019-07-02,2019-07-08,1,"2019-27",0.01
2019-07-02,"IV",78.78,21.22,5.34,0.32,0,0,2019-07-02,2019-07-08,1,"2019-27",26.88
2019-06-25,"I",100,0,0,0,0,0,2019-06-25,2019-07-01,1,"2019-26",0
2019-06-25,"II",96.65,3.35,1.86,0,0,0,2019-06-25,2019-07-01,1,"2019-26",5.21
2019-06-25,"III",99.99,0.01,0,0,0,0,2019-06-25,2019-07-01,1,"2019-26",0.01
2019-06-25,"IV",76.43,23.57,4.88,0.39,0,0,2019-06-25,2019-07-01,1,"2019-26",28.84
2019-06-18,"I",100,0,0,0,0,0,2019-06-18,2019-06-24,1,"2019-25",0
2019-06-18,"II",96.65,3.35,1.86,0,0,0,2019-06-18,2019-06-24,1,"2019-25",5.21
2019-06-18,"III",99.99,0.01,0,0,0,0,2019-06-18,2019-06-24,1,"2019-25",0.01
2019-06-18,"IV",71.81,28.19,9.02,0.58,0,0,2019-06-18,2019-06-24,1,"2019-25",37.79
2019-06-11,"I",100,0,0,0,0,0,2019-06-11,2019-06-17,1,"2019-24",0
2019-06-11,"II",97.43,2.57,0.89,0,0,0,2019-06-11,2019-06-17,1,"2019-24",3.46
2019-06-11,"III",99.99,0.01,0,0,0,0,2019-06-11,2019-06-17,1,"2019-24",0.01
2019-06-11,"IV",67.41,32.59,15.82,0.52,0,0,2019-06-11,2019-06-17,1,"2019-24",48.93
2019-06-04,"I",100,0,0,0,0,0,2019-06-04,2019-06-10,1,"2019-23",0
2019-06-04,"II",97.43,2.57,0.89,0,0,0,2019-06-04,2019-06-10,1,"2019-23",3.46
2019-06-04,"III",95.27,4.73,0,0,0,0,2019-06-04,2019-06-10,1,"2019-23",4.73
2019-06-04,"IV",50.77,49.23,22.64,2.12,0,0,2019-06-04,2019-06-10,1,"2019-23",73.99
2019-05-28,"I",100,0,0,0,0,0,2019-05-28,2019-06-03,1,"2019-22",0
2019-05-28,"II",97.43,2.57,0.89,0,0,0,2019-05-28,2019-06-03,1,"2019-22",3.46
2019-05-28,"III",95.28,4.72,0,0,0,0,2019-05-28,2019-06-03,1,"2019-22",4.72
2019-05-28,"IV",55.59,44.41,9.24,0,0,0,2019-05-28,2019-06-03,1,"2019-22",53.65
2019-05-21,"I",100,0,0,0,0,0,2019-05-21,2019-05-27,1,"2019-21",0
2019-05-21,"II",96.95,3.05,0.99,0,0,0,2019-05-21,2019-05-27,1,"2019-21",4.04
2019-05-21,"III",100,0,0,0,0,0,2019-05-21,2019-05-27,1,"2019-21",0
2019-05-21,"IV",75.15,24.85,4.73,0,0,0,2019-05-21,2019-05-27,1,"2019-21",29.58
2019-05-14,"I",100,0,0,0,0,0,2019-05-14,2019-05-20,1,"2019-20",0
2019-05-14,"II",97.49,2.51,0.72,0,0,0,2019-05-14,2019-05-20,1,"2019-20",3.23
2019-05-14,"III",100,0,0,0,0,0,2019-05-14,2019-05-20,1,"2019-20",0
2019-05-14,"IV",79.47,20.53,3.64,0,0,0,2019-05-14,2019-05-20,1,"2019-20",24.17
2019-05-07,"I",100,0,0,0,0,0,2019-05-07,2019-05-13,1,"2019-19",0
2019-05-07,"II",97.45,2.55,0.92,0,0,0,2019-05-07,2019-05-13,1,"2019-19",3.47
2019-05-07,"III",100,0,0,0,0,0,2019-05-07,2019-05-13,1,"2019-19",0
2019-05-07,"IV",77.99,22.01,6.93,0,0,0,2019-05-07,2019-05-13,1,"2019-19",28.94
2019-04-30,"I",100,0,0,0,0,0,2019-04-30,2019-05-06,1,"2019-18",0
2019-04-30,"II",97.45,2.55,0.92,0,0,0,2019-04-30,2019-05-06,1,"2019-18",3.47
2019-04-30,"III",100,0,0,0,0,0,2019-04-30,2019-05-06,1,"2019-18",0
2019-04-30,"IV",77.36,22.64,6.12,0,0,0,2019-04-30,2019-05-06,1,"2019-18",28.76
2019-04-23,"I",100,0,0,0,0,0,2019-04-23,2019-04-29,1,"2019-17",0
2019-04-23,"II",97.16,2.84,0.73,0,0,0,2019-04-23,2019-04-29,1,"2019-17",3.57
2019-04-23,"III",100,0,0,0,0,0,2019-04-23,2019-04-29,1,"2019-17",0
2019-04-23,"IV",76.37,23.63,5.39,0,0,0,2019-04-23,2019-04-29,1,"2019-17",29.02
2019-04-16,"I",100,0,0,0,0,0,2019-04-16,2019-04-22,1,"2019-16",0
2019-04-16,"II",95.04,4.96,0.6,0,0,0,2019-04-16,2019-04-22,1,"2019-16",5.56
2019-04-16,"III",100,0,0,0,0,0,2019-04-16,2019-04-22,1,"2019-16",0
2019-04-16,"IV",71.08,28.92,7.42,0,0,0,2019-04-16,2019-04-22,1,"2019-16",36.34
2019-04-09,"I",100,0,0,0,0,0,2019-04-09,2019-04-15,1,"2019-15",0
2019-04-09,"II",93.29,6.71,0.6,0,0,0,2019-04-09,2019-04-15,1,"2019-15",7.31
2019-04-09,"III",96.94,3.06,0,0,0,0,2019-04-09,2019-04-15,1,"2019-15",3.06
2019-04-09,"IV",69.95,30.05,9.52,0,0,0,2019-04-09,2019-04-15,1,"2019-15",39.57
2019-04-02,"I",100,0,0,0,0,0,2019-04-02,2019-04-08,1,"2019-14",0
2019-04-02,"II",96.57,3.43,0.6,0,0,0,2019-04-02,2019-04-08,1,"2019-14",4.03
2019-04-02,"III",100,0,0,0,0,0,2019-04-02,2019-04-08,1,"2019-14",0
2019-04-02,"IV",67.5,32.5,7.4,0,0,0,2019-04-02,2019-04-08,1,"2019-14",39.9
2019-03-26,"I",100,0,0,0,0,0,2019-03-26,2019-04-01,1,"2019-13",0
2019-03-26,"II",94.98,5.02,1.76,0,0,0,2019-03-26,2019-04-01,1,"2019-13",6.78
2019-03-26,"III",100,0,0,0,0,0,2019-03-26,2019-04-01,1,"2019-13",0
2019-03-26,"IV",78.34,21.66,2.22,0,0,0,2019-03-26,2019-04-01,1,"2019-13",23.88
2019-03-19,"I",100,0,0,0,0,0,2019-03-19,2019-03-25,1,"2019-12",0
2019-03-19,"II",94.98,5.02,1.76,0,0,0,2019-03-19,2019-03-25,1,"2019-12",6.78
2019-03-19,"III",100,0,0,0,0,0,2019-03-19,2019-03-25,1,"2019-12",0
2019-03-19,"IV",90.12,9.88,0.4,0,0,0,2019-03-19,2019-03-25,1,"2019-12",10.28
2019-03-12,"I",100,0,0,0,0,0,2019-03-12,2019-03-18,1,"2019-11",0
2019-03-12,"II",94.98,5.02,1.76,0,0,0,2019-03-12,2019-03-18,1,"2019-11",6.78
2019-03-12,"III",100,0,0,0,0,0,2019-03-12,2019-03-18,1,"2019-11",0
2019-03-12,"IV",91.71,8.29,0,0,0,0,2019-03-12,2019-03-18,1,"2019-11",8.29
2019-03-05,"I",100,0,0,0,0,0,2019-03-05,2019-03-11,1,"2019-10",0
2019-03-05,"II",94.85,5.15,2.46,0,0,0,2019-03-05,2019-03-11,1,"2019-10",7.61
2019-03-05,"III",100,0,0,0,0,0,2019-03-05,2019-03-11,1,"2019-10",0
2019-03-05,"IV",96.35,3.65,0,0,0,0,2019-03-05,2019-03-11,1,"2019-10",3.65
2019-02-26,"I",100,0,0,0,0,0,2019-02-26,2019-03-04,1,"2019-09",0
2019-02-26,"II",94.91,5.09,1.87,0,0,0,2019-02-26,2019-03-04,1,"2019-09",6.96
2019-02-26,"III",100,0,0,0,0,0,2019-02-26,2019-03-04,1,"2019-09",0
2019-02-26,"IV",96.21,3.79,0,0,0,0,2019-02-26,2019-03-04,1,"2019-09",3.79
2019-02-19,"I",100,0,0,0,0,0,2019-02-19,2019-02-25,1,"2019-08",0
2019-02-19,"II",95.38,4.62,1.26,0,0,0,2019-02-19,2019-02-25,1,"2019-08",5.88
2019-02-19,"III",100,0,0,0,0,0,2019-02-19,2019-02-25,1,"2019-08",0
2019-02-19,"IV",97.32,2.68,0,0,0,0,2019-02-19,2019-02-25,1,"2019-08",2.68
2019-02-12,"I",100,0,0,0,0,0,2019-02-12,2019-02-18,1,"2019-07",0
2019-02-12,"II",95.38,4.62,1.26,0,0,0,2019-02-12,2019-02-18,1,"2019-07",5.88
2019-02-12,"III",100,0,0,0,0,0,2019-02-12,2019-02-18,1,"2019-07",0
2019-02-12,"IV",97.58,2.42,0.47,0,0,0,2019-02-12,2019-02-18,1,"2019-07",2.89
2019-02-05,"I",100,0,0,0,0,0,2019-02-05,2019-02-11,1,"2019-06",0
2019-02-05,"II",95.64,4.36,0.51,0,0,0,2019-02-05,2019-02-11,1,"2019-06",4.87
2019-02-05,"III",100,0,0,0,0,0,2019-02-05,2019-02-11,1,"2019-06",0
2019-02-05,"IV",97.76,2.24,0.47,0,0,0,2019-02-05,2019-02-11,1,"2019-06",2.71
2019-01-29,"I",100,0,0,0,0,0,2019-01-29,2019-02-04,1,"2019-05",0
2019-01-29,"II",95.64,4.36,0.51,0,0,0,2019-01-29,2019-02-04,1,"2019-05",4.87
2019-01-29,"III",100,0,0,0,0,0,2019-01-29,2019-02-04,1,"2019-05",0
2019-01-29,"IV",96.12,3.88,0.58,0,0,0,2019-01-29,2019-02-04,1,"2019-05",4.46
2019-01-22,"I",100,0,0,0,0,0,2019-01-22,2019-01-28,1,"2019-04",0
2019-01-22,"II",95.64,4.36,0.51,0,0,0,2019-01-22,2019-01-28,1,"2019-04",4.87
2019-01-22,"III",100,0,0,0,0,0,2019-01-22,2019-01-28,1,"2019-04",0
2019-01-22,"IV",95.21,4.79,3.88,0.46,0,0,2019-01-22,2019-01-28,1,"2019-04",9.13
2019-01-15,"I",95.52,4.48,0,0,0,0,2019-01-15,2019-01-21,1,"2019-03",4.48
2019-01-15,"II",95.64,4.36,0.51,0,0,0,2019-01-15,2019-01-21,1,"2019-03",4.87
2019-01-15,"III",100,0,0,0,0,0,2019-01-15,2019-01-21,1,"2019-03",0
2019-01-15,"IV",95.21,4.79,3.88,0.46,0,0,2019-01-15,2019-01-21,1,"2019-03",9.13
2019-01-08,"I",95.52,4.48,0,0,0,0,2019-01-08,2019-01-14,1,"2019-02",4.48
2019-01-08,"II",95.5,4.5,0.62,0,0,0,2019-01-08,2019-01-14,1,"2019-02",5.12
2019-01-08,"III",100,0,0,0,0,0,2019-01-08,2019-01-14,1,"2019-02",0
2019-01-08,"IV",95.34,4.66,3.88,0,0,0,2019-01-08,2019-01-14,1,"2019-02",8.54
2019-01-01,"I",95.52,4.48,0,0,0,0,2019-01-01,2019-01-07,1,"2019-01",4.48
2019-01-01,"II",92.14,7.86,0.35,0,0,0,2019-01-01,2019-01-07,1,"2019-01",8.21
2019-01-01,"III",100,0,0,0,0,0,2019-01-01,2019-01-07,1,"2019-01",0
2019-01-01,"IV",95.34,4.66,3.36,0,0,0,2019-01-01,2019-01-07,1,"2019-01",8.02
2018-12-25,"I",93.18,6.82,0,0,0,0,2018-12-25,2018-12-31,1,"2018-52",6.82
2018-12-25,"II",90.16,9.84,0,0,0,0,2018-12-25,2018-12-31,1,"2018-52",9.84
2018-12-25,"III",100,0,0,0,0,0,2018-12-25,2018-12-31,1,"2018-52",0
2018-12-25,"IV",95.78,4.22,3.07,0,0,0,2018-12-25,2018-12-31,1,"2018-52",7.29
2018-12-18,"I",93.18,6.82,0,0,0,0,2018-12-18,2018-12-24,1,"2018-51",6.82
2018-12-18,"II",90.16,9.84,0,0,0,0,2018-12-18,2018-12-24,1,"2018-51",9.84
2018-12-18,"III",100,0,0,0,0,0,2018-12-18,2018-12-24,1,"2018-51",0
2018-12-18,"IV",95.27,4.73,3.06,0,0,0,2018-12-18,2018-12-24,1,"2018-51",7.79
2018-12-11,"I",93.18,6.82,0,0,0,0,2018-12-11,2018-12-17,1,"2018-50",6.82
2018-12-11,"II",91.85,8.15,0,0,0,0,2018-12-11,2018-12-17,1,"2018-50",8.15
2018-12-11,"III",100,0,0,0,0,0,2018-12-11,2018-12-17,1,"2018-50",0
2018-12-11,"IV",94.72,5.28,3.06,0,0,0,2018-12-11,2018-12-17,1,"2018-50",8.34
2018-12-04,"I",93.18,6.82,0,0,0,0,2018-12-04,2018-12-10,1,"2018-49",6.82
2018-12-04,"II",91.85,8.15,0,0,0,0,2018-12-04,2018-12-10,1,"2018-49",8.15
2018-12-04,"III",100,0,0,0,0,0,2018-12-04,2018-12-10,1,"2018-49",0
2018-12-04,"IV",94.47,5.53,1.18,0,0,0,2018-12-04,2018-12-10,1,"2018-49",6.71
2018-11-27,"I",92.76,7.24,0,0,0,0,2018-11-27,2018-12-03,1,"2018-48",7.24
2018-11-27,"II",91.86,8.14,0,0,0,0,2018-11-27,2018-12-03,1,"2018-48",8.14
2018-11-27,"III",100,0,0,0,0,0,2018-11-27,2018-12-03,1,"2018-48",0
2018-11-27,"IV",91.9,8.1,1.97,0,0,0,2018-11-27,2018-12-03,1,"2018-48",10.07
2018-11-20,"I",92.32,7.68,0,0,0,0,2018-11-20,2018-11-26,1,"2018-47",7.68
2018-11-20,"II",89.98,10.02,0,0,0,0,2018-11-20,2018-11-26,1,"2018-47",10.02
2018-11-20,"III",100,0,0,0,0,0,2018-11-20,2018-11-26,1,"2018-47",0
2018-11-20,"IV",92.09,7.91,1.97,0,0,0,2018-11-20,2018-11-26,1,"2018-47",9.88
2018-11-13,"I",92.32,7.68,0,0,0,0,2018-11-13,2018-11-19,1,"2018-46",7.68
2018-11-13,"II",89.98,10.02,0,0,0,0,2018-11-13,2018-11-19,1,"2018-46",10.02
2018-11-13,"III",100,0,0,0,0,0,2018-11-13,2018-11-19,1,"2018-46",0
2018-11-13,"IV",91.2,8.8,1.26,0,0,0,2018-11-13,2018-11-19,1,"2018-46",10.06
2018-11-06,"I",86.77,13.23,2.23,0,0,0,2018-11-06,2018-11-12,1,"2018-45",15.46
2018-11-06,"II",86.87,13.13,5.07,0,0,0,2018-11-06,2018-11-12,1,"2018-45",18.2
2018-11-06,"III",100,0,0,0,0,0,2018-11-06,2018-11-12,1,"2018-45",0
2018-11-06,"IV",90.94,9.06,0.72,0,0,0,2018-11-06,2018-11-12,1,"2018-45",9.78
2018-10-30,"I",81.22,18.78,2.74,0.35,0,0,2018-10-30,2018-11-05,1,"2018-44",21.87
2018-10-30,"II",81.41,18.59,5.16,0,0,0,2018-10-30,2018-11-05,1,"2018-44",23.75
2018-10-30,"III",100,0,0,0,0,0,2018-10-30,2018-11-05,1,"2018-44",0
2018-10-30,"IV",89.16,10.84,0.47,0,0,0,2018-10-30,2018-11-05,1,"2018-44",11.31
2018-10-23,"I",65.86,34.14,2.75,0.82,0,0,2018-10-23,2018-10-29,1,"2018-43",37.71
2018-10-23,"II",80.91,19.09,5.16,0.57,0,0,2018-10-23,2018-10-29,1,"2018-43",24.82
2018-10-23,"III",100,0,0,0,0,0,2018-10-23,2018-10-29,1,"2018-43",0
2018-10-23,"IV",87.34,12.66,1.16,0,0,0,2018-10-23,2018-10-29,1,"2018-43",13.82
2018-10-16,"I",62.77,37.23,3.94,0.82,0,0,2018-10-16,2018-10-22,1,"2018-42",41.99
2018-10-16,"II",80.91,19.09,5.16,0.57,0,0,2018-10-16,2018-10-22,1,"2018-42",24.82
2018-10-16,"III",100,0,0,0,0,0,2018-10-16,2018-10-22,1,"2018-42",0
2018-10-16,"IV",89.18,10.82,1.16,0,0,0,2018-10-16,2018-10-22,1,"2018-42",11.98
2018-10-09,"I",54.06,45.94,7.15,1.26,0,0,2018-10-09,2018-10-15,1,"2018-41",54.35
2018-10-09,"II",76.43,23.57,7.57,1.46,0,0,2018-10-09,2018-10-15,1,"2018-41",32.6
2018-10-09,"III",100,0,0,0,0,0,2018-10-09,2018-10-15,1,"2018-41",0
2018-10-09,"IV",83.07,16.93,2.37,0,0,0,2018-10-09,2018-10-15,1,"2018-41",19.3
2018-10-02,"I",54.06,45.94,7.48,1.26,0,0,2018-10-02,2018-10-08,1,"2018-40",54.68
2018-10-02,"II",76.43,23.57,7.57,1.46,0,0,2018-10-02,2018-10-08,1,"2018-40",32.6
2018-10-02,"III",100,0,0,0,0,0,2018-10-02,2018-10-08,1,"2018-40",0
2018-10-02,"IV",86.62,13.38,2.13,0,0,0,2018-10-02,2018-10-08,1,"2018-40",15.51
2018-09-25,"I",58.66,41.34,8.38,1.26,0,0,2018-09-25,2018-10-01,1,"2018-39",50.98
2018-09-25,"II",71.96,28.04,8.96,1.71,0,0,2018-09-25,2018-10-01,1,"2018-39",38.71
2018-09-25,"III",100,0,0,0,0,0,2018-09-25,2018-10-01,1,"2018-39",0
2018-09-25,"IV",86.97,13.03,2.59,0,0,0,2018-09-25,2018-10-01,1,"2018-39",15.62
2018-09-18,"I",56.88,43.12,8.38,1.26,0,0,2018-09-18,2018-09-24,1,"2018-38",52.76
2018-09-18,"II",81.46,18.54,8.96,1.71,0,0,2018-09-18,2018-09-24,1,"2018-38",29.21
2018-09-18,"III",100,0,0,0,0,0,2018-09-18,2018-09-24,1,"2018-38",0
2018-09-18,"IV",86.8,13.2,2.24,0,0,0,2018-09-18,2018-09-24,1,"2018-38",15.44
2018-09-11,"I",56.88,43.12,8.38,1.26,0,0,2018-09-11,2018-09-17,1,"2018-37",52.76
2018-09-11,"II",80.95,19.05,8.96,1.71,0,0,2018-09-11,2018-09-17,1,"2018-37",29.72
2018-09-11,"III",100,0,0,0,0,0,2018-09-11,2018-09-17,1,"2018-37",0
2018-09-11,"IV",87.45,12.55,1.56,0,0,0,2018-09-11,2018-09-17,1,"2018-37",14.11
2018-09-04,"I",53.36,46.64,12.55,3.41,0,0,2018-09-04,2018-09-10,1,"2018-36",62.6
2018-09-04,"II",77.93,22.07,12.69,2.36,0,0,2018-09-04,2018-09-10,1,"2018-36",37.12
2018-09-04,"III",100,0,0,0,0,0,2018-09-04,2018-09-10,1,"2018-36",0
2018-09-04,"IV",83.58,16.42,1.37,0,0,0,2018-09-04,2018-09-10,1,"2018-36",17.79
2018-08-28,"I",58.71,41.29,11.01,0,0,0,2018-08-28,2018-09-03,1,"2018-35",52.3
2018-08-28,"II",75.64,24.36,12.44,0,0,0,2018-08-28,2018-09-03,1,"2018-35",36.8
2018-08-28,"III",99.77,0.23,0,0,0,0,2018-08-28,2018-09-03,1,"2018-35",0.23
2018-08-28,"IV",89.99,10.01,0.44,0,0,0,2018-08-28,2018-09-03,1,"2018-35",10.45
2018-08-21,"I",57.68,42.32,11.01,0,0,0,2018-08-21,2018-08-27,1,"2018-34",53.33
2018-08-21,"II",75.64,24.36,12.44,0,0,0,2018-08-21,2018-08-27,1,"2018-34",36.8
2018-08-21,"III",100,0,0,0,0,0,2018-08-21,2018-08-27,1,"2018-34",0
2018-08-21,"IV",92.05,7.95,0.43,0,0,0,2018-08-21,2018-08-27,1,"2018-34",8.38
2018-08-14,"I",54.76,45.24,11.01,0,0,0,2018-08-14,2018-08-20,1,"2018-33",56.25
2018-08-14,"II",65.76,34.24,16.33,0,0,0,2018-08-14,2018-08-20,1,"2018-33",50.57
2018-08-14,"III",100,0,0,0,0,0,2018-08-14,2018-08-20,1,"2018-33",0
2018-08-14,"IV",90.83,9.17,0.98,0,0,0,2018-08-14,2018-08-20,1,"2018-33",10.15
2018-08-07,"I",54.76,45.24,11.01,0,0,0,2018-08-07,2018-08-13,1,"2018-32",56.25
2018-08-07,"II",66.63,33.37,16.33,0,0,0,2018-08-07,2018-08-13,1,"2018-32",49.7
2018-08-07,"III",100,0,0,0,0,0,2018-08-07,2018-08-13,1,"2018-32",0
2018-08-07,"IV",91.34,8.66,0.91,0,0,0,2018-08-07,2018-08-13,1,"2018-32",9.57
2018-07-31,"I",46.32,53.68,14.06,0,0,0,2018-07-31,2018-08-06,1,"2018-31",67.74
2018-07-31,"II",65.58,34.42,16.35,0,0,0,2018-07-31,2018-08-06,1,"2018-31",50.77
2018-07-31,"III",100,0,0,0,0,0,2018-07-31,2018-08-06,1,"2018-31",0
2018-07-31,"IV",87.59,12.41,0.65,0,0,0,2018-07-31,2018-08-06,1,"2018-31",13.06
2018-07-24,"I",38.32,61.68,19,0,0,0,2018-07-24,2018-07-30,1,"2018-30",80.68
2018-07-24,"II",39.14,60.86,16.47,0,0,0,2018-07-24,2018-07-30,1,"2018-30",77.33
2018-07-24,"III",99.81,0.19,0,0,0,0,2018-07-24,2018-07-30,1,"2018-30",0.19
2018-07-24,"IV",90.71,9.29,0.43,0,0,0,2018-07-24,2018-07-30,1,"2018-30",9.72
2018-07-17,"I",33.72,66.28,27.32,0,0,0,2018-07-17,2018-07-23,1,"2018-29",93.6
2018-07-17,"II",40.26,59.74,10.43,0,0,0,2018-07-17,2018-07-23,1,"2018-29",70.17
2018-07-17,"III",94.27,5.73,0,0,0,0,2018-07-17,2018-07-23,1,"2018-29",5.73
2018-07-17,"IV",90.92,9.08,0.42,0,0,0,2018-07-17,2018-07-23,1,"2018-29",9.5
2018-07-10,"I",37.6,62.4,20.4,0,0,0,2018-07-10,2018-07-16,1,"2018-28",82.8
2018-07-10,"II",47.2,52.8,7.56,0,0,0,2018-07-10,2018-07-16,1,"2018-28",60.36
2018-07-10,"III",100,0,0,0,0,0,2018-07-10,2018-07-16,1,"2018-28",0
2018-07-10,"IV",92.42,7.58,0.42,0,0,0,2018-07-10,2018-07-16,1,"2018-28",8
2018-07-03,"I",41.9,58.1,18.19,0,0,0,2018-07-03,2018-07-09,1,"2018-27",76.29
2018-07-03,"II",50.95,49.05,0.05,0,0,0,2018-07-03,2018-07-09,1,"2018-27",49.1
2018-07-03,"III",100,0,0,0,0,0,2018-07-03,2018-07-09,1,"2018-27",0
2018-07-03,"IV",92.96,7.04,0.42,0,0,0,2018-07-03,2018-07-09,1,"2018-27",7.46
2018-06-26,"I",42.45,57.55,18.19,0,0,0,2018-06-26,2018-07-02,1,"2018-26",75.74
2018-06-26,"II",57.6,42.4,0.05,0,0,0,2018-06-26,2018-07-02,1,"2018-26",42.45
2018-06-26,"III",100,0,0,0,0,0,2018-06-26,2018-07-02,1,"2018-26",0
2018-06-26,"IV",91.72,8.28,0.39,0,0,0,2018-06-26,2018-07-02,1,"2018-26",8.67
2018-06-19,"I",42.45,57.55,0,0,0,0,2018-06-19,2018-06-25,1,"2018-25",57.55
2018-06-19,"II",61.81,38.19,0,0,0,0,2018-06-19,2018-06-25,1,"2018-25",38.19
2018-06-19,"III",100,0,0,0,0,0,2018-06-19,2018-06-25,1,"2018-25",0
2018-06-19,"IV",96.54,3.46,0,0,0,0,2018-06-19,2018-06-25,1,"2018-25",3.46
2018-06-12,"I",78.99,21.01,0,0,0,0,2018-06-12,2018-06-18,1,"2018-24",21.01
2018-06-12,"II",99.18,0.82,0,0,0,0,2018-06-12,2018-06-18,1,"2018-24",0.82
2018-06-12,"III",100,0,0,0,0,0,2018-06-12,2018-06-18,1,"2018-24",0
2018-06-12,"IV",96.81,3.19,0,0,0,0,2018-06-12,2018-06-18,1,"2018-24",3.19
2018-06-05,"I",78.99,21.01,0,0,0,0,2018-06-05,2018-06-11,1,"2018-23",21.01
2018-06-05,"II",99.18,0.82,0,0,0,0,2018-06-05,2018-06-11,1,"2018-23",0.82
2018-06-05,"III",100,0,0,0,0,0,2018-06-05,2018-06-11,1,"2018-23",0
2018-06-05,"IV",98.06,1.94,0,0,0,0,2018-06-05,2018-06-11,1,"2018-23",1.94
2018-05-29,"I",97.43,2.57,0,0,0,0,2018-05-29,2018-06-04,1,"2018-22",2.57
2018-05-29,"II",100,0,0,0,0,0,2018-05-29,2018-06-04,1,"2018-22",0
2018-05-29,"III",98.6,1.4,0,0,0,0,2018-05-29,2018-06-04,1,"2018-22",1.4
2018-05-29,"IV",97.94,2.06,0,0,0,0,2018-05-29,2018-06-04,1,"2018-22",2.06
2018-05-22,"I",97.43,2.57,0,0,0,0,2018-05-22,2018-05-28,1,"2018-21",2.57
2018-05-22,"II",100,0,0,0,0,0,2018-05-22,2018-05-28,1,"2018-21",0
2018-05-22,"III",98.6,1.4,0,0,0,0,2018-05-22,2018-05-28,1,"2018-21",1.4
2018-05-22,"IV",85.11,14.89,0.49,0,0,0,2018-05-22,2018-05-28,1,"2018-21",15.38
2018-05-15,"I",100,0,0,0,0,0,2018-05-15,2018-05-21,1,"2018-20",0
2018-05-15,"II",100,0,0,0,0,0,2018-05-15,2018-05-21,1,"2018-20",0
2018-05-15,"III",89.27,10.73,1.98,0,0,0,2018-05-15,2018-05-21,1,"2018-20",12.71
2018-05-15,"IV",74.55,25.45,10.23,1.02,0,0,2018-05-15,2018-05-21,1,"2018-20",36.7
2018-05-08,"I",100,0,0,0,0,0,2018-05-08,2018-05-14,1,"2018-19",0
2018-05-08,"II",100,0,0,0,0,0,2018-05-08,2018-05-14,1,"2018-19",0
2018-05-08,"III",87.25,12.75,1.98,0,0,0,2018-05-08,2018-05-14,1,"2018-19",14.73
2018-05-08,"IV",73.47,26.53,11.38,1.79,0,0,2018-05-08,2018-05-14,1,"2018-19",39.7
2018-05-01,"I",100,0,0,0,0,0,2018-05-01,2018-05-07,1,"2018-18",0
2018-05-01,"II",100,0,0,0,0,0,2018-05-01,2018-05-07,1,"2018-18",0
2018-05-01,"III",87.25,12.75,1.98,0,0,0,2018-05-01,2018-05-07,1,"2018-18",14.73
2018-05-01,"IV",75.34,24.66,10.2,1.79,0,0,2018-05-01,2018-05-07,1,"2018-18",36.65
2018-04-24,"I",100,0,0,0,0,0,2018-04-24,2018-04-30,1,"2018-17",0
2018-04-24,"II",100,0,0,0,0,0,2018-04-24,2018-04-30,1,"2018-17",0
2018-04-24,"III",84.38,15.62,2.12,0,0,0,2018-04-24,2018-04-30,1,"2018-17",17.74
2018-04-24,"IV",73.55,26.45,11.94,2.77,0,0,2018-04-24,2018-04-30,1,"2018-17",41.16
2018-04-17,"I",100,0,0,0,0,0,2018-04-17,2018-04-23,1,"2018-16",0
2018-04-17,"II",100,0,0,0,0,0,2018-04-17,2018-04-23,1,"2018-16",0
2018-04-17,"III",83.53,16.47,2.12,0,0,0,2018-04-17,2018-04-23,1,"2018-16",18.59
2018-04-17,"IV",69.89,30.11,16.71,5.33,0,0,2018-04-17,2018-04-23,1,"2018-16",52.15
2018-04-10,"I",100,0,0,0,0,0,2018-04-10,2018-04-16,1,"2018-15",0
2018-04-10,"II",100,0,0,0,0,0,2018-04-10,2018-04-16,1,"2018-15",0
2018-04-10,"III",72.01,27.99,4.29,0,0,0,2018-04-10,2018-04-16,1,"2018-15",32.28
2018-04-10,"IV",62.86,37.14,18.81,5.42,0,0,2018-04-10,2018-04-16,1,"2018-15",61.37
2018-04-03,"I",100,0,0,0,0,0,2018-04-03,2018-04-09,1,"2018-14",0
2018-04-03,"II",100,0,0,0,0,0,2018-04-03,2018-04-09,1,"2018-14",0
