week_num,Hrs_Below_50_current,Avg_HourlyRelativeHumidity_current,Avg_HourlyWetBulbTemperature_current,Avg_HourlyWindSpeed_current
2007-51,272,79.07266435986159,29.837370242214533,5.2387543252595155
2007-52,201,74.8488888888889,35.870535714285715,5.235555555555556
2008-01,259,64.4015444015444,25.401544401544403,7.007722007722008
2008-02,152,75.70464135021098,42.04641350210971,5.641350210970464
2008-03,275,73.72,28.26909090909091,4.996363636363636
2008-04,230,67.20869565217392,24,6.547826086956522
2008-05,197,66.42788461538461,32.66826923076923,7.0576923076923075
2008-06,347,85.9570200573066,34.656160458452725,4.111747851002866
2008-07,197,68.42448979591836,30.710204081632654,8.191836734693878
2008-08,207,70.3,30.184,7.24
2008-09,257,72.15953307392996,29.003891050583658,5.9494163424124515
2008-10,218,78.07266435986159,40.1280276816609,7.666666666666667
2008-11,197,67.61463414634146,32.40487804878049,5.6292682926829265
2008-12,186,55.91133004926108,32.82266009852217,8.96551724137931
2008-13,188,61.8423645320197,32.78817733990148,5.931034482758621
2008-14,207,77.37638376383764,41.162361623616235,7.522222222222222
2008-15,161,76.22222222222223,42.425925925925924,3.962962962962963
2008-16,100,52.889502762430936,39.71823204419889,3.7679558011049723
2008-17,118,66.40090090090091,45.57657657657658,3.6126126126126126
2008-18,172,79.51935483870967,45.295373665480426,5.077922077922078
2008-19,145,73.33208955223881,46.00851063829787,4.650375939849624
2008-20,124,68.21397379912663,46.1875,5.541850220264317
2008-21,70,62.036842105263155,47.16315789473684,5.726315789473684
2008-22,28,66.25906735751295,54.07253886010363,6.942408376963351
2008-23,10,80.33779264214047,57.5685618729097,4.214046822742475
2008-24,4,68.85964912280701,62.75,3.486842105263158
2008-25,2,77.69964664310955,59.90106007067138,3.9010600706713783
2008-26,0,80.23569023569024,66.33670033670033,3.316151202749141
2008-27,0,80.14878892733564,66.42906574394463,3.445993031358885
2008-28,0,69.65238095238095,67.42380952380952,6.09047619047619
2008-29,0,75.84848484848484,65.76094276094275,2.983108108108108
2008-30,0,81.31104651162791,67.4186046511628,5.1773255813953485
2008-31,0,79.27392739273927,65.81848184818482,2.4818481848184817
2008-32,0,82.7469512195122,61.77743902439025,2.4907975460122698
2008-33,0,81.05329153605015,61.6551724137931,2.7115987460815045
2008-34,20,77.38078291814946,57.530249110320284,2.7829181494661923
2008-35,20,76.41312741312741,59.99227799227799,3.1274131274131274
2008-36,0,79.92926045016077,64.95498392282958,4.77491961414791
2008-37,60,84.394578313253,58.84036144578313,3.2259036144578315
2008-38,112,81.15548780487805,51.13109756097561,1.978658536585366
2008-39,141,86.92289156626506,54.78313253012048,2.56144578313253
2008-40,72,81.90064102564102,53.67628205128205,3.1923076923076925
2008-41,155,77.56043956043956,45,2.347985347985348
2008-42,113,78.36,47.3,3.476
2008-43,141,74.39406779661017,43.47457627118644,6.330508474576271
2008-44,176,72.28286852589642,39.27091633466136,4.47410358565737
2008-45,88,86.35380116959064,50.58771929824562,3.625730994152047
2008-46,100,76.456,48.3,5.832
2008-47,167,46.808383233532936,24.62874251497006,7.137724550898204
2008-48,198,80.97478991596638,36.94117647058823,4.936974789915967
2008-49,188,70.70560747663552,34.37850467289719,5.406542056074766
2008-50,186,75.83739837398375,36.93877551020408,8.378048780487806
2008-51,323,84.36827195467423,29.73371104815864,6.30028328611898
2008-52,177,76.53275109170306,35.34934497816594,7.895196506550218
2009-01,104,57.39423076923077,19.375,7.5673076923076925
2009-02,268,75.73553719008264,26.39669421487603,5.914179104477612
2009-03,267,75.45692883895131,19.54307116104869,3.202247191011236
2009-04,244,73.1311475409836,22.44672131147541,4.413934426229508
2009-05,216,71.61111111111111,22.98148148148148,4.541666666666667
2009-06,227,69.79399141630901,23.532188841201716,7.124463519313305
2009-07,173,63.20744680851064,32.191489361702125,7.085106382978723
2009-08,234,74.55982905982906,29.41025641025641,6.995726495726496
2009-09,200,68.25225225225225,29.72072072072072,9.13063063063063
2009-10,204,66.82403433476395,27.429184549356222,8.49785407725322
2009-11,223,72.7457627118644,34.08050847457627,6.377118644067797
2009-12,194,70.45365853658537,32.453658536585365,4.7317073170731705
2009-13,194,69.1743119266055,36.18348623853211,6.334862385321101
2009-14,171,84.0957095709571,44.495049504950494,6.251655629139073
2009-15,233,77.11032028469751,39.31672597864769,6.427046263345196
2009-16,111,54.07065217391305,38.13586956521739,5.336956521739131
2009-17,72,75.92857142857143,50.36507936507937,8.055776892430279
2009-18,37,70.45205479452055,50.76255707762557,6.159817351598173
2009-19,50,83.75174825174825,52.25874125874126,5.933333333333334
2009-20,87,78.82971014492753,49.96376811594203,4.570909090909091
2009-21,29,63.89949748743719,53.17085427135678,4.894472361809045
2009-22,40,79.32307692307693,53.36153846153846,3.7384615384615385
2009-23,6,78.9003984063745,54.72908366533864,4.47011952191235
2009-24,0,85.91216216216216,57.773648648648646,2.816949152542373
2009-25,60,86.73130193905817,57.00831024930748,5.055401662049862
2009-26,0,88.91002570694087,60.84318766066838,6.188144329896907
2009-27,0,86.57617728531856,62.78393351800554,3.565714285714286
2009-28,53,83.84900284900284,57.484330484330485,3.5828571428571427
2009-29,4,76.19444444444444,62.95238095238095,4.290836653386454
2009-30,0,87.38719512195122,65.08841463414635,4.896341463414634
2009-31,0,85.63809523809523,69.26984126984127,4.707006369426751
2009-32,4,80.19622641509434,63.58490566037736,2.913207547169811
2009-33,0,85.2279411764706,66.67279411764706,2.8676470588235294
2009-34,0,82.42481203007519,71.83082706766918,4.81203007518797
2009-35,0,83.37010676156584,63.98932384341637,3.288256227758007
2009-36,157,84.58119658119658,51.75213675213675,1.0826210826210827
2009-37,80,88.30494505494505,56.706043956043956,2.9258241758241756
2009-38,88,81.36933797909407,50.10104529616725,2.8606271777003482
2009-39,105,86.04620462046205,53.3046357615894,3.4917491749174916
2009-40,31,82.49372384937239,55.32217573221757,4.309623430962343
2009-41,50,77.9353448275862,51.40948275862069,5.198275862068965
2009-42,226,81.18359375,39.7890625,5.92578125
2009-43,144,80.36029411764706,45.95955882352941,5.077205882352941
2009-44,137,86.91634980988593,44.55725190839695,4.152091254752852
2009-45,170,75.34975369458128,38.06930693069307,3.4334975369458127
2009-46,47,80.57446808510639,50.60425531914893,5.77542372881356
2009-47,254,83.97885196374622,39.157099697885194,2.504531722054381
2009-48,253,85.18531468531468,44.61188811188811,6.919580419580419
2009-49,149,78.58823529411765,40.12217194570136,7.583710407239819
2009-50,229,75.1659574468085,32.276595744680854,6.259574468085106
2009-51,228,66.48684210526316,25.92543859649123,8.114035087719298
2009-52,215,73.36065573770492,29.790123456790123,6.668032786885246
2009-53,124,68.39516129032258,23.927419354838708,5.830645161290323
2010-01,186,62.913978494623656,20.951612903225808,5.693548387096774
2010-02,176,67.95454545454545,25.09090909090909,4.471590909090909
2010-03,233,79.86695278969957,30.433476394849784,5.55793991416309
2010-04,179,66.07929515418502,30.427312775330396,9.330396475770925
2010-05,204,58.068627450980394,21.926470588235293,5.7745098039215685
2010-06,205,62.292682926829265,26.004878048780487,8.497560975609757
2010-07,216,68.25345622119816,30.207373271889402,7.525345622119816
2010-08,309,84.27831715210355,35.51791530944625,6.46925566343042
2010-09,312,76.67278287461774,32.36697247706422,8.623853211009175
2010-10,195,72.33181818181818,38.65,7.586363636363636
2010-11,149,66.61320754716981,40.259433962264154,6.952830188679245
2010-12,255,78.7212543554007,39.78048780487805,6.2682926829268295
2010-13,184,85.71142857142857,46.08571428571429,5.168571428571428
2010-14,76,69.00446428571429,48.41517857142857,5.78125
2010-15,215,75.47908745247149,38.81368821292776,3.6091954022988504
2010-16,139,72.8076923076923,43.42307692307692,4.076923076923077
2010-17,111,65.54716981132076,46.31132075471698,6.514150943396227
2010-18,18,66.30803571428571,53.455357142857146,7.789237668161435
2010-19,97,67.42533936651584,43.529411764705884,3.9457013574660635
2010-20,49,83.32188841201717,51.8755364806867,3.746212121212121
2010-21,3,75.58706467661692,61.19900497512438,4.589861751152074
2010-22,0,87.7875,64.0375,4.5375
2010-23,26,85.01619433198381,55.955465587044536,3.5789473684210527
2010-24,1,83.88014981273409,61.51310861423221,3.7752808988764044
2010-25,0,81.7258064516129,66.10887096774194,3.2620967741935485
2010-26,4,66.41304347826087,62.505434782608695,5.033519553072626
2010-27,0,84.309375,70.271875,3.215625
2010-28,0,87.22408026755853,71.14715719063545,4.20066889632107
2010-29,0,86.96138996138995,69.98841698841699,3.416988416988417
2010-30,1,74.1207729468599,61.77777777777778,4.265700483091788
2010-31,0,79.08219178082192,68.28310502283105,6.013698630136986
2010-32,36,83.15530303030303,61.239543726235745,2.4787644787644787
2010-33,14,84.12109375,64.07421875,3.1171875
2010-34,18,89.21333333333334,61.406666666666666,5.93
2010-35,0,81.88803088803088,66.75289575289575,3.524904214559387
2010-36,65,79.44144144144144,56.24324324324324,4.135135135135135
2010-37,92,86.81205673758865,53.836879432624116,2.7801418439716312
2010-38,8,81.0349344978166,60.248908296943235,5.205240174672489
2010-39,13,88.51449275362319,63.70652173913044,7.072727272727272
2010-40,36,84.1,51.85454545454545,5.780821917808219
2010-41,141,83.67153284671532,44.996350364963504,4.434306569343065
2010-42,165,80.37768240343348,41.060344827586206,3.274678111587983
2010-43,33,81.40254237288136,55.58050847457627,7.436440677966102
2010-44,138,82.12820512820512,43.24786324786325,4.8076923076923075
2010-45,216,83.7984496124031,39.67704280155642,7.058139534883721
2010-46,106,76.89252336448598,43.30373831775701,5.378504672897196
2010-47,139,64.7127659574468,36.819148936170215,5.925531914893617
2010-48,173,73.56372549019608,35.36764705882353,6.887254901960785
2010-49,166,67.421875,28.239583333333332,8.214659685863875
2010-50,178,72.77948717948718,26.723076923076924,5.615384615384615
2010-51,301,80.40531561461793,28.249169435215947,8.840531561461795
2010-52,150,76.67333333333333,26.013333333333332,9.523489932885907
2010-53,198,82.08080808080808,24.08080808080808,8.918781725888325
2011-01,221,73.75565610859728,25.402714932126695,4.678733031674208
2011-02,249,77.15261044176707,24.27309236947791,7.855421686746988
2011-03,252,79.7579365079365,24.67063492063492,4.234126984126984
2011-04,316,84.45886075949367,19.658227848101266,3.069620253164557
2011-05,283,84.03496503496504,24.656028368794328,4.751748251748252
2011-06,207,68.76811594202898,24.246376811594203,5.599033816425121
2011-07,152,53.625,29.886904761904763,8.55952380952381
2011-08,264,75.15441176470588,27.860902255639097,5.136029411764706
2011-09,154,69.02061855670104,33.22680412371134,8.010309278350515
2011-10,206,81.32046332046332,39.35521235521235,7.644787644787645
2011-11,209,76.66244725738396,36.48945147679325,4.375527426160337
2011-12,240,69.01666666666667,30.4,6.808333333333334
2011-13,187,64.09615384615384,33.43269230769231,6.927884615384615
2011-14,180,76.43023255813954,37.32945736434109,6.058139534883721
2011-15,126,80.23728813559322,45.77542372881356,8.601694915254237
2011-16,121,76.80454545454545,45.127272727272725,5.931818181818182
2011-17,54,84.92363636363636,53.61818181818182,6.956043956043956
2011-18,86,78.9251968503937,49.232283464566926,5.409448818897638
2011-19,101,83.73333333333333,48.818518518518516,6.118518518518519
2011-20,83,94.02453987730061,54.08588957055215,3.923312883435583
2011-21,8,88.73741007194245,62.12589928057554,5.859712230215828
2011-22,37,75.64035087719299,56.60087719298246,5.144736842105263
2011-23,15,84.63396226415094,59.73207547169811,3.8505747126436782
2011-24,6,82.61302681992338,58.15325670498084,4.153256704980843
2011-25,14,89.66229508196722,61.58032786885246,3.039344262295082
2011-26,0,82.89024390243902,64.17886178861788,3.2154471544715446
2011-27,0,83.4043321299639,66.96750902527076,3.2637362637362637
2011-28,0,77.6858407079646,64.79203539823008,4.986725663716814
2011-29,0,81.59825327510917,69.99563318777292,3.868995633187773
2011-30,0,83.67175572519083,65.03053435114504,3.1839080459770117
2011-31,0,83.43032786885246,67.32377049180327,4.279835390946502
2011-32,0,87.89527027027027,65.54391891891892,2.939189189189189
2011-33,0,88.6472602739726,65.71232876712328,4.010273972602739
2011-34,0,84.51698113207547,67.70188679245283,7.535849056603774
2011-35,0,83.40293040293041,58.525735294117645,2.47985347985348
2011-36,55,92.74530831099196,58.23324396782842,3.6997319034852545
2011-37,65,85.26545454545455,56.71636363636364,3.3636363636363638
2011-38,45,93.06077348066299,63.107734806629836,2.3756906077348066
2011-39,0,90.95597484276729,63.76100628930818,2.9125
2011-40,60,83.09055118110236,51.10629921259842,2.763779527559055
2011-41,54,86.26315789473684,56.309597523219814,4.476780185758514
2011-42,104,82.16287878787878,47.541666666666664,4.132575757575758
2011-43,222,84.2007722007722,39.027027027027025,6.430232558139535
2011-44,206,82.67073170731707,34.55411255411256,2.8653061224489798
2011-45,118,84.72161172161172,47.951219512195124,4.925093632958801
2011-46,65,80.1159420289855,47.507246376811594,6.507246376811594
2011-47,190,84.53648068669528,38.093023255813954,4.094420600858369
2011-48,138,82.15981735159818,41.79716981132076,4.885844748858448
2011-49,171,87.55645161290323,43.104838709677416,5.384905660377359
2011-50,182,76.81904761904762,32.19047619047619,4.8428571428571425
2011-51,158,78.92631578947369,34.95789473684211,4.939086294416244
2011-52,235,82.08745247148289,37.38022813688213,4.79467680608365
2012-01,181,59.3421052631579,27.50526315789474,5.576530612244898
2012-02,196,72.745,29.315,6.35
2012-03,237,77.24267782426779,26.205020920502093,5.945833333333334
2012-04,176,76.73232323232324,38.21212121212121,5.801801801801802
2012-05,164,61.97790055248619,30.87292817679558,4.94475138121547
2012-06,206,66.22596153846153,29.79326923076923,5.4423076923076925
2012-07,225,76.84649122807018,33.1140350877193,3.3656387665198237
2012-08,203,76.0327868852459,35.666666666666664,6.441964285714286
2012-09,247,81.83858267716535,35.00787401574803,6.090225563909774
2012-10,130,59.40588235294118,34.3,9.907514450867051
2012-11,189,83.24902723735408,41.735408560311285,3.612403100775194
2012-12,97,78.75100401606426,50.06024096385542,4.281124497991968
2012-13,258,72.63837638376384,35.5,4.627306273062731
2012-14,128,54.516666666666666,36.44444444444444,6.106145251396648
2012-15,115,65.98139534883721,40.49767441860465,4.9672897196261685
2012-16,39,69.85308056872037,52.76303317535545,6.004739336492891
2012-17,67,62.93103448275862,45.72906403940887,9.364532019704434
2012-18,88,83.67028985507247,48.44202898550725,4.253623188405797
2012-19,27,73.15625,52.861607142857146,6.211711711711712
2012-20,56,77.56967213114754,54.68852459016394,4.6929460580912865
2012-21,4,88.95987654320987,61.48148148148148,3.7901234567901234
2012-22,0,82.17279411764706,61.13970588235294,5.885608856088561
2012-23,42,85.3225806451613,51.87118644067797,3.8941176470588235
2012-24,102,84.02654867256638,54.97050147492625,3.533923303834808
2012-25,42,77.93307086614173,61.89370078740158,3.409448818897638
2012-26,0,76.51538461538462,64.1576923076923,4.676923076923077
2012-27,0,78.66666666666667,65.36015325670498,2.6186770428015564
2012-28,0,70.86363636363636,63.17272727272727,3.243119266055046
2012-29,0,77.69135802469135,64.5925925925926,3.1316872427983538
2012-30,0,80.56877323420075,67.2899628252788,5.315985130111524
2012-31,0,83.20253164556962,68.24367088607595,4.136075949367089
2012-32,0,84.32085561497327,69.06149732620321,4.568364611260054
2012-33,0,84,65.35958904109589,2.7620689655172415
2012-34,0,81.8280701754386,61.329824561403505,1.3204225352112675
2012-35,16,76.63984674329502,60.6360153256705,3.6743295019157087
2012-36,1,87.34501347708895,65.58760107816711,3.908355795148248
2012-37,107,83.21921921921921,51.966966966966964,1.9365558912386707
2012-38,104,83.03571428571429,53.90909090909091,3.9640522875816995
2012-39,89,85.31347962382445,51.78056426332289,3.586206896551724
2012-40,21,86.16423357664233,57.46350364963504,3.335766423357664
2012-41,85,78.85106382978724,48.0468085106383,4.02991452991453
2012-42,121,82.75316455696202,50.83860759493671,4.434920634920635
2012-43,155,82.08305647840531,45.262458471760795,2.7133333333333334
2012-44,68,80.2851711026616,50.06083650190114,7.771863117870723
2012-45,177,73.61951219512196,35.75121951219512,8.156862745098039
2012-46,188,77.98770491803279,39.41393442622951,4.680327868852459
2012-47,303,81.43161094224924,35.07598784194529,3.188449848024316
2012-48,239,77.03125,32.95703125,3.33984375
2012-49,230,82.7312925170068,39.96938775510204,3.1666666666666665
2012-50,157,77.22649572649573,39.79059829059829,4.781115879828326
2012-51,249,77.71575342465754,40.86643835616438,7.837370242214533
2012-52,301,80.67610062893081,32.361635220125784,6.205607476635514
2013-01,209,60.066985645933016,24.583732057416267,5.826923076923077
2013-02,214,79.23076923076923,36.50854700854701,3.5256410256410255
2013-03,191,69.64830508474576,35.720338983050844,6.076271186440678
2013-04,200,51.16,16.21,6.625
2013-05,210,71.98507462686567,33.46268656716418,7.723880597014926
2013-06,230,70.87826086956522,22.669565217391305,6.960869565217391
2013-07,298,76.12080536912751,31.043624161073826,6.3624161073825505
2013-08,243,67.35390946502058,31.45267489711934,7.718367346938775
2013-09,256,74.13671875,36.27734375,5.42578125
2013-10,295,76.10847457627119,32.59322033898305,9.850340136054422
2013-11,159,62.37864077669903,36.092233009708735,7.62621359223301
2013-12,261,67.43181818181819,30.674242424242426,7.140684410646388
2013-13,178,62.527272727272724,35.49090909090909,5.431818181818182
2013-14,166,50.796954314720814,35.63451776649746,9.517948717948718
2013-15,176,71.50787401574803,43.346456692913385,6.5
2013-16,102,70.1254752851711,45.58174904942966,6.816793893129771
2013-17,189,73.03914590747331,41.44128113879004,5.21505376344086
2013-18,189,73.14079422382672,40.40794223826715,2.5163636363636366
2013-19,42,81.15243902439025,56.33536585365854,4.676829268292683
2013-20,99,69.17241379310344,46.77155172413793,4.467532467532467
2013-21,27,85.9538043478261,57.375,6.385245901639344
2013-22,34,73.92543859649123,59.873873873873876,5.807017543859649
2013-23,40,83.31161473087819,57.20113314447592,4.729106628242075
2013-24,6,82.28178694158076,57.38831615120275,5.076655052264808
2013-25,16,75.41350210970464,59.69620253164557,4.578059071729958
2013-26,0,85.64102564102564,69.6698717948718,5.977491961414791
2013-27,0,82.7029288702929,73.3347280334728,6.08300395256917
2013-28,0,87.46197183098592,70.7909604519774,3.640226628895184
2013-29,0,81.16988416988417,72.53281853281854,3.294573643410853
2013-30,0,84.74736842105263,67.77543859649123,4.926315789473684
2013-31,0,81.28076923076924,64.49615384615385,2.976833976833977
2013-32,27,79.80442804428044,62.1455223880597,4.970479704797048
2013-33,5,81.84306569343066,58.551094890510946,2.164233576642336
2013-34,29,78.77366255144032,60.781893004115226,2.7901234567901234
2013-35,0,87.20125786163523,67.62578616352201,4.345911949685535
2013-36,68,83.54545454545455,60.65909090909091,3.765472312703583
2013-37,52,80.56398104265404,58.33175355450237,3.906614785992218
2013-38,124,81.4673202614379,50.66339869281046,3.1147540983606556
2013-39,126,80.42,48.22,2.153225806451613
2013-40,148,87.02784810126582,52.177215189873415,1.4796954314720812
2013-41,170,84.75149700598803,49.535928143712574,3.2228915662650603
2013-42,206,84.8463687150838,45.50837988826816,2.3137254901960786
2013-43,134,71.10396039603961,39.33168316831683,3.777227722772277
2013-44,155,80.36,42.772,4.432
2013-45,121,72.96875,40.859375,5.580310880829016
2013-46,170,67.39240506329114,37.25316455696203,5.540084388185654
2013-47,138,63.93627450980392,38.63725490196079,7.230392156862745
2013-48,176,69.77327935222672,38.60323886639676,7.574898785425101
2013-49,185,82.70260223048327,39.78066914498141,3.7695167286245352
2013-50,320,76.96875,28.984375,5.003125
2013-51,159,70.58986175115207,34.28110599078341,6.541666666666667
2013-52,229,74.03896103896103,32.5974025974026,4.608695652173913
2014-01,317,71.20820189274448,22.255520504731862,5.864353312302839
2014-02,184,71.37647058823529,33.33725490196078,7.320422535211268
2014-03,309,86.14814814814815,36.68827160493827,3.861111111111111
2014-04,231,60.61038961038961,16.606060606060606,8.978354978354979
2014-05,192,60.30808080808081,24.37878787878788,4.4873096446700504
2014-06,274,75.78467153284672,25.12043795620438,4.373626373626373
2014-07,256,74.19140625,26.0546875,7.3671875
2014-08,213,74.78099173553719,33.02066115702479,6.491735537190083
2014-09,184,53.41304347826087,20.940217391304348,6.336956521739131
2014-10,169,55.78531073446328,22.768361581920903,4.801136363636363
2014-11,189,64.94017094017094,32.19230769230769,8.030042918454935
2014-12,170,56.462765957446805,31.095744680851062,6.401069518716578
2014-13,231,67.82625482625483,34.7992277992278,8.335907335907336
2014-14,176,68.36651583710407,36.457013574660635,6.177272727272728
2014-15,50,62.49756097560976,45.84390243902439,7.239024390243903
2014-16,122,66.84513274336283,44.23893805309734,8.946428571428571
2014-17,123,71.48461538461538,43.70384615384615,5.438461538461539
2014-18,98,72.11666666666666,47.74166666666667,7.116666666666666
2014-19,33,64.05825242718447,51.88834951456311,5.490291262135922
2014-20,36,71.64935064935065,56.37229437229437,7.034632034632034
2014-21,59,79.93846153846154,51.38461538461539,2.940944881889764
2014-22,120,80.76923076923077,47.82517482517483,3.5948905109489053
2014-23,17,79.85765124555161,56.879003558718864,3.232142857142857
2014-24,0,80.27598566308244,62.86021505376344,4.590579710144928
2014-25,34,66.61904761904762,58.55714285714286,3.985645933014354
2014-26,17,71.50769230769231,59.39230769230769,4.042307692307692
2014-27,0,75.5436507936508,67.75396825396825,7.685258964143427
2014-28,0,75.73303167420815,65.80090497737557,5.117647058823529
2014-29,0,86.84813753581662,66.58166189111748,4.186781609195402
2014-30,0,79.63404255319149,65.13191489361702,4.412765957446808
2014-31,0,83.02867383512545,62.318996415770606,3.4336917562724016
2014-32,0,83.728125,61.071875,1.70625
2014-33,0,80.57142857142857,60.51587301587302,4.298804780876494
