week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,week_num.y,Avg_TMAX,Total_PRCP,Lagged_week_num,week_num.y.y,Hours_Above_80,Hours_Above_75,Hours_Below_50,Avg_HourlyDryBulbTemperature,Avg_HourlyRelativeHumidity,Avg_HourlyWetBulbTemperature,Avg_HourlyWindSpeed,MapDate.x,RegionName,None.x,D0.x,D1.x,D2.x,D3.x,D4.x,ValidStart.x,ValidEnd.x,StatisticFormatID.x,DSCI_fema,MapDate.y,FIPS,County,State,None.y,D0.y,D1.y,D2.y,D3.y,D4.y,ValidStart.y,ValidEnd.y,StatisticFormatID.y,DSCI_ma,average_daylight_hours,Average_MEL,Total_MEL,Total_All,MEL_Prop
2021-39,13,0,326,0,2021-38,77.28571428571429,1.38,2021-37,2021-38,3,55,20,66.83823529411764,84.38602941176471,63.49264705882352,4.341911764705882,2021-09-28,I,74.62,25.38,9.75,2.47,0,0,2021-09-28,2021-10-04,1,37.6,2021-09-28,25001,Barnstable County,MA,94.1,5.9,0,0,0,0,9/28/21,10/4/21,1,5.9,11.7991666666667,21.166666666666664,278,8466,0.03283723127805339
2022-23,4,0,315,0,2022-22,77.28571428571429,0.1,2022-21,2022-22,9,20,8,61.69803921568628,76.6156862745098,56.81496062992126,3.44313725490196,2022-06-07,I,64.77,35.23,6.92,0,0,0,2022-06-07,2022-06-13,1,42.15,2022-06-07,25001,Barnstable County,MA,0,100,0,0,0,0,6/7/22,6/13/22,1,100,-8.8534126984127,111.44444444444444,1023,1817,0.5630159603742433
2022-24,40,0,2193,0,2022-23,80,1.4700000000000002,2022-22,2022-23,9,47,14,66.37815126050421,75.34873949579831,60.88034188034188,5.255319148936173,2022-06-14,I,65.68,34.32,7.37,0,0,0,2022-06-14,2022-06-20,1,41.69,2022-06-14,25001,Barnstable County,MA,0,100,0,0,0,0,6/14/22,6/20/22,1,100,-8.78924603174603,86.83333333333334,1125,2623,0.428898208158597
2022-25,24,0,963,0,2022-24,77,1.06,2022-23,2022-24,15,34,3,66.0049751243781,73.50746268656715,60.31840796019899,4.910000000000003,2022-06-21,I,60.67,39.33,7.37,0,0,0,2022-06-21,2022-06-27,1,46.7,2022-06-21,25001,Barnstable County,MA,0,100,0,0,0,0,6/21/22,6/27/22,1,100,-8.77730158730159,44.076923076923066,595,1283,0.4637568199532346
2022-26,26,0,1469,0,2022-25,81.71428571428571,0,2022-24,2022-25,21,48,9,63.85140562248997,75.83132530120483,58.349397590361455,2.91497975708502,2022-06-28,I,27.78,72.22,23.14,0,0,0,2022-06-28,2022-07-04,1,95.36,2022-06-28,25001,Barnstable County,MA,0,100,0,0,0,0,6/28/22,7/4/22,1,100,-8.81793650793651,116.75,1443,6829,0.21130472982867185
2022-27,17,0,975,0,2022-26,82.57142857142857,1.08,2022-25,2022-26,37,67,0,70.43096234309624,77.13807531380753,65.0836820083682,4.13392857142857,2022-07-05,I,20.3,79.7,39.7,0,0,0,2022-07-05,2022-07-11,1,119.4,2022-07-05,25001,Barnstable County,MA,0,100,0,0,0,0,7/5/22,7/11/22,1,100,-8.90924603174603,15.75,197,1573,0.12523839796567068
2022-28,24,1,1519,0.6583278472679394,2022-27,82,0.02,2022-26,2022-27,25,65,3,68.68279569892474,68.87096774193549,61.40860215053763,4.044198895027624,2022-07-12,I,13.48,86.52,61.61,3.1,0,0,2022-07-12,2022-07-18,1,151.23,2022-07-12,25001,Barnstable County,MA,0,100,0,0,0,0,7/12/22,7/18/22,1,100,-9.0475,30.333333333333336,384,2347,0.1636131231359182
2022-29,17,0,1245,0,2022-28,86.14285714285714,1.08,2022-27,2022-28,54,84,0,69.06229508196722,79.60655737704919,64.30491803278689,3.0690789473684235,2022-07-19,I,17.17,82.83,59.25,3.74,0,0,2022-07-19,2022-07-25,1,145.82,2022-07-19,25001,Barnstable County,MA,0,100,100,0,0,0,7/19/22,7/25/22,1,200,-9.22730158730159,8.583333333333332,113,980,0.1153061224489796
2022-30,15,0,902,0,2022-29,92.42857142857144,0.09,2022-28,2022-29,96,161,0,78.46153846153847,75.09716599190284,71.9919028340081,5.24390243902439,2022-07-26,I,21.2,78.8,52.89,8.67,0,0,2022-07-26,2022-08-01,1,140.36,2022-07-26,25001,Barnstable County,MA,0,100,100,0,0,0,7/26/22,8/1/22,1,200,-9.44257936507937,11.833333333333332,161,1036,0.1554054054054054
2022-31,17,0,1407,0,2022-30,87.71428571428571,0.1,2022-29,2022-30,88,142,0,76.19266055045871,71.0183486238532,68.93577981651376,5.133640552995395,2022-08-02,I,24.18,75.82,53.05,16.6,0,0,2022-08-02,2022-08-08,1,145.47,2022-08-02,25001,Barnstable County,MA,0,100,100,100,0,0,8/2/22,8/8/22,1,300,0.598452380952382,26.166666666666664,329,1500,0.21933333333333332
2022-32,7,0,672,0,2022-31,91.42857142857144,0.21,2022-30,2022-31,75,128,0,77.00438596491227,75.89035087719299,70.95614035087718,4.889867841409694,2022-08-09,I,23.74,76.26,40.69,16.82,3.57,0,2022-08-09,2022-08-15,1,137.34,2022-08-09,25001,Barnstable County,MA,0,100,100,100,11.61,0,8/9/22,8/15/22,1,311.61,14.0446428571429,15.416666666666664,186,814,0.2285012285012285
2022-33,5,0,481,0,2022-32,86,1.43,2022-31,2022-32,27,90,0,75.27710843373494,82.53012048192771,71.26506024096386,4.902439024390241,2022-08-16,I,23.96,76.04,43.56,26.76,7.7,0,2022-08-16,2022-08-22,1,154.06,2022-08-16,25001,Barnstable County,MA,0,100,100,100,10.49,0,8/16/22,8/22/22,1,310.49,13.758333333333301,8.416666666666668,103,633,0.1627172195892575
2022-34,14,0,472,0,NA,NA,NA,NA,2022-33,0,0,0,NA,NA,NA,NA,2022-08-23,I,28.7,71.3,42.96,27.83,7.7,0,2022-08-23,2022-08-29,1,149.79,2022-08-23,25001,Barnstable County,MA,0,100,100,100,10.49,0,8/23/22,8/29/22,1,310.49,13.4582142857143,12.25,152,660,0.23030303030303031
2022-35,9,1,414,2.4154589371980677,NA,NA,NA,NA,2022-34,0,0,0,NA,NA,NA,NA,2022-08-30,I,26.6,73.4,41.09,26.1,6.14,0,2022-08-30,2022-09-05,1,146.73,2022-08-30,25001,Barnstable County,MA,0,100,100,100,10.49,0,8/30/22,9/5/22,1,310.49,13.1479761904762,8.25,128,563,0.22735346358792183
2022-36,12,0,333,0,NA,NA,NA,NA,2022-35,0,0,0,NA,NA,NA,NA,2022-09-06,I,26.6,73.4,39.65,20.49,1.51,0,2022-09-06,2022-09-12,1,135.05,2022-09-06,25001,Barnstable County,MA,0,100,100,100,10.49,0,9/6/22,9/12/22,1,310.49,12.8304365079365,16.166666666666664,201,578,0.3477508650519031
2022-37,13,0,388,0,NA,NA,NA,NA,2022-36,0,0,0,NA,NA,NA,NA,2022-09-13,I,28.22,71.78,40.03,19.44,1.51,0,2022-09-13,2022-09-19,1,132.76,2022-09-13,25001,Barnstable County,MA,0,100,100,100,10.49,0,9/13/22,9/19/22,1,310.49,12.508373015873,10.666666666666668,134,541,0.2476894639556377
2022-38,10,0,465,0,NA,NA,NA,NA,2022-37,0,0,0,NA,NA,NA,NA,2022-09-20,I,29.91,70.09,39.51,17.16,0.83,0,2022-09-20,2022-09-26,1,127.59,2022-09-20,25001,Barnstable County,MA,0,100,100,100,0,0,9/20/22,9/26/22,1,300,12.1834523809524,10.2,103,520,0.19807692307692307
2022-39,10,0,246,0,NA,NA,NA,NA,2022-38,0,0,0,NA,NA,NA,NA,2022-09-27,I,57.69,42.31,23.4,7.09,0.43,0,2022-09-27,2022-10-03,1,73.23,2022-09-27,25001,Barnstable County,MA,0,100,100,55.13,0,0,9/27/22,10/3/22,1,255.13,11.8576984126984,8.818181818181818,105,458,0.2292576419213974
2022-40,4,0,49,0,NA,NA,NA,NA,2022-39,0,0,0,NA,NA,NA,NA,2022-10-04,I,57.63,42.37,21.75,6.31,0.43,0,2022-10-04,2022-10-10,1,70.86,2022-10-04,25001,Barnstable County,MA,0,100,100,55.13,0,0,10/4/22,10/10/22,1,255.13,11.5329761904762,6.357142857142857,89,192,0.4635416666666667
2023-23,3,0,259,0,2023-22,72.57142857142857,0.22,2023-21,2023-22,14,25,89,55.262962962962966,75.59999999999998,50.47037037037037,4.180451127819552,2023-06-06,I,62.18,37.82,8.35,0,0,0,2023-06-06,2023-06-12,1,46.17,2023-06-06,25001,Barnstable County,MA,0,100,0,0,0,0,6/6/23,6/12/23,1,100,-8.87039682539683,23,318,649,0.4899845916795069
2023-24,32,0,1654,0,2023-23,71.57142857142857,0.47,2023-22,2023-23,4,11,52,56.23825503355705,79.87248322147651,52.40604026845638,2.119658119658121,2023-06-13,I,62.26,37.74,5.35,0,0,0,2023-06-13,2023-06-19,1,43.09,2023-06-13,25001,Barnstable County,MA,0,100,0,0,0,0,6/13/23,6/19/23,1,100,-8.79698412698413,42.84615384615385,613,1608,0.3812189054726368
2023-25,28,0,1490,0,2023-24,78,0.8799999999999999,2023-23,2023-24,9,39,0,66.82962962962964,79.58518518518518,62.488888888888894,3.933333333333331,2023-06-20,I,74.31,25.69,1.52,0,0,0,2023-06-20,2023-06-26,1,27.21,2023-06-20,25001,Barnstable County,MA,34.44,65.56,0,0,0,0,6/20/23,6/26/23,1,65.56,-8.77559523809524,40.84615384615385,558,1500,0.372
2023-26,27,0,1946,0,2023-25,77.71428571428571,0.16,2023-24,2023-25,16,39,39,64.83850931677019,82.05590062111801,61.20496894409937,3.056249999999995,2023-06-27,I,76.36,23.64,1.52,0,0,0,2023-06-27,2023-07-03,1,25.16,2023-06-27,25001,Barnstable County,MA,34.44,65.56,0,0,0,0,6/27/23,7/3/23,1,65.56,-8.80674603174603,64.92307692307693,948,3343,0.2835776248878253
2023-27,27,0,1331,0,2023-26,82.85714285714286,1.87,2023-25,2023-26,32,110,0,71.46260387811634,83.30747922437673,67.73130193905816,4.5416666666666705,2023-07-04,I,84.2,15.8,1.53,0,0,0,2023-07-04,2023-07-10,1,17.33,2023-07-04,25001,Barnstable County,MA,52.12,47.88,0,0,0,0,7/4/23,7/10/23,1,47.88,-8.88924603174603,24.083333333333336,320,1323,0.2418745275888133
2023-28,31,0,1700,0,2023-27,87.28571428571429,1.33,2023-26,2023-27,80,125,0,75.48417721518987,82.00632911392405,71.21835443037975,2.888888888888891,2023-07-11,I,97.43,2.57,0,0,0,0,2023-07-11,2023-07-17,1,2.57,2023-07-11,25001,Barnstable County,MA,100,0,0,0,0,0,7/11/23,7/17/23,1,0,-9.01940476190476,49.6923076923077,689,2935,0.23475298126064736
2023-29,37,0,2501,0,2023-28,84.16666666666667,5.65,2023-27,2023-28,54,160,0,76.06521739130434,83.3731884057971,72.21014492753622,5.407272727272728,2023-07-18,I,99.23,0.77,0,0,0,0,2023-07-18,2023-07-24,1,0.77,2023-07-18,25001,Barnstable County,MA,100,0,0,0,0,0,7/18/23,7/24/23,1,0,-9.19210317460317,93.92307692307692,1298,4624,0.28070934256055363
2023-30,40,0,2300,0,2023-29,86.14285714285714,0.04,2023-28,2023-29,79,133,0,74.84042553191489,78.78368794326241,69.74468085106383,2.7943262411347507,2023-07-25,I,99.83,0.17,0,0,0,0,2023-07-25,2023-07-31,1,0.17,2023-07-25,25001,Barnstable County,MA,100,0,0,0,0,0,7/25/23,7/31/23,1,0,-9.40150793650794,140.30769230769226,1849,4953,0.37330910559257013
2023-31,37,1,2171,0.460617227084293,2023-30,87.28571428571429,0.4300000000000001,2023-29,2023-30,71,112,0,74.70270270270271,77.01801801801803,69.27727272727273,4.226244343891401,2023-08-01,I,100,0,0,0,0,0,2023-08-01,2023-08-07,1,0,2023-08-01,25001,Barnstable County,MA,100,0,0,0,0,0,8/1/23,8/7/23,1,0,-2.78420634920635,94.6153846153846,1250,4385,0.28506271379703535
2023-32,45,1,2632,0.3799392097264438,2023-31,82.57142857142857,0,2023-30,2023-31,26,74,0,69.91666666666666,68.69270833333334,62.59375,3.1105263157894747,2023-08-08,I,99.79,0.21,0,0,0,0,2023-08-08,2023-08-14,1,0.21,2023-08-08,25001,Barnstable County,MA,100,0,0,0,0,0,8/8/23,8/14/23,1,0,14.0943650793651,85,1165,6411,0.1817189206052098
2023-33,47,1,2651,0.3772161448509997,2023-32,84.28571428571429,1.4200000000000002,2023-31,2023-32,50,122,0,74.07758620689656,76.65948275862068,68.64655172413794,5.073913043478262,2023-08-15,I,100,0,0,0,0,0,2023-08-15,2023-08-21,1,0,2023-08-15,25001,Barnstable County,MA,100,0,0,0,0,0,8/15/23,8/21/23,1,0,13.8109920634921,149.30769230769232,1996,10150,0.19665024630541872
2023-34,47,2,2090,0.9569377990430622,2023-33,78.57142857142857,2.73,2023-32,2023-33,19,47,0,70.8729641693811,81.35830618892507,66.8827361563518,3.8910891089108888,2023-08-22,I,100,0,0,0,0,0,2023-08-22,2023-08-28,1,0,2023-08-22,25001,Barnstable County,MA,100,0,0,0,0,0,8/22/23,8/28/23,1,0,13.5131349206349,29.692307692307693,458,6565,0.06976389946686977
2023-35,65,0,2564,0,2023-34,80.14285714285714,1.14,2023-33,2023-34,15,60,0,68.92164179104478,79.90298507462687,64.49626865671641,3.484496124031006,2023-08-29,I,100,0,0,0,0,0,2023-08-29,2023-09-04,1,0,2023-08-29,25001,Barnstable County,MA,100,0,0,0,0,0,8/29/23,9/4/23,1,0,13.2043650793651,75.88235294117646,1422,5390,0.263821892393321
2023-36,14,1,845,1.183431952662722,2023-35,79.42857142857143,0.41,2023-34,2023-35,10,48,9,68.52697095435684,79.2448132780083,64.04979253112033,2.6680851063829785,2023-09-05,I,100,0,0,0,0,0,2023-09-05,2023-09-11,1,0,2023-09-05,25001,Barnstable County,MA,100,0,0,0,0,0,9/5/23,9/11/23,1,0,12.8880555555556,33.666666666666664,320,1255,0.2549800796812749
2023-37,27,2,1445,1.3840830449826989,2023-36,90.14285714285714,1.2,2023-35,2023-36,89,155,0,75.88961038961038,81.5,71.42532467532467,2.5351170568561847,2023-09-12,I,100,0,0,0,0,0,2023-09-12,2023-09-18,1,0,2023-09-12,25001,Barnstable County,MA,100,0,0,0,0,0,9/12/23,9/18/23,1,0,12.5666666666667,79.42857142857143,1154,3428,0.33663943990665113
2023-38,27,7,1190,5.88235294117647,2023-37,78.71428571428571,3.79,2023-36,2023-37,12,55,0,69.23489932885906,81.57382550335572,65.40939597315437,2.5780141843971585,2023-09-19,I,100,0,0,0,0,0,2023-09-19,2023-09-25,1,0,2023-09-19,25001,Barnstable County,MA,100,0,0,0,0,0,9/19/23,9/25/23,1,0,12.2421031746032,58.25,768,3676,0.2089227421109902
2023-39,28,8,1008,7.936507936507936,2023-38,70.85714285714286,2.6500000000000004,2023-37,2023-38,0,7,8,62.80797101449275,82.53260869565217,59.376811594202906,3.8492063492063497,2023-09-26,I,100,0,0,0,0,0,2023-09-26,2023-10-02,1,0,2023-09-26,25001,Barnstable County,MA,100,0,0,0,0,0,9/26/23,10/2/23,1,0,11.9163492063492,16.692307692307693,279,1073,0.26001863932898417
2023-40,15,0,640,0,2023-39,65.28571428571429,1.82,2023-38,2023-39,0,0,66,56.10248447204968,85.9472049689441,53.726708074534166,2.587412587412588,2023-10-03,I,100,0,0,0,0,0,2023-10-03,2023-10-09,1,0,2023-10-03,25001,Barnstable County,MA,100,0,0,0,0,0,10/3/23,10/9/23,1,0,11.5912301587302,5.666666666666667,209,733,0.28512960436562074
2023-41,23,0,747,0,2023-40,77.14285714285714,0.17,2023-39,2023-40,9,31,20,62.393854748603346,83.28770949720669,59.12011173184358,2.29106628242075,2023-10-10,I,100,0,0,0,0,0,2023-10-10,2023-10-16,1,0,2023-10-10,25001,Barnstable County,MA,100,0,0,0,0,0,10/10/23,10/16/23,1,0,11.2689682539683,14.333333333333332,176,1718,0.10244470314318976
