week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,week_num.y,Avg_TMAX,Total_PRCP,Lagged_week_num,week_num.y.y,Hours_Above_80,Hours_Above_75,Hours_Below_50,Avg_HourlyDryBulbTemperature,Avg_HourlyRelativeHumidity,Avg_HourlyWetBulbTemperature,Avg_HourlyWindSpeed,MapDate.x,RegionName,None.x,D0.x,D1.x,D2.x,D3.x,D4.x,ValidStart.x,ValidEnd.x,StatisticFormatID.x,DSCI_fema,MapDate.y,FIPS,County,State,None.y,D0.y,D1.y,D2.y,D3.y,D4.y,ValidStart.y,ValidEnd.y,StatisticFormatID.y,DSCI_ma,average_daylight_hours,Average_MEL,Total_MEL,Total_All,MEL_Prop
2018-27,38,0,2597,0,2018-26,83.71428571428571,1.44,2018-25,2018-26,37,53,32,68.78368794326241,81.0212765957447,64.37588652482269,4.143884892086329,2018-07-03,I,41.9,58.1,18.19,0,0,0,2018-07-03,2018-07-09,1,76.29,2018-07-03,25001,Barnstable County,MA,100,0,0,0,0,0,7/3/18,7/9/18,1,0,-8.87876984126984,33.8,387,4846,0.07985967808501858
2018-28,40,0,1984,0,2018-27,88.14285714285714,1.16,2018-26,2018-27,70,120,0,75.31555555555556,75.16444444444444,69.24444444444445,4.716216216216217,2018-07-10,I,37.6,62.4,20.4,0,0,0,2018-07-10,2018-07-16,1,82.8,2018-07-10,25001,Barnstable County,MA,100,0,0,0,0,0,7/10/18,7/16/18,1,0,-9.0043253968254,31,409,5640,0.0725177304964539
2018-29,32,0,1794,0,2018-28,85.28571428571429,0.02,2018-27,2018-28,50,83,0,68.83263598326361,73.66945606694561,62.54811715481171,3.1722689075630264,2018-07-17,I,33.72,66.28,27.32,0,0,0,2018-07-17,2018-07-23,1,93.6,2018-07-17,25001,Barnstable County,MA,100,0,0,0,0,0,7/17/18,7/23/18,1,0,-9.17309523809524,50.66666666666667,629,4128,0.15237403100775193
2018-30,37,0,1734,0,2018-29,85.14285714285714,0.55,2018-28,2018-29,53,108,16,68.22530864197532,82.08024691358025,63.993827160493815,3.7120743034055694,2018-07-24,I,38.32,61.68,19,0,0,0,2018-07-24,2018-07-30,1,80.68,2018-07-24,25001,Barnstable County,MA,100,0,0,0,0,0,7/24/18,7/30/18,1,0,-9.37904761904762,44.6923076923077,625,3104,0.20135309278350516
2018-31,32,0,1318,0,2018-30,87.28571428571429,0.24,2018-29,2018-30,93,211,0,76.6701030927835,81.07903780068729,72.09278350515464,6.162068965517244,2018-07-31,I,46.32,53.68,14.06,0,0,0,2018-07-31,2018-08-06,1,67.74,2018-07-31,25001,Barnstable County,MA,0,100,0,0,0,0,7/31/18,8/6/18,1,100,-6.18738095238095,21.909090909090914,295,2689,0.10970621048716996
2018-32,38,0,1979,0,2018-31,89,1.29,2018-30,2018-31,75,171,0,73.98461538461538,83.12,69.91384615384614,4.181538461538464,2018-08-07,I,54.76,45.24,11.01,0,0,0,2018-08-07,2018-08-13,1,56.25,2018-08-07,25001,Barnstable County,MA,0,100,0,0,0,0,8/7/18,8/13/18,1,100,14.1218253968254,46.58333333333333,592,2915,0.2030874785591767
2018-33,39,4,1721,2.324230098779779,2018-32,88.85714285714286,2.33,2018-31,2018-32,73,152,0,75.52287581699346,83.74183006535947,71.56535947712419,3.5986842105263164,2018-08-14,I,54.76,45.24,11.01,0,0,0,2018-08-14,2018-08-20,1,56.25,2018-08-14,25001,Barnstable County,MA,0,100,0,0,0,0,8/14/18,8/20/18,1,100,13.8401587301587,69.38461538461539,933,2524,0.3696513470681458
2018-34,30,4,1277,3.1323414252153485,2018-33,85.42857142857143,0.76,2018-32,2018-33,57,107,0,73.62883435582823,84.87423312883436,70.13496932515336,4.003076923076924,2018-08-21,I,57.68,42.32,11.01,0,0,0,2018-08-21,2018-08-27,1,53.33,2018-08-21,25001,Barnstable County,MA,0,100,0,0,0,0,8/21/18,8/27/18,1,100,13.5434126984127,33.333333333333336,498,1497,0.33266533066132264
2018-35,21,0,1539,0,2018-34,80.57142857142857,0.2,2018-33,2018-34,24,61,26,65.34333333333332,82.70333333333333,61.56999999999999,3.313333333333334,2018-08-28,I,58.71,41.29,11.01,0,0,0,2018-08-28,2018-09-03,1,52.3,2018-08-28,25001,Barnstable County,MA,17.88,82.12,0,0,0,0,8/28/18,9/3/18,1,82.12,13.235753968254,26.5,592,2090,0.2832535885167464
2018-36,35,3,1970,1.5228426395939083,2018-35,87.85714285714286,0,2018-34,2018-35,59,92,0,73.07177033492822,76.63636363636364,67.41148325358851,3.3719806763285014,2018-09-04,I,53.36,46.64,12.55,3.41,0,0,2018-09-04,2018-09-10,1,62.6,2018-09-04,25001,Barnstable County,MA,0,100,0,0,0,0,9/4/18,9/10/18,1,100,12.92,96.1,1230,3126,0.3934740882917466
2018-37,34,2,1660,1.2048192771084338,2018-36,81.85714285714286,0.95,2018-35,2018-36,43,73,0,72.45248868778282,80.96832579185521,68.15837104072398,3.6301369863013706,2018-09-11,I,56.88,43.12,8.38,1.26,0,0,2018-09-11,2018-09-17,1,52.76,2018-09-11,25001,Barnstable County,MA,0,100,0,0,0,0,9/11/18,9/17/18,1,100,12.5989682539683,93.58333333333334,1467,2655,0.5525423728813559
2018-38,34,3,1658,1.8094089264173705,2018-37,77.42857142857143,2.9,2018-36,2018-37,20,56,0,67.88177339901478,89.13793103448276,65.64778325123152,2.3128078817733932,2018-09-18,I,56.88,43.12,8.38,1.26,0,0,2018-09-18,2018-09-24,1,52.76,2018-09-18,25001,Barnstable County,MA,0,100,0,0,0,0,9/18/18,9/24/18,1,100,12.2746825396825,45.1,572,1607,0.35594275046670815
2018-39,8,0,218,0,2018-38,71.85714285714286,1.23,2018-37,2018-38,3,19,32,63.740740740740726,87.00336700336702,61.18518518518517,3.454545454545454,2018-09-25,I,58.66,41.34,8.38,1.26,0,0,2018-09-25,2018-10-01,1,50.98,2018-09-25,25001,Barnstable County,MA,62.61,37.39,0,0,0,0,9/25/18,10/1/18,1,37.39,11.9490079365079,12,139,281,0.494661921708185
2018-40,13,0,384,0,2018-39,70,2.19,2018-38,2018-39,1,18,89,58.12931034482761,87.94540229885058,55.94540229885057,3.880813953488373,2018-10-02,I,54.06,45.94,7.48,1.26,0,0,2018-10-02,2018-10-08,1,54.68,2018-10-02,25001,Barnstable County,MA,77.75,22.25,0,0,0,0,10/2/18,10/8/18,1,22.25,11.6238492063492,22.142857142857142,207,511,0.4050880626223092
2019-23,10,0,571,0,2019-22,70.85714285714286,0.6100000000000001,2019-21,2019-22,0,18,0,59.923076923076934,78.8,55.71538461538462,3.614785992217899,2019-06-04,I,100,0,0,0,0,0,2019-06-04,2019-06-10,1,0,2019-06-04,25001,Barnstable County,MA,100,0,0,0,0,0,6/4/19,6/10/19,1,0,-8.89988095238095,36.84615384615385,540,3043,0.1774564574433125
2019-24,31,0,1633,0,2019-23,77.28571428571429,0.04,2019-22,2019-23,2,37,28,63.690582959641254,66.4304932735426,56.3811659192825,5.143497757847532,2019-06-11,I,100,0,0,0,0,0,2019-06-11,2019-06-17,1,0,2019-06-11,25001,Barnstable County,MA,100,0,0,0,0,0,6/11/19,6/17/19,1,0,-8.81246031746032,165.84615384615387,2235,3626,0.6163816878102593
2019-25,44,0,2379,0,2019-24,74.57142857142857,2.6199999999999997,2019-23,2019-24,0,26,7,64.49285714285715,77.15714285714287,59.65357142857143,5.5842293906810045,2019-06-18,I,100,0,0,0,0,0,2019-06-18,2019-06-24,1,0,2019-06-18,25001,Barnstable County,MA,100,0,0,0,0,0,6/18/19,6/24/19,1,0,-8.77626984126984,133.6153846153846,1869,4299,0.4347522679692952
2019-26,9,0,647,0,2019-25,76.42857142857143,1.36,2019-24,2019-25,12,31,0,67.70819672131148,81.01639344262293,63.59016393442622,3.582236842105266,2019-06-25,I,100,0,0,0,0,0,2019-06-25,2019-07-01,1,0,2019-06-25,25001,Barnstable County,MA,100,0,0,0,0,0,6/25/19,7/1/19,1,0,-8.79285714285714,18.230769230769234,318,2863,0.11107230178134823
2019-27,26,0,1463,0,2019-26,85.14285714285714,0.24,2019-25,2019-26,42,78,0,71.31159420289855,78.46014492753622,66.32246376811594,3.596363636363637,2019-07-02,I,100,0,0,0,0,0,2019-07-02,2019-07-08,1,0,2019-07-02,25001,Barnstable County,MA,100,0,0,0,0,0,7/2/19,7/8/19,1,0,-8.86123015873016,53.25,513,1533,0.33463796477495106
2019-28,33,0,1926,0,2019-27,87.85714285714286,0.24,2019-26,2019-27,69,110,0,72.08015267175571,75.41221374045801,66.1412213740458,2.957854406130265,2019-07-09,I,100,0,0,0,0,0,2019-07-09,2019-07-15,1,0,2019-07-09,25001,Barnstable County,MA,100,0,0,0,0,0,7/9/19,7/15/19,1,0,-8.9784126984127,68.3076923076923,1122,5258,0.21338912133891216
2019-29,53,2,2788,0.7173601147776184,2019-28,88.71428571428571,2.3699999999999997,2019-27,2019-28,70,100,0,70.8895899053628,78.65930599369085,65.71924290220822,2.3101265822784782,2019-07-16,I,96.76,3.24,0,0,0,0,2019-07-16,2019-07-22,1,3.24,2019-07-16,25001,Barnstable County,MA,100,0,0,0,0,0,7/16/19,7/22/19,1,0,-9.13968253968254,134.58333333333331,1663,11347,0.14655856173437914
2019-30,103,33,4719,6.993006993006993,2019-29,89.14285714285714,0.29000000000000004,2019-28,2019-29,78,137,0,75.6233766233766,75.6147186147186,69.54504504504503,3.830434782608697,2019-07-23,I,100,0,0,0,0,0,2019-07-23,2019-07-29,1,0,2019-07-23,25001,Barnstable County,MA,100,0,0,0,0,0,7/23/19,7/29/19,1,0,-9.33948412698413,240.8,4855,15206,0.3192818624227279
2019-31,111,52,5094,10.208087946603849,2019-30,83.85714285714286,1.54,2019-29,2019-30,45,76,0,70.76855895196506,77.20960698689959,65.28636363636363,3.809734513274337,2019-07-30,I,100,0,0,0,0,0,2019-07-30,2019-08-05,1,0,2019-07-30,25001,Barnstable County,MA,100,0,0,0,0,0,7/30/19,8/5/19,1,0,-9.57138888888889,160,3586,10495,0.34168651738923295
2019-32,98,19,3944,4.817444219066937,2019-31,91,0.04,2019-30,2019-31,76,108,0,74.35159817351598,73.46575342465754,67.49532710280374,3.2465753424657553,2019-08-06,I,96.59,3.41,0,0,0,0,2019-08-06,2019-08-12,1,3.41,2019-08-06,25001,Barnstable County,MA,100,0,0,0,0,0,8/6/19,8/12/19,1,0,14.1705952380952,108.27692307692308,7129,21805,0.32694336161430865
2019-33,81,23,3629,6.337834114081014,2019-32,84.57142857142857,0.35000000000000003,2019-31,2019-32,46,120,0,70.32881355932203,77.7898305084746,65.17288135593222,3.681355932203389,2019-08-13,I,90.39,9.61,0,0,0,0,2019-08-13,2019-08-19,1,9.61,2019-08-13,25001,Barnstable County,MA,100,0,0,0,0,0,8/13/19,8/19/19,1,0,13.8920634920635,109.48275862068964,4456,10383,0.42916305499373975
2019-34,47,11,1718,6.40279394644936,2019-33,84.28571428571429,0.04,2019-32,2019-33,39,90,0,70.95424836601308,81.1013071895425,66.6797385620915,2.908496732026145,2019-08-20,I,90.39,9.61,0,0,0,0,2019-08-20,2019-08-26,1,9.61,2019-08-20,25001,Barnstable County,MA,100,0,0,0,0,0,8/20/19,8/26/19,1,0,13.5977777777778,81.91666666666664,3939,7634,0.515981137018601
2019-35,39,6,950,6.315789473684211,2019-34,83.57142857142857,0.46,2019-33,2019-34,60,117,0,71.15471698113207,78.55849056603773,66.26415094339625,3.7519083969465665,2019-08-27,I,81.38,18.62,0,0,0,0,2019-08-27,2019-09-02,1,18.62,2019-08-27,25001,Barnstable County,MA,100,0,0,0,0,0,8/27/19,9/2/19,1,0,13.2917857142857,20.25925925925926,601,1649,0.3644633110976349
2019-36,28,5,919,5.4406964091403704,2019-35,80.42857142857143,1.02,2019-34,2019-35,19,47,47,62.48456790123457,81.04320987654322,58.5,1.975232198142414,2019-09-03,I,92.16,7.84,0,0,0,0,2019-09-03,2019-09-09,1,7.84,2019-09-03,25001,Barnstable County,MA,100,0,0,0,0,0,9/3/19,9/9/19,1,0,12.9773015873016,54.2,617,1006,0.6133200795228628
2019-37,26,6,919,6.528835690968444,2019-36,75.33333333333333,0.19,2019-35,2019-36,3,21,0,63.990566037735846,78.04716981132076,59.481132075471706,3.876777251184832,2019-09-10,I,92.16,7.84,0,0,0,0,2019-09-10,2019-09-16,1,7.84,2019-09-10,25001,Barnstable County,MA,100,0,0,0,0,0,9/10/19,9/16/19,1,0,12.6570238095238,36,475,762,0.6233595800524935
2019-38,18,2,522,3.8314176245210727,2019-37,76.28571428571429,0.4900000000000001,2019-36,2019-37,10,20,81,59.79384615384615,82.8123076923077,56.46153846153847,2.641975308641976,2019-09-17,I,83.71,16.29,0,0,0,0,2019-09-17,2019-09-23,1,16.29,2019-09-17,25001,Barnstable County,MA,100,0,0,0,0,0,9/17/19,9/23/19,1,0,12.3331746031746,29.583333333333336,751,1074,0.6992551210428305
2019-39,22,0,456,0,2019-38,76,0,2019-37,2019-38,15,24,164,52.0791788856305,80.71260997067448,48.513196480938426,1.2911764705882347,2019-09-24,I,63.59,36.41,0,0,0,0,2019-09-24,2019-09-30,1,36.41,2019-09-24,25001,Barnstable County,MA,100,0,0,0,0,0,9/24/19,9/30/19,1,0,12.0076587301587,17.210526315789473,346,546,0.6336996336996337
2019-40,13,2,383,5.221932114882507,2019-39,78.28571428571429,0.91,2019-38,2019-39,8,30,67,61.080000000000005,80.79333333333332,57.21,3.2626262626262608,2019-10-01,I,62.85,37.15,0,0,0,0,2019-10-01,2019-10-07,1,37.15,2019-10-01,25001,Barnstable County,MA,100,0,0,0,0,0,10/1/19,10/7/19,1,0,11.6821031746032,29.333333333333336,448,553,0.810126582278481
2019-41,7,1,200,5,2019-40,67.28571428571429,0.29000000000000004,2019-39,2019-40,1,6,58,54.30603448275863,76.3448275862069,50.21551724137932,4.134199134199132,2019-10-08,I,75.75,24.25,0,0,0,0,2019-10-08,2019-10-14,1,24.25,2019-10-08,25001,Barnstable County,MA,100,0,0,0,0,0,10/8/19,10/14/19,1,0,11.3588888888889,40.6,203,267,0.7602996254681648
2020-24,4,0,149,0,2020-23,77.14285714285714,0.54,2020-22,2020-23,17,36,13,65.92796610169493,74.36016949152543,60.52966101694915,4.555555555555555,2020-06-09,I,39,61,0,0,0,0,2020-06-09,2020-06-15,1,61,2020-06-09,25001,Barnstable County,MA,100,0,0,0,0,0,6/9/20,6/15/20,1,0,-8.82444444444445,21.454545454545453,265,1466,0.18076398362892224
2020-25,10,0,373,0,2020-24,78.85714285714286,2.26,2020-23,2020-24,10,36,23,65.73200000000001,73.96,60.20800000000001,4.770161290322578,2020-06-16,I,21.68,78.32,0,0,0,0,2020-06-16,2020-06-22,1,78.32,2020-06-16,25001,Barnstable County,MA,100,0,0,0,0,0,6/16/20,6/22/20,1,0,-8.77880952380952,5.6,80,1397,0.0572655690765927
2020-26,23,0,1287,0,2020-25,83.28571428571429,0,2020-24,2020-25,41,67,44,66.18473895582332,74.82730923694778,60.65863453815263,4.056910569105688,2020-06-23,I,9.66,90.34,45.98,0,0,0,2020-06-23,2020-06-29,1,136.32,2020-06-23,25001,Barnstable County,MA,100,0,0,0,0,0,6/23/20,6/29/20,1,0,-8.7859126984127,28.923076923076923,444,3516,0.12627986348122866
2020-27,21,0,1101,0,2020-26,86.57142857142857,0.58,2020-25,2020-26,61,94,0,71.3,78.66551724137932,66.34137931034482,3.7034482758620673,2020-06-30,I,9.21,90.79,39.62,0,0,0,2020-06-30,2020-07-06,1,130.41,2020-06-30,25001,Barnstable County,MA,100,0,0,0,0,0,6/30/20,7/6/20,1,0,-8.84515873015873,179.75,2186,3322,0.6580373269114991
2020-28,33,0,1878,0,2020-27,81,1.11,2020-26,2020-27,26,62,0,69.8795518207283,82.85714285714285,66.20448179271709,3.122159090909089,2020-07-07,I,8.66,91.34,61.21,4.16,0,0,2020-07-07,2020-07-13,1,156.71,2020-07-07,25001,Barnstable County,MA,0,100,0,0,0,0,7/7/20,7/13/20,1,100,-8.95388888888889,28.5,403,3402,0.11845972957084068
2020-29,33,0,1844,0,2020-28,85,0.1,2020-27,2020-28,68,148,0,75.32699619771863,78.81749049429658,70.39923954372622,6,2020-07-14,I,9.86,90.14,59.16,3.14,0,0,2020-07-14,2020-07-20,1,152.44,2020-07-14,25001,Barnstable County,MA,0,100,0,0,0,0,7/14/20,7/20/20,1,100,-9.10765873015873,30.5,427,4719,0.09048527230345411
2020-30,42,0,2415,0,2020-29,83.71428571428571,0.34,2020-28,2020-29,38,72,0,70.11698113207547,78.69433962264151,65.32830188679245,3.0984848484848486,2020-07-21,I,9.86,90.14,59.16,3.14,0,0,2020-07-21,2020-07-27,1,152.44,2020-07-21,25001,Barnstable County,MA,0,100,0,0,0,0,7/21/20,7/27/20,1,100,-9.30095238095238,24.083333333333336,338,5862,0.05765950187649266
2020-31,43,0,2207,0,2020-30,91.57142857142856,0.34,2020-29,2020-30,81,144,0,76.72687224669605,74.76211453744493,70.23348017621146,3.3568281938326,2020-07-28,I,12.46,87.54,59.87,3.14,0,0,2020-07-28,2020-08-03,1,150.55,2020-07-28,25001,Barnstable County,MA,0,100,99.86,0,0,0,7/28/20,8/3/20,1,199.86,-9.52753968253968,34.16666666666667,411,4865,0.08448098663926001
2020-32,34,0,2218,0,2020-31,92.28571428571428,0.59,2020-30,2020-31,95,141,0,76.15637860082306,74.78600823045267,69.70781893004114,3.621399176954732,2020-08-04,I,12.46,87.54,62.39,3.14,0,0,2020-08-04,2020-08-10,1,153.07,2020-08-04,25001,Barnstable County,MA,0,100,100,0,0,0,8/4/20,8/10/20,1,200,7.36150793650794,8.615384615384615,114,3233,0.03526136715125271
2020-33,44,0,2194,0,2020-32,88.71428571428571,0.14,2020-31,2020-32,77,115,0,74.36637931034483,74.72844827586206,68.0948275862069,4.564655172413799,2020-08-11,I,4.67,95.33,63.33,7.65,0,0,2020-08-11,2020-08-17,1,166.31,2020-08-11,25001,Barnstable County,MA,0,100,100,0,0,0,8/11/20,8/17/20,1,200,13.9435317460317,18.52173913043478,427,2517,0.16964640444974174
2020-34,20,0,1307,0,2020-33,86.28571428571429,0.45,2020-32,2020-33,61,116,0,73.60931899641575,79.03225806451616,68.63082437275985,4.163043478260868,2020-08-18,I,4.67,95.33,72.78,29.04,0,0,2020-08-18,2020-08-24,1,197.15,2020-08-18,25001,Barnstable County,MA,0,100,100,0,0,0,8/18/20,8/24/20,1,200,13.651746031746,8.09090909090909,116,1974,0.05876393110435663
2020-35,20,0,1009,0,2020-34,85.28571428571429,0.27,2020-33,2020-34,40,65,0,67.28482972136223,79.72136222910217,62.72755417956657,3.102484472049687,2020-08-25,I,0.97,99.03,78.83,30.11,0,0,2020-08-25,2020-08-31,1,207.97,2020-08-25,25001,Barnstable County,MA,0,100,100,0,0,0,8/25/20,8/31/20,1,200,13.3475396825397,23.333333333333336,298,1276,0.2335423197492163
2020-36,5,0,743,0,2020-35,82.57142857142857,0.77,2020-34,2020-35,28,89,0,71.29562043795622,77.57299270072993,66.21167883211679,3.776556776556776,2020-09-01,I,1.47,98.53,75.74,28.62,0,0,2020-09-01,2020-09-07,1,202.89,2020-09-01,25001,Barnstable County,MA,0,100,100,92.81,0,0,9/1/20,9/7/20,1,292.81,13.0344444444444,1.7000000000000002,32,688,0.04651162790697674
2020-37,8,1,782,1.278772378516624,2020-36,80.14285714285714,0.62,2020-35,2020-36,12,60,8,68.85714285714285,79.18918918918921,64.25968992248062,3.270270270270269,2020-09-08,I,1.47,98.53,86.96,30.99,0,0,2020-09-08,2020-09-14,1,216.48,2020-09-08,25001,Barnstable County,MA,0,100,100,92.81,0,0,9/8/20,9/14/20,1,292.81,12.7150396825397,7.25,98,751,0.13049267643142476
2020-38,5,0,387,0,2020-37,79.57142857142857,0.02,2020-36,2020-37,20,72,55,64.2803738317757,83.59190031152647,60.94080996884735,2.501557632398752,2020-09-15,I,1.74,98.26,87.32,47.36,4.07,0,2020-09-15,2020-09-21,1,237.01,2020-09-15,25001,Barnstable County,MA,0,100,100,100,0,0,9/15/20,9/21/20,1,300,12.3916666666667,2,30,438,0.0684931506849315
2020-39,0,0,184,0,2020-38,70,0,2020-37,2020-38,0,11,56,57.28205128205129,68.31794871794871,51.24102564102563,4.255208333333334,2020-09-22,I,0.43,99.57,91.03,63.68,8.37,0,2020-09-22,2020-09-28,1,262.65,2020-09-22,25001,Barnstable County,MA,0,100,100,100,1.98,0,9/22/20,9/28/20,1,301.98,12.0661904761905,0,3,245,0.01224489795918367
2020-40,0,0,103,0,2020-39,76.85714285714286,0.01,2020-38,2020-39,6,45,46,60.15234375,75.28125,55.18359375,2.9019607843137254,2020-09-29,I,0,100,93.78,75.58,12.07,0,2020-09-29,2020-10-05,1,281.43,2020-09-29,25001,Barnstable County,MA,0,100,100,100,70.72,0,9/29/20,10/5/20,1,370.72,11.7406746031746,0.75,9,284,0.03169014084507042
2021-23,0,0,275,0,2021-22,77.71428571428571,0.32,2021-21,2021-22,21,35,9,64.30916030534348,81.21755725190842,60.15267175572519,4.46360153256705,2021-06-08,I,41.8,58.2,25.3,0,0,0,2021-06-08,2021-06-14,1,83.5,2021-06-08,25001,Barnstable County,MA,0.16,99.84,0,0,0,0,6/8/21,6/14/21,1,99.84,-8.8381746031746,10.5,126,750,0.168
2021-24,18,0,698,0,2021-23,82.85714285714286,0.37,2021-22,2021-23,36,51,7,69.07103825136612,71.15300546448087,62.42622950819673,4.044198895027627,2021-06-15,I,24.61,75.39,32.27,0,0,0,2021-06-15,2021-06-21,1,107.66,2021-06-15,25001,Barnstable County,MA,0.16,99.84,46.06,0,0,0,6/15/21,6/21/21,1,145.9,-8.7831746031746,3.6666666666666665,49,902,0.05432372505543237
2021-25,16,0,923,0,2021-24,79.57142857142857,0.92,2021-23,2021-24,17,46,8,66.76495726495726,75.75641025641028,61.29487179487179,3.97863247863248,2021-06-22,I,22.26,77.74,49.67,3.46,0,0,2021-06-22,2021-06-28,1,130.87,2021-06-22,25001,Barnstable County,MA,0.16,99.84,46.06,0,0,0,6/22/21,6/28/21,1,145.9,-8.78075396825397,11.75,143,1265,0.11304347826086956
2021-26,23,0,1673,0,2021-25,80.14285714285714,0.88,2021-24,2021-25,23,69,11,69.25255972696247,82.63481228668941,65.53583617747442,5.962199312714775,2021-06-29,I,22.26,77.74,51.51,10.9,0,0,2021-06-29,2021-07-05,1,140.15,2021-06-29,25001,Barnstable County,MA,0.16,99.84,46.06,0,0,0,6/29/21,7/5/21,1,145.9,-8.83071428571429,3.5,42,3923,0.01070609227631914
2021-27,17,0,1093,0,2021-26,81.57142857142857,3.5600000000000005,2021-25,2021-26,46,62,0,67.88853503184713,85.93312101910828,64.73566878980894,4.48064516129032,2021-07-06,I,24.67,75.33,52.27,10.9,0,0,2021-07-06,2021-07-12,1,138.5,2021-07-06,25001,Barnstable County,MA,0.16,99.84,46.06,0,0,0,7/6/21,7/12/21,1,145.9,-8.9309126984127,11.363636363636363,125,2157,0.05795085767269355
2021-28,18,0,1252,0,2021-27,79.71428571428571,2.24,2021-26,2021-27,18,41,0,69.24050632911391,85.88924050632913,66.22784810126583,4.641025641025643,2021-07-13,I,35.45,64.55,29.95,4.55,0,0,2021-07-13,2021-07-19,1,99.05,2021-07-13,25001,Barnstable County,MA,0.7,99.3,46.25,0,0,0,7/13/21,7/19/21,1,145.55,-9.07702380952381,5,58,2258,0.02568644818423383
2021-29,43,0,2318,0,2021-28,83.28571428571429,1.7,2021-27,2021-28,49,87,0,72.27665706051873,88.30835734870317,69.66282420749279,2.98550724637681,2021-07-20,I,44.76,55.24,29.24,4.89,0,0,2021-07-20,2021-07-26,1,89.37,2021-07-20,25001,Barnstable County,MA,0.7,99.3,40.09,0,0,0,7/20/21,7/26/21,1,139.39,-9.26357142857143,21.384615384615383,309,3288,0.09397810218978102
2021-30,38,1,2275,0.4395604395604395,2021-29,81.28571428571429,0.53,2021-28,2021-29,21,47,0,68.92142857142858,84.28928571428571,65.41428571428571,2.2392857142857148,2021-07-27,I,49.66,50.34,24.21,4.28,0,0,2021-07-27,2021-08-02,1,78.83,2021-07-27,25001,Barnstable County,MA,0.7,99.3,40.09,0,0,0,7/27/21,8/2/21,1,139.39,-9.48464285714286,23.666666666666664,309,3870,0.07984496124031008
2021-31,42,0,2125,0,2021-30,81.42857142857143,0.32,2021-29,2021-30,24,46,1,68.81308411214953,76.60747663551403,63.5,3.460093896713615,2021-08-03,I,54.24,45.76,28.74,4.64,0,0,2021-08-03,2021-08-09,1,79.14,2021-08-03,25001,Barnstable County,MA,0.7,99.3,40.09,0,0,0,8/3/21,8/9/21,1,139.39,3.98031746031746,19.083333333333336,245,5434,0.04508649245491351
2021-32,35,0,2128,0,2021-31,80.42857142857143,4.3100000000000005,2021-30,2021-31,25,54,0,68.20945945945945,85.69256756756756,65.09459459459461,2.547297297297297,2021-08-10,I,54.21,45.79,27.12,4.64,0,0,2021-08-10,2021-08-16,1,77.55,2021-08-10,25001,Barnstable County,MA,8.32,91.68,40.09,0,0,0,8/10/21,8/16/21,1,131.77,13.9943650793651,37.36363636363636,428,10853,0.03943610061734082
2021-33,32,0,1800,0,2021-32,86.71428571428571,0.34,2021-31,2021-32,51,109,0,74.34999999999998,82.45769230769228,70.18076923076924,3.359073359073357,2021-08-17,I,51.26,48.74,27.12,4.64,0,0,2021-08-17,2021-08-23,1,80.5,2021-08-17,25001,Barnstable County,MA,8.32,91.68,40.09,0,0,0,8/17/21,8/23/21,1,131.77,13.7052380952381,34.33333333333333,430,5079,0.08466233510533569
2021-34,38,0,2323,0,2021-33,82.71428571428571,1,2021-32,2021-33,47,127,0,73.95,84.78928571428571,70.525,5.6142857142857245,2021-08-24,I,51.26,48.74,27.12,4.76,0,0,2021-08-24,2021-08-30,1,80.62,2021-08-24,25001,Barnstable County,MA,8.32,91.68,40.09,19.98,0,0,8/24/21,8/30/21,1,151.75,13.4030158730159,142.75,1769,22664,0.07805330038828097
2021-35,25,0,1320,0,2021-34,85.71428571428571,2.2,2021-33,2021-34,52,89,0,74.37931034482759,82.47892720306513,70.30268199233717,3.0919540229885034,2021-08-31,I,51.26,48.74,31.91,4.76,0,0,2021-08-31,2021-09-06,1,85.41,2021-08-31,25001,Barnstable County,MA,8.32,91.68,40.09,19.98,0,0,8/31/21,9/6/21,1,151.75,13.0912698412698,34.16666666666667,492,3550,0.13859154929577464
2021-36,31,0,1428,0,2021-35,77.42857142857143,4.8,2021-34,2021-35,18,37,0,66.78775510204082,83.26122448979591,63.253061224489805,4.465020576131686,2021-09-07,I,57.87,42.13,31.72,4.64,0,0,2021-09-07,2021-09-13,1,78.49,2021-09-07,25001,Barnstable County,MA,71.39,28.61,20.31,0,0,0,9/7/21,9/13/21,1,48.92,12.7728571428571,40.16666666666667,537,4078,0.13168219715546836
2021-37,31,0,1803,0,2021-36,79.66666666666667,0.68,2021-35,2021-36,9,35,3,68.70854271356784,81.10050251256283,64.58793969849246,4.010152284263957,2021-09-14,I,61.64,38.36,18.87,2.47,0,0,2021-09-14,2021-09-20,1,59.7,2021-09-14,25001,Barnstable County,MA,81.24,18.76,5.81,0,0,0,9/14/21,9/20/21,1,24.57,12.4500396825397,71.91666666666666,916,3735,0.24524765729585007
2021-38,17,0,908,0,2021-37,76.14285714285714,0.38,2021-36,2021-37,12,30,0,67.25163398692811,86.578431372549,64.36274509803921,3.3311475409836055,2021-09-21,I,64.16,35.84,18.07,2.47,0,0,2021-09-21,2021-09-27,1,56.38,2021-09-21,25001,Barnstable County,MA,81.24,18.76,5.81,0,0,0,9/21/21,9/27/21,1,24.57,12.1248412698413,38.30769230769231,588,7040,0.08352272727272728
