"week_num","Hours_Above_80","Hours_Above_75","Hours_Below_50","Avg_HourlyRelativeHumidity","Avg_HourlyWetBulbTemperature","Avg_HourlyWindSpeed","Lagged_week_num"
"2006-30",65,112,0,73.672131147541,70.1639344262295,7.41530054644809,"2006-29"
"2006-31",68,108,0,78.766037735849,67.6969696969697,3.32830188679245,"2006-30"
"2006-32",31,73,24,72.0545454545454,60.351598173516,5.14545454545454,"2006-31"
"2006-33",30,67,16,83.9673202614379,62.5049180327869,3.59477124183007,"2006-32"
"2006-34",11,22,5,84.1127272727273,59.2145454545455,3.05818181818182,"2006-33"
"2006-35",0,5,4,87.0223642172524,60.3863636363636,5.42492012779552,"2006-34"
"2006-36",5,22,10,84.3877551020408,57.9305555555556,2.42176870748299,"2006-35"
"2006-37",3,13,70,84.0419847328244,53.9230769230769,2.69083969465649,"2006-36"
"2006-38",2,23,41,81.9669117647059,58.2222222222222,5.41544117647059,"2006-37"
"2006-39",0,0,156,85.5275362318841,49.8495575221239,2.79420289855072,"2006-38"
"2006-40",0,2,158,83.6416938110749,47.599348534202,3.19471947194719,"2006-39"
"2006-41",0,3,140,79.95,46.9820788530466,3.72857142857143,"2006-40"
"2006-42",0,0,118,81.4809688581315,47.5363321799308,4.74048442906574,"2006-41"
