week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,Avg_TMAX,Total_PRCP,week_num.y.y,Hrs_Above_80_lag,Hrs_Above_75_lag,Hrs_Below_50_lag,Hrs_Between_50_86_lag,Avg_HourlyDryBulbTemp_lag,Avg_HourlyWetBulbTemp_lag,Hrs_Below_50_current,Avg_HourlyRelativeHumidity_current,Avg_HourlyWetBulbTemperature_current,Avg_HourlyWindSpeed_current,None.x,D0.x,D1.x,D2.x,D3.x,D4.x,DSCI_fema,None.y,D0.y,D1.y,D2.y,D3.y,D4.y,DSCI_ma,average_daylight_hours,Average_MEL,Total_MEL,Total_All,MEL_Prop
2014-38,4,0,80,0,74.28571428571429,0.12,2014-37,0,7,79,234,58.191693290734825,55.067092651757186,167,83.8489425981873,49.83081570996979,1.990909090909091,87.8,12.2,0,0,0,0,12.2,7.57,92.43,0,0,0,0,92.43,12.365753968254,9.5,124,247,0.5020242914979757
2014-39,2,0,15,0,72,0.01,2014-38,0,22,167,164,52.85196374622357,49.83081570996979,133,83.4496644295302,51.27181208053691,2.494949494949495,54.16,45.84,9,0,0,0,54.84,0,100,2.82,0,0,0,102.82,12.0403571428571,4,20,32,0.625
2014-40,4,0,97,0,74.85714285714286,0.33,2014-39,12,17,133,165,54.54697986577181,51.27181208053691,29,89.23728813559322,55.15593220338983,4.455479452054795,47.39,52.61,7.8,0,0,0,60.41,0,100,2.82,0,0,0,102.82,11.7147619047619,19.4,97,100,0.97
2014-41,1,0,6,0,63.285714285714285,1.54,2014-40,0,1,29,266,57.0271186440678,55.15593220338983,135,82.11026615969581,46.05703422053232,3.20532319391635,47.39,52.61,7.8,0,0,0,60.41,0,100,2.82,0,0,0,102.82,11.3911507936508,2.4,12,12,1
2014-42,1,0,10,0,66,0.44999999999999996,2014-41,0,0,135,128,49.28136882129277,46.05703422053232,31,82.83916083916084,58.24825174825175,5.724738675958188,26.27,73.73,7.82,0,0,0,81.55,0,100,2.82,0,0,0,102.82,11.0718253968254,5,25,30,0.8333333333333334
2015-24,1,0,7,0,64.71428571428571,0.9,2015-23,0,0,111,163,52.2956204379562,49.11678832116788,0,72.27142857142857,62.852380952380955,6.438423645320197,40.68,59.32,26.11,0,0,0,85.43,0,100,100,0,0,0,200,-8.83190476190476,8.5,68,548,0.12408759124087591
2015-25,1,0,30,0,81.28571428571429,0,2015-24,28,50,0,208,69.22380952380952,62.852380952380955,14,81.30902777777777,61.083333333333336,4.491039426523297,40.68,59.32,26.11,0,0,0,85.43,0,100,100,0,0,0,200,-8.78111111111111,6.5,39,695,0.05611510791366906
2015-27,4,0,107,0,79.42857142857143,1.02,2015-26,25,45,6,228,66.0379746835443,61.18143459915612,0,78.55426356589147,60.16279069767442,3.1417004048582995,57.86,42.14,6.52,0,0,0,48.66,0,100,100,0,0,0,200,-8.83690476190476,18.2,152,2036,0.07465618860510806
2015-28,9,0,229,0,80.42857142857143,0.6,2015-27,25,50,0,258,64.90310077519379,60.16279069767442,0,78.9358108108108,65.94932432432432,3.875,72.15,27.85,5.09,0,0,0,32.94,0,100,0,0,0,0,100,-8.94087301587302,9.88888888888889,112,1546,0.0724450194049159
2015-29,16,0,417,0,86,1.49,2015-28,72,116,0,285,70.88175675675676,65.94932432432432,0,77.27016129032258,66.66129032258064,4.264462809917355,80.32,19.68,5.09,0,0,0,24.77,0,100,0,0,0,0,100,-9.09047619047619,13.083333333333332,169,4096,0.041259765625
2015-30,24,0,757,0,83.28571428571429,0.42000000000000004,2015-29,37,90,0,244,71.77822580645162,66.66129032258064,0,78,63.30120481927711,2.7389558232931726,80.32,19.68,5.09,0,0,0,24.77,0,100,0,0,0,0,100,-9.28,22.916666666666664,300,4006,0.07488766849725412
2015-31,23,1,893,1.1198208286674132,84,0.01,2015-30,39,76,0,237,68.49799196787149,63.30120481927711,0,79.53676470588235,67.38235294117646,3.452205882352941,80.32,19.68,5.09,0,0,0,24.77,0,100,0,0,0,0,100,-9.50353174603175,16.666666666666664,248,3427,0.07236650131310184
2015-32,21,0,941,0,87.42857142857143,0.7200000000000001,2015-31,66,105,0,253,72.36397058823529,67.38235294117646,0,78.9644128113879,61.47686832740214,3.3763440860215055,74.75,25.25,5.37,0,0,0,30.62,0,100,0,0,0,0,100,7.38805555555556,27.666666666666664,345,2178,0.1584022038567493
2015-33,12,0,390,0,82.85714285714286,0.71,2015-32,35,77,0,278,66.33451957295374,61.47686832740214,0,81.6829268292683,63.23344947735192,3.0418118466898956,69.68,30.32,5.37,0,0,0,35.69,0,100,0,0,0,0,100,13.9719444444444,20.75,280,2029,0.13799901429275505
2015-34,29,0,885,0,84.28571428571429,0.87,2015-33,43,67,0,277,67.47038327526133,63.23344947735192,0,83.51840490797547,70.20552147239263,3.873846153846154,69.68,30.32,5.37,0,0,0,35.69,0,100,0,0,0,0,100,13.6815873015873,51.66666666666667,638,2184,0.29212454212454214
2015-35,10,0,331,0,86.57142857142857,0.34,2015-34,58,136,0,311,74.04601226993866,70.20552147239263,0,80.9407894736842,64.09210526315789,2.4125412541254128,69.68,30.32,5.25,0,0,0,35.57,0,100,0,0,0,0,100,13.3785317460317,31.1,433,1581,0.2738772928526249
2015-36,9,0,286,0,85.28571428571429,0.6100000000000001,2015-35,49,92,0,297,68.48026315789474,64.09210526315789,38,82.47619047619048,60.32698412698413,2.057142857142857,64.86,35.14,6.63,0,0,0,41.77,0,100,0,0,0,0,100,13.0661111111111,24.5,355,1097,0.3236098450319052
2015-37,8,0,196,0,84.71428571428571,0,2015-36,41,59,38,272,64.22539682539683,60.32698412698413,0,84.37898089171975,65.84713375796179,4.083067092651757,53.47,46.53,7.92,0,0,0,54.45,0,100,0,0,0,0,100,12.7472222222222,20.333333333333332,224,670,0.33432835820895523
2015-38,6,0,205,0,81.85714285714286,2.65,2015-37,30,76,0,302,69.29299363057325,65.84713375796179,1,80.25912408759125,60.01094890510949,2.4963503649635035,53.47,46.53,7.84,0,0,0,54.37,0,100,0,0,0,0,100,12.4242063492063,31.142857142857142,276,615,0.44878048780487806
2015-39,3,1,91,10.989010989010987,82.14285714285714,0,2015-38,32,49,1,273,64.33941605839416,60.01094890510949,206,83.2710843373494,47.1777108433735,1.4386503067484662,47.16,52.84,11.89,0,0,0,64.73,0,100,0,0,0,0,100,12.0989682539683,17.333333333333332,148,258,0.5736434108527132
2015-40,4,0,61,0,72.57142857142857,0,2015-39,0,2,206,126,50.20180722891566,47.1777108433735,25,85.03519061583577,58.577712609970675,6.964705882352941,46.96,53.04,19.06,0,0,0,72.1,0,100,0,0,0,0,100,11.773253968254,12.2,61,71,0.8591549295774648
2015-41,1,0,20,0,67,3.5700000000000003,2015-40,7,48,25,316,61.252199413489734,58.577712609970675,111,79.6078431372549,49.21176470588235,3.4803149606299213,72.99,27.01,12.12,0,0,0,39.13,0,100,0,0,0,0,100,11.449126984127,6,30,42,0.7142857142857143
2016-23,9,0,288,0,78,1.51,2016-22,11,38,0,332,65.62349397590361,61.57831325301205,14,64.512077294686,58.16425120772947,5.9855072463768115,66.03,33.97,5.11,0,0,0,39.08,100,0,0,0,0,0,0,-8.84650793650794,36.857142857142854,326,1330,0.24511278195488723
